POINT_BANG,X,Y,P_RAIN19_2
0,100.650034127,13.865927928,13.8361024857
1,100.745101685,13.8529962881,17.5449981689
2,100.547002765,13.7545254811,9.56403923035
3,100.497556366,13.7595788722,14.8504810333
4,100.475634063,13.7521615498,14.8504810333
5,100.492151394,13.7512280636,14.8504810333
6,100.529770716,13.7630430098,9.56403923035
7,100.499228357,13.7679029825,14.8504810333
8,100.503045965,13.761822636,9.56403923035
9,100.538408182,13.7573163195,9.56403923035
10,100.494662802,13.761895874,14.8504810333
11,100.481251675,13.7588328289,14.8504810333
12,100.585996523,13.7515581026,9.56403923035
13,100.510667602,13.7588747831,9.56403923035
14,100.708169637,13.8911411594,17.5449981689
15,100.629576885,13.8976550732,13.8361024857
16,100.672300751,13.8963130805,13.8361024857
17,100.563893467,13.8827841602,10.8392124176
18,100.872021917,13.8720997756,14.3620414734
19,100.605776678,13.8678984281,13.8361024857
20,100.811679778,13.8732427011,14.3620414734
21,100.5800601,13.8714663258,10.8392124176
22,100.505483589,13.764769074,9.56403923035
23,100.501439816,13.757277497,9.56403923035
24,100.441472717,13.7522748199,14.8504810333
25,100.418633297,13.7506263367,14.8504810333
26,100.706384042,13.8442969932,17.5449981689
27,100.527961506,13.7522245241,9.56403923035
28,100.828575304,13.8388436557,14.3620414734
29,100.583669608,13.8421016037,10.8392124176
30,100.668300128,13.8243118787,13.8361024857
31,100.774460621,13.8122749002,17.5449981689
32,100.60812621,13.8392281244,13.8361024857
33,100.526686536,13.829422278,10.8392124176
34,100.822299625,13.9135716162,15.0806188583
35,100.579764321,13.9169673853,14.9915237427
36,100.486477187,13.7427943514,14.8504810333
37,100.511837693,13.7437205042,9.56403923035
38,100.423065678,13.7380094564,14.8504810333
39,100.510977362,13.7382068339,9.56403923035
40,100.600737579,13.7934808191,10.4119081497
41,100.372648064,13.7856977068,9.82321739197
42,100.563266751,13.775071483,9.56403923035
43,100.620595798,13.7881933823,10.4119081497
44,100.428539617,13.7861848561,14.8504810333
45,100.836667625,13.7977538507,12.7327709198
46,100.565745619,13.8085226659,10.8392124176
47,100.638646785,13.8112652613,13.8361024857
48,100.53021961,13.8106105983,10.8392124176
49,100.498881145,13.7327783523,14.8504810333
50,100.679827921,13.7174530162,10.4119081497
51,100.520240658,13.7336035808,9.56403923035
52,100.517383748,13.7574561632,9.56403923035
53,100.609121981,13.9200704078,15.6769332886
