,addrcode,rainfall
0,100508,24.94
1,104604,24.56
2,103704,24.82
3,100108,21.28
4,102005,21.28
5,100101,21.28
6,103701,24.82
7,100112,21.28
8,100110,24.82
9,103702,24.82
10,100109,21.28
11,102004,21.28
12,101702,24.82
13,100805,24.82
14,104601,24.56
15,104203,24.94
16,104202,24.94
17,104101,25.42
18,100302,26.49
19,100502,24.94
20,100306,26.49
21,104102,25.42
22,100111,24.82
23,100107,24.82
24,101904,21.28
25,101907,21.28
26,104603,24.56
27,103703,24.82
28,100305,26.49
29,103002,25.42
30,104302,24.94
31,101002,24.56
32,103802,24.94
33,102902,25.42
34,100303,26.82
35,103604,25.22
36,101601,21.28
37,100801,24.82
38,102208,21.28
39,101302,24.82
40,104502,25.17
41,104802,20.1
42,102601,24.82
43,104503,25.17
44,101903,21.28
45,100307,27.17
46,103004,25.42
47,102704,24.94
48,102901,25.42
49,101801,21.28
50,103201,25.17
51,100401,24.82
52,100204,24.82
53,103605,24.77
54,104201,24.77
55,100203,24.82
56,100608,25.17
57,101105,27.17
58,102007,21.28
59,101106,27.17
60,100405,24.82
61,101101,25.04
62,100404,24.82
63,104002,20.1
64,102705,24.94
65,103801,24.94
66,101001,24.56
67,103003,25.42
68,103005,25.42
69,100601,25.17
70,102701,25.17
71,102502,25.42
72,101704,24.82
73,102303,20.1
74,101802,24.82
75,101502,21.28
76,102206,21.28
77,103302,24.82
78,100702,24.82
79,100703,24.82
80,100704,24.82
81,103901,24.82
82,100102,21.28
83,102209,21.28
84,100403,24.82
85,104501,24.82
86,102202,21.28
87,100402,24.82
88,100206,24.82
89,101902,21.28
90,102501,21.28
91,101401,24.82
92,103102,24.82
93,103203,25.88
94,101701,24.82
95,102503,21.28
96,102105,22.21
97,101506,21.28
98,104001,23.39
99,104004,22.74
100,103501,23.39
101,100905,25.88
102,103103,24.54
103,102210,21.28
104,102207,21.28
105,100104,24.82
106,103301,24.82
107,102009,21.28
108,100202,24.82
109,102504,21.28
110,101103,25.04
111,100201,24.82
112,101901,21.28
113,101905,21.28
114,101102,25.04
115,102006,21.28
116,104801,20.1
117,100701,24.82
118,100802,24.82
119,100103,21.28
120,103401,25.17
121,101501,21.28
122,101303,24.82
123,102107,23.39
124,102802,24.82
125,101507,21.28
126,101803,24.82
127,101301,24.82
128,102801,24.82
129,100803,24.82
130,100105,21.28
131,100804,24.82
132,100106,24.82
133,103903,24.82
134,103303,24.82
135,102201,21.28
136,101505,21.28
137,103101,23.39
138,103202,25.88
139,103504,23.39
140,102302,22.74
141,101204,24.54
142,102402,23.39
143,103503,23.39
144,102401,24.54
145,104701,25.88
146,101504,21.28
147,101203,24.54
148,101804,24.82
149,101503,21.28
150,102803,24.82
151,103502,21.28
152,104902,23.39
153,104602,24.56
154,104504,25.17
