SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,64.7294387817,64.7294387817,0.0,64.7294387817,0.0,64.7294387817
100301,2,1,0.01,66.1262817383,66.1262817383,0.0,66.1262817383,0.0,66.1262817383
103001,3,1,0.01,58.2121734619,58.2121734619,0.0,58.2121734619,0.0,58.2121734619
103902,4,1,0.01,59.2122993469,59.2122993469,0.0,59.2122993469,0.0,59.2122993469
101104,5,1,0.01,67.2968521118,67.2968521118,0.0,67.2968521118,0.0,67.2968521118
101602,6,1,0.01,46.9999732971,46.9999732971,0.0,46.9999732971,0.0,46.9999732971
100308,7,1,0.01,68.3224945068,68.3224945068,0.0,68.3224945068,0.0,68.3224945068
103602,8,1,0.01,56.9638214111,56.9638214111,0.0,56.9638214111,0.0,56.9638214111
100304,9,1,0.01,67.6261444092,67.6261444092,0.0,67.6261444092,0.0,67.6261444092
104401,10,1,0.01,66.7889862061,66.7889862061,0.0,66.7889862061,0.0,66.7889862061
104003,11,1,0.01,39.1065063477,39.1065063477,0.0,39.1065063477,0.0,39.1065063477
105001,12,1,0.01,40.7959403992,40.7959403992,0.0,40.7959403992,0.0,40.7959403992
104301,13,1,0.01,65.0295639038,65.0295639038,0.0,65.0295639038,0.0,65.0295639038
104901,14,1,0.01,47.8858413696,47.8858413696,0.0,47.8858413696,0.0,47.8858413696
