SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
100301,2,1,0.01,0.306721448898,0.306721448898,0.0,0.306721448898,0.0,0.306721448898
103001,3,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
103902,4,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
101104,5,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
101602,6,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
100308,7,1,0.01,0.132386669517,0.132386669517,0.0,0.132386669517,0.0,0.132386669517
103602,8,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
100304,9,1,0.01,3.92029714584,3.92029714584,0.0,3.92029714584,0.0,3.92029714584
104401,10,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
104003,11,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
105001,12,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
104301,13,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
104901,14,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
