TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,546.326477051,546.326477051,0.0,546.326477051,0.0,546.326477051
800905,2,2,0.02,438.923095703,501.874938965,62.9518432617,470.399017334,31.4759216309,940.798034668
801701,3,1,0.01,315.36618042,315.36618042,0.0,315.36618042,0.0,315.36618042
800611,4,1,0.01,606.417724609,606.417724609,0.0,606.417724609,0.0,606.417724609
801204,5,1,0.01,598.48828125,598.48828125,0.0,598.48828125,0.0,598.48828125
801101,6,1,0.01,259.694854736,259.694854736,0.0,259.694854736,0.0,259.694854736
801302,7,1,0.01,553.05255127,553.05255127,0.0,553.05255127,0.0,553.05255127
800305,8,1,0.01,558.901062012,558.901062012,0.0,558.901062012,0.0,558.901062012
801105,9,1,0.01,322.674743652,322.674743652,0.0,322.674743652,0.0,322.674743652
801212,10,1,0.01,623.897277832,623.897277832,0.0,623.897277832,0.0,623.897277832
800302,11,1,0.01,530.728210449,530.728210449,0.0,530.728210449,0.0,530.728210449
801205,12,1,0.01,617.720214844,617.720214844,0.0,617.720214844,0.0,617.720214844
800911,13,2,0.02,519.384887695,530.731140137,11.3462524414,525.058013916,5.6731262207,1050.11602783
801107,14,2,0.02,257.018218994,324.601043701,67.582824707,290.809631348,33.7914123535,581.619262695
802302,15,1,0.01,591.067932129,591.067932129,0.0,591.067932129,0.0,591.067932129
800912,16,1,0.01,453.126403809,453.126403809,0.0,453.126403809,0.0,453.126403809
801218,17,1,0.01,616.460998535,616.460998535,0.0,616.460998535,0.0,616.460998535
802304,18,1,0.01,577.350463867,577.350463867,0.0,577.350463867,0.0,577.350463867
800407,19,1,0.01,339.576660156,339.576660156,0.0,339.576660156,0.0,339.576660156
802203,20,1,0.01,520.546508789,520.546508789,0.0,520.546508789,0.0,520.546508789
800118,21,1,0.01,588.886169434,588.886169434,0.0,588.886169434,0.0,588.886169434
800112,22,1,0.01,578.423217773,578.423217773,0.0,578.423217773,0.0,578.423217773
800106,23,1,0.01,605.854553223,605.854553223,0.0,605.854553223,0.0,605.854553223
801801,24,1,0.01,277.149963379,277.149963379,0.0,277.149963379,0.0,277.149963379
801106,25,1,0.01,270.700378418,270.700378418,0.0,270.700378418,0.0,270.700378418
802202,26,1,0.01,445.22088623,445.22088623,0.0,445.22088623,0.0,445.22088623
802004,27,1,0.01,590.872497559,590.872497559,0.0,590.872497559,0.0,590.872497559
802201,28,1,0.01,515.608154297,515.608154297,0.0,515.608154297,0.0,515.608154297
800301,29,1,0.01,547.389038086,547.389038086,0.0,547.389038086,0.0,547.389038086
810601,30,2,0.02,119.818252563,128.53994751,8.72169494629,124.179100037,4.36084747314,248.358200073
800120,31,1,0.01,604.99786377,604.99786377,0.0,604.99786377,0.0,604.99786377
810603,32,1,0.01,121.081260681,121.081260681,0.0,121.081260681,0.0,121.081260681
800205,33,1,0.01,591.850036621,591.850036621,0.0,591.850036621,0.0,591.850036621
800410,34,1,0.01,459.384429932,459.384429932,0.0,459.384429932,0.0,459.384429932
800406,35,1,0.01,354.877807617,354.877807617,0.0,354.877807617,0.0,354.877807617
800505,36,1,0.01,464.224365234,464.224365234,0.0,464.224365234,0.0,464.224365234
800504,37,1,0.01,528.276855469,528.276855469,0.0,528.276855469,0.0,528.276855469
800202,38,1,0.01,560.207885742,560.207885742,0.0,560.207885742,0.0,560.207885742
802101,39,1,0.01,595.621398926,595.621398926,0.0,595.621398926,0.0,595.621398926
800803,40,1,0.01,589.747192383,589.747192383,0.0,589.747192383,0.0,589.747192383
800503,41,3,0.03,476.406341553,554.270935059,77.8645935059,505.612752279,34.6362267719,1516.83825684
800801,42,1,0.01,598.974731445,598.974731445,0.0,598.974731445,0.0,598.974731445
802104,43,1,0.01,581.934265137,581.934265137,0.0,581.934265137,0.0,581.934265137
801408,44,2,0.02,521.653869629,541.665344238,20.0114746094,531.659606934,10.0057373047,1063.31921387
802102,45,3,0.03,492.80090332,560.218383789,67.4174804688,537.097351074,31.3323881391,1611.29205322
801407,46,1,0.01,582.425720215,582.425720215,0.0,582.425720215,0.0,582.425720215
801405,47,1,0.01,582.087585449,582.087585449,0.0,582.087585449,0.0,582.087585449
800804,48,1,0.01,588.94128418,588.94128418,0.0,588.94128418,0.0,588.94128418
800409,49,1,0.01,369.657836914,369.657836914,0.0,369.657836914,0.0,369.657836914
800704,50,2,0.02,556.729309082,576.816101074,20.0867919922,566.772705078,10.0433959961,1133.54541016
801702,51,2,0.02,235.391769409,286.504943848,51.1131744385,260.948356628,25.5565872192,521.896713257
801703,52,1,0.01,403.019012451,403.019012451,0.0,403.019012451,0.0,403.019012451
801603,53,1,0.01,575.375183105,575.375183105,0.0,575.375183105,0.0,575.375183105
800910,54,2,0.02,380.408172607,475.541442871,95.1332702637,427.974807739,47.5666351318,855.949615479
801905,55,1,0.01,482.158660889,482.158660889,0.0,482.158660889,0.0,482.158660889
800908,56,1,0.01,462.478057861,462.478057861,0.0,462.478057861,0.0,462.478057861
801501,57,2,0.02,381.819061279,408.686584473,26.8675231934,395.252822876,13.4337615967,790.505645752
801502,58,2,0.02,380.61505127,393.398925781,12.7838745117,387.006988525,6.39193725586,774.013977051
801406,59,2,0.02,450.708312988,454.330963135,3.62265014648,452.519638062,1.81132507324,905.039276123
801402,60,1,0.01,544.375915527,544.375915527,0.0,544.375915527,0.0,544.375915527
800705,61,1,0.01,394.613800049,394.613800049,0.0,394.613800049,0.0,394.613800049
801609,62,2,0.02,511.055786133,513.026489258,1.970703125,512.041137695,0.9853515625,1024.08227539
800708,63,1,0.01,443.61932373,443.61932373,0.0,443.61932373,0.0,443.61932373
