SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,34.3728866577,34.3728866577,0.0,34.3728866577,0.0,34.3728866577
100301,2,1,0.01,34.5479888916,34.5479888916,0.0,34.5479888916,0.0,34.5479888916
103001,3,1,0.01,34.8377799988,34.8377799988,0.0,34.8377799988,0.0,34.8377799988
103902,4,1,0.01,32.868812561,32.868812561,0.0,32.868812561,0.0,32.868812561
101104,5,1,0.01,33.8016090393,33.8016090393,0.0,33.8016090393,0.0,33.8016090393
101602,6,1,0.01,29.7137203217,29.7137203217,0.0,29.7137203217,0.0,29.7137203217
100308,7,1,0.01,35.1520462036,35.1520462036,0.0,35.1520462036,0.0,35.1520462036
103602,8,1,0.01,41.5920333862,41.5920333862,0.0,41.5920333862,0.0,41.5920333862
100304,9,1,0.01,36.6571502686,36.6571502686,0.0,36.6571502686,0.0,36.6571502686
104401,10,1,0.01,33.5267753601,33.5267753601,0.0,33.5267753601,0.0,33.5267753601
104003,11,1,0.01,28.219991684,28.219991684,0.0,28.219991684,0.0,28.219991684
105001,12,1,0.01,25.6237926483,25.6237926483,0.0,25.6237926483,0.0,25.6237926483
104301,13,1,0.01,35.0917282104,35.0917282104,0.0,35.0917282104,0.0,35.0917282104
104901,14,1,0.01,27.4844245911,27.4844245911,0.0,27.4844245911,0.0,27.4844245911
