POINT_BANG,X,Y,P_RAIN45_2
0,100.650034127,13.865927928,31.307477951
1,100.745101685,13.8529962881,29.43217659
2,100.547002765,13.7545254811,35.9604110718
3,100.497556366,13.7595788722,32.5524139404
4,100.475634063,13.7521615498,32.5524139404
5,100.492151394,13.7512280636,32.5524139404
6,100.529770716,13.7630430098,35.9604110718
7,100.499228357,13.7679029825,32.5524139404
8,100.503045965,13.761822636,35.9604110718
9,100.538408182,13.7573163195,35.9604110718
10,100.494662802,13.761895874,32.5524139404
11,100.481251675,13.7588328289,32.5524139404
12,100.585996523,13.7515581026,35.9604110718
13,100.510667602,13.7588747831,35.9604110718
14,100.708169637,13.8911411594,29.43217659
15,100.629576885,13.8976550732,31.307477951
16,100.672300751,13.8963130805,31.307477951
17,100.563893467,13.8827841602,35.2694587708
18,100.872021917,13.8720997756,21.2848396301
19,100.605776678,13.8678984281,31.307477951
20,100.811679778,13.8732427011,21.2848396301
21,100.5800601,13.8714663258,35.2694587708
22,100.505483589,13.764769074,35.9604110718
23,100.501439816,13.757277497,35.9604110718
24,100.441472717,13.7522748199,32.5524139404
25,100.418633297,13.7506263367,32.5524139404
26,100.706384042,13.8442969932,29.43217659
27,100.527961506,13.7522245241,35.9604110718
28,100.828575304,13.8388436557,21.2848396301
29,100.583669608,13.8421016037,35.2694587708
30,100.668300128,13.8243118787,31.307477951
31,100.774460621,13.8122749002,29.43217659
32,100.60812621,13.8392281244,31.307477951
33,100.526686536,13.829422278,35.2694587708
34,100.822299625,13.9135716162,24.3540878296
35,100.579764321,13.9169673853,30.9487800598
36,100.486477187,13.7427943514,32.5524139404
37,100.511837693,13.7437205042,35.9604110718
38,100.423065678,13.7380094564,32.5524139404
39,100.510977362,13.7382068339,35.9604110718
40,100.600737579,13.7934808191,31.0366783142
41,100.372648064,13.7856977068,33.4107208252
42,100.563266751,13.775071483,35.9604110718
43,100.620595798,13.7881933823,31.0366783142
44,100.428539617,13.7861848561,32.5524139404
45,100.836667625,13.7977538507,27.1036739349
46,100.565745619,13.8085226659,35.2694587708
47,100.638646785,13.8112652613,31.307477951
48,100.53021961,13.8106105983,35.2694587708
49,100.498881145,13.7327783523,32.5524139404
50,100.679827921,13.7174530162,31.0366783142
51,100.520240658,13.7336035808,35.9604110718
52,100.517383748,13.7574561632,35.9604110718
53,100.609121981,13.9200704078,29.1992988586
54,100.652272341,13.9214167064,29.1992988586
55,100.520598024,13.767802731,35.9604110718
56,100.643832442,13.7551040065,31.0366783142
57,100.82440238,13.7237646609,27.1036739349
58,100.463129537,13.7598434125,32.5524139404
59,100.853805065,13.7274620425,27.1036739349
60,100.523239584,13.7294329607,35.9604110718
61,100.749717361,13.722808283,31.0130672455
62,100.514435465,13.7246085607,35.9604110718
63,100.397434355,13.7199086637,33.4107208252
64,100.645313807,13.8287250195,31.307477951
65,100.600568279,13.8138021185,31.307477951
66,100.723055462,13.8022867906,29.43217659
67,100.581233511,13.8193746013,35.2694587708
68,100.552654141,13.8152995128,35.2694587708
69,100.635093523,13.7884470736,31.0366783142
70,100.660654297,13.7936094857,31.0366783142
71,100.508703275,13.8001458031,35.2694587708
72,100.585425012,13.7846089658,35.9604110718
73,100.351082261,13.7141059285,33.4107208252
74,100.505093404,13.731164719,35.9604110718
75,100.489966851,13.7305525625,32.5524139404
76,100.451837222,13.7285695496,32.5524139404
77,100.570753548,13.7228534241,35.9604110718
78,100.526549121,13.7417642048,35.9604110718
79,100.534862613,13.7403758155,35.9604110718
80,100.545509766,13.7362756101,35.9604110718
81,100.56093748,13.7429474334,35.9604110718
82,100.499016059,13.7439699805,32.5524139404
83,100.463278732,13.7217532981,32.5524139404
84,100.52542642,13.7266989228,35.9604110718
85,100.598853998,13.7797838931,35.9604110718
86,100.435247983,13.7235128788,32.5524139404
87,100.529100155,13.7239195509,35.9604110718
88,100.522621746,13.7890724785,35.9604110718
89,100.451589916,13.7908873626,32.5524139404
90,100.492534843,13.790006204,32.5524139404
91,100.544958214,13.7818865454,35.9604110718
92,100.508032368,13.7053301913,35.9604110718
93,100.689161824,13.6808165465,29.0990982056
94,100.576834796,13.7686950314,35.9604110718
95,100.481059963,13.7833887915,32.5524139404
96,100.437753208,13.5734451418,25.8297996521
97,100.484048614,13.7004388412,32.5524139404
98,100.416504326,13.6964336911,29.232378006
99,100.393565878,13.6919475895,29.7840213776
100,100.449475682,13.6974544868,29.232378006
101,100.611847331,13.695262471,29.0990982056
102,100.515160712,13.6939969888,42.8762397766
103,100.459862079,13.733080791,32.5524139404
104,100.445116934,13.7365795311,32.5524139404
105,100.503377964,13.7511174599,35.9604110718
106,100.560189609,13.7219170128,35.9604110718
107,100.477539303,13.7721640218,32.5524139404
108,100.504814581,13.7781125777,35.9604110718
109,100.492479855,13.7743228027,32.5524139404
110,100.754458628,13.7523418891,31.0130672455
111,100.512323168,13.772860755,35.9604110718
112,100.455598012,13.7596681038,32.5524139404
113,100.428371726,13.7671510721,32.5524139404
114,100.724758346,13.7517055582,31.0130672455
115,100.466588454,13.7726659787,32.5524139404
116,100.348442514,13.7581884755,33.4107208252
117,100.519718068,13.7445387648,35.9604110718
118,100.512103222,13.7485519185,35.9604110718
119,100.499158189,13.7499474665,32.5524139404
120,100.628077493,13.7261563316,31.0366783142
121,100.493059194,13.7369182668,32.5524139404
122,100.513536164,13.7343560975,35.9604110718
123,100.412962354,13.6213077751,29.232378006
124,100.514451544,13.7144691647,35.9604110718
125,100.491742507,13.7090301874,32.5524139404
126,100.500844526,13.7143803429,35.9604110718
127,100.504445335,13.7406006938,35.9604110718
128,100.526141963,13.7085286401,35.9604110718
129,100.513553471,13.7533301066,35.9604110718
130,100.497081401,13.7539650076,32.5524139404
131,100.506767949,13.751658507,35.9604110718
132,100.500224236,13.7534157783,35.9604110718
133,100.596319806,13.7191208366,35.9604110718
134,100.595281362,13.7070053136,35.9604110718
135,100.442999315,13.7140386452,32.5524139404
136,100.473382695,13.7150621001,32.5524139404
137,100.497435806,13.6959963973,29.232378006
138,100.65581988,13.6868617778,29.0990982056
139,100.467796476,13.6929143136,29.232378006
140,100.358747568,13.679635857,29.7840213776
141,100.533442629,13.6791546693,42.8762397766
142,100.492041031,13.6749132553,29.232378006
143,100.468010078,13.6710579613,29.232378006
144,100.510128893,13.6715444821,42.8762397766
145,100.618442305,13.6677005684,29.0990982056
146,100.484612424,13.7135228111,32.5524139404
147,100.544139651,13.6970352359,42.8762397766
148,100.50462847,13.7235647686,35.9604110718
149,100.486129323,13.7226820305,32.5524139404
150,100.541358231,13.7175890517,35.9604110718
151,100.462095424,13.7092817056,32.5524139404
152,100.497607731,13.6175571855,29.232378006
153,100.760118563,13.8988193704,29.43217659
154,100.613777112,13.7685481626,31.0366783142
