SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,66.7268447876,66.7268447876,0.0,66.7268447876,0.0,66.7268447876
100301,2,1,0.01,60.7023582458,60.7023582458,0.0,60.7023582458,0.0,60.7023582458
103001,3,1,0.01,72.5862808228,72.5862808228,0.0,72.5862808228,0.0,72.5862808228
103902,4,1,0.01,69.9113006592,69.9113006592,0.0,69.9113006592,0.0,69.9113006592
101104,5,1,0.01,68.2708816528,68.2708816528,0.0,68.2708816528,0.0,68.2708816528
101602,6,1,0.01,57.2407417297,57.2407417297,0.0,57.2407417297,0.0,57.2407417297
100308,7,1,0.01,60.9076728821,60.9076728821,0.0,60.9076728821,0.0,60.9076728821
103602,8,1,0.01,68.9510498047,68.9510498047,0.0,68.9510498047,0.0,68.9510498047
100304,9,1,0.01,62.1658668518,62.1658668518,0.0,62.1658668518,0.0,62.1658668518
104401,10,1,0.01,70.2871170044,70.2871170044,0.0,70.2871170044,0.0,70.2871170044
104003,11,1,0.01,54.1041107178,54.1041107178,0.0,54.1041107178,0.0,54.1041107178
105001,12,1,0.01,53.5020065308,53.5020065308,0.0,53.5020065308,0.0,53.5020065308
104301,13,1,0.01,70.5751342773,70.5751342773,0.0,70.5751342773,0.0,70.5751342773
104901,14,1,0.01,57.5824813843,57.5824813843,0.0,57.5824813843,0.0,57.5824813843
