,addrcode,rainfall
0,100508,95.4
1,104604,96.43
2,103704,97.72
3,100108,90.79
4,102005,90.79
5,100101,90.79
6,103701,97.72
7,100112,90.79
8,100110,97.72
9,103702,97.72
10,100109,90.79
11,102004,90.79
12,101702,97.72
13,100805,97.72
14,104601,96.43
15,104203,95.4
16,104202,95.4
17,104101,95.49
18,100302,94.95
19,100502,95.4
20,100306,94.95
21,104102,95.49
22,100111,97.72
23,100107,97.72
24,101904,90.79
25,101907,90.79
26,104603,96.43
27,103703,97.72
28,100305,94.95
29,103002,95.49
30,104302,95.4
31,101002,96.43
32,103802,95.4
33,102902,95.49
34,100303,95.58
35,103604,97.55
36,101601,90.79
37,100801,97.72
38,102208,90.79
39,101302,97.72
40,104502,96.03
41,104802,87.57
42,102601,97.72
43,104503,96.03
44,101903,90.79
45,100307,99.84
46,103004,95.49
47,102704,95.4
48,102901,95.49
49,101801,90.79
50,103201,96.03
51,100401,97.72
52,100204,97.72
53,103605,100.22
54,104201,100.22
55,100203,97.72
56,100608,96.03
57,101105,99.84
58,102007,90.79
59,101106,99.84
60,100405,97.72
61,101101,95.69
62,100404,97.72
63,104002,87.57
64,102705,95.4
65,103801,95.4
66,101001,96.43
67,103003,95.49
68,103005,95.49
69,100601,96.03
70,102701,96.03
71,102502,95.49
72,101704,97.72
73,102303,87.57
74,101802,97.72
75,101502,90.79
76,102206,90.79
77,103302,97.72
78,100702,97.72
79,100703,97.72
80,100704,97.72
81,103901,97.72
82,100102,90.79
83,102209,90.79
84,100403,97.72
85,104501,97.72
86,102202,90.79
87,100402,97.72
88,100206,97.72
89,101902,90.79
90,102501,90.79
91,101401,97.72
92,103102,97.72
93,103203,97.54
94,101701,97.72
95,102503,90.79
96,102105,90.27
97,101506,90.79
98,104001,91.86
99,104004,87.01
100,103501,91.86
101,100905,97.54
102,103103,98.63
103,102210,90.79
104,102207,90.79
105,100104,97.72
106,103301,97.72
107,102009,90.79
108,100202,97.72
109,102504,90.79
110,101103,95.69
111,100201,97.72
112,101901,90.79
113,101905,90.79
114,101102,95.69
115,102006,90.79
116,104801,87.57
117,100701,97.72
118,100802,97.72
119,100103,90.79
120,103401,96.03
121,101501,90.79
122,101303,97.72
123,102107,91.86
124,102802,97.72
125,101507,90.79
126,101803,97.72
127,101301,97.72
128,102801,97.72
129,100803,97.72
130,100105,90.79
131,100804,97.72
132,100106,97.72
133,103903,97.72
134,103303,97.72
135,102201,90.79
136,101505,90.79
137,103101,91.86
138,103202,97.54
139,103504,91.86
140,102302,87.01
141,101204,98.63
142,102402,91.86
143,103503,91.86
144,102401,98.63
145,104701,97.54
146,101504,90.79
147,101203,98.63
148,101804,97.72
149,101503,90.79
150,102803,97.72
151,103502,90.79
152,104902,91.86
153,104602,96.43
154,104504,96.03
