,addrcode,rainfall
0,801904,65.09
1,800905,60.78
2,801701,70.31
3,800611,34.37
4,801204,59.95
5,801101,82.4
6,801302,44.05
7,800305,43.2
8,801105,71.73
9,801212,18.17
10,800302,47.98
11,801205,29.91
12,800911,60.86
13,801107,67.68
14,802302,78.3
15,800912,67.72
16,801218,24.69
17,802304,34.47
18,800407,65.24
19,802203,68.36
20,800118,29.49
21,800112,39.01
22,800106,78.21
23,801801,73.5
24,801106,81.92
25,802202,75.82
26,802004,60.23
27,802201,63.49
28,800301,44.24
29,810601,100.78
30,800120,25.38
31,810603,111.45
32,800205,45.31
33,800410,124.45
34,800406,53.87
35,800505,51.55
36,800504,58.5
37,800202,51.68
38,802101,46.21
39,800803,32.89
40,800503,71.14
41,800801,19.52
42,802104,46.05
43,801408,37.8
44,802102,70.54
45,801407,46.21
46,801405,31.29
47,800804,41.39
48,800409,44.81
49,800704,57.58
50,801702,86.61
51,801703,74.77
52,801603,48.02
53,800910,60.29
54,801905,49.25
55,800908,61.11
56,801501,29.71
57,801502,30.45
58,801406,27.77
59,801402,32.66
60,800705,52.6
61,801609,56.43
62,800708,58.74
63,800711,104.7
64,810405,133.48
65,810803,158.95
66,810403,129.46
67,810305,166.06
68,810303,144.16
69,810404,113.07
70,810115,119.67
71,810406,94.96
72,810702,77.32
73,810703,81.0
74,810117,127.42
75,810704,87.89
76,810402,119.97
77,810401,164.73
78,810118,129.8
79,810807,117.37
80,810204,97.29
81,810201,142.99
82,810111,129.99
83,810506,119.12
84,810501,120.42
85,810202,110.41
86,810502,121.63
87,810505,120.72
88,810504,120.02
89,810105,126.25
90,810407,104.18
91,810103,114.87
92,810206,82.05
93,810808,123.12
94,810503,108.08
95,810205,107.65
96,802303,44.33
97,801608,29.67
98,800606,32.6
99,800903,50.82
100,801305,48.45
101,800706,47.44
