,addrcode,rainfall
0,104605,24.56
1,100301,26.49
2,103001,25.42
3,103902,24.82
4,101104,25.04
5,101602,21.28
6,100308,27.17
7,103602,25.22
8,100304,26.82
9,104401,25.17
10,104003,20.1
11,105001,22.74
12,104301,24.94
13,104901,23.39
