SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,18.8178462982,18.8178462982,0.0,18.8178462982,0.0,18.8178462982
100301,2,1,0.01,13.4134502411,13.4134502411,0.0,13.4134502411,0.0,13.4134502411
103001,3,1,0.01,25.7979373932,25.7979373932,0.0,25.7979373932,0.0,25.7979373932
103902,4,1,0.01,23.0744171143,23.0744171143,0.0,23.0744171143,0.0,23.0744171143
101104,5,1,0.01,16.4520130157,16.4520130157,0.0,16.4520130157,0.0,16.4520130157
101602,6,1,0.01,21.7798633575,21.7798633575,0.0,21.7798633575,0.0,21.7798633575
100308,7,1,0.01,14.4256343842,14.4256343842,0.0,14.4256343842,0.0,14.4256343842
103602,8,1,0.01,48.181854248,48.181854248,0.0,48.181854248,0.0,48.181854248
100304,9,1,0.01,20.4394016266,20.4394016266,0.0,20.4394016266,0.0,20.4394016266
104401,10,1,0.01,22.1442337036,22.1442337036,0.0,22.1442337036,0.0,22.1442337036
104003,11,1,0.01,24.582698822,24.582698822,0.0,24.582698822,0.0,24.582698822
105001,12,1,0.01,33.7876701355,33.7876701355,0.0,33.7876701355,0.0,33.7876701355
104301,13,1,0.01,83.8412628174,83.8412628174,0.0,83.8412628174,0.0,83.8412628174
104901,14,1,0.01,21.8937225342,21.8937225342,0.0,21.8937225342,0.0,21.8937225342
