,addrcode,rainfall
0,801403,3.74
1,801404,2.64
2,800802,40.25
3,801503,4.68
4,801409,10.43
5,801401,10.43
6,801304,19.22
7,800603,4.97
8,800909,9.73
9,801903,25.95
10,802003,19.24
11,801215,12.34
12,801206,18.89
13,801207,5.43
14,801217,12.34
15,802001,19.24
16,801003,8.08
17,801208,16.17
18,801213,5.43
19,802301,7.81
20,801301,19.22
21,800906,9.31
22,801216,12.34
23,801001,95.0
24,801303,16.97
25,801203,5.43
26,801104,4.41
27,801211,5.43
28,800102,19.79
29,801214,16.17
30,800103,19.79
31,800401,107.92
32,800304,7.37
33,800108,19.79
34,800405,2.64
35,800115,19.79
36,800303,9.28
37,801103,99.44
38,800114,19.24
39,802002,19.24
40,800122,13.56
41,801210,16.17
42,801002,12.12
43,801102,18.17
44,800101,19.79
45,800119,13.56
46,800416,107.92
47,800113,19.24
48,801202,16.17
49,810602,23.66
50,800807,1.16
51,800204,1.53
52,800501,15.93
53,800415,1.9
54,800810,1.16
55,810301,37.21
56,800201,1.16
57,800403,8.26
58,801209,14.93
59,800116,9.28
60,801803,2.49
61,800107,8.94
62,800121,2.6
63,801802,2.64
64,800203,1.16
65,800404,9.9
66,800806,2.27
67,802103,3.32
68,800502,1.28
69,800811,2.27
70,800813,2.87
71,800809,3.32
72,800709,12.02
73,801901,18.75
74,801604,13.1
75,800703,23.38
76,801605,8.75
77,801602,20.64
78,801704,11.74
79,801902,18.75
80,800701,22.5
81,801610,8.75
82,800710,21.24
83,800702,22.5
84,800707,13.85
85,810304,20.97
86,810802,14.66
87,810302,39.83
88,810106,24.53
89,810801,25.32
90,810101,25.32
91,810805,120.72
92,810701,2.81
93,810806,14.62
94,810116,25.01
95,810804,25.32
96,810203,18.92
97,810508,23.93
98,810509,31.7
99,810507,42.1
100,810604,26.13
101,800610,9.85
102,800904,7.05
103,800901,7.05
104,800607,4.97
105,800604,4.97
106,801611,9.85
107,800913,14.27
108,800601,4.97
109,801306,25.95
110,800902,7.05
111,800605,4.97
112,800612,11.18
113,801607,9.85
114,801906,12.02
115,800613,20.21
116,801606,8.61
117,800907,8.46
118,801601,8.61
