,addrcode,rainfall
0,801904,0.79
1,800905,1.47
2,801701,0.81
3,800611,0.0
4,801204,3.06
5,801101,2.38
6,801302,0.14
7,800305,0.94
8,801105,1.94
9,801212,2.76
10,800302,0.99
11,801205,1.52
12,800911,1.82
13,801107,1.13
14,802302,0.0
15,800912,1.64
16,801218,0.0
17,802304,0.0
18,800407,0.49
19,802203,1.2
20,800118,0.0
21,800112,3.0
22,800106,4.51
23,801801,48.66
24,801106,51.79
25,802202,1.97
26,802004,0.0
27,802201,3.36
28,800301,3.12
29,810601,10.44
30,800120,5.1
31,810603,19.02
32,800205,0.9
33,800410,2.41
34,800406,2.44
35,800505,2.35
36,800504,1.42
37,800202,1.22
38,802101,0.48
39,800803,1.3
40,800503,1.29
41,800801,3.24
42,802104,0.78
43,801408,2.01
44,802102,1.68
45,801407,0.48
46,801405,3.81
47,800804,0.81
48,800409,3.16
49,800704,0.0
50,801702,0.44
51,801703,0.09
52,801603,0.0
53,800910,2.36
54,801905,0.12
55,800908,10.32
56,801501,0.82
57,801502,0.7
58,801406,2.54
59,801402,2.97
60,800705,0.0
61,801609,0.01
62,800708,0.0
63,800711,0.0
64,810405,0.46
65,810803,0.88
66,810403,0.19
67,810305,14.36
68,810303,1.03
69,810404,0.51
70,810115,4.28
71,810406,0.14
72,810702,0.66
73,810703,0.3
74,810117,8.57
75,810704,0.14
76,810402,0.0
77,810401,0.39
78,810118,1.63
79,810807,0.26
80,810204,2.03
81,810201,1.74
82,810111,3.88
83,810506,6.64
84,810501,16.06
85,810202,3.74
86,810502,8.77
87,810505,6.14
88,810504,6.84
89,810105,9.9
90,810407,2.16
91,810103,4.48
92,810206,0.68
93,810808,4.61
94,810503,15.33
95,810205,2.68
96,802303,0.0
97,801608,0.0
98,800606,0.0
99,800903,11.41
100,801305,0.0
101,800706,0.84
