,addrcode,rainfall
0,801904,38.95
1,800905,47.9
2,801701,51.74
3,800611,29.74
4,801204,43.55
5,801101,55.19
6,801302,39.09
7,800305,39.5
8,801105,54.21
9,801212,22.35
10,800302,37.15
11,801205,29.47
12,800911,45.32
13,801107,51.96
14,802302,36.51
15,800912,50.64
16,801218,28.67
17,802304,44.02
18,800407,48.26
19,802203,39.59
20,800118,29.56
21,800112,33.62
22,800106,40.58
23,801801,51.0
24,801106,50.25
25,802202,50.36
26,802004,35.02
27,802201,45.1
28,800301,36.33
29,810601,48.59
30,800120,29.74
31,810603,55.35
32,800205,26.39
33,800410,50.85
34,800406,39.2
35,800505,36.67
36,800504,36.45
37,800202,31.9
38,802101,22.99
39,800803,20.78
40,800503,28.17
41,800801,21.55
42,802104,24.23
43,801408,19.66
44,802102,23.72
45,801407,20.91
46,801405,19.73
47,800804,26.44
48,800409,38.55
49,800704,39.09
50,801702,65.24
51,801703,55.97
52,801603,31.81
53,800910,57.39
54,801905,49.67
55,800908,48.94
56,801501,11.71
57,801502,12.69
58,801406,19.78
59,801402,21.35
60,800705,51.0
61,801609,37.54
62,800708,46.67
63,800711,61.71
64,810405,76.59
65,810803,72.51
66,810403,75.56
67,810305,77.98
68,810303,77.01
69,810404,73.92
70,810115,69.89
71,810406,62.9
72,810702,54.48
73,810703,55.74
74,810117,70.71
75,810704,61.63
76,810402,70.71
77,810401,69.83
78,810118,62.56
79,810807,65.78
80,810204,57.2
81,810201,64.52
82,810111,69.86
83,810506,60.7
84,810501,61.84
85,810202,62.59
86,810502,62.54
87,810505,65.85
88,810504,65.35
89,810105,69.16
90,810407,58.71
91,810103,66.48
92,810206,53.58
93,810808,63.45
94,810503,62.3
95,810205,57.68
96,802303,40.1
97,801608,30.14
98,800606,31.36
99,800903,47.64
100,801305,52.3
101,800706,48.22
