TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,20.9318847656,20.9318847656,0.0,20.9318847656,0.0,20.9318847656
800905,2,2,0.02,27.0643558502,35.4350814819,8.37072563171,31.2497186661,4.18536281586,62.4994373322
801701,3,1,0.01,41.8458251953,41.8458251953,0.0,41.8458251953,0.0,41.8458251953
800611,4,1,0.01,55.5972137451,55.5972137451,0.0,55.5972137451,0.0,55.5972137451
801204,5,1,0.01,42.1598091125,42.1598091125,0.0,42.1598091125,0.0,42.1598091125
801101,6,1,0.01,46.1248321533,46.1248321533,0.0,46.1248321533,0.0,46.1248321533
801302,7,1,0.01,23.5505409241,23.5505409241,0.0,23.5505409241,0.0,23.5505409241
800305,8,1,0.01,24.6689128876,24.6689128876,0.0,24.6689128876,0.0,24.6689128876
801105,9,1,0.01,35.5342826843,35.5342826843,0.0,35.5342826843,0.0,35.5342826843
801212,10,1,0.01,33.9552001953,33.9552001953,0.0,33.9552001953,0.0,33.9552001953
800302,11,1,0.01,25.3072338104,25.3072338104,0.0,25.3072338104,0.0,25.3072338104
801205,12,1,0.01,38.4371833801,38.4371833801,0.0,38.4371833801,0.0,38.4371833801
800911,13,2,0.02,22.2490062714,25.6954059601,3.44639968872,23.9722061157,1.72319984436,47.9444122314
801107,14,2,0.02,33.9924888611,41.6749076843,7.68241882324,37.8336982727,3.84120941162,75.6673965454
802302,15,1,0.01,55.3439216614,55.3439216614,0.0,55.3439216614,0.0,55.3439216614
800912,16,1,0.01,40.5327224731,40.5327224731,0.0,40.5327224731,0.0,40.5327224731
801218,17,1,0.01,34.6875572205,34.6875572205,0.0,34.6875572205,0.0,34.6875572205
802304,18,1,0.01,24.3870315552,24.3870315552,0.0,24.3870315552,0.0,24.3870315552
800407,19,1,0.01,46.125919342,46.125919342,0.0,46.125919342,0.0,46.125919342
802203,20,1,0.01,36.8860778809,36.8860778809,0.0,36.8860778809,0.0,36.8860778809
800118,21,1,0.01,27.4601821899,27.4601821899,0.0,27.4601821899,0.0,27.4601821899
800112,22,1,0.01,27.817276001,27.817276001,0.0,27.817276001,0.0,27.817276001
800106,23,1,0.01,51.1203117371,51.1203117371,0.0,51.1203117371,0.0,51.1203117371
801801,24,1,0.01,55.3205833435,55.3205833435,0.0,55.3205833435,0.0,55.3205833435
801106,25,1,0.01,55.0345458984,55.0345458984,0.0,55.0345458984,0.0,55.0345458984
802202,26,1,0.01,31.9107322693,31.9107322693,0.0,31.9107322693,0.0,31.9107322693
802004,27,1,0.01,30.3544654846,30.3544654846,0.0,30.3544654846,0.0,30.3544654846
802201,28,1,0.01,27.3978214264,27.3978214264,0.0,27.3978214264,0.0,27.3978214264
800301,29,1,0.01,32.3504104614,32.3504104614,0.0,32.3504104614,0.0,32.3504104614
810601,30,2,0.02,101.896934509,113.072471619,11.1755371094,107.484703064,5.58776855469,214.969406128
800120,31,1,0.01,28.8221435547,28.8221435547,0.0,28.8221435547,0.0,28.8221435547
810603,32,1,0.01,83.1296081543,83.1296081543,0.0,83.1296081543,0.0,83.1296081543
800205,33,1,0.01,14.4247198105,14.4247198105,0.0,14.4247198105,0.0,14.4247198105
800410,34,1,0.01,64.2574234009,64.2574234009,0.0,64.2574234009,0.0,64.2574234009
800406,35,1,0.01,49.6416625977,49.6416625977,0.0,49.6416625977,0.0,49.6416625977
800505,36,1,0.01,26.4949607849,26.4949607849,0.0,26.4949607849,0.0,26.4949607849
