POINT_NAKH,X,Y,P_RAIN24_2
63,99.7843495738,8.8989502351,48.6738090515
64,99.8909272668,8.89301842195,39.8150558472
65,99.9019268233,8.81222649824,58.0312919617
78,99.8143726422,9.2798847122,68.7464828491
79,99.8606315579,9.07186117749,56.0796699524
80,99.877872103,9.0103030219,56.0796699524
0,99.8996068804,8.14044207504,24.7219390869
1,100.164679943,8.14045025554,46.8702392578
2,99.669483254,8.09858317981,60.4019432068
3,99.9349454428,8.1033900504,23.1852607727
4,99.9085303272,8.30200519156,31.7023258209
5,100.227060223,8.29377852123,22.3340435028
6,100.089070524,8.2806622455,93.8935546875
7,100.149546132,8.27814400986,22.0175380707
8,100.212688964,8.24609469583,22.3340435028
9,99.9109471056,8.3352212058,31.7023258209
10,99.5279660229,8.28190587835,91.580039978
11,100.183975352,8.31398186234,30.0367565155
12,100.15291921,8.23165166418,22.0175380707
13,100.081289313,8.17690248172,29.5467948914
14,99.8247355255,8.1747320445,24.7219390869
15,99.7012766744,8.24311992405,35.0202255249
16,100.256136117,8.26258513634,22.3340435028
17,99.6118643628,8.25096723769,51.6273536682
18,99.9236238606,8.25220182276,24.1705265045
19,100.120488081,8.2442530761,22.0175380707
20,99.3366319744,8.19378919478,38.0180435181
21,100.184946737,8.24597145074,22.0175380707
22,99.9613538546,8.44909131242,47.1235427856
23,100.199619741,8.39705975156,30.0367565155
24,99.9663605763,8.43429046869,47.1235427856
25,99.504279774,8.39090578517,92.256477356
26,99.7537186387,8.45446834779,58.4894752502
27,99.9139319362,8.47207797774,47.1235427856
28,99.4767986823,8.45834931128,67.8549804688
29,99.9193831928,8.45227063334,47.1235427856
30,99.8192094507,8.41408752564,43.9053268433
31,99.4286045433,8.36558987907,67.8031692505
32,99.9526069244,8.39847622667,31.7023258209
33,99.9179446213,8.37122022425,31.7023258209
34,100.012341183,8.32542449041,51.9738044739
35,100.165284197,8.35981667475,30.0367565155
36,99.4867736403,8.25516819972,83.8563995361
37,99.3418470359,8.37159772906,57.2173576355
38,99.9718522757,8.40750469109,47.1235427856
39,100.060596466,8.37636567618,51.9738044739
40,99.5538554519,8.39048935092,92.256477356
41,99.9124551563,8.39946723757,31.7023258209
42,100.108299318,8.35824060298,30.0367565155
43,98.8033636451,8.56315513198,63.7311515808
44,99.8847252548,8.58896321248,63.1796035767
45,99.7760535351,8.58009546134,82.825668335
46,99.651809934,8.55782449393,62.2940711975
47,99.5004771487,8.5326942602,68.9585571289
48,99.8839685712,8.56156767713,63.1796035767
49,99.0757645856,7.52460805864,75.8154602051
50,99.8009469059,8.5042021206,63.1796035767
51,99.6336246089,8.46582419442,50.9604415894
52,100.181310671,8.47360584005,73.9171295166
53,99.8611364533,8.46637636276,43.9053268433
54,99.347331262,8.46566447827,51.3383369446
55,100.012307606,8.44320042718,55.8193626404
56,100.032335522,8.51013125978,63.124458313
57,99.4185800948,8.49096825319,67.8549804688
58,99.8997571016,8.53924920914,63.1796035767
59,99.5206528024,8.48570708807,137.409606934
60,99.8707747056,8.74996642616,48.1085586548
61,99.8273253692,8.6658061913,62.901966095
62,99.525144591,8.63294436894,69.0357894897
66,99.8213932423,8.78321411643,48.1085586548
67,99.9217687009,8.61672251233,48.7473068237
68,99.8792246733,8.664989458,62.901966095
69,99.8849907525,8.00915259593,74.0568466187
70,99.909545107,8.0351190874,45.5583610535
71,100.191794957,7.96951729775,25.9647541046
72,99.960160418,7.97349415485,55.021270752
73,100.269118333,7.97575087416,28.7390403748
74,100.322345555,7.96735643975,25.1951446533
75,99.5065049615,7.93253162187,69.3782806396
76,99.9329972975,8.05849977339,45.5583610535
77,100.019807461,7.99577336717,31.0587673187
81,100.291003946,7.93304909085,28.7390403748
82,99.8799145896,7.98022837458,74.619102478
83,100.000747472,7.94576096896,31.0587673187
84,100.039714184,7.87278518799,46.1839065552
85,99.0885545737,7.80693614332,36.6243553162
86,98.962972508,7.83620064015,21.275018692
87,99.086515273,7.64591919012,63.0436820984
88,98.7424482523,8.14079930827,23.2927265167
89,98.9914739031,8.08126192991,43.9723587036
90,98.9064480901,8.0894902489,43.9723587036
91,99.0867384798,8.08954257043,45.8058319092
92,99.3023073467,8.09252650575,42.4583129883
93,98.9712323424,7.96699749899,30.4553699493
94,98.8320582422,8.05226076674,21.0205307007
95,98.9761965864,8.03557493048,43.9723587036
96,99.2494736688,8.27514123302,40.7475471497
97,98.8913764556,8.38768797665,25.1966133118
98,98.7951249215,8.35878430825,22.0078849792
99,98.7192835818,8.45918267644,33.1862258911
100,98.8308684698,8.45050342365,44.0620689392
101,100.222057406,8.15728437627,25.5975131989
102,99.6322271047,8.149180586,48.5894126892
103,99.6885189229,8.16828189335,48.5894126892
104,100.116993764,8.14678872809,46.8702392578
105,100.197168301,8.15574993602,46.8702392578
106,100.291367362,8.11167234402,25.5975131989
107,99.500257118,8.17297578656,77.7664413452
108,100.116932532,8.19868236912,46.8702392578
109,99.9192016424,8.18264107046,23.1852607727
110,99.6726335781,8.14759861008,48.5894126892
111,100.193124146,8.18449327508,46.8702392578
112,100.190528385,8.08368048865,29.2275085449
113,100.246572214,8.10654372602,25.5975131989
114,99.8427351932,8.06783688099,74.0568466187
115,100.094136161,8.07477686129,59.0530929565
116,100.243786276,8.0824587503,25.0467891693
117,99.5936293786,8.04748477069,62.0416526794
118,100.286330758,8.0367649157,25.0467891693
