POINT_BANG,X,Y,P_RAIN42_2
0,100.650034127,13.865927928,12.8150224686
1,100.745101685,13.8529962881,10.9860420227
2,100.547002765,13.7545254811,13.8329153061
3,100.497556366,13.7595788722,13.3493509293
4,100.475634063,13.7521615498,13.3493509293
5,100.492151394,13.7512280636,13.3493509293
6,100.529770716,13.7630430098,13.8329153061
7,100.499228357,13.7679029825,13.3493509293
8,100.503045965,13.761822636,13.8329153061
9,100.538408182,13.7573163195,13.8329153061
10,100.494662802,13.761895874,13.3493509293
11,100.481251675,13.7588328289,13.3493509293
12,100.585996523,13.7515581026,13.8329153061
13,100.510667602,13.7588747831,13.8329153061
14,100.708169637,13.8911411594,10.9860420227
15,100.629576885,13.8976550732,12.8150224686
16,100.672300751,13.8963130805,12.8150224686
17,100.563893467,13.8827841602,15.1946516037
18,100.872021917,13.8720997756,9.22709465027
19,100.605776678,13.8678984281,12.8150224686
20,100.811679778,13.8732427011,9.22709465027
21,100.5800601,13.8714663258,15.1946516037
22,100.505483589,13.764769074,13.8329153061
23,100.501439816,13.757277497,13.8329153061
24,100.441472717,13.7522748199,13.3493509293
25,100.418633297,13.7506263367,13.3493509293
26,100.706384042,13.8442969932,10.9860420227
27,100.527961506,13.7522245241,13.8329153061
28,100.828575304,13.8388436557,9.22709465027
29,100.583669608,13.8421016037,15.1946516037
30,100.668300128,13.8243118787,12.8150224686
31,100.774460621,13.8122749002,10.9860420227
32,100.60812621,13.8392281244,12.8150224686
33,100.526686536,13.829422278,15.1946516037
34,100.822299625,13.9135716162,13.6785545349
35,100.579764321,13.9169673853,15.0627613068
36,100.486477187,13.7427943514,13.3493509293
37,100.511837693,13.7437205042,13.8329153061
38,100.423065678,13.7380094564,13.3493509293
39,100.510977362,13.7382068339,13.8329153061
40,100.600737579,13.7934808191,11.5266304016
41,100.372648064,13.7856977068,10.8253602982
42,100.563266751,13.775071483,13.8329153061
43,100.620595798,13.7881933823,11.5266304016
44,100.428539617,13.7861848561,13.3493509293
45,100.836667625,13.7977538507,8.39584445953
46,100.565745619,13.8085226659,15.1946516037
47,100.638646785,13.8112652613,12.8150224686
48,100.53021961,13.8106105983,15.1946516037
49,100.498881145,13.7327783523,13.3493509293
50,100.679827921,13.7174530162,11.5266304016
51,100.520240658,13.7336035808,13.8329153061
52,100.517383748,13.7574561632,13.8329153061
53,100.609121981,13.9200704078,12.8707733154
54,100.652272341,13.9214167064,12.8707733154
55,100.520598024,13.767802731,13.8329153061
56,100.643832442,13.7551040065,11.5266304016
57,100.82440238,13.7237646609,8.39584445953
58,100.463129537,13.7598434125,13.3493509293
