TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,32.1674079895,32.1674079895,0.0,32.1674079895,0.0,32.1674079895
800905,2,2,0.02,14.6237487793,17.3728275299,2.74907875061,15.9982881546,1.37453937531,31.9965763092
801701,3,1,0.01,77.8413162231,77.8413162231,0.0,77.8413162231,0.0,77.8413162231
800611,4,1,0.01,28.4903278351,28.4903278351,0.0,28.4903278351,0.0,28.4903278351
801204,5,1,0.01,17.9140968323,17.9140968323,0.0,17.9140968323,0.0,17.9140968323
801101,6,1,0.01,9.87020969391,9.87020969391,0.0,9.87020969391,0.0,9.87020969391
801302,7,1,0.01,21.6167106628,21.6167106628,0.0,21.6167106628,0.0,21.6167106628
800305,8,1,0.01,24.3545227051,24.3545227051,0.0,24.3545227051,0.0,24.3545227051
801105,9,1,0.01,11.1226491928,11.1226491928,0.0,11.1226491928,0.0,11.1226491928
801212,10,1,0.01,13.2234115601,13.2234115601,0.0,13.2234115601,0.0,13.2234115601
800302,11,1,0.01,21.1615600586,21.1615600586,0.0,21.1615600586,0.0,21.1615600586
801205,12,1,0.01,13.615152359,13.615152359,0.0,13.615152359,0.0,13.615152359
800911,13,2,0.02,21.6216030121,21.7329902649,0.111387252808,21.6772966385,0.0556936264038,43.354593277
801107,14,2,0.02,11.5599946976,12.4856395721,0.925644874573,12.0228171349,0.462822437286,24.0456342697
802302,15,1,0.01,28.0731868744,28.0731868744,0.0,28.0731868744,0.0,28.0731868744
800912,16,1,0.01,15.2189788818,15.2189788818,0.0,15.2189788818,0.0,15.2189788818
801218,17,1,0.01,26.2343349457,26.2343349457,0.0,26.2343349457,0.0,26.2343349457
802304,18,1,0.01,18.660326004,18.660326004,0.0,18.660326004,0.0,18.660326004
800407,19,1,0.01,17.4615917206,17.4615917206,0.0,17.4615917206,0.0,17.4615917206
802203,20,1,0.01,31.5154781342,31.5154781342,0.0,31.5154781342,0.0,31.5154781342
800118,21,1,0.01,13.1066331863,13.1066331863,0.0,13.1066331863,0.0,13.1066331863
800112,22,1,0.01,15.06873703,15.06873703,0.0,15.06873703,0.0,15.06873703
800106,23,1,0.01,15.6923503876,15.6923503876,0.0,15.6923503876,0.0,15.6923503876
801801,24,1,0.01,9.84808349609,9.84808349609,0.0,9.84808349609,0.0,9.84808349609
801106,25,1,0.01,73.6624908447,73.6624908447,0.0,73.6624908447,0.0,73.6624908447
802202,26,1,0.01,12.2662687302,12.2662687302,0.0,12.2662687302,0.0,12.2662687302
802004,27,1,0.01,20.122718811,20.122718811,0.0,20.122718811,0.0,20.122718811
802201,28,1,0.01,18.0294952393,18.0294952393,0.0,18.0294952393,0.0,18.0294952393
800301,29,1,0.01,17.0569515228,17.0569515228,0.0,17.0569515228,0.0,17.0569515228
810601,30,2,0.02,10.377784729,12.7564754486,2.3786907196,11.5671300888,1.1893453598,23.1342601776
800120,31,1,0.01,15.080947876,15.080947876,0.0,15.080947876,0.0,15.080947876
810603,32,1,0.01,9.13126182556,9.13126182556,0.0,9.13126182556,0.0,9.13126182556
800205,33,1,0.01,17.3532123566,17.3532123566,0.0,17.3532123566,0.0,17.3532123566
800410,34,1,0.01,14.9075155258,14.9075155258,0.0,14.9075155258,0.0,14.9075155258
800406,35,1,0.01,16.521905899,16.521905899,0.0,16.521905899,0.0,16.521905899
800505,36,1,0.01,27.7054519653,27.7054519653,0.0,27.7054519653,0.0,27.7054519653
800504,37,1,0.01,23.1262950897,23.1262950897,0.0,23.1262950897,0.0,23.1262950897
800202,38,1,0.01,19.9928245544,19.9928245544,0.0,19.9928245544,0.0,19.9928245544
802101,39,1,0.01,18.359588623,18.359588623,0.0,18.359588623,0.0,18.359588623
800803,40,1,0.01,16.1174926758,16.1174926758,0.0,16.1174926758,0.0,16.1174926758
800503,41,3,0.03,32.225894928,39.9711074829,7.74521255493,34.8578071594,3.61617150476,104.573421478
800801,42,1,0.01,19.8117656708,19.8117656708,0.0,19.8117656708,0.0,19.8117656708
802104,43,1,0.01,25.880241394,25.880241394,0.0,25.880241394,0.0,25.880241394
801408,44,2,0.02,11.4645395279,16.5386829376,5.07414340973,14.0016112328,2.53707170486,28.0032224655
802102,45,3,0.03,12.6522960663,29.1734771729,16.5211811066,22.9573949178,7.33836488753,68.8721847534
801407,46,1,0.01,13.254026413,13.254026413,0.0,13.254026413,0.0,13.254026413
801405,47,1,0.01,14.5720663071,14.5720663071,0.0,14.5720663071,0.0,14.5720663071
800804,48,1,0.01,30.1275596619,30.1275596619,0.0,30.1275596619,0.0,30.1275596619
800409,49,1,0.01,16.3331184387,16.3331184387,0.0,16.3331184387,0.0,16.3331184387
800704,50,2,0.02,29.2852573395,39.1784858704,9.89322853088,34.2318716049,4.94661426544,68.4637432098
801702,51,2,0.02,5.94819545746,9.88676357269,3.93856811523,7.91747951508,1.96928405762,15.8349590302
801703,52,1,0.01,17.830947876,17.830947876,0.0,17.830947876,0.0,17.830947876
801603,53,1,0.01,30.5847148895,30.5847148895,0.0,30.5847148895,0.0,30.5847148895
800910,54,2,0.02,11.280828476,32.7551841736,21.4743556976,22.0180063248,10.7371778488,44.0360126495
801905,55,1,0.01,37.7269287109,37.7269287109,0.0,37.7269287109,0.0,37.7269287109
800908,56,1,0.01,32.2548751831,32.2548751831,0.0,32.2548751831,0.0,32.2548751831
801501,57,2,0.02,3.37317609787,14.7682600021,11.3950839043,9.07071805,5.69754195213,18.1414361
801502,58,2,0.02,4.87397241592,13.2648410797,8.39086866379,9.06940674782,4.19543433189,18.1388134956
801406,59,2,0.02,19.4321918488,57.2229232788,37.7907314301,38.3275575638,18.895365715,76.6551151276
801402,60,1,0.01,12.5068998337,12.5068998337,0.0,12.5068998337,0.0,12.5068998337
800705,61,1,0.01,11.6091899872,11.6091899872,0.0,11.6091899872,0.0,11.6091899872
801609,62,2,0.02,18.4488925934,19.9934902191,1.54459762573,19.2211914063,0.772298812866,38.4423828125
800708,63,1,0.01,20.0694446564,20.0694446564,0.0,20.0694446564,0.0,20.0694446564
800711,64,1,0.01,17.5301952362,17.5301952362,0.0,17.5301952362,0.0,17.5301952362
810405,65,1,0.01,4.18818569183,4.18818569183,0.0,4.18818569183,0.0,4.18818569183
810803,66,1,0.01,16.2842216492,16.2842216492,0.0,16.2842216492,0.0,16.2842216492
810403,67,2,0.02,1.8754131794,2.91916966438,1.04375648499,2.39729142189,0.521878242493,4.79458284378
810305,68,1,0.01,41.5666999817,41.5666999817,0.0,41.5666999817,0.0,41.5666999817
810303,69,1,0.01,20.5984745026,20.5984745026,0.0,20.5984745026,0.0,20.5984745026
810404,70,1,0.01,1.81623959541,1.81623959541,0.0,1.81623959541,0.0,1.81623959541
810115,71,1,0.01,4.79161787033,4.79161787033,0.0,4.79161787033,0.0,4.79161787033
810406,72,1,0.01,6.52101135254,6.52101135254,0.0,6.52101135254,0.0,6.52101135254
810702,73,1,0.01,9.33028030396,9.33028030396,0.0,9.33028030396,0.0,9.33028030396
810703,74,1,0.01,8.6115655899,8.6115655899,0.0,8.6115655899,0.0,8.6115655899
810117,75,1,0.01,4.84183311462,4.84183311462,0.0,4.84183311462,0.0,4.84183311462
810704,76,1,0.01,9.03457736969,9.03457736969,0.0,9.03457736969,0.0,9.03457736969
810402,77,1,0.01,6.60196065903,6.60196065903,0.0,6.60196065903,0.0,6.60196065903
810401,78,1,0.01,94.0205230713,94.0205230713,0.0,94.0205230713,0.0,94.0205230713
810118,79,1,0.01,7.17676258087,7.17676258087,0.0,7.17676258087,0.0,7.17676258087
810807,80,1,0.01,6.91382884979,6.91382884979,0.0,6.91382884979,0.0,6.91382884979
810204,81,2,0.02,15.9283924103,16.9853782654,1.0569858551,16.4568853378,0.528492927551,32.9137706757
810201,82,1,0.01,23.2011299133,23.2011299133,0.0,23.2011299133,0.0,23.2011299133
810111,83,1,0.01,5.20094680786,5.20094680786,0.0,5.20094680786,0.0,5.20094680786
810506,84,1,0.01,12.1761207581,12.1761207581,0.0,12.1761207581,0.0,12.1761207581
810501,85,2,0.02,8.57647037506,15.2957849503,6.7193145752,11.9361276627,3.3596572876,23.8722553253
810202,86,1,0.01,29.6987018585,29.6987018585,0.0,29.6987018585,0.0,29.6987018585
810502,87,2,0.02,10.0163259506,10.7665777206,0.75025177002,10.3914518356,0.37512588501,20.7829036713
810505,88,1,0.01,6.559466362,6.559466362,0.0,6.559466362,0.0,6.559466362
810504,89,1,0.01,15.8708581924,15.8708581924,0.0,15.8708581924,0.0,15.8708581924
810105,90,1,0.01,7.14338874817,7.14338874817,0.0,7.14338874817,0.0,7.14338874817
810407,91,2,0.02,7.54964637756,7.69663715363,0.146990776062,7.62314176559,0.073495388031,15.2462835312
810103,92,2,0.02,5.37310791016,8.23831558228,2.86520767212,6.80571174622,1.43260383606,13.6114234924
810206,93,1,0.01,8.36835289001,8.36835289001,0.0,8.36835289001,0.0,8.36835289001
810808,94,1,0.01,5.89957857132,5.89957857132,0.0,5.89957857132,0.0,5.89957857132
810503,95,1,0.01,15.3743276596,15.3743276596,0.0,15.3743276596,0.0,15.3743276596
810205,96,2,0.02,13.7134113312,21.1134700775,7.40005874634,17.4134407043,3.70002937317,34.8268814087
802303,97,1,0.01,28.2605323792,28.2605323792,0.0,28.2605323792,0.0,28.2605323792
801608,98,1,0.01,32.3933868408,32.3933868408,0.0,32.3933868408,0.0,32.3933868408
800606,99,1,0.01,27.1559314728,27.1559314728,0.0,27.1559314728,0.0,27.1559314728
800903,100,1,0.01,17.2784862518,17.2784862518,0.0,17.2784862518,0.0,17.2784862518
801305,101,1,0.01,29.641954422,29.641954422,0.0,29.641954422,0.0,29.641954422
800706,102,1,0.01,53.9104423523,53.9104423523,0.0,53.9104423523,0.0,53.9104423523
