SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,11.8388748169,11.8388748169,0.0,11.8388748169,0.0,11.8388748169
100301,2,1,0.01,12.2659101486,12.2659101486,0.0,12.2659101486,0.0,12.2659101486
103001,3,1,0.01,14.1523609161,14.1523609161,0.0,14.1523609161,0.0,14.1523609161
103902,4,1,0.01,12.0122890472,12.0122890472,0.0,12.0122890472,0.0,12.0122890472
101104,5,1,0.01,11.5499992371,11.5499992371,0.0,11.5499992371,0.0,11.5499992371
101602,6,1,0.01,10.1856498718,10.1856498718,0.0,10.1856498718,0.0,10.1856498718
100308,7,1,0.01,12.1338605881,12.1338605881,0.0,12.1338605881,0.0,12.1338605881
103602,8,1,0.01,13.6670265198,13.6670265198,0.0,13.6670265198,0.0,13.6670265198
100304,9,1,0.01,13.8002309799,13.8002309799,0.0,13.8002309799,0.0,13.8002309799
104401,10,1,0.01,12.7881536484,12.7881536484,0.0,12.7881536484,0.0,12.7881536484
104003,11,1,0.01,8.61201858521,8.61201858521,0.0,8.61201858521,0.0,8.61201858521
105001,12,1,0.01,7.47360706329,7.47360706329,0.0,7.47360706329,0.0,7.47360706329
104301,13,1,0.01,13.5950126648,13.5950126648,0.0,13.5950126648,0.0,13.5950126648
104901,14,1,0.01,8.7492647171,8.7492647171,0.0,8.7492647171,0.0,8.7492647171
