POINT_NAKH,X,Y,P_RAIN47_2
63,99.7843495738,8.8989502351,38.0200271606
64,99.8909272668,8.89301842195,31.86328125
65,99.9019268233,8.81222649824,28.1489963531
78,99.8143726422,9.2798847122,14.2222194672
79,99.8606315579,9.07186117749,20.8681735992
80,99.877872103,9.0103030219,20.8681735992
0,99.8996068804,8.14044207504,48.9577903748
1,100.164679943,8.14045025554,29.3313083649
2,99.669483254,8.09858317981,45.258518219
3,99.9349454428,8.1033900504,42.7599716187
4,99.9085303272,8.30200519156,47.2425079346
5,100.227060223,8.29377852123,25.1834430695
6,100.089070524,8.2806622455,39.1595115662
7,100.149546132,8.27814400986,28.825761795
8,100.212688964,8.24609469583,25.1834430695
9,99.9109471056,8.3352212058,47.2425079346
10,99.5279660229,8.28190587835,58.9741859436
11,100.183975352,8.31398186234,32.400390625
12,100.15291921,8.23165166418,28.825761795
13,100.081289313,8.17690248172,37.9889526367
14,99.8247355255,8.1747320445,48.9577903748
15,99.7012766744,8.24311992405,44.8942108154
16,100.256136117,8.26258513634,25.1834430695
17,99.6118643628,8.25096723769,53.9315414429
18,99.9236238606,8.25220182276,55.1745262146
19,100.120488081,8.2442530761,28.825761795
20,99.3366319744,8.19378919478,62.211856842
21,100.184946737,8.24597145074,28.825761795
22,99.9613538546,8.44909131242,42.2233695984
23,100.199619741,8.39705975156,32.400390625
24,99.9663605763,8.43429046869,42.2233695984
25,99.504279774,8.39090578517,70.7913284302
26,99.7537186387,8.45446834779,54.7205543518
27,99.9139319362,8.47207797774,42.2233695984
28,99.4767986823,8.45834931128,45.3435096741
29,99.9193831928,8.45227063334,42.2233695984
30,99.8192094507,8.41408752564,57.9463806152
31,99.4286045433,8.36558987907,48.1659011841
32,99.9526069244,8.39847622667,47.2425079346
33,99.9179446213,8.37122022425,47.2425079346
34,100.012341183,8.32542449041,92.7738418579
35,100.165284197,8.35981667475,32.400390625
36,99.4867736403,8.25516819972,53.5038337708
37,99.3418470359,8.37159772906,45.1820678711
38,99.9718522757,8.40750469109,42.2233695984
39,100.060596466,8.37636567618,92.7738418579
40,99.5538554519,8.39048935092,70.7913284302
41,99.9124551563,8.39946723757,47.2425079346
42,100.108299318,8.35824060298,32.400390625
43,98.8033636451,8.56315513198,62.0459213257
44,99.8847252548,8.58896321248,36.3306541443
45,99.7760535351,8.58009546134,38.4183235168
46,99.651809934,8.55782449393,38.3023338318
47,99.5004771487,8.5326942602,34.2785148621
48,99.8839685712,8.56156767713,36.3306541443
49,99.0757645856,7.52460805864,51.9426460266
50,99.8009469059,8.5042021206,36.3306541443
51,99.6336246089,8.46582419442,41.7128677368
52,100.181310671,8.47360584005,35.075378418
53,99.8611364533,8.46637636276,57.9463806152
54,99.347331262,8.46566447827,42.0196495056
55,100.012307606,8.44320042718,80.9269104004
56,100.032335522,8.51013125978,34.4131736755
57,99.4185800948,8.49096825319,45.3435096741
58,99.8997571016,8.53924920914,36.3306541443
59,99.5206528024,8.48570708807,54.9005661011
60,99.8707747056,8.74996642616,33.3047828674
61,99.8273253692,8.6658061913,30.3505249023
62,99.525144591,8.63294436894,34.5773429871
66,99.8213932423,8.78321411643,33.3047828674
67,99.9217687009,8.61672251233,24.1754970551
68,99.8792246733,8.664989458,30.3505249023
69,99.8849907525,8.00915259593,45.8375778198
70,99.909545107,8.0351190874,40.2112770081
71,100.191794957,7.96951729775,78.9883270264
72,99.960160418,7.97349415485,37.1826400757
73,100.269118333,7.97575087416,52.3122940063
74,100.322345555,7.96735643975,36.3894577026
75,99.5065049615,7.93253162187,43.658039093
76,99.9329972975,8.05849977339,40.2112770081
77,100.019807461,7.99577336717,60.0330123901
81,100.291003946,7.93304909085,52.3122940063
82,99.8799145896,7.98022837458,40.1571846008
83,100.000747472,7.94576096896,60.0330123901
84,100.039714184,7.87278518799,35.9815673828
85,99.0885545737,7.80693614332,45.1286125183
86,98.962972508,7.83620064015,74.9024124146
87,99.086515273,7.64591919012,58.9945793152
88,98.7424482523,8.14079930827,52.5628509521
89,98.9914739031,8.08126192991,49.8850250244
90,98.9064480901,8.0894902489,49.8850250244
91,99.0867384798,8.08954257043,56.6058540344
92,99.3023073467,8.09252650575,73.0924453735
93,98.9712323424,7.96699749899,55.1285018921
94,98.8320582422,8.05226076674,52.8842201233
95,98.9761965864,8.03557493048,49.8850250244
96,99.2494736688,8.27514123302,56.3850479126
97,98.8913764556,8.38768797665,57.4706916809
98,98.7951249215,8.35878430825,54.9477157593
99,98.7192835818,8.45918267644,51.4266052246
100,98.8308684698,8.45050342365,56.5839691162
101,100.222057406,8.15728437627,25.4549655914
102,99.6322271047,8.149180586,50.3812332153
103,99.6885189229,8.16828189335,50.3812332153
104,100.116993764,8.14678872809,29.3313083649
105,100.197168301,8.15574993602,29.3313083649
106,100.291367362,8.11167234402,25.4549655914
107,99.500257118,8.17297578656,58.8847351074
108,100.116932532,8.19868236912,29.3313083649
109,99.9192016424,8.18264107046,42.7599716187
110,99.6726335781,8.14759861008,50.3812332153
111,100.193124146,8.18449327508,29.3313083649
112,100.190528385,8.08368048865,31.8007831573
113,100.246572214,8.10654372602,25.4549655914
114,99.8427351932,8.06783688099,45.8375778198
115,100.094136161,8.07477686129,36.7095527649
116,100.243786276,8.0824587503,28.6999492645
117,99.5936293786,8.04748477069,58.2301330566
118,100.286330758,8.0367649157,28.6999492645
