SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,29.0718517303,29.0718517303,0.0,29.0718517303,0.0,29.0718517303
100301,2,1,0.01,32.1691093445,32.1691093445,0.0,32.1691093445,0.0,32.1691093445
103001,3,1,0.01,43.63829422,43.63829422,0.0,43.63829422,0.0,43.63829422
103902,4,1,0.01,45.1506271362,45.1506271362,0.0,45.1506271362,0.0,45.1506271362
101104,5,1,0.01,21.8022727966,21.8022727966,0.0,21.8022727966,0.0,21.8022727966
101602,6,1,0.01,38.9302482605,38.9302482605,0.0,38.9302482605,0.0,38.9302482605
100308,7,1,0.01,25.3198776245,25.3198776245,0.0,25.3198776245,0.0,25.3198776245
103602,8,1,0.01,55.9839324951,55.9839324951,0.0,55.9839324951,0.0,55.9839324951
100304,9,1,0.01,38.2775306702,38.2775306702,0.0,38.2775306702,0.0,38.2775306702
104401,10,1,0.01,23.2482299805,23.2482299805,0.0,23.2482299805,0.0,23.2482299805
104003,11,1,0.01,46.7077445984,46.7077445984,0.0,46.7077445984,0.0,46.7077445984
105001,12,1,0.01,39.0025749207,39.0025749207,0.0,39.0025749207,0.0,39.0025749207
104301,13,1,0.01,25.2589492798,25.2589492798,0.0,25.2589492798,0.0,25.2589492798
104901,14,1,0.01,42.1971054077,42.1971054077,0.0,42.1971054077,0.0,42.1971054077
