SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,8.42041492462,8.42041492462,0.0,8.42041492462,0.0,8.42041492462
100301,2,1,0.01,9.60766792297,9.60766792297,0.0,9.60766792297,0.0,9.60766792297
103001,3,1,0.01,7.63838863373,7.63838863373,0.0,7.63838863373,0.0,7.63838863373
103902,4,1,0.01,7.63481760025,7.63481760025,0.0,7.63481760025,0.0,7.63481760025
101104,5,1,0.01,8.3804359436,8.3804359436,0.0,8.3804359436,0.0,8.3804359436
101602,6,1,0.01,9.28265762329,9.28265762329,0.0,9.28265762329,0.0,9.28265762329
100308,7,1,0.01,8.83277416229,8.83277416229,0.0,8.83277416229,0.0,8.83277416229
103602,8,1,0.01,7.77969884872,7.77969884872,0.0,7.77969884872,0.0,7.77969884872
100304,9,1,0.01,9.9073677063,9.9073677063,0.0,9.9073677063,0.0,9.9073677063
104401,10,1,0.01,8.7105884552,8.7105884552,0.0,8.7105884552,0.0,8.7105884552
104003,11,1,0.01,6.62308835983,6.62308835983,0.0,6.62308835983,0.0,6.62308835983
105001,12,1,0.01,6.46202087402,6.46202087402,0.0,6.46202087402,0.0,6.46202087402
104301,13,1,0.01,8.19058132172,8.19058132172,0.0,8.19058132172,0.0,8.19058132172
104901,14,1,0.01,8.19084835052,8.19084835052,0.0,8.19084835052,0.0,8.19084835052
