SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,16.8929538727,16.8929538727,0.0,16.8929538727,0.0,16.8929538727
100301,2,1,0.01,12.5941333771,12.5941333771,0.0,12.5941333771,0.0,12.5941333771
103001,3,1,0.01,17.5934810638,17.5934810638,0.0,17.5934810638,0.0,17.5934810638
103902,4,1,0.01,16.1656990051,16.1656990051,0.0,16.1656990051,0.0,16.1656990051
101104,5,1,0.01,15.3268709183,15.3268709183,0.0,15.3268709183,0.0,15.3268709183
101602,6,1,0.01,31.8684482574,31.8684482574,0.0,31.8684482574,0.0,31.8684482574
100308,7,1,0.01,9.51879501343,9.51879501343,0.0,9.51879501343,0.0,9.51879501343
103602,8,1,0.01,18.7395477295,18.7395477295,0.0,18.7395477295,0.0,18.7395477295
100304,9,1,0.01,17.2488708496,17.2488708496,0.0,17.2488708496,0.0,17.2488708496
104401,10,1,0.01,15.5671672821,15.5671672821,0.0,15.5671672821,0.0,15.5671672821
104003,11,1,0.01,24.3367938995,24.3367938995,0.0,24.3367938995,0.0,24.3367938995
105001,12,1,0.01,20.952829361,20.952829361,0.0,20.952829361,0.0,20.952829361
104301,13,1,0.01,15.0411863327,15.0411863327,0.0,15.0411863327,0.0,15.0411863327
104901,14,1,0.01,22.5691871643,22.5691871643,0.0,22.5691871643,0.0,22.5691871643
