POINT_BANG,X,Y,P_RAIN23_2
0,100.650034127,13.865927928,37.4586982727
1,100.745101685,13.8529962881,36.3648948669
2,100.547002765,13.7545254811,44.0661430359
3,100.497556366,13.7595788722,33.6097869873
4,100.475634063,13.7521615498,33.6097869873
5,100.492151394,13.7512280636,33.6097869873
6,100.529770716,13.7630430098,44.0661430359
7,100.499228357,13.7679029825,33.6097869873
8,100.503045965,13.761822636,44.0661430359
9,100.538408182,13.7573163195,44.0661430359
10,100.494662802,13.761895874,33.6097869873
11,100.481251675,13.7588328289,33.6097869873
12,100.585996523,13.7515581026,44.0661430359
13,100.510667602,13.7588747831,44.0661430359
14,100.708169637,13.8911411594,36.3648948669
15,100.629576885,13.8976550732,37.4586982727
16,100.672300751,13.8963130805,37.4586982727
17,100.563893467,13.8827841602,46.1721839905
18,100.872021917,13.8720997756,28.5262050629
19,100.605776678,13.8678984281,37.4586982727
20,100.811679778,13.8732427011,28.5262050629
21,100.5800601,13.8714663258,46.1721839905
22,100.505483589,13.764769074,44.0661430359
23,100.501439816,13.757277497,44.0661430359
24,100.441472717,13.7522748199,33.6097869873
25,100.418633297,13.7506263367,33.6097869873
26,100.706384042,13.8442969932,36.3648948669
27,100.527961506,13.7522245241,44.0661430359
28,100.828575304,13.8388436557,28.5262050629
29,100.583669608,13.8421016037,46.1721839905
30,100.668300128,13.8243118787,37.4586982727
31,100.774460621,13.8122749002,36.3648948669
32,100.60812621,13.8392281244,37.4586982727
33,100.526686536,13.829422278,46.1721839905
34,100.822299625,13.9135716162,31.0939044952
35,100.579764321,13.9169673853,40.2956008911
36,100.486477187,13.7427943514,33.6097869873
37,100.511837693,13.7437205042,44.0661430359
38,100.423065678,13.7380094564,33.6097869873
39,100.510977362,13.7382068339,44.0661430359
40,100.600737579,13.7934808191,40.7121276855
41,100.372648064,13.7856977068,29.4485225677
42,100.563266751,13.775071483,44.0661430359
43,100.620595798,13.7881933823,40.7121276855
44,100.428539617,13.7861848561,33.6097869873
45,100.836667625,13.7977538507,26.8631801605
46,100.565745619,13.8085226659,46.1721839905
47,100.638646785,13.8112652613,37.4586982727
48,100.53021961,13.8106105983,46.1721839905
49,100.498881145,13.7327783523,33.6097869873
50,100.679827921,13.7174530162,40.7121276855
51,100.520240658,13.7336035808,44.0661430359
52,100.517383748,13.7574561632,44.0661430359
53,100.609121981,13.9200704078,33.2690734863
54,100.652272341,13.9214167064,33.2690734863
55,100.520598024,13.767802731,44.0661430359
56,100.643832442,13.7551040065,40.7121276855
57,100.82440238,13.7237646609,26.8631801605
58,100.463129537,13.7598434125,33.6097869873
59,100.853805065,13.7274620425,26.8631801605
60,100.523239584,13.7294329607,44.0661430359
61,100.749717361,13.722808283,31.9314537048
62,100.514435465,13.7246085607,44.0661430359
63,100.397434355,13.7199086637,29.4485225677
64,100.645313807,13.8287250195,37.4586982727
65,100.600568279,13.8138021185,37.4586982727
66,100.723055462,13.8022867906,36.3648948669
67,100.581233511,13.8193746013,46.1721839905
68,100.552654141,13.8152995128,46.1721839905
69,100.635093523,13.7884470736,40.7121276855
70,100.660654297,13.7936094857,40.7121276855
71,100.508703275,13.8001458031,46.1721839905
72,100.585425012,13.7846089658,44.0661430359
73,100.351082261,13.7141059285,29.4485225677
74,100.505093404,13.731164719,44.0661430359
75,100.489966851,13.7305525625,33.6097869873
76,100.451837222,13.7285695496,33.6097869873
77,100.570753548,13.7228534241,44.0661430359
78,100.526549121,13.7417642048,44.0661430359
79,100.534862613,13.7403758155,44.0661430359
80,100.545509766,13.7362756101,44.0661430359
81,100.56093748,13.7429474334,44.0661430359
82,100.499016059,13.7439699805,33.6097869873
83,100.463278732,13.7217532981,33.6097869873
84,100.52542642,13.7266989228,44.0661430359
85,100.598853998,13.7797838931,44.0661430359
86,100.435247983,13.7235128788,33.6097869873
87,100.529100155,13.7239195509,44.0661430359
88,100.522621746,13.7890724785,44.0661430359
89,100.451589916,13.7908873626,33.6097869873
90,100.492534843,13.790006204,33.6097869873
91,100.544958214,13.7818865454,44.0661430359
92,100.508032368,13.7053301913,44.0661430359
93,100.689161824,13.6808165465,36.6405639648
94,100.576834796,13.7686950314,44.0661430359
95,100.481059963,13.7833887915,33.6097869873
96,100.437753208,13.5734451418,36.7311553955
97,100.484048614,13.7004388412,33.6097869873
98,100.416504326,13.6964336911,36.2939300537
99,100.393565878,13.6919475895,30.183839798
100,100.449475682,13.6974544868,36.2939300537
101,100.611847331,13.695262471,36.6405639648
102,100.515160712,13.6939969888,43.8073539734
103,100.459862079,13.733080791,33.6097869873
104,100.445116934,13.7365795311,33.6097869873
105,100.503377964,13.7511174599,44.0661430359
106,100.560189609,13.7219170128,44.0661430359
107,100.477539303,13.7721640218,33.6097869873
108,100.504814581,13.7781125777,44.0661430359
109,100.492479855,13.7743228027,33.6097869873
110,100.754458628,13.7523418891,31.9314537048
111,100.512323168,13.772860755,44.0661430359
112,100.455598012,13.7596681038,33.6097869873
113,100.428371726,13.7671510721,33.6097869873
114,100.724758346,13.7517055582,31.9314537048
115,100.466588454,13.7726659787,33.6097869873
116,100.348442514,13.7581884755,29.4485225677
117,100.519718068,13.7445387648,44.0661430359
118,100.512103222,13.7485519185,44.0661430359
119,100.499158189,13.7499474665,33.6097869873
120,100.628077493,13.7261563316,40.7121276855
121,100.493059194,13.7369182668,33.6097869873
122,100.513536164,13.7343560975,44.0661430359
123,100.412962354,13.6213077751,36.2939300537
