POINT_BANG,X,Y,P_RAIN41_2
0,100.650034127,13.865927928,107.641136169
1,100.745101685,13.8529962881,120.345123291
2,100.547002765,13.7545254811,107.087478638
3,100.497556366,13.7595788722,125.663459778
4,100.475634063,13.7521615498,125.663459778
5,100.492151394,13.7512280636,125.663459778
6,100.529770716,13.7630430098,107.087478638
7,100.499228357,13.7679029825,125.663459778
8,100.503045965,13.761822636,107.087478638
9,100.538408182,13.7573163195,107.087478638
10,100.494662802,13.761895874,125.663459778
11,100.481251675,13.7588328289,125.663459778
12,100.585996523,13.7515581026,107.087478638
13,100.510667602,13.7588747831,107.087478638
14,100.708169637,13.8911411594,120.345123291
15,100.629576885,13.8976550732,107.641136169
16,100.672300751,13.8963130805,107.641136169
17,100.563893467,13.8827841602,104.187965393
18,100.872021917,13.8720997756,118.431541443
19,100.605776678,13.8678984281,107.641136169
20,100.811679778,13.8732427011,118.431541443
21,100.5800601,13.8714663258,104.187965393
22,100.505483589,13.764769074,107.087478638
23,100.501439816,13.757277497,107.087478638
24,100.441472717,13.7522748199,125.663459778
25,100.418633297,13.7506263367,125.663459778
26,100.706384042,13.8442969932,120.345123291
27,100.527961506,13.7522245241,107.087478638
28,100.828575304,13.8388436557,118.431541443
29,100.583669608,13.8421016037,104.187965393
30,100.668300128,13.8243118787,107.641136169
31,100.774460621,13.8122749002,120.345123291
32,100.60812621,13.8392281244,107.641136169
33,100.526686536,13.829422278,104.187965393
34,100.822299625,13.9135716162,112.103507996
35,100.579764321,13.9169673853,112.020927429
36,100.486477187,13.7427943514,125.663459778
37,100.511837693,13.7437205042,107.087478638
38,100.423065678,13.7380094564,125.663459778
39,100.510977362,13.7382068339,107.087478638
40,100.600737579,13.7934808191,108.299827576
41,100.372648064,13.7856977068,93.3912277222
42,100.563266751,13.775071483,107.087478638
43,100.620595798,13.7881933823,108.299827576
44,100.428539617,13.7861848561,125.663459778
45,100.836667625,13.7977538507,109.12411499
46,100.565745619,13.8085226659,104.187965393
47,100.638646785,13.8112652613,107.641136169
48,100.53021961,13.8106105983,104.187965393
49,100.498881145,13.7327783523,125.663459778
50,100.679827921,13.7174530162,108.299827576
51,100.520240658,13.7336035808,107.087478638
52,100.517383748,13.7574561632,107.087478638
53,100.609121981,13.9200704078,105.197105408
54,100.652272341,13.9214167064,105.197105408
55,100.520598024,13.767802731,107.087478638
56,100.643832442,13.7551040065,108.299827576
57,100.82440238,13.7237646609,109.12411499
58,100.463129537,13.7598434125,125.663459778
59,100.853805065,13.7274620425,109.12411499
60,100.523239584,13.7294329607,107.087478638
61,100.749717361,13.722808283,124.966171265
62,100.514435465,13.7246085607,107.087478638
63,100.397434355,13.7199086637,93.3912277222
64,100.645313807,13.8287250195,107.641136169
65,100.600568279,13.8138021185,107.641136169
66,100.723055462,13.8022867906,120.345123291
67,100.581233511,13.8193746013,104.187965393
68,100.552654141,13.8152995128,104.187965393
69,100.635093523,13.7884470736,108.299827576
70,100.660654297,13.7936094857,108.299827576
71,100.508703275,13.8001458031,104.187965393
72,100.585425012,13.7846089658,107.087478638
73,100.351082261,13.7141059285,93.3912277222
74,100.505093404,13.731164719,107.087478638
75,100.489966851,13.7305525625,125.663459778
76,100.451837222,13.7285695496,125.663459778
77,100.570753548,13.7228534241,107.087478638
