POINT_BANG,X,Y,P_RAIN52_2
0,100.650034127,13.865927928,14.6436691284
1,100.745101685,13.8529962881,14.4213838577
2,100.547002765,13.7545254811,16.6381072998
3,100.497556366,13.7595788722,20.6187286377
4,100.475634063,13.7521615498,20.6187286377
5,100.492151394,13.7512280636,20.6187286377
6,100.529770716,13.7630430098,16.6381072998
7,100.499228357,13.7679029825,20.6187286377
8,100.503045965,13.761822636,16.6381072998
9,100.538408182,13.7573163195,16.6381072998
10,100.494662802,13.761895874,20.6187286377
11,100.481251675,13.7588328289,20.6187286377
12,100.585996523,13.7515581026,16.6381072998
13,100.510667602,13.7588747831,16.6381072998
14,100.708169637,13.8911411594,14.4213838577
15,100.629576885,13.8976550732,14.6436691284
16,100.672300751,13.8963130805,14.6436691284
17,100.563893467,13.8827841602,16.7362689972
18,100.872021917,13.8720997756,14.0314044952
19,100.605776678,13.8678984281,14.6436691284
20,100.811679778,13.8732427011,14.0314044952
21,100.5800601,13.8714663258,16.7362689972
22,100.505483589,13.764769074,16.6381072998
23,100.501439816,13.757277497,16.6381072998
24,100.441472717,13.7522748199,20.6187286377
25,100.418633297,13.7506263367,20.6187286377
26,100.706384042,13.8442969932,14.4213838577
27,100.527961506,13.7522245241,16.6381072998
28,100.828575304,13.8388436557,14.0314044952
29,100.583669608,13.8421016037,16.7362689972
30,100.668300128,13.8243118787,14.6436691284
31,100.774460621,13.8122749002,14.4213838577
32,100.60812621,13.8392281244,14.6436691284
33,100.526686536,13.829422278,16.7362689972
34,100.822299625,13.9135716162,13.7787837982
35,100.579764321,13.9169673853,16.8590965271
36,100.486477187,13.7427943514,20.6187286377
37,100.511837693,13.7437205042,16.6381072998
38,100.423065678,13.7380094564,20.6187286377
39,100.510977362,13.7382068339,16.6381072998
40,100.600737579,13.7934808191,14.7962770462
41,100.372648064,13.7856977068,22.3193321228
42,100.563266751,13.775071483,16.6381072998
43,100.620595798,13.7881933823,14.7962770462
44,100.428539617,13.7861848561,20.6187286377
45,100.836667625,13.7977538507,14.1597681046
