POINT_NAKH,X,Y,P_RAIN38_2
63,99.7843495738,8.8989502351,49.5993347168
64,99.8909272668,8.89301842195,55.1669197083
65,99.9019268233,8.81222649824,51.1316871643
78,99.8143726422,9.2798847122,35.1198387146
79,99.8606315579,9.07186117749,43.2082138062
80,99.877872103,9.0103030219,43.2082138062
0,99.8996068804,8.14044207504,53.0120048523
1,100.164679943,8.14045025554,46.8641548157
2,99.669483254,8.09858317981,52.8893356323
3,99.9349454428,8.1033900504,50.985168457
4,99.9085303272,8.30200519156,58.6486816406
5,100.227060223,8.29377852123,50.7460327148
6,100.089070524,8.2806622455,51.8145141602
7,100.149546132,8.27814400986,49.6447868347
8,100.212688964,8.24609469583,50.7460327148
9,99.9109471056,8.3352212058,58.6486816406
10,99.5279660229,8.28190587835,66.4365463257
11,100.183975352,8.31398186234,53.0687561035
12,100.15291921,8.23165166418,49.6447868347
13,100.081289313,8.17690248172,48.3332710266
14,99.8247355255,8.1747320445,53.0120048523
15,99.7012766744,8.24311992405,58.4273719788
16,100.256136117,8.26258513634,50.7460327148
17,99.6118643628,8.25096723769,60.3414154053
18,99.9236238606,8.25220182276,53.185295105
19,100.120488081,8.2442530761,49.6447868347
20,99.3366319744,8.19378919478,79.3986206055
21,100.184946737,8.24597145074,49.6447868347
22,99.9613538546,8.44909131242,59.444316864
23,100.199619741,8.39705975156,53.0687561035
24,99.9663605763,8.43429046869,59.444316864
25,99.504279774,8.39090578517,69.0782470703
26,99.7537186387,8.45446834779,58.6788291931
27,99.9139319362,8.47207797774,59.444316864
28,99.4767986823,8.45834931128,74.1531066895
29,99.9193831928,8.45227063334,59.444316864
30,99.8192094507,8.41408752564,58.2470741272
31,99.4286045433,8.36558987907,73.6177902222
32,99.9526069244,8.39847622667,58.6486816406
33,99.9179446213,8.37122022425,58.6486816406
34,100.012341183,8.32542449041,62.1582298279
35,100.165284197,8.35981667475,53.0687561035
36,99.4867736403,8.25516819972,74.9811782837
37,99.3418470359,8.37159772906,79.1200942993
38,99.9718522757,8.40750469109,59.444316864
39,100.060596466,8.37636567618,62.1582298279
40,99.5538554519,8.39048935092,69.0782470703
41,99.9124551563,8.39946723757,58.6486816406
42,100.108299318,8.35824060298,53.0687561035
43,98.8033636451,8.56315513198,136.953948975
44,99.8847252548,8.58896321248,51.8406219482
45,99.7760535351,8.58009546134,51.2459030151
46,99.651809934,8.55782449393,52.4467735291
47,99.5004771487,8.5326942602,60.1339912415
48,99.8839685712,8.56156767713,51.8406219482
49,99.0757645856,7.52460805864,72.2436447144
50,99.8009469059,8.5042021206,51.8406219482
51,99.6336246089,8.46582419442,63.8847389221
52,100.181310671,8.47360584005,58.1422042847
53,99.8611364533,8.46637636276,58.2470741272
54,99.347331262,8.46566447827,77.0484695435
55,100.012307606,8.44320042718,61.5297546387
56,100.032335522,8.51013125978,56.4644050598
57,99.4185800948,8.49096825319,74.1531066895
58,99.8997571016,8.53924920914,51.8406219482
59,99.5206528024,8.48570708807,77.1345291138
60,99.8707747056,8.74996642616,52.2277412415
61,99.8273253692,8.6658061913,53.4752159119
62,99.525144591,8.63294436894,54.8810882568
66,99.8213932423,8.78321411643,52.2277412415
67,99.9217687009,8.61672251233,52.1064109802
68,99.8792246733,8.664989458,53.4752159119
69,99.8849907525,8.00915259593,52.2263259888
70,99.909545107,8.0351190874,48.1054801941
71,100.191794957,7.96951729775,53.9675674438
72,99.960160418,7.97349415485,60.5903167725
73,100.269118333,7.97575087416,51.5311050415
74,100.322345555,7.96735643975,52.8912353516
75,99.5065049615,7.93253162187,78.5470657349
76,99.9329972975,8.05849977339,48.1054801941
77,100.019807461,7.99577336717,55.2715950012
81,100.291003946,7.93304909085,51.5311050415
82,99.8799145896,7.98022837458,84.1620635986
83,100.000747472,7.94576096896,55.2715950012
84,100.039714184,7.87278518799,48.8353996277
85,99.0885545737,7.80693614332,88.2954788208
86,98.962972508,7.83620064015,93.3212127686
87,99.086515273,7.64591919012,79.4488372803
88,98.7424482523,8.14079930827,127.494361877
89,98.9914739031,8.08126192991,109.878829956
90,98.9064480901,8.0894902489,109.878829956
91,99.0867384798,8.08954257043,91.7938690186
92,99.3023073467,8.09252650575,77.8325958252
93,98.9712323424,7.96699749899,112.979957581
94,98.8320582422,8.05226076674,116.858886719
95,98.9761965864,8.03557493048,109.878829956
96,99.2494736688,8.27514123302,82.1731491089
97,98.8913764556,8.38768797665,123.037269592
98,98.7951249215,8.35878430825,124.798362732
99,98.7192835818,8.45918267644,133.232315063
100,98.8308684698,8.45050342365,141.451416016
101,100.222057406,8.15728437627,47.3756599426
102,99.6322271047,8.149180586,56.0055847168
103,99.6885189229,8.16828189335,56.0055847168
104,100.116993764,8.14678872809,46.8641548157
105,100.197168301,8.15574993602,46.8641548157
106,100.291367362,8.11167234402,47.3756599426
107,99.500257118,8.17297578656,61.8522453308
108,100.116932532,8.19868236912,46.8641548157
109,99.9192016424,8.18264107046,50.985168457
110,99.6726335781,8.14759861008,56.0055847168
111,100.193124146,8.18449327508,46.8641548157
112,100.190528385,8.08368048865,41.4870452881
113,100.246572214,8.10654372602,47.3756599426
114,99.8427351932,8.06783688099,52.2263259888
115,100.094136161,8.07477686129,43.7893600464
116,100.243786276,8.0824587503,42.0729942322
117,99.5936293786,8.04748477069,58.6895599365
118,100.286330758,8.0367649157,42.0729942322
