,addrcode,rainfall
0,801904,54.47
1,800905,62.23
2,801701,91.96
3,800611,52.76
4,801204,54.05
5,801101,86.52
6,801302,56.32
7,800305,57.09
8,801105,81.34
9,801212,50.73
10,800302,61.31
11,801205,56.58
12,800911,57.76
13,801107,87.91
14,802302,55.56
15,800912,66.65
16,801218,51.03
17,802304,53.39
18,800407,73.87
19,802203,59.28
20,800118,55.69
21,800112,55.7
22,800106,59.48
23,801801,83.22
24,801106,77.94
25,802202,66.67
26,802004,55.15
27,802201,60.3
28,800301,54.78
29,810601,161.57
30,800120,57.87
31,810603,168.19
32,800205,57.74
33,800410,69.65
34,800406,70.86
35,800505,59.83
36,800504,57.25
37,800202,58.3
38,802101,55.36
39,800803,53.59
40,800503,60.37
41,800801,56.53
42,802104,51.32
43,801408,67.38
44,802102,61.17
45,801407,56.19
46,801405,51.26
47,800804,54.74
48,800409,72.27
49,800704,52.55
50,801702,85.42
51,801703,66.36
52,801603,50.55
53,800910,58.55
54,801905,56.57
55,800908,57.8
56,801501,74.3
57,801502,79.51
58,801406,70.29
59,801402,54.06
60,800705,60.0
61,801609,48.62
62,800708,64.99
63,800711,50.64
64,810405,97.17
65,810803,127.75
66,810403,98.07
67,810305,116.8
68,810303,111.93
69,810404,92.48
70,810115,148.77
71,810406,95.89
72,810702,92.76
73,810703,93.81
74,810117,150.18
75,810704,101.96
76,810402,91.0
77,810401,99.05
78,810118,132.97
79,810807,110.0
80,810204,92.3
81,810201,108.65
82,810111,148.04
83,810506,155.58
84,810501,161.37
85,810202,104.52
86,810502,157.75
87,810505,156.82
88,810504,149.3
89,810105,150.53
90,810407,96.95
91,810103,134.29
92,810206,90.6
93,810808,116.45
94,810503,167.08
95,810205,131.67
96,802303,52.05
97,801608,49.82
98,800606,55.09
99,800903,59.03
100,801305,53.08
101,800706,52.71
