,addrcode,rainfall
0,801403,27.58
1,801404,24.03
2,800802,24.21
3,801503,34.39
4,801409,32.18
5,801401,32.18
6,801304,23.57
7,800603,32.29
8,800909,30.59
9,801903,24.59
10,802003,31.47
11,801215,25.45
12,801206,25.97
13,801207,24.31
14,801217,25.45
15,802001,31.47
16,801003,32.75
17,801208,26.55
18,801213,24.31
19,802301,29.81
20,801301,23.57
21,800906,27.13
22,801216,25.45
23,801001,28.19
24,801303,28.77
25,801203,24.31
26,801104,31.48
27,801211,24.31
28,800102,34.99
29,801214,26.55
30,800103,34.99
31,800401,36.59
32,800304,33.61
33,800108,34.99
34,800405,31.78
35,800115,34.99
36,800303,34.04
37,801103,34.26
38,800114,31.47
39,802002,31.47
40,800122,48.2
41,801210,26.55
42,801002,31.22
43,801102,32.07
44,800101,34.99
45,800119,48.2
46,800416,36.59
47,800113,31.47
48,801202,26.55
49,810602,67.24
50,800807,25.29
51,800204,29.72
52,800501,28.86
53,800415,29.9
54,800810,25.29
55,810301,35.12
56,800201,25.29
57,800403,28.23
58,801209,39.62
59,800116,34.04
60,801803,31.87
61,800107,39.94
62,800121,54.94
63,801802,31.78
64,800203,25.29
65,800404,30.15
66,800806,23.27
67,802103,23.3
68,800502,29.83
69,800811,23.27
70,800813,36.36
71,800809,23.3
72,800709,25.07
73,801901,25.26
74,801604,33.06
75,800703,43.42
76,801605,33.64
77,801602,37.58
78,801704,28.72
79,801902,25.26
80,800701,30.59
81,801610,33.64
82,800710,31.16
83,800702,30.59
84,800707,31.84
85,810304,36.82
86,810802,43.83
87,810302,30.72
88,810106,52.6
89,810801,47.92
90,810101,47.92
91,810805,38.73
92,810701,33.4
93,810806,49.73
94,810116,48.69
95,810804,47.92
96,810203,31.36
97,810508,53.03
98,810509,54.69
99,810507,59.78
100,810604,58.22
101,800610,32.07
102,800904,25.56
103,800901,25.56
104,800607,32.29
105,800604,32.29
106,801611,32.07
107,800913,29.64
108,800601,32.29
109,801306,24.59
110,800902,25.56
111,800605,32.29
112,800612,32.84
113,801607,32.07
114,801906,25.07
115,800613,41.4
116,801606,32.93
117,800907,27.24
118,801601,32.93
