,addrcode,rainfall
0,100508,47.92
1,104604,50.85
2,103704,53.71
3,100108,50.82
4,102005,50.82
5,100101,50.82
6,103701,53.71
7,100112,50.82
8,100110,53.71
9,103702,53.71
10,100109,50.82
11,102004,50.82
12,101702,53.71
13,100805,53.71
14,104601,50.85
15,104203,47.92
16,104202,47.92
17,104101,48.88
18,100302,49.45
19,100502,47.92
20,100306,49.45
21,104102,48.88
22,100111,53.71
23,100107,53.71
24,101904,50.82
25,101907,50.82
26,104603,50.85
27,103703,53.71
28,100305,49.45
29,103002,48.88
30,104302,47.92
31,101002,50.85
32,103802,47.92
33,102902,48.88
34,100303,52.93
35,103604,55.77
36,101601,50.82
37,100801,53.71
38,102208,50.82
39,101302,53.71
40,104502,52.92
41,104802,52.65
42,102601,53.71
43,104503,52.92
44,101903,50.82
45,100307,49.54
46,103004,48.88
47,102704,47.92
48,102901,48.88
49,101801,50.82
50,103201,52.92
51,100401,53.71
52,100204,53.71
53,103605,49.41
54,104201,49.41
55,100203,53.71
56,100608,52.92
57,101105,49.54
58,102007,50.82
59,101106,49.54
60,100405,53.71
61,101101,50.75
62,100404,53.71
63,104002,52.65
64,102705,47.92
65,103801,47.92
66,101001,50.85
67,103003,48.88
68,103005,48.88
69,100601,52.92
70,102701,52.92
71,102502,48.88
72,101704,53.71
73,102303,52.65
74,101802,53.71
75,101502,50.82
76,102206,50.82
77,103302,53.71
78,100702,53.71
79,100703,53.71
80,100704,53.71
81,103901,53.71
82,100102,50.82
83,102209,50.82
84,100403,53.71
85,104501,53.71
86,102202,50.82
87,100402,53.71
88,100206,53.71
89,101902,50.82
90,102501,50.82
91,101401,53.71
92,103102,53.71
93,103203,53.75
94,101701,53.71
95,102503,50.82
96,102105,77.24
97,101506,50.82
98,104001,63.42
99,104004,52.7
100,103501,63.42
101,100905,53.75
102,103103,54.54
103,102210,50.82
104,102207,50.82
105,100104,53.71
106,103301,53.71
107,102009,50.82
108,100202,53.71
109,102504,50.82
110,101103,50.75
111,100201,53.71
112,101901,50.82
113,101905,50.82
114,101102,50.75
115,102006,50.82
116,104801,52.65
117,100701,53.71
118,100802,53.71
119,100103,50.82
120,103401,52.92
121,101501,50.82
122,101303,53.71
123,102107,63.42
124,102802,53.71
125,101507,50.82
126,101803,53.71
127,101301,53.71
128,102801,53.71
129,100803,53.71
130,100105,50.82
131,100804,53.71
132,100106,53.71
133,103903,53.71
134,103303,53.71
135,102201,50.82
136,101505,50.82
137,103101,63.42
138,103202,53.75
139,103504,63.42
140,102302,52.7
141,101204,54.54
142,102402,63.42
143,103503,63.42
144,102401,54.54
145,104701,53.75
146,101504,50.82
147,101203,54.54
148,101804,53.71
149,101503,50.82
150,102803,53.71
151,103502,50.82
152,104902,63.42
153,104602,50.85
154,104504,52.92
