,addrcode,rainfall
0,801403,11.17
1,801404,9.83
2,800802,10.7
3,801503,17.21
4,801409,11.16
5,801401,11.16
6,801304,69.78
7,800603,20.16
8,800909,33.18
9,801903,35.16
10,802003,72.09
11,801215,9.35
12,801206,34.64
13,801207,11.18
14,801217,9.35
15,802001,72.09
16,801003,39.03
17,801208,24.64
18,801213,11.18
19,802301,29.92
20,801301,69.78
21,800906,49.94
22,801216,9.35
23,801001,20.79
24,801303,36.13
25,801203,11.18
26,801104,35.14
27,801211,11.18
28,800102,17.16
29,801214,24.64
30,800103,17.16
31,800401,39.51
32,800304,17.74
33,800108,17.16
34,800405,27.52
35,800115,17.16
36,800303,16.11
37,801103,34.65
38,800114,72.09
39,802002,72.09
40,800122,41.41
41,801210,24.64
42,801002,37.48
43,801102,34.23
44,800101,17.16
45,800119,41.41
46,800416,39.51
47,800113,72.09
48,801202,24.64
49,810602,36.95
50,800807,21.73
51,800204,20.55
52,800501,19.11
53,800415,36.89
54,800810,21.73
55,810301,41.74
56,800201,21.73
57,800403,17.46
58,801209,27.69
59,800116,16.11
60,801803,25.9
61,800107,16.54
62,800121,18.51
63,801802,27.52
64,800203,21.73
65,800404,30.92
66,800806,10.39
67,802103,10.93
68,800502,21.34
69,800811,10.39
70,800813,13.32
71,800809,10.93
72,800709,58.46
73,801901,50.13
74,801604,41.94
75,800703,43.46
76,801605,35.17
77,801602,31.29
78,801704,53.24
79,801902,50.13
80,800701,103.92
81,801610,35.17
82,800710,41.46
83,800702,103.92
84,800707,50.34
85,810304,33.01
86,810802,31.29
87,810302,34.81
88,810106,29.86
89,810801,70.55
90,810101,70.55
91,810805,30.58
92,810701,34.5
93,810806,31.97
94,810116,38.57
95,810804,70.55
96,810203,29.37
97,810508,41.61
98,810509,34.28
99,810507,35.84
100,810604,41.26
101,800610,19.07
102,800904,34.33
103,800901,34.33
104,800607,20.16
105,800604,20.16
106,801611,19.07
107,800913,28.15
108,800601,20.16
109,801306,35.16
110,800902,34.33
111,800605,20.16
112,800612,37.33
113,801607,19.07
114,801906,58.46
115,800613,69.57
116,801606,23.06
117,800907,117.69
118,801601,23.06
