POINT_BANG,X,Y,P_RAIN46_2
0,100.650034127,13.865927928,16.1381664276
1,100.745101685,13.8529962881,14.0509395599
2,100.547002765,13.7545254811,18.7485675812
3,100.497556366,13.7595788722,15.6733474731
4,100.475634063,13.7521615498,15.6733474731
5,100.492151394,13.7512280636,15.6733474731
6,100.529770716,13.7630430098,18.7485675812
7,100.499228357,13.7679029825,15.6733474731
8,100.503045965,13.761822636,18.7485675812
9,100.538408182,13.7573163195,18.7485675812
10,100.494662802,13.761895874,15.6733474731
11,100.481251675,13.7588328289,15.6733474731
12,100.585996523,13.7515581026,18.7485675812
13,100.510667602,13.7588747831,18.7485675812
14,100.708169637,13.8911411594,14.0509395599
15,100.629576885,13.8976550732,16.1381664276
16,100.672300751,13.8963130805,16.1381664276
17,100.563893467,13.8827841602,17.2297878265
18,100.872021917,13.8720997756,12.9243717194
19,100.605776678,13.8678984281,16.1381664276
20,100.811679778,13.8732427011,12.9243717194
21,100.5800601,13.8714663258,17.2297878265
22,100.505483589,13.764769074,18.7485675812
23,100.501439816,13.757277497,18.7485675812
24,100.441472717,13.7522748199,15.6733474731
25,100.418633297,13.7506263367,15.6733474731
26,100.706384042,13.8442969932,14.0509395599
27,100.527961506,13.7522245241,18.7485675812
28,100.828575304,13.8388436557,12.9243717194
29,100.583669608,13.8421016037,17.2297878265
30,100.668300128,13.8243118787,16.1381664276
31,100.774460621,13.8122749002,14.0509395599
32,100.60812621,13.8392281244,16.1381664276
33,100.526686536,13.829422278,17.2297878265
34,100.822299625,13.9135716162,22.6949501038
35,100.579764321,13.9169673853,21.0652160645
36,100.486477187,13.7427943514,15.6733474731
37,100.511837693,13.7437205042,18.7485675812
38,100.423065678,13.7380094564,15.6733474731
39,100.510977362,13.7382068339,18.7485675812
40,100.600737579,13.7934808191,17.2874488831
41,100.372648064,13.7856977068,16.5067329407
42,100.563266751,13.775071483,18.7485675812
43,100.620595798,13.7881933823,17.2874488831
44,100.428539617,13.7861848561,15.6733474731
45,100.836667625,13.7977538507,13.8391675949
46,100.565745619,13.8085226659,17.2297878265
