SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,146.663345337,146.663345337,0.0,146.663345337,0.0,146.663345337
100301,2,1,0.01,145.2215271,145.2215271,0.0,145.2215271,0.0,145.2215271
103001,3,1,0.01,148.167068481,148.167068481,0.0,148.167068481,0.0,148.167068481
103902,4,1,0.01,160.959564209,160.959564209,0.0,160.959564209,0.0,160.959564209
101104,5,1,0.01,151.15826416,151.15826416,0.0,151.15826416,0.0,151.15826416
101602,6,1,0.01,164.240890503,164.240890503,0.0,164.240890503,0.0,164.240890503
100308,7,1,0.01,151.422119141,151.422119141,0.0,151.422119141,0.0,151.422119141
103602,8,1,0.01,138.559127808,138.559127808,0.0,138.559127808,0.0,138.559127808
100304,9,1,0.01,142.610992432,142.610992432,0.0,142.610992432,0.0,142.610992432
104401,10,1,0.01,160.251983643,160.251983643,0.0,160.251983643,0.0,160.251983643
104003,11,1,0.01,173.255935669,173.255935669,0.0,173.255935669,0.0,173.255935669
105001,12,1,0.01,174.696914673,174.696914673,0.0,174.696914673,0.0,174.696914673
104301,13,1,0.01,146.390716553,146.390716553,0.0,146.390716553,0.0,146.390716553
104901,14,1,0.01,173.526855469,173.526855469,0.0,173.526855469,0.0,173.526855469
