POINT_BANG,X,Y,P_RAIN17_2
0,100.650034127,13.865927928,83.8412628174
1,100.745101685,13.8529962881,18.8178462982
2,100.547002765,13.7545254811,23.0744171143
3,100.497556366,13.7595788722,21.7798633575
4,100.475634063,13.7521615498,21.7798633575
5,100.492151394,13.7512280636,21.7798633575
6,100.529770716,13.7630430098,23.0744171143
7,100.499228357,13.7679029825,21.7798633575
8,100.503045965,13.761822636,23.0744171143
9,100.538408182,13.7573163195,23.0744171143
10,100.494662802,13.761895874,21.7798633575
11,100.481251675,13.7588328289,21.7798633575
12,100.585996523,13.7515581026,23.0744171143
13,100.510667602,13.7588747831,23.0744171143
14,100.708169637,13.8911411594,18.8178462982
15,100.629576885,13.8976550732,83.8412628174
16,100.672300751,13.8963130805,83.8412628174
17,100.563893467,13.8827841602,25.7979373932
18,100.872021917,13.8720997756,13.4134502411
19,100.605776678,13.8678984281,83.8412628174
20,100.811679778,13.8732427011,13.4134502411
21,100.5800601,13.8714663258,25.7979373932
22,100.505483589,13.764769074,23.0744171143
23,100.501439816,13.757277497,23.0744171143
24,100.441472717,13.7522748199,21.7798633575
25,100.418633297,13.7506263367,21.7798633575
26,100.706384042,13.8442969932,18.8178462982
27,100.527961506,13.7522245241,23.0744171143
28,100.828575304,13.8388436557,13.4134502411
29,100.583669608,13.8421016037,25.7979373932
30,100.668300128,13.8243118787,83.8412628174
31,100.774460621,13.8122749002,18.8178462982
32,100.60812621,13.8392281244,83.8412628174
33,100.526686536,13.829422278,25.7979373932
34,100.822299625,13.9135716162,20.4394016266
35,100.579764321,13.9169673853,48.181854248
36,100.486477187,13.7427943514,21.7798633575
37,100.511837693,13.7437205042,23.0744171143
38,100.423065678,13.7380094564,21.7798633575
39,100.510977362,13.7382068339,23.0744171143
40,100.600737579,13.7934808191,22.1442337036
41,100.372648064,13.7856977068,24.582698822
42,100.563266751,13.775071483,23.0744171143
43,100.620595798,13.7881933823,22.1442337036
44,100.428539617,13.7861848561,21.7798633575
45,100.836667625,13.7977538507,14.4256343842
46,100.565745619,13.8085226659,25.7979373932
47,100.638646785,13.8112652613,83.8412628174
48,100.53021961,13.8106105983,25.7979373932
49,100.498881145,13.7327783523,21.7798633575
50,100.679827921,13.7174530162,22.1442337036
51,100.520240658,13.7336035808,23.0744171143
52,100.517383748,13.7574561632,23.0744171143
53,100.609121981,13.9200704078,46.9349517822
54,100.652272341,13.9214167064,46.9349517822
55,100.520598024,13.767802731,23.0744171143
56,100.643832442,13.7551040065,22.1442337036
57,100.82440238,13.7237646609,14.4256343842
58,100.463129537,13.7598434125,21.7798633575
59,100.853805065,13.7274620425,14.4256343842
60,100.523239584,13.7294329607,23.0744171143
61,100.749717361,13.722808283,16.4520130157
62,100.514435465,13.7246085607,23.0744171143
63,100.397434355,13.7199086637,24.582698822
64,100.645313807,13.8287250195,83.8412628174
65,100.600568279,13.8138021185,83.8412628174
66,100.723055462,13.8022867906,18.8178462982
67,100.581233511,13.8193746013,25.7979373932
68,100.552654141,13.8152995128,25.7979373932
69,100.635093523,13.7884470736,22.1442337036
70,100.660654297,13.7936094857,22.1442337036
71,100.508703275,13.8001458031,25.7979373932
72,100.585425012,13.7846089658,23.0744171143
73,100.351082261,13.7141059285,24.582698822
74,100.505093404,13.731164719,23.0744171143
75,100.489966851,13.7305525625,21.7798633575
76,100.451837222,13.7285695496,21.7798633575
77,100.570753548,13.7228534241,23.0744171143
78,100.526549121,13.7417642048,23.0744171143
79,100.534862613,13.7403758155,23.0744171143
80,100.545509766,13.7362756101,23.0744171143
81,100.56093748,13.7429474334,23.0744171143
82,100.499016059,13.7439699805,21.7798633575
83,100.463278732,13.7217532981,21.7798633575
84,100.52542642,13.7266989228,23.0744171143
85,100.598853998,13.7797838931,23.0744171143
86,100.435247983,13.7235128788,21.7798633575
87,100.529100155,13.7239195509,23.0744171143
88,100.522621746,13.7890724785,23.0744171143
