SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,0.800369024277,0.800369024277,0.0,0.800369024277,0.0,0.800369024277
100301,2,1,0.01,0.722954511642,0.722954511642,0.0,0.722954511642,0.0,0.722954511642
103001,3,1,0.01,1.88143539429,1.88143539429,0.0,1.88143539429,0.0,1.88143539429
103902,4,1,0.01,3.43092536926,3.43092536926,0.0,3.43092536926,0.0,3.43092536926
101104,5,1,0.01,1.67624688148,1.67624688148,0.0,1.67624688148,0.0,1.67624688148
101602,6,1,0.01,3.2796664238,3.2796664238,0.0,3.2796664238,0.0,3.2796664238
100308,7,1,0.01,1.96392214298,1.96392214298,0.0,1.96392214298,0.0,1.96392214298
103602,8,1,0.01,1.2230026722,1.2230026722,0.0,1.2230026722,0.0,1.2230026722
100304,9,1,0.01,1.62514674664,1.62514674664,0.0,1.62514674664,0.0,1.62514674664
104401,10,1,0.01,3.50170874596,3.50170874596,0.0,3.50170874596,0.0,3.50170874596
104003,11,1,0.01,2.25055527687,2.25055527687,0.0,2.25055527687,0.0,2.25055527687
105001,12,1,0.01,3.90221858025,3.90221858025,0.0,3.90221858025,0.0,3.90221858025
104301,13,1,0.01,1.05969882011,1.05969882011,0.0,1.05969882011,0.0,1.05969882011
104901,14,1,0.01,6.08489704132,6.08489704132,0.0,6.08489704132,0.0,6.08489704132
