POINT_BANG,X,Y,P_RAIN21_2
0,100.650034127,13.865927928,40.2686920166
1,100.745101685,13.8529962881,42.879119873
2,100.547002765,13.7545254811,42.0925750732
3,100.497556366,13.7595788722,42.410533905
4,100.475634063,13.7521615498,42.410533905
5,100.492151394,13.7512280636,42.410533905
6,100.529770716,13.7630430098,42.0925750732
7,100.499228357,13.7679029825,42.410533905
8,100.503045965,13.761822636,42.0925750732
9,100.538408182,13.7573163195,42.0925750732
10,100.494662802,13.761895874,42.410533905
11,100.481251675,13.7588328289,42.410533905
12,100.585996523,13.7515581026,42.0925750732
13,100.510667602,13.7588747831,42.0925750732
14,100.708169637,13.8911411594,42.879119873
15,100.629576885,13.8976550732,40.2686920166
16,100.672300751,13.8963130805,40.2686920166
17,100.563893467,13.8827841602,42.7954788208
18,100.872021917,13.8720997756,42.9003295898
19,100.605776678,13.8678984281,40.2686920166
20,100.811679778,13.8732427011,42.9003295898
21,100.5800601,13.8714663258,42.7954788208
22,100.505483589,13.764769074,42.0925750732
23,100.501439816,13.757277497,42.0925750732
24,100.441472717,13.7522748199,42.410533905
25,100.418633297,13.7506263367,42.410533905
26,100.706384042,13.8442969932,42.879119873
27,100.527961506,13.7522245241,42.0925750732
28,100.828575304,13.8388436557,42.9003295898
29,100.583669608,13.8421016037,42.7954788208
30,100.668300128,13.8243118787,40.2686920166
31,100.774460621,13.8122749002,42.879119873
32,100.60812621,13.8392281244,40.2686920166
33,100.526686536,13.829422278,42.7954788208
34,100.822299625,13.9135716162,40.6741600037
35,100.579764321,13.9169673853,40.6960830688
36,100.486477187,13.7427943514,42.410533905
37,100.511837693,13.7437205042,42.0925750732
38,100.423065678,13.7380094564,42.410533905
39,100.510977362,13.7382068339,42.0925750732
40,100.600737579,13.7934808191,42.024307251
41,100.372648064,13.7856977068,42.8898353577
42,100.563266751,13.775071483,42.0925750732
43,100.620595798,13.7881933823,42.024307251
44,100.428539617,13.7861848561,42.410533905
45,100.836667625,13.7977538507,40.9024581909
46,100.565745619,13.8085226659,42.7954788208
47,100.638646785,13.8112652613,40.2686920166
48,100.53021961,13.8106105983,42.7954788208
49,100.498881145,13.7327783523,42.410533905
50,100.679827921,13.7174530162,42.024307251
51,100.520240658,13.7336035808,42.0925750732
52,100.517383748,13.7574561632,42.0925750732
53,100.609121981,13.9200704078,40.6645126343
54,100.652272341,13.9214167064,40.6645126343
55,100.520598024,13.767802731,42.0925750732
56,100.643832442,13.7551040065,42.024307251
57,100.82440238,13.7237646609,40.9024581909
58,100.463129537,13.7598434125,42.410533905
59,100.853805065,13.7274620425,40.9024581909
60,100.523239584,13.7294329607,42.0925750732
61,100.749717361,13.722808283,40.6496238708
62,100.514435465,13.7246085607,42.0925750732
63,100.397434355,13.7199086637,42.8898353577
64,100.645313807,13.8287250195,40.2686920166
65,100.600568279,13.8138021185,40.2686920166
66,100.723055462,13.8022867906,42.879119873
67,100.581233511,13.8193746013,42.7954788208
68,100.552654141,13.8152995128,42.7954788208
69,100.635093523,13.7884470736,42.024307251
70,100.660654297,13.7936094857,42.024307251
71,100.508703275,13.8001458031,42.7954788208
72,100.585425012,13.7846089658,42.0925750732
73,100.351082261,13.7141059285,42.8898353577
74,100.505093404,13.731164719,42.0925750732
75,100.489966851,13.7305525625,42.410533905
76,100.451837222,13.7285695496,42.410533905
77,100.570753548,13.7228534241,42.0925750732
78,100.526549121,13.7417642048,42.0925750732
79,100.534862613,13.7403758155,42.0925750732
80,100.545509766,13.7362756101,42.0925750732
81,100.56093748,13.7429474334,42.0925750732
82,100.499016059,13.7439699805,42.410533905
83,100.463278732,13.7217532981,42.410533905
84,100.52542642,13.7266989228,42.0925750732
85,100.598853998,13.7797838931,42.0925750732
86,100.435247983,13.7235128788,42.410533905
87,100.529100155,13.7239195509,42.0925750732
88,100.522621746,13.7890724785,42.0925750732
89,100.451589916,13.7908873626,42.410533905
90,100.492534843,13.790006204,42.410533905
91,100.544958214,13.7818865454,42.0925750732
92,100.508032368,13.7053301913,42.0925750732
93,100.689161824,13.6808165465,40.9516143799
94,100.576834796,13.7686950314,42.0925750732
95,100.481059963,13.7833887915,42.410533905
96,100.437753208,13.5734451418,47.6160202026
97,100.484048614,13.7004388412,42.410533905
98,100.416504326,13.6964336911,45.4622688293
99,100.393565878,13.6919475895,45.4570655823
100,100.449475682,13.6974544868,45.4622688293
101,100.611847331,13.695262471,40.9516143799
102,100.515160712,13.6939969888,44.1858177185
103,100.459862079,13.733080791,42.410533905
104,100.445116934,13.7365795311,42.410533905
105,100.503377964,13.7511174599,42.0925750732
106,100.560189609,13.7219170128,42.0925750732
107,100.477539303,13.7721640218,42.410533905
108,100.504814581,13.7781125777,42.0925750732
109,100.492479855,13.7743228027,42.410533905
110,100.754458628,13.7523418891,40.6496238708
111,100.512323168,13.772860755,42.0925750732
112,100.455598012,13.7596681038,42.410533905
113,100.428371726,13.7671510721,42.410533905
114,100.724758346,13.7517055582,40.6496238708
115,100.466588454,13.7726659787,42.410533905
116,100.348442514,13.7581884755,42.8898353577
117,100.519718068,13.7445387648,42.0925750732
118,100.512103222,13.7485519185,42.0925750732
119,100.499158189,13.7499474665,42.410533905
120,100.628077493,13.7261563316,42.024307251
121,100.493059194,13.7369182668,42.410533905
122,100.513536164,13.7343560975,42.0925750732
123,100.412962354,13.6213077751,45.4622688293
124,100.514451544,13.7144691647,42.0925750732
125,100.491742507,13.7090301874,42.410533905
126,100.500844526,13.7143803429,42.0925750732
127,100.504445335,13.7406006938,42.0925750732
128,100.526141963,13.7085286401,42.0925750732
129,100.513553471,13.7533301066,42.0925750732
130,100.497081401,13.7539650076,42.410533905
131,100.506767949,13.751658507,42.0925750732
132,100.500224236,13.7534157783,42.0925750732
133,100.596319806,13.7191208366,42.0925750732
134,100.595281362,13.7070053136,42.0925750732
135,100.442999315,13.7140386452,42.410533905
136,100.473382695,13.7150621001,42.410533905
137,100.497435806,13.6959963973,45.4622688293
138,100.65581988,13.6868617778,40.9516143799
139,100.467796476,13.6929143136,45.4622688293
140,100.358747568,13.679635857,45.4570655823
141,100.533442629,13.6791546693,44.1858177185
142,100.492041031,13.6749132553,45.4622688293
143,100.468010078,13.6710579613,45.4622688293
144,100.510128893,13.6715444821,44.1858177185
145,100.618442305,13.6677005684,40.9516143799
146,100.484612424,13.7135228111,42.410533905
147,100.544139651,13.6970352359,44.1858177185
148,100.50462847,13.7235647686,42.0925750732
149,100.486129323,13.7226820305,42.410533905
150,100.541358231,13.7175890517,42.0925750732
151,100.462095424,13.7092817056,42.410533905
152,100.497607731,13.6175571855,45.4622688293
153,100.760118563,13.8988193704,42.879119873
154,100.613777112,13.7685481626,42.024307251
