,addrcode,rainfall
0,801904,24.44
1,800905,21.59
2,801701,36.96
3,800611,20.77
4,801204,20.01
5,801101,35.73
6,801302,17.26
7,800305,16.48
8,801105,53.79
9,801212,13.71
10,800302,18.05
11,801205,14.12
12,800911,24.27
13,801107,81.93
14,802302,21.65
15,800912,107.72
16,801218,15.74
17,802304,18.04
18,800407,31.4
19,802203,21.02
20,800118,34.24
21,800112,29.83
22,800106,46.65
23,801801,21.63
24,801106,29.17
25,802202,52.66
26,802004,22.23
27,802201,34.39
28,800301,17.26
29,810601,39.01
30,800120,17.33
31,810603,33.22
32,800205,20.15
33,800410,46.39
34,800406,21.46
35,800505,14.19
36,800504,20.24
37,800202,16.8
38,802101,18.12
39,800803,23.41
40,800503,20.89
41,800801,15.79
42,802104,22.91
43,801408,15.65
44,802102,18.98
45,801407,16.52
46,801405,14.84
47,800804,24.85
48,800409,22.54
49,800704,24.82
50,801702,30.29
51,801703,19.73
52,801603,14.24
53,800910,26.4
54,801905,22.4
55,800908,24.26
56,801501,12.4
57,801502,7.38
58,801406,7.63
59,801402,15.21
60,800705,21.78
61,801609,16.9
62,800708,22.9
63,800711,25.81
64,810405,29.59
65,810803,32.75
66,810403,29.78
67,810305,29.75
68,810303,28.97
69,810404,27.08
70,810115,52.44
71,810406,38.79
72,810702,34.5
73,810703,46.94
74,810117,58.55
75,810704,37.47
76,810402,31.34
77,810401,31.87
78,810118,74.14
79,810807,41.64
80,810204,59.84
81,810201,32.75
82,810111,40.92
83,810506,28.73
84,810501,25.26
85,810202,25.71
86,810502,30.3
87,810505,29.17
88,810504,42.86
89,810105,47.35
90,810407,47.17
91,810103,41.5
92,810206,79.66
93,810808,43.36
94,810503,42.7
95,810205,28.24
96,802303,22.14
97,801608,21.24
98,800606,18.83
99,800903,35.95
100,801305,24.54
101,800706,34.77
