,addrcode,rainfall
0,801403,0.59
1,801404,0.15
2,800802,0.18
3,801503,0.11
4,801409,0.58
5,801401,0.58
6,801304,4.1
7,800603,0.74
8,800909,13.48
9,801903,1.8
10,802003,2.29
11,801215,1.33
12,801206,1.83
13,801207,1.07
14,801217,1.33
15,802001,2.29
16,801003,10.53
17,801208,1.42
18,801213,1.07
19,802301,1.67
20,801301,4.1
21,800906,5.38
22,801216,1.33
23,801001,6.87
24,801303,1.85
25,801203,1.07
26,801104,16.14
27,801211,1.07
28,800102,1.75
29,801214,1.42
30,800103,1.75
31,800401,7.85
32,800304,4.3
33,800108,1.75
34,800405,6.28
35,800115,1.75
36,800303,3.34
37,801103,7.73
38,800114,2.29
39,802002,2.29
40,800122,2.29
41,801210,1.42
42,801002,48.05
43,801102,11.55
44,800101,1.75
45,800119,2.29
46,800416,7.85
47,800113,2.29
48,801202,1.42
49,810602,9.68
50,800807,1.88
51,800204,1.94
52,800501,3.55
53,800415,7.58
54,800810,1.88
55,810301,20.57
56,800201,1.88
57,800403,11.71
58,801209,2.47
59,800116,3.34
60,801803,12.58
61,800107,6.73
62,800121,0.88
63,801802,6.28
64,800203,1.88
65,800404,18.67
66,800806,0.5
67,802103,1.0
68,800502,3.06
69,800811,0.5
70,800813,0.86
71,800809,1.0
72,800709,4.86
73,801901,1.35
74,801604,2.33
75,800703,3.68
76,801605,2.49
77,801602,6.93
78,801704,30.41
79,801902,1.35
80,800701,8.72
81,801610,2.49
82,800710,7.81
83,800702,8.72
84,800707,10.19
85,810304,31.07
86,810802,34.06
87,810302,21.8
88,810106,16.53
89,810801,30.03
90,810101,30.03
91,810805,21.29
92,810701,15.28
93,810806,32.91
94,810116,25.31
95,810804,30.03
96,810203,22.1
97,810508,16.22
98,810509,16.57
99,810507,13.79
100,810604,12.69
101,800610,0.69
102,800904,6.49
103,800901,6.49
104,800607,0.74
105,800604,0.74
106,801611,0.69
107,800913,10.64
108,800601,0.74
109,801306,1.8
110,800902,6.49
111,800605,0.74
112,800612,3.58
113,801607,0.69
114,801906,4.86
115,800613,7.08
116,801606,2.73
117,800907,30.73
118,801601,2.73
