TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,48.7918739319,48.7918739319,0.0,48.7918739319,0.0,48.7918739319
800905,2,2,0.02,55.4235725403,58.5319480896,3.10837554932,56.9777603149,1.55418777466,113.95552063
801701,3,1,0.01,27.7526836395,27.7526836395,0.0,27.7526836395,0.0,27.7526836395
800611,4,1,0.01,81.0522766113,81.0522766113,0.0,81.0522766113,0.0,81.0522766113
801204,5,1,0.01,142.162734985,142.162734985,0.0,142.162734985,0.0,142.162734985
801101,6,1,0.01,19.003484726,19.003484726,0.0,19.003484726,0.0,19.003484726
801302,7,1,0.01,45.3614845276,45.3614845276,0.0,45.3614845276,0.0,45.3614845276
800305,8,1,0.01,44.9494781494,44.9494781494,0.0,44.9494781494,0.0,44.9494781494
801105,9,1,0.01,44.7933311462,44.7933311462,0.0,44.7933311462,0.0,44.7933311462
801212,10,1,0.01,79.2310409546,79.2310409546,0.0,79.2310409546,0.0,79.2310409546
800302,11,1,0.01,43.9239807129,43.9239807129,0.0,43.9239807129,0.0,43.9239807129
801205,12,1,0.01,69.2860031128,69.2860031128,0.0,69.2860031128,0.0,69.2860031128
800911,13,2,0.02,42.139339447,44.8943786621,2.75503921509,43.5168590546,1.37751960754,87.0337181091
801107,14,2,0.02,18.0118293762,28.7738857269,10.7620563507,23.3928575516,5.38102817535,46.7857151031
802302,15,1,0.01,139.542861938,139.542861938,0.0,139.542861938,0.0,139.542861938
800912,16,1,0.01,70.9917907715,70.9917907715,0.0,70.9917907715,0.0,70.9917907715
801218,17,1,0.01,54.7335586548,54.7335586548,0.0,54.7335586548,0.0,54.7335586548
802304,18,1,0.01,103.666389465,103.666389465,0.0,103.666389465,0.0,103.666389465
800407,19,1,0.01,51.2278327942,51.2278327942,0.0,51.2278327942,0.0,51.2278327942
802203,20,1,0.01,117.924278259,117.924278259,0.0,117.924278259,0.0,117.924278259
800118,21,1,0.01,68.1535797119,68.1535797119,0.0,68.1535797119,0.0,68.1535797119
800112,22,1,0.01,53.2639961243,53.2639961243,0.0,53.2639961243,0.0,53.2639961243
800106,23,1,0.01,85.0413818359,85.0413818359,0.0,85.0413818359,0.0,85.0413818359
801801,24,1,0.01,53.5881652832,53.5881652832,0.0,53.5881652832,0.0,53.5881652832
801106,25,1,0.01,24.1320419312,24.1320419312,0.0,24.1320419312,0.0,24.1320419312
802202,26,1,0.01,50.9907341003,50.9907341003,0.0,50.9907341003,0.0,50.9907341003
802004,27,1,0.01,52.7063560486,52.7063560486,0.0,52.7063560486,0.0,52.7063560486
802201,28,1,0.01,51.2545890808,51.2545890808,0.0,51.2545890808,0.0,51.2545890808
800301,29,1,0.01,52.0543823242,52.0543823242,0.0,52.0543823242,0.0,52.0543823242
810601,30,2,0.02,13.7816267014,16.5747184753,2.79309177399,15.1781725883,1.39654588699,30.3563451767
800120,31,1,0.01,83.6092987061,83.6092987061,0.0,83.6092987061,0.0,83.6092987061
810603,32,1,0.01,16.6877441406,16.6877441406,0.0,16.6877441406,0.0,16.6877441406
800205,33,1,0.01,61.9342422485,61.9342422485,0.0,61.9342422485,0.0,61.9342422485
800410,34,1,0.01,102.818832397,102.818832397,0.0,102.818832397,0.0,102.818832397
800406,35,1,0.01,41.336807251,41.336807251,0.0,41.336807251,0.0,41.336807251
800505,36,1,0.01,168.370361328,168.370361328,0.0,168.370361328,0.0,168.370361328
800504,37,1,0.01,103.163009644,103.163009644,0.0,103.163009644,0.0,103.163009644
800202,38,1,0.01,60.3514442444,60.3514442444,0.0,60.3514442444,0.0,60.3514442444
802101,39,1,0.01,61.3358573914,61.3358573914,0.0,61.3358573914,0.0,61.3358573914
800803,40,1,0.01,76.965927124,76.965927124,0.0,76.965927124,0.0,76.965927124
800503,41,3,0.03,57.1233177185,104.890563965,47.7672462463,81.6565589905,19.5225248488,244.969676971
800801,42,1,0.01,79.3004608154,79.3004608154,0.0,79.3004608154,0.0,79.3004608154
802104,43,1,0.01,65.9417419434,65.9417419434,0.0,65.9417419434,0.0,65.9417419434
801408,44,2,0.02,142.031524658,162.168334961,20.1368103027,152.09992981,10.0684051514,304.199859619
802102,45,3,0.03,56.624168396,73.8472442627,17.2230758667,68.0452855428,8.07629418515,204.135856628
801407,46,1,0.01,59.7684936523,59.7684936523,0.0,59.7684936523,0.0,59.7684936523
801405,47,1,0.01,64.0645141602,64.0645141602,0.0,64.0645141602,0.0,64.0645141602
800804,48,1,0.01,67.4371643066,67.4371643066,0.0,67.4371643066,0.0,67.4371643066
800409,49,1,0.01,45.5916519165,45.5916519165,0.0,45.5916519165,0.0,45.5916519165
800704,50,2,0.02,137.567337036,140.945907593,3.37857055664,139.256622314,1.68928527832,278.513244629
801702,51,2,0.02,23.3966407776,31.1633892059,7.76674842834,27.2800149918,3.88337421417,54.5600299835
801703,52,1,0.01,54.6026191711,54.6026191711,0.0,54.6026191711,0.0,54.6026191711
801603,53,1,0.01,76.6266403198,76.6266403198,0.0,76.6266403198,0.0,76.6266403198
800910,54,2,0.02,29.0468406677,50.8747901917,21.8279495239,39.9608154297,10.913974762,79.9216308594
801905,55,1,0.01,50.7747306824,50.7747306824,0.0,50.7747306824,0.0,50.7747306824
