,addrcode,Week,Year,actual,predicted
0,1001,7,2017,0.0,0.5163755235566698
1,1001,8,2017,0.049301885,0.10104760952542033
2,1001,9,2017,0.049301885,0.16329002178643967
3,1001,10,2017,0.049301885,0.17675913583526334
4,1001,11,2017,0.049301885,0.07439613163875813
5,1001,12,2017,0.0,0.17566419351154217
6,1001,13,2017,0.049301885,0.11497277193311708
7,1001,14,2017,0.09860377099999999,0.09307492810600806
8,1001,15,2017,0.09860377099999999,0.03814098300820543
9,1001,16,2017,0.147905656,0.05640104915122938
10,1001,17,2017,0.09860377099999999,0.08082127599797712
11,1001,18,2017,0.049301885,0.06552743328363403
12,1001,19,2017,0.049301885,0.08483154191319736
13,1001,20,2017,0.049301885,0.14003637290159845
14,1001,21,2017,0.09860377099999999,0.09659077367614535
15,1001,22,2017,0.147905656,0.21630735651812397
16,1001,23,2017,0.147905656,0.4117625231103126
17,1001,24,2017,0.295811312,0.16617407913815369
18,1001,25,2017,0.34511319700000004,0.13026344745789165
19,1001,26,2017,0.295811312,0.15523186226500937
20,1001,27,2017,0.39441508200000003,0.18604396384729718
21,1001,28,2017,0.295811312,0.18849769767262742
22,1001,29,2017,0.246509427,0.13846612208305617
23,1001,30,2017,0.443716968,0.5076283789174119
24,1001,31,2017,0.493018853,0.4120377753490736
25,1001,32,2017,0.542320738,0.4206124581014232
26,1001,33,2017,0.542320738,0.27056316532535285
27,1001,34,2017,0.34511319700000004,0.7478409712938228
28,1001,35,2017,0.246509427,0.3161839800817601
29,1001,36,2017,0.147905656,0.5964297349282849
30,1001,37,2017,0.246509427,0.7398162148451137
31,1001,38,2017,0.246509427,0.4661904460616078
32,1001,39,2017,0.295811312,0.942846830703457
33,1001,40,2017,0.34511319700000004,0.9624225780383545
34,1001,41,2017,0.19720754100000001,0.3716396141799845
35,1001,42,2017,0.246509427,0.5055370547131062
36,1001,43,2017,0.19720754100000001,0.24463913188989503
37,1001,44,2017,0.19720754100000001,0.39065134989533606
38,1001,45,2017,0.34511319700000004,0.08703500302841705
39,1001,46,2017,0.295811312,0.3046415821785086
40,1001,47,2017,0.295811312,0.40394511522257304
41,1001,48,2017,0.246509427,0.45555655507077153
42,1001,49,2017,0.09860377099999999,0.4945810267833506
43,1001,50,2017,0.165568654,0.23551204770646597
44,1001,51,2017,0.116266769,0.4856319156638549
45,1002,7,2017,0.0,0.06818768832698655
46,1002,8,2017,0.0,0.06975535020937207
47,1002,9,2017,0.0,0.09405724188705591
48,1002,10,2017,0.0,0.09009307086733395
49,1002,11,2017,0.0,0.0989349491933357
50,1002,12,2017,0.0,0.07376631925441726
51,1002,13,2017,0.066964884,0.06608676804949845
52,1002,14,2017,0.066964884,0.16371703997618212
53,1002,15,2017,0.066964884,0.18333570509091454
54,1002,16,2017,0.133929767,0.2235597230933362
55,1002,17,2017,0.133929767,0.08078361582052851
56,1002,18,2017,0.133929767,0.08755195612074235
57,1002,19,2017,0.133929767,0.15377651504894643
58,1002,20,2017,0.200894651,0.2057762158017342
59,1002,21,2017,0.468754185,0.06306042396783232
60,1002,22,2017,0.535719069,0.1697391809542965
61,1002,23,2017,0.669648836,0.25539630320875745
62,1002,24,2017,0.803578603,0.16330720700999155
63,1002,25,2017,1.004473254,0.09157336658546247
64,1002,26,2017,1.071438138,0.1872726151257659
65,1002,27,2017,1.272332789,0.6381364202923998
