,addrcode,Week,Year,actual,predicted
0,100101,7,2017,0.0,0.10725376405538943
1,100101,8,2017,0.0,0.10725376405538943
2,100101,9,2017,0.0,0.10725376405538943
3,100101,10,2017,0.0,0.10725376405538943
4,100101,11,2017,0.0,0.10725376405538943
5,100101,12,2017,0.0,0.10725376405538943
6,100101,13,2017,0.0,0.10725376405538943
7,100101,14,2017,0.0,0.10725376405538943
8,100101,15,2017,0.0,0.10725376405538943
9,100101,16,2017,0.0,0.10725376405538943
10,100101,17,2017,0.0,0.10725376405538943
11,100101,18,2017,0.0,0.10725376405538943
12,100101,19,2017,0.0,0.10725376405538943
13,100101,20,2017,0.0,0.10725376405538943
14,100101,21,2017,0.0,0.10725376405538943
15,100101,22,2017,0.0,0.10725376405538943
16,100101,23,2017,0.0,0.10725376405538943
17,100101,24,2017,0.0,0.10725376405538943
18,100101,25,2017,0.0,0.10725376405538943
19,100101,26,2017,0.0,0.10725376405538943
20,100101,27,2017,0.0,0.10725376405538943
21,100101,28,2017,0.0,0.10725376405538943
22,100101,29,2017,0.0,0.10725376405538943
23,100101,30,2017,0.0,0.10725376405538943
24,100101,31,2017,0.0,0.10725376405538943
25,100101,32,2017,0.0,0.10725376405538943
26,100101,33,2017,0.0,0.10725376405538943
27,100101,34,2017,0.0,0.10725376405538943
28,100101,35,2017,0.0,0.10725376405538943
29,100101,36,2017,0.0,0.10725376405538943
30,100101,37,2017,0.611396429,0.10725376405538943
31,100101,38,2017,0.611396429,0.10725376405538943
32,100101,39,2017,1.2227928590000001,0.10725376405538943
33,100101,40,2017,1.2227928590000001,0.10725376405538943
34,100101,41,2017,0.611396429,0.10725376405538943
35,100101,42,2017,0.611396429,0.10725376405538943
36,100101,43,2017,0.0,0.42831524392184145
37,100101,44,2017,0.0,0.42831524392184145
38,100101,45,2017,0.0,0.9935253128792217
39,100101,46,2017,0.0,0.9935253128792217
40,100101,47,2017,0.0,0.42831524392184145
41,100101,48,2017,0.0,0.42831524392184145
42,100101,49,2017,0.0,0.10725376405538943
43,100101,50,2017,0.0,0.10725376405538943
44,100101,51,2017,0.0,0.10725376405538943
45,100102,7,2017,0.0,0.10725376405538943
46,100102,8,2017,0.215777663,0.10725376405538943
47,100102,9,2017,0.215777663,0.10725376405538943
48,100102,10,2017,0.215777663,0.10725376405538943
49,100102,11,2017,0.215777663,0.10725376405538943
50,100102,12,2017,0.0,0.10725376405538943
51,100102,13,2017,0.215777663,0.10725376405538943
52,100102,14,2017,0.215777663,0.09228656966232328
53,100102,15,2017,0.215777663,0.09228656966232328
54,100102,16,2017,0.215777663,0.09228656966232328
55,100102,17,2017,0.0,0.09228656966232328
56,100102,18,2017,0.0,0.10725376405538943
57,100102,19,2017,0.0,0.09228656966232328
58,100102,20,2017,0.0,0.09228656966232328
59,100102,21,2017,0.0,0.09228656966232328
60,100102,22,2017,0.0,0.09228656966232328
61,100102,23,2017,0.0,0.10725376405538943
62,100102,24,2017,0.0,0.10725376405538943
63,100102,25,2017,0.0,0.10725376405538943
64,100102,26,2017,0.0,0.10725376405538943
65,100102,27,2017,0.215777663,0.10725376405538943
66,100102,28,2017,0.215777663,0.10725376405538943
67,100102,29,2017,0.215777663,0.10725376405538943
68,100102,30,2017,0.215777663,0.10725376405538943
69,100102,31,2017,0.215777663,0.10725376405538943
70,100102,32,2017,0.215777663,0.10725376405538943
71,100102,33,2017,0.215777663,0.09228656966232328
72,100102,34,2017,0.215777663,0.09228656966232328
73,100102,35,2017,0.0,0.09228656966232328
74,100102,36,2017,0.0,0.09228656966232328
75,100102,37,2017,0.215777663,0.09228656966232328
76,100102,38,2017,0.215777663,0.09228656966232328
77,100102,39,2017,0.215777663,0.09228656966232328
78,100102,40,2017,0.215777663,0.09228656966232328
79,100102,41,2017,0.0,0.10725376405538943
80,100102,42,2017,0.0,0.10725376405538943
81,100102,43,2017,0.0,0.09228656966232328
82,100102,44,2017,0.0,0.09228656966232328
83,100102,45,2017,0.0,0.09228656966232328
84,100102,46,2017,0.0,0.09228656966232328
85,100102,47,2017,0.0,0.10725376405538943
86,100102,48,2017,0.0,0.10725376405538943
87,100102,49,2017,0.0,0.10725376405538943
88,100102,50,2017,0.0,0.10725376405538943
89,100102,51,2017,0.0,0.10725376405538943
90,100103,7,2017,0.0,0.10725376405538943
91,100103,8,2017,0.0,0.10725376405538943
92,100103,9,2017,0.0,0.10725376405538943
93,100103,10,2017,0.0,0.10725376405538943
94,100103,11,2017,0.0,0.10725376405538943
95,100103,12,2017,0.0,0.10725376405538943
96,100103,13,2017,0.0,0.10725376405538943
97,100103,14,2017,0.0,0.10725376405538943
98,100103,15,2017,0.0,0.10725376405538943
99,100103,16,2017,0.0,0.10725376405538943
100,100103,17,2017,0.0,0.10725376405538943
101,100103,18,2017,0.0,0.10725376405538943
102,100103,19,2017,0.0,0.10725376405538943
103,100103,20,2017,0.0,0.10725376405538943
104,100103,21,2017,0.0,0.10725376405538943
105,100103,22,2017,0.0,0.10725376405538943
106,100103,23,2017,0.0,0.10725376405538943
107,100103,24,2017,0.0,0.10725376405538943
108,100103,25,2017,0.0,0.10725376405538943
109,100103,26,2017,0.0,0.10725376405538943
110,100103,27,2017,0.7348618459999999,0.10725376405538943
111,100103,28,2017,0.7348618459999999,0.10725376405538943
112,100103,29,2017,0.7348618459999999,0.10725376405538943
113,100103,30,2017,0.7348618459999999,0.10725376405538943
114,100103,31,2017,0.7348618459999999,0.10725376405538943
115,100103,32,2017,1.4697236919999999,0.10725376405538943
