addrcode,SMAPE without ST,SMAPE with ST,% improve SMAPE,RMSE without ST,RMSE with ST,% improvve RMSE,MAE without ST,MAE with ST,% improve MAE
800101,95.3677967791171,75.91832739089045,0.20394168728961912,0.7345512930965606,0.6279128797854455,0.14517490379953213,0.6455711539246975,0.5684348439008574,0.1194853728437155
800102,77.01606365714339,85.70026523276647,-0.11275831512608865,0.5990151994892904,0.6473301450993213,-0.08065729492544324,0.48390983707415697,0.529706078696105,-0.09463796375548766
800103,98.49603611113886,88.29475301809053,0.10357049375609009,0.7587228318077833,0.6833305306160717,0.09936738164591263,0.6535664833569729,0.5545511137310759,0.15150007252103156
800106,131.9549180960345,110.93865966951277,0.1592684738830762,0.3653188223641398,0.35706720186725954,0.022587449624085574,0.27077142667601484,0.2641142987849324,0.024585784300822273
800107,75.35926012010721,78.3943001314122,-0.04027428091077002,0.4578390156917647,0.43414195760100155,0.05175849431477234,0.3731834330512514,0.37328430643704397,-0.00027030510161664217
800108,112.19693630410669,100.73806285540651,0.10213178564556537,0.7439131302529965,0.7104941671373504,0.04492320642906352,0.5307532531361775,0.5017405181849448,0.05466332006407651
800112,115.55767804093685,110.04592444698862,0.047696991557719455,0.2599355865457866,0.26441807381772436,-0.017244607910384034,0.20678718502937826,0.22161397129238955,-0.07170070167019704
800113,155.95922216203053,131.28519251047985,0.15820821179728714,0.26224823783316303,0.29000316153199074,-0.10583454793883046,0.20202768013495656,0.24730121320504178,-0.22409569342103042
800114,150.70853861306173,130.22768921279442,0.13589707384032895,0.5966209418272815,0.5527624750695237,0.07351144367046812,0.46517203245019445,0.4491297822860628,0.034486703939685504
800115,104.25879638422701,100.52710080621605,0.035792620933954244,0.4995119362530625,0.4689983355201147,0.06108683000017241,0.3780383916427423,0.35666826145717284,0.05652899456244871
800116,92.52994930302205,88.05360963479882,0.04837719789042438,0.6038102896995051,0.5568422427182534,0.07778609901567925,0.5191510227592927,0.4645783390180727,0.10511909126397487
800118,69.22158072482549,64.50988814534895,0.06806681572625142,0.5021963946721101,0.39539688134038675,0.21266483484305773,0.3982609964850683,0.33582088868845317,0.15678188009293587
800119,165.87171211984682,175.18788371414092,-0.05616492092131368,0.2192653049004623,0.23027481849854464,-0.050210924172797024,0.16601723960997714,0.15421198915500972,0.07110858175151802
800120,66.19723773910046,63.788483838055186,0.0363875288956733,0.286113887477529,0.28764580084625646,-0.0053542083616886565,0.2341749585377609,0.22544750397748178,0.03726894888665824
800121,94.57846150267342,96.84660607727857,-0.02398161842102953,0.42582665644378487,0.42498136812332543,0.001985052620985991,0.3640630498776946,0.35856286641147916,0.015107777260183941
800122,82.55060353990457,88.30919858071574,-0.06975836388679454,0.4132183234630754,0.42522357344084055,-0.02905304362389417,0.3294653900565624,0.3480996183775619,-0.056558985809709555
800201,105.05346953370548,99.71504263619953,0.05081628356684752,0.5419489173338257,0.5655397107185978,-0.04352955164267045,0.40484680453947963,0.44154791910190383,-0.09065432689822601
800202,171.34860639955218,150.47491491854421,0.12182002479981956,0.5981340849905995,0.635197570280786,-0.06196517841107325,0.4611313530493937,0.5056602889765731,-0.09656453770214526
800203,106.45053496282435,97.35032339256279,0.08548770162066001,0.9458440688354295,0.8592668522489317,0.09153434423191546,0.7123045043272214,0.6497055762810219,0.08788225775060175
800204,95.61712329277314,90.0062327488365,0.05868081312963665,0.3507139009243632,0.38028595331771314,-0.0843195901713847,0.27797904601072493,0.2913188690103587,-0.04798859191393545
800205,135.11285580627845,107.5912253323011,0.2036936478749084,0.6189890292759805,0.6609788169937956,-0.06783607742923921,0.4822280011327206,0.5285040887907322,-0.09596308706527254
800301,138.6342699484233,124.1983252983673,0.10412969791254846,0.9173144849080189,0.8973592283503196,0.021753997005400302,0.7109892661470488,0.6527867422892617,0.08186132566134903
800302,159.7483306853586,139.22963547799208,0.12844387868928844,0.8015017369657629,0.7589061366492242,0.05314473862251675,0.5752770183140927,0.5825133486196528,-0.012578862139785854
800303,123.59921635717248,123.05263030208185,0.004422245311904925,0.6189059439747978,0.6306903396387156,-0.019040689104122783,0.5059091489955543,0.5222558991774543,-0.032311631869783926
800304,125.94125061982429,123.16638878660204,0.022032986170660258,0.8331731027312842,0.7616767960415615,0.08581206769079029,0.6445949817048928,0.6174915195224802,0.04204727457034581
800305,118.46138125752087,116.7639852559649,0.014328686560441473,0.7329409548698073,0.7079121478728797,0.03414846288862851,0.5866075006963197,0.571159272435004,0.02633486316315129
800401,128.44493920992562,124.21705994651798,0.03291588823517411,1.5138147305100431,1.32370464804289,0.125583453929729,0.9952762988046477,0.8640195606224348,0.13187969847152559
800403,136.74291286070556,112.60929416299122,0.17648899085759767,0.8073818786998144,0.7152969766630188,0.11405371419171129,0.5689279385620919,0.5025527531797689,0.11666712228982744
800404,116.11871263079944,118.35818472640771,-0.019286056871201294,0.7174618399757777,0.6502815758215905,0.09363601018342005,0.4926336776656836,0.48142018674537057,0.02276233117769683
800405,142.57427804466337,127.20761474905719,0.10778005336132487,0.37682674889358997,0.35623110159441895,0.054655481224839764,0.25722386387517654,0.2420162793115416,0.059121981664246946
800406,177.94175339221908,165.65636777512475,0.06904161267881236,0.5209602111250994,0.5130906339329329,0.015105908328720294,0.3917316509131134,0.4114337920296946,-0.050294994215188286
800407,175.1984964248066,168.82941196006556,0.036353533818565514,0.39766578374748773,0.44325122182438187,-0.11463253802555026,0.3034806345996228,0.36399540290237464,-0.19940240464630632
800409,150.34060290280675,152.58886568346458,-0.014954461650731159,0.44056765999489955,0.5281991736260541,-0.19890591522802428,0.3171275215252082,0.4148414840107551,-0.30812198832695675
800410,158.94260915456687,133.79486744822833,0.15821900647096537,0.6881211245693467,0.6177240352455848,0.10230333993571138,0.4874157501466514,0.4797025193771371,0.01582474667097561
800415,192.2765171054117,191.0543986119503,0.006356046551391437,0.3133426379268278,0.32234764199549304,-0.02873852128215019,0.18902707920290723,0.21269929157235512,-0.1252318581510612
800416,117.33901155394251,103.73814024399324,0.1159109074623212,0.3928231228002957,0.37192088122072214,0.05321031366628556,0.30460991523288145,0.27841002960695915,0.0860112698757421
800501,136.67869373840878,133.62578138417382,0.022336417408831643,0.7463119609626468,0.7714261642882766,-0.03365107976192106,0.5601693158048903,0.5949120252790837,-0.062021800362757645
800502,143.38817483296435,126.47181638945437,0.11797596603217922,0.9556156728435162,0.9839941600724209,-0.029696548555406238,0.6632036911001649,0.7186199351749573,-0.08355840719593158
800503,103.09477527124017,109.5737795223544,-0.06284512705971869,0.6809003850584997,0.6682602564589949,0.01856384410535886,0.5159006963027921,0.5223280333523012,-0.012458477175104862
800504,126.30406522536416,119.92892848011962,0.050474517458083276,0.7536391012075766,0.75600663239925,-0.0031414654413231386,0.605252875362573,0.6075735603477891,-0.0038342403310779823
800505,179.34433048522294,163.13149659517615,0.09040059335124982,0.6573022821586674,0.5977453725642123,0.09060809799543414,0.4842976760358064,0.4837311700598606,0.0011697474590068745
800601,175.63761672531044,170.68504462187616,0.028197673116800968,0.32006916212101894,0.3620124880570028,-0.13104457067352526,0.2658983719469248,0.29272975722107064,-0.10090842255890756
800603,191.14045181377077,184.93026193958744,0.032490191454784004,0.6371816112596486,0.641274870488739,-0.006424007153939106,0.4229978170181081,0.489029138004913,-0.15610321928441093
800604,197.5672244281675,195.80279822845952,0.008930763717589649,1.1693421194239006,1.1693931732991785,-4.366034065630894e-05,0.6342648671026352,0.7110844700792139,-0.12111596741515243
800605,188.43164545118472,178.90769240545174,0.05054327803023014,0.5873149001043314,0.5664926116267803,0.035453363219377164,0.43453378493119593,0.4619022992526919,-0.06298362813337859
800606,187.98859371655388,182.39344838741988,0.029763217110769322,0.22412361352846058,0.22139750861188442,0.012163398910351666,0.16497786925128333,0.18967932960754944,-0.14972590243993567
800607,194.81815533481995,186.03068272656225,0.04510602511945205,0.5845055978429825,0.6898473159690321,-0.18022362576987314,0.3408357857978179,0.48338864286248795,-0.418244981908184
800610,184.38824965244405,166.29278746641302,0.09813782722130837,0.7209912962836247,0.6489979653453454,0.0998532594073902,0.49868841473545017,0.532129145076477,-0.06705736358196102
800611,169.86998133397952,156.00042334603762,0.08164808095594663,0.3739344978902644,0.3156612939467078,0.15583799909431623,0.2543935588369261,0.22745816130746546,0.10588081574316525
800612,120.39052727774731,119.53272200316648,0.007125189115600635,0.42829745322196955,0.45746082901338475,-0.068091406035751,0.3391329201656972,0.35825958718958434,-0.056398733023447105
800613,167.5326953133987,154.2687657847464,0.07917218489107367,0.18299188648071724,0.3085819796261739,-0.6863150905802083,0.16000960008285492,0.26141985261185025,-0.6337760514149392
800701,167.03387330585682,161.9555996403718,0.030402657646489275,0.14109172649986235,0.15143532207731222,-0.07331114186528838,0.12024440062209553,0.12906411253411507,-0.07334821302605311
800702,176.54885005249625,163.821724241308,0.0720884095671191,0.37152074390551354,0.3510587410111885,0.05507634023129811,0.26720065277542204,0.25513522660725857,0.045154927740031665
800703,169.81811420980355,162.90180340243097,0.040727756514995536,0.7625326526627327,0.7315947417160503,0.04057257199235796,0.5775803180085671,0.5502626099833448,0.047296812535805935
800704,179.0882548250886,182.15663928790997,-0.017133365143449476,0.22703244613069282,0.23139711588353926,-0.019224872159170972,0.17697358999325877,0.17411458503544353,0.016154980852929223
800705,176.3364722652604,185.36000728539497,-0.051172255542010624,0.22501851947820825,0.25088555254346817,-0.11495512958330079,0.16350471737215017,0.17490542306151288,-0.06972707498960885
800706,165.33397327107596,164.17266134123466,0.007024036904606752,0.41391172184395625,0.35930191124171496,0.13193588806559353,0.29518621147900026,0.2802128402545306,0.05072517157711106
800707,180.3784287542489,176.34969387688406,0.022334903930522943,0.23217343109383914,0.2633620578432523,-0.13433331541199223,0.1886074413901995,0.1892039228312798,-0.0031625551817240647
800708,171.99235893086237,170.37852920850116,0.00938314778861735,0.33339961459971035,0.3427877110215469,-0.02815869008459476,0.26837407219725173,0.23673989592442718,0.11787344438241341
800709,151.69456123120057,130.54240224415472,0.1394391388548693,0.30040607120382967,0.31747515288174427,-0.05682002900112159,0.2567813819520521,0.27798369879342977,-0.08256952540794693
