,addrcode,Week,Year,actual,predicted
0,8101,7,2017,0.4069057720000001,0.5170781075554549
1,8101,8,2017,0.377841074,0.39168369124951885
2,8101,9,2017,0.46503516799999994,0.9498554757558897
3,8101,10,2017,0.523164564,0.6061376825263078
4,8101,11,2017,0.46503516799999994,0.5837170939314853
5,8101,12,2017,0.494099866,0.49068193115817954
6,8101,13,2017,0.43597047,0.4096513056834607
7,8101,14,2017,0.58129396,0.7373047999326472
8,8101,15,2017,0.755682148,0.29433269508260623
9,8101,16,2017,0.9300703370000001,0.7967976273157134
10,8101,17,2017,1.075393827,0.40064790276114925
11,8101,18,2017,0.959135035,0.6061376825263078
12,8101,19,2017,0.842876243,0.4636717227010226
13,8101,20,2017,0.697552752,1.3472051249100039
14,8101,21,2017,0.610358658,1.5473746054858348
15,8101,22,2017,0.668488054,0.8223337002666
16,8101,23,2017,0.755682148,0.9318486700145185
17,8101,24,2017,0.8138115440000001,0.5457027263355889
18,8101,25,2017,0.9300703370000001,0.778343220919087
19,8101,26,2017,0.871940941,0.7757303752265992
20,8101,27,2017,0.697552752,0.6227318391709451
21,8101,28,2017,0.668488054,0.9673620918149808
22,8101,29,2017,0.58129396,1.4131527291471384
23,8101,30,2017,0.494099866,1.0701227939363993
24,8101,31,2017,0.639423356,1.6071038815466747
25,8101,32,2017,0.697552752,1.0583964984235044
26,8101,33,2017,0.7847468459999999,0.6137284362486315
27,8101,34,2017,0.842876243,0.6777526342106714
28,8101,35,2017,0.7847468459999999,1.126922397347614
29,8101,36,2017,0.610358658,0.7190593525493914
30,8101,37,2017,0.46503516799999994,1.2739751981821361
31,8101,38,2017,0.377841074,0.9298479133506525
32,8101,39,2017,0.29064698,1.3522915798059096
33,8101,40,2017,0.494099866,1.3437544862663464
34,8101,41,2017,0.552229262,1.4131209109076512
35,8101,42,2017,0.58129396,0.6617465846169
36,8101,43,2017,0.58129396,0.5326978107739111
37,8101,44,2017,0.46503516799999994,0.44368778104260015
38,8101,45,2017,0.552229262,0.5537057510980572
39,8101,46,2017,0.46503516799999994,0.9457946512827178
40,8101,47,2017,0.494099866,0.69292316058039
41,8101,48,2017,0.46503516799999994,1.2704473639148302
42,8101,49,2017,0.377841074,1.5720609922036495
43,8101,50,2017,0.319711678,0.6325644078854751
44,8101,51,2017,0.23251758399999997,0.6419385703379179
45,8102,7,2017,0.0,0.23091201724441945
46,8102,8,2017,0.0,0.0687498634494303
47,8102,9,2017,0.09155329300000001,0.0687498634494303
48,8102,10,2017,0.09155329300000001,0.0687498634494303
49,8102,11,2017,0.09155329300000001,0.0687498634494303
50,8102,12,2017,0.09155329300000001,0.0687498634494303
51,8102,13,2017,0.0,0.0687498634494303
52,8102,14,2017,0.0,0.0687498634494303
53,8102,15,2017,0.0,0.039578626009442675
54,8102,16,2017,0.0,0.1421517205279031
55,8102,17,2017,0.0,0.1421517205279031
56,8102,18,2017,0.0,0.1421517205279031
57,8102,19,2017,0.045776647000000004,0.08719894709507643
58,8102,20,2017,0.045776647000000004,0.0687498634494303
59,8102,21,2017,0.045776647000000004,0.0687498634494303
60,8102,22,2017,0.045776647000000004,0.0687498634494303
61,8102,23,2017,0.0,0.0687498634494303
62,8102,24,2017,0.0,0.0687498634494303
63,8102,25,2017,0.0,0.07409584136912778
64,8102,26,2017,0.045776647000000004,0.08974794246632427
65,8102,27,2017,0.045776647000000004,0.08974794246632427
66,8102,28,2017,0.045776647000000004,0.08974794246632427
67,8102,29,2017,0.045776647000000004,0.07670118679578741
68,8102,30,2017,0.0,0.0687498634494303
69,8102,31,2017,0.0,0.0687498634494303
70,8102,32,2017,0.0,0.07409584136912778
71,8102,33,2017,0.045776647000000004,0.08974794246632427
72,8102,34,2017,0.045776647000000004,0.08974794246632427
73,8102,35,2017,0.045776647000000004,0.08974794246632427
74,8102,36,2017,0.045776647000000004,0.07670118679578741
75,8102,37,2017,0.0,0.0687498634494303
76,8102,38,2017,0.045776647000000004,0.0687498634494303
77,8102,39,2017,0.045776647000000004,0.07409584136912778
78,8102,40,2017,0.045776647000000004,0.08974794246632427
79,8102,41,2017,0.045776647000000004,0.08974794246632427
80,8102,42,2017,0.0,0.08974794246632427
81,8102,43,2017,0.09155329300000001,0.07670118679578741
82,8102,44,2017,0.13732994,0.07409584136912778
83,8102,45,2017,0.13732994,0.08974794246632427
84,8102,46,2017,0.18310658600000002,0.08974794246632427
85,8102,47,2017,0.09155329300000001,0.08974794246632427
86,8102,48,2017,0.045776647000000004,0.07670118679578741
87,8102,49,2017,0.045776647000000004,0.039578626009442675
88,8102,50,2017,0.120019203,0.17852723461396008
89,8102,51,2017,0.120019203,0.16594317305975648
90,8103,7,2017,0.240038406,0.5438200091426066
91,8103,8,2017,0.240038406,0.3307037939474196
92,8103,9,2017,0.120019203,0.8347764620272915
93,8103,10,2017,0.120019203,0.287486942882493
94,8103,11,2017,0.120019203,0.4227015261552225
95,8103,12,2017,0.120019203,0.5533032240736768
96,8103,13,2017,0.120019203,0.4411924092051304
97,8103,14,2017,0.120019203,0.287486942882493
98,8103,15,2017,0.360057609,0.2764415908669834
99,8103,16,2017,0.360057609,0.5438200091426066
100,8103,17,2017,0.600096015,0.5438200091426066
101,8103,18,2017,0.720115218,0.5438200091426066
102,8103,19,2017,0.600096015,0.5438200091426066
103,8103,20,2017,0.600096015,0.5438200091426066
104,8103,21,2017,0.360057609,0.3043447024627038
105,8103,22,2017,0.360057609,0.5533032240736768
106,8103,23,2017,0.120019203,0.24974183806305017
107,8103,24,2017,0.240038406,0.5030532653436437
