,addrcode,Week,Year,predicted,actual
362,8010,9,2017,0.4944861098081724,0.0
363,8010,10,2017,0.2778439699051306,0.12561551599999998
364,8010,11,2017,0.5491474831814487,0.12561551599999998
365,8010,12,2017,0.389997960115139,0.12561551599999998
366,8010,13,2017,0.5125669082617843,0.12561551599999998
367,8010,14,2017,0.22885859963859262,0.37684654799999995
368,8010,15,2017,0.2955166341596853,0.5024620639999999
369,8010,16,2017,0.1893868215862809,0.37684654799999995
370,8010,17,2017,0.28290802229171674,0.5024620639999999
371,8010,18,2017,0.22410103285635893,0.7536930959999999
372,8010,19,2017,0.2388349269995259,0.7536930959999999
373,8010,20,2017,0.26757473745521504,0.5024620639999999
374,8010,21,2017,0.4312158406342218,0.37684654799999995
375,8010,22,2017,0.49462688809918404,0.7536930959999999
376,8010,23,2017,0.33300548011511555,0.7536930959999999
377,8010,24,2017,0.44812161431009245,0.62807758
378,8010,25,2017,0.6231254363912782,0.5024620639999999
379,8010,26,2017,0.5650783093802643,0.37684654799999995
380,8010,27,2017,0.39869953192899654,0.37684654799999995
381,8010,28,2017,0.3854508429757757,0.37684654799999995
382,8010,29,2017,0.6435421640723471,0.37684654799999995
383,8010,30,2017,0.6073453686015177,0.5024620639999999
384,8010,31,2017,0.53015348492266,0.5024620639999999
385,8010,32,2017,0.4667427161891272,0.879308612
386,8010,33,2017,0.3951874303327695,1.381770676
387,8010,34,2017,0.39152845785563983,1.5073861919999998
388,8010,35,2017,0.3827144194160384,1.25615516
389,8010,36,2017,0.4130186303662766,0.7536930959999999
390,8010,37,2017,0.44515668370965417,0.62807758
391,8010,38,2017,0.4284949505760768,0.879308612
392,8010,39,2017,0.6653835586878128,0.879308612
393,8010,40,2017,0.9529551827226383,0.7536930959999999
394,8010,41,2017,1.0264149022928222,0.5024620639999999
395,8010,42,2017,0.8043351457629246,0.37684654799999995
396,8010,43,2017,0.5435289917742854,0.37684654799999995
397,8010,44,2017,0.5204209896481141,0.37684654799999995
398,8010,45,2017,0.7179695040749551,0.5024620639999999
399,8010,46,2017,0.6244455643652236,0.37684654799999995
400,8011,7,2017,0.18160755225008132,0.044869205999999995
401,8011,8,2017,0.053863072560875996,0.089738413
402,8011,9,2017,0.13735810908958718,0.134607619
403,8011,10,2017,-0.030428103915916882,0.134607619
404,8011,11,2017,0.16382864753765747,0.089738413
405,8011,12,2017,0.24283945325787024,0.044869205999999995
406,8011,13,2017,0.1888581791542368,0.089738413
407,8011,14,2017,0.1891128220113449,0.134607619
408,8011,15,2017,0.24859004914937868,0.179476825
409,8011,16,2017,0.26373065693710546,0.134607619
410,8011,17,2017,0.253575810561076,0.224346031
411,8011,18,2017,0.14429540670507857,0.35895365
412,8011,19,2017,0.09242050904632212,0.35895365
413,8011,20,2017,0.217259275318143,0.224346031
414,8011,21,2017,0.23940035106180624,0.089738413
415,8011,22,2017,0.2941591524241741,0.089738413
416,8011,23,2017,0.059009315697621245,0.134607619
417,8011,24,2017,0.22139904081055006,0.089738413
418,8011,25,2017,0.3288750356312058,0.089738413
419,8011,26,2017,0.24533741543186458,0.089738413
420,8011,27,2017,0.10485594115756408,0.089738413
421,8011,28,2017,0.1500570311298501,0.089738413
422,8011,29,2017,0.16331163484507716,0.089738413
423,8011,30,2017,0.23996297882991616,0.134607619
424,8011,31,2017,0.18021557571121657,0.134607619
425,8011,32,2017,0.18555727482170647,0.179476825
426,8011,33,2017,0.1827204599521062,0.134607619
427,8011,34,2017,0.15926443970765156,0.089738413
428,8011,35,2017,0.16346074757323073,0.224346031
429,8011,36,2017,0.21375729508000116,0.269215238
430,8011,37,2017,0.09462306268326923,0.35895365
431,8011,38,2017,0.11562238987042806,0.134607619
432,8011,39,2017,0.129323671097956,0.179476825
433,8011,40,2017,0.1119094492573936,0.134607619
434,8011,41,2017,0.1854946273195047,0.179476825
435,8011,42,2017,0.07830052227101172,0.134607619
436,8011,43,2017,0.20766730295445074,0.134607619
437,8011,44,2017,0.2529418725426546,0.089738413
438,8011,45,2017,0.220383340381458,0.044869205999999995
439,8011,46,2017,0.1058633543154144,0.075634669
440,8012,7,2017,0.37481793404820846,0.41599068200000006
441,8012,8,2017,-0.10516012642154426,0.302538678
442,8012,9,2017,0.18242745586003425,0.302538678
443,8012,10,2017,0.24946629268381665,0.189086673
444,8012,11,2017,0.42844481068221263,0.151269339
445,8012,12,2017,0.47076274205965574,0.22690400800000002
446,8012,13,2017,0.32652741066163105,0.34035601299999996
447,8012,14,2017,0.28081230240593014,0.491625352
448,8012,15,2017,0.30951630326507873,0.41599068200000006
449,8012,16,2017,0.2515409877979033,0.34035601200000004
450,8012,17,2017,0.22109118782356338,0.264721343
451,8012,18,2017,-0.07125404370605237,0.22690400800000002
452,8012,19,2017,0.17263761616647827,0.22690400800000002
453,8012,20,2017,0.2847325940810346,0.151269339
454,8012,21,2017,0.3599646108666632,0.11345200400000001
455,8012,22,2017,0.3767571479890166,0.22690400800000002
456,8012,23,2017,0.019034056003357114,0.264721343
457,8012,24,2017,0.026937479746139498,0.37817334700000005
