,addrcode,Week,Year,predicted,actual
0,8001,6,2017,5.8580865409093725,6.035913959
1,8001,7,2017,5.17910658670955,9.347126811
2,8001,8,2017,9.772116519897683,10.572250752
3,8001,9,2017,6.1004856520107635,5.858679559
4,8001,10,2017,7.043952819373128,8.532258291
5,8001,11,2017,7.762748171560726,6.4809901110000006
6,8001,12,2017,5.287795988513866,6.694784391000001
7,8001,13,2017,6.73017015121633,6.6588129989999985
8,8001,14,2017,5.698276721874836,5.120440411000001
9,8001,15,2017,5.849199769758125,10.956459150999999
10,8001,16,2017,5.833743983814517,9.001490526
11,8001,17,2017,4.949405612203807,6.322977316
12,8001,18,2017,7.864474659481508,6.678640328999999
13,8001,19,2017,6.7949585843209475,8.868935363
14,8001,20,2017,5.566064362431855,9.70189319
15,8001,21,2017,5.865879303567307,5.020391977
16,8001,22,2017,7.026343743028515,11.426090025
17,8001,23,2017,7.407340794523683,9.833113181
18,8001,24,2017,4.9090252682176,5.276606242
19,8001,25,2017,8.360385588906073,10.577523926
20,8001,26,2017,7.501163027044,12.816674211000002
21,8001,27,2017,5.053299998729307,8.193598052999999
22,8001,28,2017,7.921077572438111,11.163674461
23,8001,29,2017,9.080904070280695,2.931492022
24,8001,30,2017,6.561000474641747,11.151731184
25,8001,31,2017,8.161479762084127,6.262174793
26,8001,32,2017,3.8391953369168474,18.125074939
27,8001,33,2017,8.222541704253214,9.363848422
28,8001,34,2017,5.669897555275109,9.658700201
29,8001,35,2017,11.995440064494968,10.875569159000001
30,8001,36,2017,7.290337739159248,14.924831043000006
31,8001,37,2017,7.357094196902568,9.518401737000001
32,8001,38,2017,7.9755661537510525,6.891153224000001
33,8001,39,2017,10.208323780018823,6.722024968
34,8001,40,2017,7.38861841494582,7.836269078
35,8001,41,2017,5.921000865932586,9.9477006
36,8001,42,2017,5.788555997827944,6.705098286
37,8001,43,2017,6.4584465317856425,5.924523175
38,8001,44,2017,7.573177579346203,9.949145821
39,8001,45,2017,5.784319114404016,8.047470778
40,8001,46,2017,5.423626934092893,6.8857500289999996
41,8001,47,2017,7.615866291296807,14.704867675
42,8001,48,2017,6.565947306777679,5.559538565
43,8001,49,2017,5.850483382817624,7.380926899000001
44,8001,50,2017,9.96846675016544,11.973443452000005
45,8001,51,2017,5.099529402756448,9.484542820999998
46,8001,52,2017,6.081903227247248,4.179881805
47,8002,6,2017,1.9630004154464682,1.77999288
48,8002,7,2017,1.0419491181265996,2.8176868980000003
49,8002,8,2017,1.9618518114991537,1.090869423
50,8002,9,2017,1.977923151287002,1.726817475
51,8002,10,2017,2.5225183351728147,0.850557115
52,8002,11,2017,1.6225455850312962,0.0
53,8002,12,2017,1.973933695663532,0.850557115
54,8002,13,2017,1.508328155300408,3.55998576
55,8002,14,2017,1.0667860994760534,0.0
56,8002,15,2017,1.5364748120590777,0.0
57,8002,16,2017,2.98742307154723,1.9414265380000002
58,8002,17,2017,1.0721983643055475,1.930501931
59,8002,18,2017,1.0024200029145451,1.930501931
60,8002,19,2017,2.020854103829854,1.090869423
61,8002,20,2017,2.08073573177968,4.999425744
62,8002,21,2017,2.116678126441755,1.090869423
63,8002,22,2017,1.6853598993180958,5.688549201
64,8002,23,2017,3.7531348381473872,0.0
65,8002,24,2017,1.6614664785330608,1.77999288
66,8002,25,2017,4.100373546305378,0.850557115
67,8002,26,2017,1.0717239710803217,3.427931705
68,8002,27,2017,1.9965510012337535,4.35736747
69,8002,28,2017,1.513605427208822,2.57737459
70,8002,29,2017,2.899529690545508,1.090869423
71,8002,30,2017,3.3855870763678713,3.453634951
72,8002,31,2017,2.4358109637514342,1.930501931
73,8002,32,2017,1.6513412297167067,0.850557115
74,8002,33,2017,2.915793622400585,3.657319406
75,8002,34,2017,2.1240730673770045,1.726817475
76,8002,35,2017,1.5501651773375522,8.848696440000003
77,8002,36,2017,3.0273226219865332,3.657319406
78,8002,37,2017,1.998115297945968,2.630549995
79,8002,38,2017,5.76822091540532,2.57737459
80,8002,39,2017,3.0085371781269306,1.090869423
81,8002,40,2017,2.4747897457756234,0.0
82,8002,41,2017,2.4483304595903705,2.57737459
83,8002,42,2017,1.6526138023262729,1.9414265380000002
84,8002,43,2017,1.0969138791280144,4.35736747
85,8002,44,2017,2.4664577764816875,0.0
86,8002,45,2017,2.1048333258846164,3.9617317260000005
87,8002,46,2017,3.399397651110995,10.681864724
88,8002,47,2017,1.0947655846518656,3.453634951
89,8002,48,2017,3.1848835317825994,3.506810355
90,8002,49,2017,6.72656549126805,1.77999288
91,8002,50,2017,2.873936920407769,5.791505792000001
92,8002,51,2017,2.904664876647044,0.0
93,8002,52,2017,1.9992819477805115,3.453634951
94,8003,6,2017,1.139424570563961,0.0
95,8003,7,2017,2.3228114513120697,2.191780822
96,8003,8,2017,1.8314247325500745,1.312335958
97,8003,9,2017,1.1226755884755382,0.0
98,8003,10,2017,2.2827463872766667,0.0
99,8003,11,2017,1.8238575383869846,0.0
100,8003,12,2017,1.1395246350061505,2.670486315
101,8003,13,2017,1.144490388950051,1.699235344
102,8003,14,2017,1.1519034570193947,1.699235344
103,8003,15,2017,2.583440135600623,1.699235344
104,8003,16,2017,2.0763393126406293,2.670486315
105,8003,17,2017,2.066162349090465,12.765501985
106,8003,18,2017,2.03477150500397,2.795125755
107,8003,19,2017,2.546006484919785,3.937007874
108,8003,20,2017,7.945026422424819,9.947704665
109,8003,21,2017,2.669114508841828,4.16782866
110,8003,22,2017,3.276644886423297,5.51299795
111,8003,23,2017,6.457166857208202,3.1965776889999997
