,Week,Year,addrcode,predicted,actual
49,9,2017,800102,0.3571665880452287,0.5753739929999999
50,10,2017,800102,0.34505508011542674,2.876869965
51,11,2017,800102,0.18813667692946112,1.726121979
52,12,2017,800102,0.34315582632317865,1.726121979
53,13,2017,800102,0.9510211762337509,0.5753739929999999
54,14,2017,800102,0.636209292879073,1.1507479859999998
55,15,2017,800102,0.634220863309416,2.3014959719999997
56,16,2017,800102,0.3308779402833968,1.1507479859999998
57,17,2017,800102,0.49797055872111395,0.5753739929999999
58,18,2017,800102,0.8287020705023962,0.5753739929999999
59,19,2017,800102,0.5257213923828762,1.726121979
60,20,2017,800102,0.33955713246500474,2.3014959719999997
61,21,2017,800102,0.3240454614199638,0.5753739929999999
62,22,2017,800102,0.63051050642279,1.726121979
63,23,2017,800102,0.7864356763044972,1.1507479859999998
64,24,2017,800102,0.3309863723813976,0.5753739929999999
65,25,2017,800102,0.6332181694964281,0.5753739929999999
66,26,2017,800102,0.4808107497583132,0.0
67,27,2017,800102,0.3325245681251696,1.1507479859999998
68,28,2017,800102,0.3272529284568729,1.1507479859999998
69,29,2017,800102,0.17147772305444065,0.0
70,30,2017,800102,0.4806989012370029,0.0
71,31,2017,800102,0.47662017831850345,0.5753739929999999
72,32,2017,800102,0.1657438429939314,1.1507479859999998
73,33,2017,800102,0.16707275038182123,0.5753739929999999
74,34,2017,800102,0.3165712654298872,0.0
75,35,2017,800102,0.4694714706748371,0.5753739929999999
76,36,2017,800102,0.32796556601396076,0.0
77,37,2017,800102,0.17608718153878822,0.0
78,38,2017,800102,0.3304691180905398,0.0
79,39,2017,800102,0.17041840442774114,0.0
80,40,2017,800102,0.16859008792583785,0.5753739929999999
81,41,2017,800102,0.17619118086644614,1.726121979
82,42,2017,800102,0.17947690942681394,0.5753739929999999
83,43,2017,800102,0.32531145862240285,0.5753739929999999
84,44,2017,800102,0.6317403098846281,1.1507479859999998
85,45,2017,800102,0.33058203868792846,2.3014959719999997
86,46,2017,800102,0.3266124119785515,1.1507479859999998
87,47,2017,800102,0.46378014369702064,0.0
88,48,2017,800102,0.7775078550225903,0.5753739929999999
89,49,2017,800102,0.4835002016136244,0.0
90,50,2017,800102,0.18250543236466144,1.1507479859999998
91,51,2017,800102,0.3374806643911835,0.5753739929999999
92,52,2017,800102,0.18236911512374399,0.5753739929999999
93,6,2017,800103,0.510112984550855,0.5606952620000001
94,7,2017,800103,0.3850193803924437,1.1213905240000002
95,8,2017,800103,0.22797473068529045,2.242781049
96,9,2017,800103,0.36856761245478525,0.0
97,10,2017,800103,0.505394277643646,1.1213905240000002
98,11,2017,800103,0.7991895234763307,0.5606952620000001
99,12,2017,800103,0.20561867761407243,0.5606952620000001
100,13,2017,800103,0.5000111636991948,0.5606952620000001
101,14,2017,800103,0.3419357122572418,1.1213905240000002
102,15,2017,800103,0.33994728268758484,1.682085786
103,16,2017,800103,0.3422789646929533,1.1213905240000002
104,17,2017,800103,0.5054724537336392,1.1213905240000002
105,18,2017,800103,0.6794675336021967,0.0
106,19,2017,800103,0.5332232873954016,1.1213905240000002
107,20,2017,800103,0.499896329993224,0.0
108,21,2017,800103,0.1865083127108576,1.682085786
109,22,2017,800103,0.4851750989196216,0.5606952620000001
110,23,2017,800103,0.19038662004830958,0.5606952620000001
111,24,2017,800103,0.6402637430282794,0.0
112,25,2017,800103,0.33894458887459683,0.0
113,26,2017,800103,0.339374471652176,0.5606952620000001
114,27,2017,800103,0.1949874194160635,0.5606952620000001
115,28,2017,800103,0.18971577974776682,1.1213905240000002
116,29,2017,800103,0.3357160499796911,0.0
117,30,2017,800103,0.3392626231308656,0.5606952620000001
118,31,2017,800103,0.4841220733310289,1.1213905240000002
119,32,2017,800103,0.18104399680051902,4.485562097
120,33,2017,800103,0.3313110773070715,0.5606952620000001
121,34,2017,800103,0.4769104629581066,0.0
122,35,2017,800103,1.3706024046649696,2.242781049
123,36,2017,800103,0.3393665904235173,0.0
124,37,2017,800103,0.19138733534537583,1.682085786
125,38,2017,800103,0.7886846621217156,0.5606952620000001
126,39,2017,800103,0.18571855823432876,0.5606952620000001
127,40,2017,800103,0.6307047610884136,2.242781049
128,41,2017,800103,0.3404295077916965,0.5606952620000001
129,42,2017,800103,0.3437152363520642,1.682085786
130,43,2017,800103,0.7835270026535786,0.5606952620000001
131,44,2017,800103,0.3374667292627969,1.1213905240000002
132,45,2017,800103,0.6398594093348102,0.5606952620000001
133,46,2017,800103,0.33801343638810805,1.1213905240000002
134,47,2017,800103,0.47128203870954605,0.5606952620000001
135,48,2017,800103,0.3303969718850655,0.5606952620000001
136,49,2017,800103,0.49100209662614985,0.5606952620000001
137,50,2017,800103,0.3467437592899118,2.8034763110000003
138,51,2017,800103,0.34888168880073994,1.1213905240000002
139,52,2017,800103,0.34660744204899435,0.0
140,6,2017,800106,0.2536826523871416,0.0
141,7,2017,800106,0.2766072532411562,0.0
142,8,2017,800106,0.2679068770569897,0.0
143,9,2017,800106,0.26622661417502336,0.0
144,10,2017,800106,0.26028263623570147,0.0
145,11,2017,800106,0.25645810127596436,0.0
146,12,2017,800106,0.2527648437776696,1.2229423990000001
147,13,2017,800106,0.25021148797596127,1.2229423990000001
148,14,2017,800106,0.24318165523912558,0.0
149,15,2017,800106,0.565068396555658,0.0
150,16,2017,800106,0.5613799180329009,1.2229423990000001
151,17,2017,800106,0.23687898874688348,0.0
152,18,2017,800106,0.23051326957441728,0.0
153,19,2017,800106,0.5792406687717891,0.0
154,20,2017,800106,0.25367538800694933,0.0
155,21,2017,800106,0.23996172217931352,0.0
156,22,2017,800106,0.2409892716524172,1.2229423990000001
157,23,2017,800106,0.24519145152952235,0.0
158,24,2017,800106,0.2410206109572344,0.0
159,25,2017,800106,0.5550737584570706,0.0
160,26,2017,800106,0.23014608594109495,0.0
161,27,2017,800106,0.23642747848529808,0.0
162,28,2017,800106,0.22710757203716822,0.0
163,29,2017,800106,0.22811197024473093,1.2229423990000001
164,30,2017,800106,0.23704164020586735,0.0
165,31,2017,800106,0.2401040547300841,0.0
166,32,2017,800106,0.5660695636429317,0.0
167,33,2017,800106,0.24023324434639068,1.2229423990000001
168,34,2017,800106,0.22631205531547735,0.0
169,35,2017,800106,0.22164487675239875,1.2229423990000001
170,36,2017,800106,0.5625822505085253,2.445884799
171,37,2017,800106,0.2586739384268162,0.0
172,38,2017,800106,0.5894679161993684,1.2229423990000001
173,39,2017,800106,0.8870027557076327,0.0
174,40,2017,800106,0.22016328535553098,0.0
175,41,2017,800106,0.5568716472280718,0.0
176,42,2017,800106,0.24008870436160032,0.0
177,43,2017,800106,0.22934446899305563,0.0
178,44,2017,800106,0.23249020142926266,1.2229423990000001
179,45,2017,800106,0.24242690154157895,0.0
180,46,2017,800106,0.23703166455218835,0.0
181,47,2017,800106,0.5430515740233375,0.0
182,48,2017,800106,0.2278013740831407,0.0
183,49,2017,800106,0.24352138325117775,0.0
184,50,2017,800106,0.2512935735616765,0.0
185,51,2017,800106,0.24916093034733763,0.0
186,52,2017,800106,0.24599299710898434,0.0
187,6,2017,800107,0.3050861689027167,0.671862403
188,7,2017,800107,0.3211414083254697,0.671862403
189,8,2017,800107,0.6689025960417607,0.671862403
190,9,2017,800107,0.4897515716696318,0.671862403
191,10,2017,800107,0.48525215279315487,0.671862403
192,11,2017,800107,0.4790174164855036,0.671862403
193,12,2017,800107,0.474773664873218,0.0
194,13,2017,800107,0.4719587267263606,1.343724805
195,14,2017,800107,0.4623482086912451,0.671862403
196,15,2017,800107,0.27943071375389544,0.0
197,16,2017,800107,0.6337342509395961,0.0
198,17,2017,800107,0.4574640732323426,0.671862403
199,18,2017,800107,0.272708800574153,0.671862403
200,19,2017,800107,0.2942198517706042,0.0
201,20,2017,800107,0.47183075008592584,0.671862403
202,21,2017,800107,0.4583487343184929,0.0
203,22,2017,800107,0.2803672617169208,0.0
204,23,2017,800107,0.4628731023345941,1.343724805
205,24,2017,800107,0.2815737693743094,0.0
206,25,2017,800107,0.2725893789874005,1.343724805
207,26,2017,800107,0.6297623160096633,2.015587208
208,27,2017,800107,0.2805399784275962,0.671862403
209,28,2017,800107,0.6306761678822161,0.671862403
210,29,2017,800107,0.8077536194107462,0.671862403
211,30,2017,800107,0.45758377831874886,1.343724805
212,31,2017,800107,0.4601907012334418,0.0
213,32,2017,800107,0.4606850456704995,2.015587208
214,33,2017,800107,0.6364996590301168,0.0
215,34,2017,800107,0.2647790621609331,0.0
216,35,2017,800107,0.7964778359160296,1.343724805
217,36,2017,800107,0.2780559672340009,1.343724805
218,37,2017,800107,0.3077864349203773,0.0
219,38,2017,800107,0.6764890789327316,0.671862403
220,39,2017,800107,0.6423398481456695,0.671862403
221,40,2017,800107,0.25919510179679633,0.0
222,41,2017,800107,0.44894418468030906,0.0
223,42,2017,800107,0.4586448990569579,0.671862403
224,43,2017,800107,0.2692482264633534,0.0
225,44,2017,800107,0.2706162402282299,1.343724805
226,45,2017,800107,0.4586353623930469,0.671862403
227,46,2017,800107,0.27671938891116804,0.671862403
228,47,2017,800107,0.6138025764645088,0.671862403
229,48,2017,800107,0.44096454812173586,2.015587208
230,49,2017,800107,0.45519965464272516,0.671862403
231,50,2017,800107,0.46712072278245315,0.671862403
232,51,2017,800107,0.8254176261210577,0.671862403
233,52,2017,800107,0.46534825417585046,0.0
234,6,2017,800108,0.2730162796266925,0.0
235,7,2017,800108,0.2770008664520619,0.0
236,8,2017,800108,0.27364972226700046,1.534212949
237,9,2017,800108,0.2752224353120085,0.0
238,10,2017,800108,0.27061482639166345,0.0
239,11,2017,800108,0.6734582424032478,0.0
240,12,2017,800108,0.2745198370260581,0.0
241,13,2017,800108,0.2728032843916862,0.0
242,14,2017,800108,0.2517178104170522,0.0
243,15,2017,800108,0.2439901865673947,0.0
244,16,2017,800108,0.24894550024362053,0.0
245,17,2017,800108,0.2675253836677457,0.0
246,18,2017,800108,0.3011897803705751,1.534212949
247,19,2017,800108,0.30778661971540777,1.534212949
248,20,2017,800108,0.2652743486768545,0.0
249,21,2017,800108,0.6533985448929073,0.0
250,22,2017,800108,0.6546652989995042,0.0
251,23,2017,800108,0.25200381796335436,0.0
252,24,2017,800108,0.25584075732352685,0.0
253,25,2017,800108,0.2518227285849821,1.534212949
254,26,2017,800108,0.25054386709331367,3.068425898
255,27,2017,800108,0.24857755377711058,0.0
256,28,2017,800108,0.6526900855549775,6.136851795
257,29,2017,800108,1.0728843922840197,0.0
258,30,2017,800108,0.2673099348325825,0.0
259,31,2017,800108,1.888496953472533,0.0
260,32,2017,800108,0.24746207627994535,3.068425898
261,33,2017,800108,0.2508354902610641,1.534212949
262,34,2017,800108,0.25434078962973816,1.534212949
263,35,2017,800108,1.0615153542300728,1.534212949
264,36,2017,800108,0.65460001531158,1.534212949
265,37,2017,800108,0.6626372729641019,1.534212949
266,38,2017,800108,0.6692717004062615,0.0
267,39,2017,800108,0.659753501714966,0.0
268,40,2017,800108,0.6538439803917289,1.534212949
269,41,2017,800108,0.25284434745455475,1.534212949
270,42,2017,800108,0.25614309010255387,0.0
271,43,2017,800108,0.6533423150335398,1.534212949
272,44,2017,800108,0.6647980113726918,0.0
273,45,2017,800108,0.26901397777643055,0.0
274,46,2017,800108,0.6631010969178921,0.0
275,47,2017,800108,0.2421649988245995,1.534212949
276,48,2017,800108,0.2597834289187825,0.0
277,49,2017,800108,0.267481096494531,1.534212949
278,50,2017,800108,0.6687275698311179,1.534212949
279,51,2017,800108,0.26300266987159227,0.0
280,52,2017,800108,0.6667185314144031,0.0
281,6,2017,800112,0.25787082411219564,0.0
282,7,2017,800112,0.5361050090631722,0.0
283,8,2017,800112,0.2550564631853093,1.046134533
284,9,2017,800112,0.2616207799216653,0.0
285,10,2017,800112,0.2623370686695029,0.0
286,11,2017,800112,0.5421431959066149,0.0
287,12,2017,800112,0.26269351117691164,0.0
288,13,2017,800112,0.2548161091934025,0.0
289,14,2017,800112,0.2457574428599368,0.0
290,15,2017,800112,0.24456104093530015,0.0
291,16,2017,800112,0.24448993918841774,0.0
292,17,2017,800112,0.24933603144780322,0.0
293,18,2017,800112,0.26377642992705264,0.0
294,19,2017,800112,0.26719035596770213,0.0
295,20,2017,800112,0.24473893056566245,1.046134533
296,21,2017,800112,0.23542011225348966,0.0
297,22,2017,800112,0.2377777293461604,0.0
298,23,2017,800112,0.5186482826222962,0.0
299,24,2017,800112,0.24799180992319145,0.0
300,25,2017,800112,0.251303856092569,1.046134533
301,26,2017,800112,0.2503943718982792,0.0
302,27,2017,800112,0.24961113605410043,1.046134533
303,28,2017,800112,0.5234629634608088,1.046134533
304,29,2017,800112,0.25198594126867746,0.0
305,30,2017,800112,0.5417537294513508,1.046134533
306,31,2017,800112,0.5407996306369192,0.0
307,32,2017,800112,0.25393561853462043,0.0
308,33,2017,800112,0.5272885206525288,0.0
309,34,2017,800112,0.2441775823336946,1.046134533
310,35,2017,800112,0.23888575723299152,0.0
311,36,2017,800112,0.24022615092006025,0.0
312,37,2017,800112,0.5201879811231548,0.0
313,38,2017,800112,0.24322120701845337,0.0
314,39,2017,800112,0.23444127927466665,0.0
315,40,2017,800112,0.2436544742894222,1.046134533
316,41,2017,800112,0.27025292771430764,0.0
317,42,2017,800112,0.26984925081305977,0.0
318,43,2017,800112,0.5243510939568441,1.046134533
319,44,2017,800112,0.24587783297682606,0.0
320,45,2017,800112,0.24863325349800133,0.0
321,46,2017,800112,0.523336356828797,0.0
322,47,2017,800112,0.23679576684547884,0.0
323,48,2017,800112,0.24520517622189772,0.0
324,49,2017,800112,0.2488659553895208,0.0
325,50,2017,800112,0.24691500208788839,0.0
326,51,2017,800112,0.2572590847686713,1.046134533
327,52,2017,800112,0.2556985075690422,0.0
328,6,2017,800113,0.2750121184166037,0.0
329,7,2017,800113,0.28148253708670956,0.0
330,8,2017,800113,0.2813679740646812,0.0
331,9,2017,800113,0.28412608126865907,0.0
332,10,2017,800113,0.2789864921834712,0.0
333,11,2017,800113,0.2743938869619886,0.0
334,12,2017,800113,0.26822350046417825,0.0
335,13,2017,800113,0.2631206930433237,0.0
336,14,2017,800113,0.25769870722660965,0.0
337,15,2017,800113,0.2559994070587455,0.0
338,16,2017,800113,0.254510447150959,0.0
339,17,2017,800113,0.26358479890178765,0.0
340,18,2017,800113,0.2881540449696493,0.0
341,19,2017,800113,0.2929873324333869,0.0
342,20,2017,800113,0.2636574117467243,0.0
343,21,2017,800113,0.2483643927866767,0.0
344,22,2017,800113,0.25192289213190666,1.5281173590000001
345,23,2017,800113,0.25806449922533997,1.5281173590000001
346,24,2017,800113,0.2646198674113552,0.0
347,25,2017,800113,0.672580855662904,0.0
348,26,2017,800113,0.6702116267684122,0.0
349,27,2017,800113,0.25966998100429095,0.0
350,28,2017,800113,0.2529456997985506,0.0
351,29,2017,800113,0.2621736816470313,0.0
352,30,2017,800113,0.2767858765542706,0.0
353,31,2017,800113,0.27559262959474157,0.0
354,32,2017,800113,0.26629217585366105,0.0
355,33,2017,800113,0.25815932387110857,0.0
356,34,2017,800113,0.24407530997352206,0.0
357,35,2017,800113,0.23702841785652612,0.0
358,36,2017,800113,0.2474935717506424,1.5281173590000001
359,37,2017,800113,0.25590362739348654,0.0
360,38,2017,800113,0.2565131923397292,0.0
361,39,2017,800113,0.6522302285461017,0.0
362,40,2017,800113,0.25500628697365985,0.0
363,41,2017,800113,0.28392706249188265,1.5281173590000001
364,42,2017,800113,0.2842631314044361,0.0
365,43,2017,800113,0.26157500389617466,0.0
366,44,2017,800113,0.6665930086411094,0.0
367,45,2017,800113,0.26360732205746024,0.0
368,46,2017,800113,0.25543078247837553,0.0
369,47,2017,800113,0.24465124928327708,1.5281173590000001
370,48,2017,800113,0.254945277916709,0.0
371,49,2017,800113,0.26175163656778444,0.0
372,50,2017,800113,0.6666659613215293,0.0
373,51,2017,800113,0.2707098251174878,0.0
374,52,2017,800113,0.2689530584406809,0.0
375,6,2017,800114,0.7991703343751327,0.0
376,7,2017,800114,0.2818421876737577,0.0
377,8,2017,800114,0.2809623987477293,0.0
378,9,2017,800114,0.2807871399863736,1.994813485
379,10,2017,800114,0.2694945099900514,0.0
380,11,2017,800114,0.26275979280961925,0.0
381,12,2017,800114,0.7884301806359653,0.0
382,13,2017,800114,0.25874583367969856,0.0
383,14,2017,800114,0.25650057650908625,0.0
384,15,2017,800114,0.2533710326873171,0.0
385,16,2017,800114,0.24853876436562555,0.0
386,17,2017,800114,0.25542805778492716,0.0
387,18,2017,800114,0.2792646130949884,0.0
388,19,2017,800114,0.28528348013767546,0.0
389,20,2017,800114,0.2577586076189147,0.0
390,21,2017,800114,0.24515689333762003,0.0
391,22,2017,800114,0.24639759112390658,0.0
392,23,2017,800114,0.2487677276904824,0.0
393,24,2017,800114,0.24767083683649693,0.0
394,25,2017,800114,0.24015861329489885,0.0
395,26,2017,800114,0.24117824197526433,1.994813485
396,27,2017,800114,0.2511696690525671,0.0
397,28,2017,800114,0.24542664693502347,0.0
398,29,2017,800114,0.7741763072706395,0.0
399,30,2017,800114,0.2524487720729355,1.994813485
400,31,2017,800114,0.24942444884312054,0.0
401,32,2017,800114,0.24149046993061157,1.994813485
402,33,2017,800114,0.7699485190988948,1.994813485
403,34,2017,800114,0.2373097703934297,0.0
404,35,2017,800114,0.7659141653174629,0.0
405,36,2017,800114,0.77744777236624,1.994813485
406,37,2017,800114,0.24927863947881357,1.994813485
407,38,2017,800114,0.24575884765439537,0.0
408,39,2017,800114,0.767376235118457,1.994813485
409,40,2017,800114,0.7682426441255445,0.0
410,41,2017,800114,0.24948064706749273,1.994813485
411,42,2017,800114,0.7828521797882211,0.0
412,43,2017,800114,0.2507243552393078,0.0
413,44,2017,800114,0.7826395872061346,0.0
414,45,2017,800114,0.2537405352771648,0.0
415,46,2017,800114,0.2459335946353275,0.0
416,47,2017,800114,0.2380509880768007,3.98962697
417,48,2017,800114,0.24976615053194706,0.0
418,49,2017,800114,0.25509931915654005,1.994813485
419,50,2017,800114,1.3113765856374877,0.0
420,51,2017,800114,0.25370873833786145,0.0
421,52,2017,800114,0.7790035771142735,0.0
422,6,2017,800115,0.22680040237433552,1.428469395
423,7,2017,800115,0.22609202748001134,0.0
424,8,2017,800115,0.5990349663628806,0.714234698
425,9,2017,800115,0.6030959649900763,0.0
426,10,2017,800115,0.22590587888588687,0.0
427,11,2017,800115,0.4106277278001105,0.0
428,12,2017,800115,0.21489549150897447,0.0
429,13,2017,800115,0.20632834499448516,0.0
430,14,2017,800115,0.19709215991128703,1.428469395
431,15,2017,800115,0.19617869054010628,0.0
432,16,2017,800115,0.19830084640509382,0.0
433,17,2017,800115,0.5930446724581081,0.714234698
434,18,2017,800115,0.24472914941196178,0.0
435,19,2017,800115,0.25199230782800797,0.714234698
436,20,2017,800115,0.40736679046204305,0.0
437,21,2017,800115,0.20158288406146518,0.0
438,22,2017,800115,0.3958925639036913,2.85693879
439,23,2017,800115,0.21184458097606673,2.1427040930000003
440,24,2017,800115,0.21375023591185793,0.714234698
441,25,2017,800115,0.9670314579458387,0.0
442,26,2017,800115,0.7773101362403632,0.714234698
443,27,2017,800115,0.40125431924632476,1.428469395
444,28,2017,800115,0.20877655341524115,0.0
445,29,2017,800115,0.40579073324707576,0.0
446,30,2017,800115,0.6076261938886545,0.0
447,31,2017,800115,0.22595979173117664,0.0
448,32,2017,800115,0.2156747750757061,0.0
449,33,2017,800115,0.20810337641349963,0.714234698
450,34,2017,800115,0.19744288672598187,0.0
451,35,2017,800115,0.1929131325641713,1.428469395
452,36,2017,800115,0.39182415970158546,0.0
453,37,2017,800115,0.20844654871932,0.714234698
454,38,2017,800115,0.595393796619598,0.0
455,39,2017,800115,0.21038318009313384,0.0
456,40,2017,800115,0.39539008942258275,0.714234698
457,41,2017,800115,0.20906850708764768,0.714234698
458,42,2017,800115,0.212745958432206,0.0
459,43,2017,800115,0.40270075590126075,0.0
460,44,2017,800115,0.4040054963189678,0.0
461,45,2017,800115,0.2118544925275253,0.0
462,46,2017,800115,0.20610584575263058,0.0
463,47,2017,800115,0.1949365320575016,0.0
464,48,2017,800115,0.20459296881720768,0.714234698
465,49,2017,800115,0.21041531242878397,0.0
466,50,2017,800115,0.2117817720093711,0.0
467,51,2017,800115,0.41197824061021926,0.0
468,52,2017,800115,0.22083467273314883,0.714234698
469,6,2017,800116,0.5041446957756864,0.0
470,7,2017,800116,0.5195293048441446,0.0
471,8,2017,800116,0.5174052844824298,0.9409993409999999
472,9,2017,800116,0.2707286447536163,0.0
473,10,2017,800116,0.2670930365027807,0.9409993409999999
474,11,2017,800116,0.5174441241620567,0.0
475,12,2017,800116,0.26472563918523684,0.0
476,13,2017,800116,0.5116027272047038,0.0
477,14,2017,800116,0.25352876514826245,0.0
478,15,2017,800116,0.2492076907822922,2.822998024
479,16,2017,800116,0.24767901588493346,0.9409993409999999
480,17,2017,800116,0.2592325474977636,0.9409993409999999
481,18,2017,800116,1.03768524520568,0.0
482,19,2017,800116,0.54490616277597,0.9409993409999999
483,20,2017,800116,0.5106835327896466,0.0
484,21,2017,800116,0.2449574405925805,0.0
485,22,2017,800116,0.4962366522979473,0.0
486,23,2017,800116,0.249235057342855,0.0
487,24,2017,800116,0.25209186983875487,0.9409993409999999
488,25,2017,800116,0.248678256990307,1.8819986830000002
489,26,2017,800116,0.248078507163372,2.822998024
490,27,2017,800116,0.49941701981912145,0.9409993409999999
491,28,2017,800116,0.7467536809956532,0.0
492,29,2017,800116,1.0061459417525382,0.0
493,30,2017,800116,0.5186918247127037,0.9409993409999999
494,31,2017,800116,0.26646709597462026,0.0
495,32,2017,800116,0.25636857915932654,0.0
496,33,2017,800116,0.5010850252023545,0.0
497,34,2017,800116,0.24463240797887975,2.822998024
498,35,2017,800116,0.23992751632092957,0.0
499,36,2017,800116,0.24644359615925526,1.8819986830000002
500,37,2017,800116,0.999055676346493,0.0
501,38,2017,800116,0.2560940353334462,1.8819986830000002
502,39,2017,800116,0.7519415192742135,0.9409993409999999
503,40,2017,800116,0.24788207185565236,0.0
504,41,2017,800116,0.7514387738142382,0.0
505,42,2017,800116,0.5032834647376062,0.0
506,43,2017,800116,0.24300138571950314,0.0
507,44,2017,800116,0.2522917902687707,0.9409993409999999
508,45,2017,800116,0.26227521197243514,0.9409993409999999
509,46,2017,800116,0.2536680562480224,0.0
510,47,2017,800116,0.49209357802717024,0.9409993409999999
511,48,2017,800116,0.5035274516908275,0.0
512,49,2017,800116,0.25804409609062084,0.0
513,50,2017,800116,0.5024991222500468,1.8819986830000002
514,51,2017,800116,0.25975321143033603,0.9409993409999999
515,52,2017,800116,0.2582186622602123,0.9409993409999999
516,6,2017,800118,0.6146955676836254,1.450368394
517,7,2017,800118,0.6876852718295573,1.7404420719999998
518,8,2017,800118,0.9893926401220654,1.160294715
519,9,2017,800118,0.7622957530040629,0.0
520,10,2017,800118,0.8416043803103543,0.8702210359999999
521,11,2017,800118,0.6824979295139227,0.580147357
522,12,2017,800118,0.36827822144304556,0.580147357
523,13,2017,800118,0.5908689606737544,0.580147357
524,14,2017,800118,0.5045801469202799,0.290073679
525,15,2017,800118,0.503666677549099,0.0
526,16,2017,800118,0.5057888334140866,0.8702210359999999
527,17,2017,800118,0.44403394605661983,0.580147357
528,18,2017,800118,0.39811187934603287,0.290073679
529,19,2017,800118,0.6365329235072773,0.290073679
530,20,2017,800118,0.5251317348353024,0.8702210359999999
531,21,2017,800118,0.4320182426658128,1.160294715
532,22,2017,800118,0.43660487987230545,0.0
533,23,2017,800118,0.5963851966553361,0.580147357
534,24,2017,800118,0.6753434802614038,0.290073679
535,25,2017,800118,0.3615220178682381,0.290073679
536,26,2017,800118,0.5156289956077865,0.0
537,27,2017,800118,0.44196663521493884,1.160294715
538,28,2017,800118,0.43921191201958865,0.290073679
539,29,2017,800118,0.36945042054541344,0.290073679
540,30,2017,800118,0.6897733532323646,1.160294715
541,31,2017,800118,0.45639515033552425,0.8702210359999999
542,32,2017,800118,0.4461101336800537,1.7404420719999998
543,33,2017,800118,0.6696966207630455,0.8702210359999999
544,34,2017,800118,0.5819835024052512,0.8702210359999999
545,35,2017,800118,0.8086116339886389,0.580147357
546,36,2017,800118,0.5866417327451213,0.290073679
547,37,2017,800118,0.5929871643985893,0.8702210359999999
548,38,2017,800118,0.5234356986227552,0.0
549,39,2017,800118,0.44081853869748144,0.0
550,40,2017,800118,0.5902076624661186,0.290073679
551,41,2017,800118,0.3624512370217188,0.290073679
552,42,2017,800118,0.3661286883662771,1.160294715
553,43,2017,800118,0.4434130718698748,0.290073679
554,44,2017,800118,0.4447178122875819,0.8702210359999999
555,45,2017,800118,0.6734477368770712,0.580147357
556,46,2017,800118,0.4365412043569781,1.160294715
557,47,2017,800118,0.579477147736771,1.160294715
558,48,2017,800118,0.5120809558262006,0.290073679
559,49,2017,800118,0.6720085567783297,0.580147357
560,50,2017,800118,0.673375016358917,1.160294715
561,51,2017,800118,0.4526905565788334,1.7404420719999998
562,52,2017,800118,0.5283226597421418,0.290073679
563,6,2017,800119,0.24732038984074006,0.0
564,7,2017,800119,0.2740292335178273,0.0
565,8,2017,800119,0.2706993511753004,0.0
566,9,2017,800119,0.27405882399263487,0.0
