Subdistrict_Code,Subdistrict_Name,District_Code,District_Name,Province_Code,Province_Name
100101,พระบรมมหาราชวัง,1001,เขตพระนคร,10,กรุงเทพมหานคร
100102,วังบูรพาภิรมย์,1001,เขตพระนคร,10,กรุงเทพมหานคร
100103,วัดราชบพิธ,1001,เขตพระนคร,10,กรุงเทพมหานคร
100104,สำราญราษฎร์,1001,เขตพระนคร,10,กรุงเทพมหานคร
100105,ศาลเจ้าพ่อเสือ,1001,เขตพระนคร,10,กรุงเทพมหานคร
100106,เสาชิงช้า,1001,เขตพระนคร,10,กรุงเทพมหานคร
100107,บวรนิเวศ,1001,เขตพระนคร,10,กรุงเทพมหานคร
100108,ตลาดยอด,1001,เขตพระนคร,10,กรุงเทพมหานคร
100109,ชนะสงคราม,1001,เขตพระนคร,10,กรุงเทพมหานคร
100110,บ้านพานถม,1001,เขตพระนคร,10,กรุงเทพมหานคร
100111,บางขุนพรหม,1001,เขตพระนคร,10,กรุงเทพมหานคร
100112,วัดสามพระยา,1001,เขตพระนคร,10,กรุงเทพมหานคร
100201,ดุสิต,1002,เขตดุสิต,10,กรุงเทพมหานคร
100202,วชิรพยาบาล,1002,เขตดุสิต,10,กรุงเทพมหานคร
100203,สวนจิตรลดา,1002,เขตดุสิต,10,กรุงเทพมหานคร
100204,สี่แยกมหานาค,1002,เขตดุสิต,10,กรุงเทพมหานคร
100206,ถนนนครไชยศรี,1002,เขตดุสิต,10,กรุงเทพมหานคร
100301,กระทุ่มราย,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100302,หนองจอก,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100303,คลองสิบ,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100304,คลองสิบสอง,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100305,โคกแฝด,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100306,คู้ฝั่งเหนือ,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100307,ลำผักชี,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100308,ลำต้อยติ่ง,1003,เขตหนองจอก,10,กรุงเทพมหานคร
100401,มหาพฤฒาราม,1004,เขตบางรัก,10,กรุงเทพมหานคร
100402,สีลม,1004,เขตบางรัก,10,กรุงเทพมหานคร
100403,สุริยวงศ์,1004,เขตบางรัก,10,กรุงเทพมหานคร
100404,บางรัก,1004,เขตบางรัก,10,กรุงเทพมหานคร
100405,สี่พระยา,1004,เขตบางรัก,10,กรุงเทพมหานคร
100502,อนุสาวรีย์,1005,เขตบางเขน,10,กรุงเทพมหานคร
100508,ท่าแร้ง,1005,เขตบางเขน,10,กรุงเทพมหานคร
100601,คลองจั่น,1006,เขตบางกะปิ,10,กรุงเทพมหานคร
100608,หัวหมาก,1006,เขตบางกะปิ,10,กรุงเทพมหานคร
100701,รองเมือง,1007,เขตปทุมวัน,10,กรุงเทพมหานคร
100702,วังใหม่,1007,เขตปทุมวัน,10,กรุงเทพมหานคร
100703,ปทุมวัน,1007,เขตปทุมวัน,10,กรุงเทพมหานคร
100704,ลุมพินี,1007,เขตปทุมวัน,10,กรุงเทพมหานคร
100801,ป้อมปราบ,1008,เขตป้อมปราบศัตรูพ่าย,10,กรุงเทพมหานคร
100802,วัดเทพศิรินทร์,1008,เขตป้อมปราบศัตรูพ่าย,10,กรุงเทพมหานคร
100803,คลองมหานาค,1008,เขตป้อมปราบศัตรูพ่าย,10,กรุงเทพมหานคร
100804,บ้านบาตร,1008,เขตป้อมปราบศัตรูพ่าย,10,กรุงเทพมหานคร
100805,วัดโสมนัส,1008,เขตป้อมปราบศัตรูพ่าย,10,กรุงเทพมหานคร
100905,บางจาก,1009,เขตพระโขนง,10,กรุงเทพมหานคร
101001,มีนบุรี,1010,เขตมีนบุรี,10,กรุงเทพมหานคร
101002,แสนแสบ,1010,เขตมีนบุรี,10,กรุงเทพมหานคร
101101,ลาดกระบัง,1011,เขตลาดกระบัง,10,กรุงเทพมหานคร
101102,คลองสองต้นนุ่น,1011,เขตลาดกระบัง,10,กรุงเทพมหานคร
101103,คลองสามประเวศ,1011,เขตลาดกระบัง,10,กรุงเทพมหานคร
101104,ลำปลาทิว,1011,เขตลาดกระบัง,10,กรุงเทพมหานคร
101105,ทับยาว,1011,เขตลาดกระบัง,10,กรุงเทพมหานคร
101106,ขุมทอง,1011,เขตลาดกระบัง,10,กรุงเทพมหานคร
101203,ช่องนนทรี,1012,เขตยานนาวา,10,กรุงเทพมหานคร
101204,บางโพงพาง,1012,เขตยานนาวา,10,กรุงเทพมหานคร
101301,จักรวรรดิ,1013,เขตสัมพันธวงศ์,10,กรุงเทพมหานคร
101302,สัมพันธวงศ์,1013,เขตสัมพันธวงศ์,10,กรุงเทพมหานคร
101303,ตลาดน้อย,1013,เขตสัมพันธวงศ์,10,กรุงเทพมหานคร
101401,สามเสนใน,1014,เขตพญาไท,10,กรุงเทพมหานคร
101501,วัดกัลยาณ์,1015,เขตธนบุรี,10,กรุงเทพมหานคร
101502,หิรัญรูจี,1015,เขตธนบุรี,10,กรุงเทพมหานคร
101503,บางยี่เรือ,1015,เขตธนบุรี,10,กรุงเทพมหานคร
101504,บุคคโล,1015,เขตธนบุรี,10,กรุงเทพมหานคร
101505,ตลาดพลู,1015,เขตธนบุรี,10,กรุงเทพมหานคร
101506,ดาวคะนอง,1015,เขตธนบุรี,10,กรุงเทพมหานคร
101507,สำเหร่,1015,เขตธนบุรี,10,กรุงเทพมหานคร
101601,วัดอรุณ,1016,เขตบางกอกใหญ่,10,กรุงเทพมหานคร
101602,วัดท่าพระ,1016,เขตบางกอกใหญ่,10,กรุงเทพมหานคร
101701,ห้วยขวาง,1017,เขตห้วยขวาง,10,กรุงเทพมหานคร
101702,บางกะปิ,1017,เขตห้วยขวาง,10,กรุงเทพมหานคร
101704,สามเสนนอก,1017,เขตห้วยขวาง,10,กรุงเทพมหานคร
101801,สมเด็จเจ้าพระยา,1018,เขตคลองสาน,10,กรุงเทพมหานคร
101802,คลองสาน,1018,เขตคลองสาน,10,กรุงเทพมหานคร
101803,บางลำภูล่าง,1018,เขตคลองสาน,10,กรุงเทพมหานคร
101804,คลองต้นไทร,1018,เขตคลองสาน,10,กรุงเทพมหานคร
101901,คลองชักพระ,1019,เขตตลิ่งชัน,10,กรุงเทพมหานคร
101902,ตลิ่งชัน,1019,เขตตลิ่งชัน,10,กรุงเทพมหานคร
101903,ฉิมพลี,1019,เขตตลิ่งชัน,10,กรุงเทพมหานคร
101904,บางพรม,1019,เขตตลิ่งชัน,10,กรุงเทพมหานคร
101905,บางระมาด,1019,เขตตลิ่งชัน,10,กรุงเทพมหานคร
101907,บางเชือกหนัง,1019,เขตตลิ่งชัน,10,กรุงเทพมหานคร
102004,ศิริราช,1020,เขตบางกอกน้อย,10,กรุงเทพมหานคร
102005,บ้านช่างหล่อ,1020,เขตบางกอกน้อย,10,กรุงเทพมหานคร
102006,บางขุนนนท์,1020,เขตบางกอกน้อย,10,กรุงเทพมหานคร
102007,บางขุนศรี,1020,เขตบางกอกน้อย,10,กรุงเทพมหานคร
102009,อรุณอมรินทร์,1020,เขตบางกอกน้อย,10,กรุงเทพมหานคร
102105,ท่าข้าม,1021,เขตบางขุนเทียน,10,กรุงเทพมหานคร
102107,แสมดำ,1021,เขตบางขุนเทียน,10,กรุงเทพมหานคร
102201,บางหว้า,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102202,บางด้วน,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102203,บางแค,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102204,บางแคเหนือ,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102205,บางไผ่,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102206,บางจาก,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102207,บางแวก,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102208,คลองขวาง,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102209,ปากคลองภาษีเจริญ,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102210,คูหาสวรรค์,1022,เขตภาษีเจริญ,10,กรุงเทพมหานคร
102302,หนองแขม,1023,เขตหนองแขม,10,กรุงเทพมหานคร
102303,หนองค้างพลู,1023,เขตหนองแขม,10,กรุงเทพมหานคร
102401,ราษฎร์บูรณะ,1024,เขตราษฎร์บูรณะ,10,กรุงเทพมหานคร
102402,บางปะกอก,1024,เขตราษฎร์บูรณะ,10,กรุงเทพมหานคร
102501,บางพลัด,1025,เขตบางพลัด,10,กรุงเทพมหานคร
102502,บางอ้อ,1025,เขตบางพลัด,10,กรุงเทพมหานคร
102503,บางบำหรุ,1025,เขตบางพลัด,10,กรุงเทพมหานคร
102504,บางยี่ขัน,1025,เขตบางพลัด,10,กรุงเทพมหานคร
102601,ดินแดง,1026,เขตดินแดง,10,กรุงเทพมหานคร
102701,คลองกุ่ม,1027,เขตบึงกุ่ม,10,กรุงเทพมหานคร
102702,สะพานสูง,1027,เขตบึงกุ่ม,10,กรุงเทพมหานคร
102703,คันนายาว,1027,เขตบึงกุ่ม,10,กรุงเทพมหานคร
102704,นวมินทร์,1027,เขตบึงกุ่ม,10,กรุงเทพมหานคร
102705,นวลจันทร์,1027,เขตบึงกุ่ม,10,กรุงเทพมหานคร
102801,ทุ่งวัดดอน,1028,เขตสาทร,10,กรุงเทพมหานคร
102802,ยานนาวา,1028,เขตสาทร,10,กรุงเทพมหานคร
102803,ทุ่งมหาเมฆ,1028,เขตสาทร,10,กรุงเทพมหานคร
102901,บางซื่อ,1029,เขตบางซื่อ,10,กรุงเทพมหานคร
102902,วงศ์สว่าง,1029,เขตบางซื่อ,10,กรุงเทพมหานคร
103001,ลาดยาว,1030,เขตจตุจักร,10,กรุงเทพมหานคร
103002,เสนานิคม,1030,เขตจตุจักร,10,กรุงเทพมหานคร
103003,จันทรเกษม,1030,เขตจตุจักร,10,กรุงเทพมหานคร
103004,จอมพล,1030,เขตจตุจักร,10,กรุงเทพมหานคร
103005,จตุจักร,1030,เขตจตุจักร,10,กรุงเทพมหานคร
103101,บางคอแหลม,1031,เขตบางคอแหลม,10,กรุงเทพมหานคร
103102,วัดพระยาไกร,1031,เขตบางคอแหลม,10,กรุงเทพมหานคร
103103,บางโคล่,1031,เขตบางคอแหลม,10,กรุงเทพมหานคร
103201,ประเวศ,1032,เขตประเวศ,10,กรุงเทพมหานคร
103202,หนองบอน,1032,เขตประเวศ,10,กรุงเทพมหานคร
103203,ดอกไม้,1032,เขตประเวศ,10,กรุงเทพมหานคร
103204,สวนหลวง,1032,เขตประเวศ,10,กรุงเทพมหานคร
103301,คลองเตย,1033,เขตคลองเตย,10,กรุงเทพมหานคร
103302,คลองตัน,1033,เขตคลองเตย,10,กรุงเทพมหานคร
103303,พระโขนง,1033,เขตคลองเตย,10,กรุงเทพมหานคร
103304,คลองเตยเหนือ,1033,เขตคลองเตย,10,กรุงเทพมหานคร
103305,คลองตันเหนือ,1033,เขตคลองเตย,10,กรุงเทพมหานคร
103306,พระโขนงเหนือ,1033,เขตคลองเตย,10,กรุงเทพมหานคร
103401,สวนหลวง,1034,เขตสวนหลวง,10,กรุงเทพมหานคร
103501,บางขุนเทียน,1035,เขตจอมทอง,10,กรุงเทพมหานคร
103502,บางค้อ,1035,เขตจอมทอง,10,กรุงเทพมหานคร
103503,บางมด,1035,เขตจอมทอง,10,กรุงเทพมหานคร
103504,จอมทอง,1035,เขตจอมทอง,10,กรุงเทพมหานคร
103602,สีกัน,1036,เขตดอนเมือง,10,กรุงเทพมหานคร
103604,ดอนเมือง,1036,เขตดอนเมือง,10,กรุงเทพมหานคร
103605,สนามบิน,1036,เขตดอนเมือง,10,กรุงเทพมหานคร
103701,ทุ่งพญาไท,1037,เขตราชเทวี,10,กรุงเทพมหานคร
103702,ถนนพญาไท,1037,เขตราชเทวี,10,กรุงเทพมหานคร
103703,ถนนเพชรบุรี,1037,เขตราชเทวี,10,กรุงเทพมหานคร
103704,มักกะสัน,1037,เขตราชเทวี,10,กรุงเทพมหานคร
103801,ลาดพร้าว,1038,เขตลาดพร้าว,10,กรุงเทพมหานคร
103802,จรเข้บัว,1038,เขตลาดพร้าว,10,กรุงเทพมหานคร
103901,คลองเตยเหนือ,1039,เขตวัฒนา,10,กรุงเทพมหานคร
103902,คลองตันเหนือ,1039,เขตวัฒนา,10,กรุงเทพมหานคร
103903,พระโขนงเหนือ,1039,เขตวัฒนา,10,กรุงเทพมหานคร
104001,บางแค,1040,เขตบางแค,10,กรุงเทพมหานคร
104002,บางแคเหนือ,1040,เขตบางแค,10,กรุงเทพมหานคร
104003,บางไผ่,1040,เขตบางแค,10,กรุงเทพมหานคร
104004,หลักสอง,1040,เขตบางแค,10,กรุงเทพมหานคร
104101,ทุ่งสองห้อง,1041,เขตหลักสี่,10,กรุงเทพมหานคร
104102,ตลาดบางเขน,1041,เขตหลักสี่,10,กรุงเทพมหานคร
104201,สายไหม,1042,เขตสายไหม,10,กรุงเทพมหานคร
104202,ออเงิน,1042,เขตสายไหม,10,กรุงเทพมหานคร
104203,คลองถนน,1042,เขตสายไหม,10,กรุงเทพมหานคร
104301,คันนายาว,1043,เขตคันนายาว,10,กรุงเทพมหานคร
104302,รามอินทรา,1043,เขตคันนายาว,10,กรุงเทพมหานคร
104401,สะพานสูง,1044,เขตสะพานสูง,10,กรุงเทพมหานคร
104501,วังทองหลาง,1045,เขตวังทองหลาง,10,กรุงเทพมหานคร
104502,สะพานสอง,1045,เขตวังทองหลาง,10,กรุงเทพมหานคร
104503,คลองเจ้าคุณสิงห์,1045,เขตวังทองหลาง,10,กรุงเทพมหานคร
104504,พลับพลา,1045,เขตวังทองหลาง,10,กรุงเทพมหานคร
104601,สามวาตะวันตก,1046,เขตคลองสามวา,10,กรุงเทพมหานคร
104602,สามวาตะวันออก,1046,เขตคลองสามวา,10,กรุงเทพมหานคร
104603,บางชัน,1046,เขตคลองสามวา,10,กรุงเทพมหานคร
104604,ทรายกองดิน,1046,เขตคลองสามวา,10,กรุงเทพมหานคร
104605,ทรายกองดินใต้,1046,เขตคลองสามวา,10,กรุงเทพมหานคร
104701,บางนา,1047,เขตบางนา,10,กรุงเทพมหานคร
104801,ทวีวัฒนา,1048,เขตทวีวัฒนา,10,กรุงเทพมหานคร
104802,ศาลาธรรมสพน์,1048,เขตทวีวัฒนา,10,กรุงเทพมหานคร
104901,บางมด,1049,เขตทุ่งครุ,10,กรุงเทพมหานคร
104902,ทุ่งครุ,1049,เขตทุ่งครุ,10,กรุงเทพมหานคร
105001,บางบอน,1050,เขตบางบอน,10,กรุงเทพมหานคร
110101,ปากน้ำ,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110102,สำโรงเหนือ,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110103,บางเมือง,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110104,ท้ายบ้าน,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110108,บางปูใหม่,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110110,แพรกษา,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110111,บางโปรง,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110112,บางปู,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110113,บางด้วน,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110114,บางเมืองใหม่,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110115,เทพารักษ์,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110116,ท้ายบ้านใหม่,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110117,แพรกษาใหม่,1101,เมืองสมุทรปราการ,11,สมุทรปราการ
110201,บางบ่อ,1102,บางบ่อ,11,สมุทรปราการ
110202,บ้านระกาศ,1102,บางบ่อ,11,สมุทรปราการ
110203,บางพลีน้อย,1102,บางบ่อ,11,สมุทรปราการ
110204,บางเพรียง,1102,บางบ่อ,11,สมุทรปราการ
110205,คลองด่าน,1102,บางบ่อ,11,สมุทรปราการ
110206,คลองสวน,1102,บางบ่อ,11,สมุทรปราการ
110207,เปร็ง,1102,บางบ่อ,11,สมุทรปราการ
110208,คลองนิยมยาตรา,1102,บางบ่อ,11,สมุทรปราการ
110301,บางพลีใหญ่,1103,บางพลี,11,สมุทรปราการ
110302,บางแก้ว,1103,บางพลี,11,สมุทรปราการ
110303,บางปลา,1103,บางพลี,11,สมุทรปราการ
110304,บางโฉลง,1103,บางพลี,11,สมุทรปราการ
110308,ราชาเทวะ,1103,บางพลี,11,สมุทรปราการ
110309,หนองปรือ,1103,บางพลี,11,สมุทรปราการ
110401,ตลาด,1104,พระประแดง,11,สมุทรปราการ
110402,บางพึ่ง,1104,พระประแดง,11,สมุทรปราการ
110403,บางจาก,1104,พระประแดง,11,สมุทรปราการ
110404,บางครุ,1104,พระประแดง,11,สมุทรปราการ
110405,บางหญ้าแพรก,1104,พระประแดง,11,สมุทรปราการ
110406,บางหัวเสือ,1104,พระประแดง,11,สมุทรปราการ
110407,สำโรงใต้,1104,พระประแดง,11,สมุทรปราการ
110408,บางยอ,1104,พระประแดง,11,สมุทรปราการ
110409,บางกะเจ้า,1104,พระประแดง,11,สมุทรปราการ
110410,บางน้ำผึ้ง,1104,พระประแดง,11,สมุทรปราการ
110411,บางกระสอบ,1104,พระประแดง,11,สมุทรปราการ
110412,บางกอบัว,1104,พระประแดง,11,สมุทรปราการ
110413,ทรงคนอง,1104,พระประแดง,11,สมุทรปราการ
110414,สำโรง,1104,พระประแดง,11,สมุทรปราการ
110415,สำโรงกลาง,1104,พระประแดง,11,สมุทรปราการ
110501,นาเกลือ,1105,พระสมุทรเจดีย์,11,สมุทรปราการ
110502,บ้านคลองสวน,1105,พระสมุทรเจดีย์,11,สมุทรปราการ
110503,แหลมฟ้าผ่า,1105,พระสมุทรเจดีย์,11,สมุทรปราการ
110504,ปากคลองบางปลากด,1105,พระสมุทรเจดีย์,11,สมุทรปราการ
110505,ในคลองบางปลากด,1105,พระสมุทรเจดีย์,11,สมุทรปราการ
110601,บางเสาธง,1106,บางเสาธง,11,สมุทรปราการ
110602,ศีรษะจรเข้น้อย,1106,บางเสาธง,11,สมุทรปราการ
110603,ศีรษะจรเข้ใหญ่,1106,บางเสาธง,11,สมุทรปราการ
120101,สวนใหญ่,1201,เมืองนนทบุรี,12,นนทบุรี
120102,ตลาดขวัญ,1201,เมืองนนทบุรี,12,นนทบุรี
120103,บางเขน,1201,เมืองนนทบุรี,12,นนทบุรี
120104,บางกระสอ,1201,เมืองนนทบุรี,12,นนทบุรี
120105,ท่าทราย,1201,เมืองนนทบุรี,12,นนทบุรี
120106,บางไผ่,1201,เมืองนนทบุรี,12,นนทบุรี
120107,บางศรีเมือง,1201,เมืองนนทบุรี,12,นนทบุรี
120108,บางกร่าง,1201,เมืองนนทบุรี,12,นนทบุรี
120109,ไทรม้า,1201,เมืองนนทบุรี,12,นนทบุรี
120110,บางรักน้อย,1201,เมืองนนทบุรี,12,นนทบุรี
120201,วัดชลอ,1202,บางกรวย,12,นนทบุรี
120202,บางกรวย,1202,บางกรวย,12,นนทบุรี
120203,บางสีทอง,1202,บางกรวย,12,นนทบุรี
120204,บางขนุน,1202,บางกรวย,12,นนทบุรี
120205,บางขุนกอง,1202,บางกรวย,12,นนทบุรี
120206,บางคูเวียง,1202,บางกรวย,12,นนทบุรี
120207,มหาสวัสดิ์,1202,บางกรวย,12,นนทบุรี
120208,ปลายบาง,1202,บางกรวย,12,นนทบุรี
120209,ศาลากลาง,1202,บางกรวย,12,นนทบุรี
120301,บางม่วง,1203,บางใหญ่,12,นนทบุรี
120302,บางแม่นาง,1203,บางใหญ่,12,นนทบุรี
120303,บางเลน,1203,บางใหญ่,12,นนทบุรี
120304,เสาธงหิน,1203,บางใหญ่,12,นนทบุรี
120305,บางใหญ่,1203,บางใหญ่,12,นนทบุรี
120306,บ้านใหม่,1203,บางใหญ่,12,นนทบุรี
120401,โสนลอย,1204,บางบัวทอง,12,นนทบุรี
120402,บางบัวทอง,1204,บางบัวทอง,12,นนทบุรี
120403,บางรักใหญ่,1204,บางบัวทอง,12,นนทบุรี
120404,บางคูรัด,1204,บางบัวทอง,12,นนทบุรี
120405,ละหาร,1204,บางบัวทอง,12,นนทบุรี
120406,ลำโพ,1204,บางบัวทอง,12,นนทบุรี
120407,พิมลราช,1204,บางบัวทอง,12,นนทบุรี
120408,บางรักพัฒนา,1204,บางบัวทอง,12,นนทบุรี
120501,ไทรน้อย,1205,ไทรน้อย,12,นนทบุรี
120502,ราษฎร์นิยม,1205,ไทรน้อย,12,นนทบุรี
120503,หนองเพรางาย,1205,ไทรน้อย,12,นนทบุรี
120504,ไทรใหญ่,1205,ไทรน้อย,12,นนทบุรี
120505,ขุนศรี,1205,ไทรน้อย,12,นนทบุรี
120506,คลองขวาง,1205,ไทรน้อย,12,นนทบุรี
120507,ทวีวัฒนา,1205,ไทรน้อย,12,นนทบุรี
120601,ปากเกร็ด,1206,ปากเกร็ด,12,นนทบุรี
120602,บางตลาด,1206,ปากเกร็ด,12,นนทบุรี
120603,บ้านใหม่,1206,ปากเกร็ด,12,นนทบุรี
120604,บางพูด,1206,ปากเกร็ด,12,นนทบุรี
120605,บางตะไนย์,1206,ปากเกร็ด,12,นนทบุรี
120606,คลองพระอุดม,1206,ปากเกร็ด,12,นนทบุรี
120607,ท่าอิฐ,1206,ปากเกร็ด,12,นนทบุรี
120608,เกาะเกร็ด,1206,ปากเกร็ด,12,นนทบุรี
120609,อ้อมเกร็ด,1206,ปากเกร็ด,12,นนทบุรี
120610,คลองข่อย,1206,ปากเกร็ด,12,นนทบุรี
120611,บางพลับ,1206,ปากเกร็ด,12,นนทบุรี
120612,คลองเกลือ,1206,ปากเกร็ด,12,นนทบุรี
130101,บางปรอก,1301,เมืองปทุมธานี,13,ปทุมธานี
130102,บ้านใหม่,1301,เมืองปทุมธานี,13,ปทุมธานี
130103,บ้านกลาง,1301,เมืองปทุมธานี,13,ปทุมธานี
130104,บ้านฉาง,1301,เมืองปทุมธานี,13,ปทุมธานี
130105,บ้านกระแชง,1301,เมืองปทุมธานี,13,ปทุมธานี
130106,บางขะแยง,1301,เมืองปทุมธานี,13,ปทุมธานี
130107,บางคูวัด,1301,เมืองปทุมธานี,13,ปทุมธานี
130108,บางหลวง,1301,เมืองปทุมธานี,13,ปทุมธานี
130109,บางเดื่อ,1301,เมืองปทุมธานี,13,ปทุมธานี
130110,บางพูด,1301,เมืองปทุมธานี,13,ปทุมธานี
130111,บางพูน,1301,เมืองปทุมธานี,13,ปทุมธานี
130112,บางกะดี,1301,เมืองปทุมธานี,13,ปทุมธานี
130113,สวนพริกไทย,1301,เมืองปทุมธานี,13,ปทุมธานี
130114,หลักหก,1301,เมืองปทุมธานี,13,ปทุมธานี
130201,คลองหนึ่ง,1302,คลองหลวง,13,ปทุมธานี
130202,คลองสอง,1302,คลองหลวง,13,ปทุมธานี
130203,คลองสาม,1302,คลองหลวง,13,ปทุมธานี
130204,คลองสี่,1302,คลองหลวง,13,ปทุมธานี
130205,คลองห้า,1302,คลองหลวง,13,ปทุมธานี
130206,คลองหก,1302,คลองหลวง,13,ปทุมธานี
130207,คลองเจ็ด,1302,คลองหลวง,13,ปทุมธานี
130301,ประชาธิปัตย์,1303,ธัญบุรี,13,ปทุมธานี
130302,บึงยี่โถ,1303,ธัญบุรี,13,ปทุมธานี
130303,รังสิต,1303,ธัญบุรี,13,ปทุมธานี
130304,ลำผักกูด,1303,ธัญบุรี,13,ปทุมธานี
130305,บึงสนั่น,1303,ธัญบุรี,13,ปทุมธานี
130306,บึงน้ำรักษ์,1303,ธัญบุรี,13,ปทุมธานี
130401,บึงบา,1304,หนองเสือ,13,ปทุมธานี
130402,บึงบอน,1304,หนองเสือ,13,ปทุมธานี
130403,บึงกาสาม,1304,หนองเสือ,13,ปทุมธานี
130404,บึงชำอ้อ,1304,หนองเสือ,13,ปทุมธานี
130405,หนองสามวัง,1304,หนองเสือ,13,ปทุมธานี
130406,ศาลาครุ,1304,หนองเสือ,13,ปทุมธานี
130407,นพรัตน์,1304,หนองเสือ,13,ปทุมธานี
130501,ระแหง,1305,ลาดหลุมแก้ว,13,ปทุมธานี
130502,ลาดหลุมแก้ว,1305,ลาดหลุมแก้ว,13,ปทุมธานี
130503,คูบางหลวง,1305,ลาดหลุมแก้ว,13,ปทุมธานี
130504,คูขวาง,1305,ลาดหลุมแก้ว,13,ปทุมธานี
130505,คลองพระอุดม,1305,ลาดหลุมแก้ว,13,ปทุมธานี
130506,บ่อเงิน,1305,ลาดหลุมแก้ว,13,ปทุมธานี
130507,หน้าไม้,1305,ลาดหลุมแก้ว,13,ปทุมธานี
130601,คูคต,1306,ลำลูกกา,13,ปทุมธานี
130602,ลาดสวาย,1306,ลำลูกกา,13,ปทุมธานี
130603,บึงคำพร้อย,1306,ลำลูกกา,13,ปทุมธานี
130604,ลำลูกกา,1306,ลำลูกกา,13,ปทุมธานี
130605,บึงทองหลาง,1306,ลำลูกกา,13,ปทุมธานี
130606,ลำไทร,1306,ลำลูกกา,13,ปทุมธานี
130607,บึงคอไห,1306,ลำลูกกา,13,ปทุมธานี
130608,พืชอุดม,1306,ลำลูกกา,13,ปทุมธานี
130701,บางเตย,1307,สามโคก,13,ปทุมธานี
130702,คลองควาย,1307,สามโคก,13,ปทุมธานี
130703,สามโคก,1307,สามโคก,13,ปทุมธานี
130704,กระแชง,1307,สามโคก,13,ปทุมธานี
130705,บางโพธิ์เหนือ,1307,สามโคก,13,ปทุมธานี
130706,เชียงรากใหญ่,1307,สามโคก,13,ปทุมธานี
130707,บ้านปทุม,1307,สามโคก,13,ปทุมธานี
130708,บ้านงิ้ว,1307,สามโคก,13,ปทุมธานี
130709,เชียงรากน้อย,1307,สามโคก,13,ปทุมธานี
130710,บางกระบือ,1307,สามโคก,13,ปทุมธานี
130711,ท้ายเกาะ,1307,สามโคก,13,ปทุมธานี
140101,ประตูชัย,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140102,กะมัง,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140103,หอรัตนไชย,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140104,หัวรอ,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140105,ท่าวาสุกรี,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140106,ไผ่ลิง,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140107,ปากกราน,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140108,ภูเขาทอง,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140109,สำเภาล่ม,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140110,สวนพริก,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140111,คลองตะเคียน,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140112,วัดตูม,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140113,หันตรา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140114,ลุมพลี,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140115,บ้านใหม่,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140116,บ้านเกาะ,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140117,คลองสวนพลู,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140118,คลองสระบัว,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
140119,เกาะเรียน,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา
