AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,302402,โนนตาเถร,Non Ta Then,3024,โนนแดง,Non Daeng,30,นครราชสีมา,Nakhon Ratchasima,15.435,102.488
4,600205,นากลาง,Na Klang,6002,โกรกพระ,Krok Phra,60,นครสวรรค์,Nakhon Sawan,15.620,99.981
4,341413,นาเลิง,Na Loeng,3414,ม่วงสามสิบ,Muang Sam Sip,34,อุบลราชธานี,Ubon Ratchathani,15.541,104.586
4,311101,สตึก,Satuek,3111,สตึก,Satuek,31,บุรีรัมย์,Buri Ram,15.263,103.301
4,530105,คุ้งตะเภา,Khung Taphao,5301,เมืองอุตรดิตถ์,Mueang Uttaradit,53,อุตรดิตถ์,Uttaradit,17.641,100.166
4,800711,นางหลง,Nang Long,8007,ชะอวด,Cha-uat,80,นครศรีธรรมราช,Nakhon Si Thammarat,7.901,99.988
4,191304,พุแค,Phu Khae,1913,เฉลิมพระเกียรติ,Chaloem Phra Kiet,19,สระบุรี,Saraburi,14.656,100.905
4,920114,หนองตรุด,Nong Trut,9201,เมืองตรัง,Mueang Trang,92,ตรัง,Trang,7.594,99.523
4,401502,คึมชาด,Khuem Chat,4015,หนองสองห้อง,Nong Song Hong,40,ขอนแก่น,Khon Kaen,15.818,102.802
4,930701,เขาย่า,Khao Ya,9307,ศรีบรรพต,Si Banphot,93,พัทลุง,Phatthalung,7.746,99.864
4,311302,บ้านคู,Ban Khu,3113,นาโพธิ์,Na Pho,31,บุรีรัมย์,Buri Ram,15.712,102.933
4,270206,เบญจขร,Benchakhon,2702,คลองหาด,Khlong Hat,27,สระแก้ว,Sa kaeo,13.542,102.307
4,450604,หนองทัพไทย,Nong Thap Thai,4506,พนมไพร,Phanom Phrai,45,ร้อยเอ็ด,Roi Et,15.689,103.984
4,210801,นิคมพัฒนา,Nikhom Phatthana,2108,นิคมพัฒนา,Nikhom Phatthana,21,ระยอง,Rayong,12.856,101.177
4,440506,กู่ทอง,Ku Thong,4405,เชียงยืน,Chiang Yuen,44,มหาสารคาม,Maha Sarakham,16.426,103.003
4,340408,นาคำใหญ่,Na Kham Yai,3404,เขื่องใน,Khueang Nai,34,อุบลราชธานี,Ubon Ratchathani,15.283,104.566
4,840901,เขาวง,Khao Wong,8409,บ้านตาขุน,Ban Ta Khun,84,สุราษฎร์ธานี,Surat Thani,8.923,98.929
4,350306,หนองหมี,Nong Mi,3503,กุดชุม,Kut Chum,35,ยโสธร,Yasothon,16.051,104.296
4,490201,นิคมคำสร้อย,Nikhom Kham Soi,4902,นิคมคำสร้อย,Nikhom Kham Soi,49,มุกดาหาร,Mukdahan,16.306,104.582
4,480107,อาจสามารถ,At Samat,4801,เมืองนครพนม,Mueang Nakhon Phanom,48,นครพนม,Nakhon Phanom,17.461,104.725
4,480207,นามะเขือ,Na Makhuea,4802,ปลาปาก,Pla Pak,48,นครพนม,Nakhon Phanom,17.273,104.654
4,601108,หนองนมวัว,Nong Nom Wua,6011,ลาดยาว,Lat Yao,60,นครสวรรค์,Nakhon Sawan,15.777,99.866
4,900310,จะโหนง,Cha Nong,9003,จะนะ,Chana,90,สงขลา,Songkhla,7.006,100.670
4,450701,แวง,Waeng,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.329,103.984
4,311504,สะเดา,Sadao,3115,พลับพลาชัย,Phlapphla Chai,31,บุรีรัมย์,Buri Ram,14.722,103.168
4,670502,สระประดู่,Sa Pradu,6705,วิเชียรบุรี,Wichian Buri,67,เพชรบูรณ์,Phetchabun,15.628,101.061
4,250111,ดงขี้เหล็ก,Dong Khi Lek,2501,เมืองปราจีนบุรี,Mueang Prachin Buri,25,ปราจีนบุรี,Prachin Buri,14.132,101.439
4,460606,กุดสิมคุ้มใหม่,Kut Sinkhum Mai,4606,เขาวง,Khao Wong,46,กาฬสินธุ์,Kalasin,16.676,104.049
4,650605,หอกลอง,Ho Klong,6506,พรหมพิราม,Phrom Phiram,65,พิษณุโลก,Phitsanulok,16.985,100.251
4,300807,บ้านแปรง,Ban Praeng,3008,ด่านขุนทด,Dan Khun Thot,30,นครราชสีมา,Nakhon Ratchasima,15.372,101.809
4,160307,สะแกราบ,Sakae Rap,1603,โคกสำโรง,Khok Samrong,16,ลพบุรี,Lop Buri,15.120,100.797
4,410301,หมากหญ้า,Mak Ya,4103,หนองวัวซอ,Nong Wua So,41,อุดรธานี,Udon Thani,17.238,102.628
4,600702,ช่องแค,Chong Khae,6007,ตาคลี,Takhli,60,นครสวรรค์,Nakhon Sawan,15.197,100.422
4,341114,เป้า,Pao,3411,ตระการพืชผล,Trakan Phuet Phon,34,อุบลราชธานี,Ubon Ratchathani,15.690,104.978
4,380701,ศรีวิไล,,3807,ศรีวิไล,Si Wilai,38,บึงกาฬ,Bueng Kan,18.225,103.732
4,802103,กะหรอ,Karo,8021,นบพิตำ,Nopphitam,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.666,99.827
4,340510,แก้งเหนือ,Kaeng Nuea,3405,เขมราฐ,Khemarat,34,อุบลราชธานี,Ubon Ratchathani,15.932,105.128
4,310308,บ้านปรือ,Ban Prue,3103,กระสัง,Krasang,31,บุรีรัมย์,Buri Ram,14.848,103.299
4,400905,ห้วยโจด,Huai Chot,4009,กระนวน,Kranuan,40,ขอนแก่น,Khon Kaen,16.667,103.022
4,571605,โป่งแพร่,Pong Phrae,5716,แม่ลาว,Mae Lao,57,เชียงราย,Chiang Rai,19.812,99.653
4,801405,เปลี่ยน,Plian,8014,สิชล,Sichon,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.833,99.870
4,400601,สีชมพู,Si Chomphu,4006,สีชมพู,Si Chomphu,40,ขอนแก่น,Khon Kaen,16.841,102.156
4,461106,ดงสมบูรณ์,Dong Sombun,4611,ท่าคันโท,Tha Khantho,46,กาฬสินธุ์,Kalasin,16.869,103.366
4,350201,ทรายมูล,Sai Mun,3502,ทรายมูล,Sai Mun,35,ยโสธร,Yasothon,15.956,104.224
4,900701,ระโนด,Ra Not,9007,ระโนด,Ranot,90,สงขลา,Songkhla,7.728,100.267
4,210318,สองสลึง,Song Salueng,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.743,101.548
4,660204,หนองปล้อง,Nong Plong,6602,วังทรายพูน,Wang Sai Phun,66,พิจิตร,Phichit,16.339,100.504
4,471102,โพนแพง,Phon Phaeng,4711,อากาศอำนวย,Akat Amnuai,47,สกลนคร,Sakon Nakhon,17.538,103.956
4,342204,ค้อน้อย,Kho Noi,3422,สำโรง,Samrong,34,อุบลราชธานี,Ubon Ratchathani,14.922,104.812
4,920602,หนองช้างแล่น,Nong Chang Laen,9206,ห้วยยอด,Huai Yot,92,ตรัง,Trang,7.840,99.585
4,610509,ดงขวาง,Dong Khwang,6105,หนองขาหย่าง,Nong Khayang,61,อุทัยธานี,Uthai Thani,15.315,99.999
4,921003,ตะเสะ,Tase,9210,หาดสำราญ,Hat Samran,92,ตรัง,Trang,7.183,99.599
4,321010,สะกาด,Sakat,3210,สังขะ,Sangkha,32,สุรินทร์,Surin,14.612,103.753
4,620704,โนนพลวง,Non Phluang,6207,ลานกระบือ,Lan Krabue,62,กำแพงเพชร,Kamphaeng Phet,16.560,99.857
4,360706,เกาะมะนาว,Ko Manao,3607,บำเหน็จณรงค์,Bamnet Narong,36,ชัยภูมิ,Chaiyaphum,15.504,101.610
4,331901,เสียว,Siao,3319,เบญจลักษ์,Benchalak,33,ศรีสะเกษ,Si Sa Ket,14.799,104.668
4,380207,ศรีสำราญ,,3802,พรเจริญ,Phon Charoen,38,บึงกาฬ,Bueng Kan,18.121,103.646
4,310903,บ้านจาน,Ban Chan,3109,พุทไธสง,Phutthaisong,31,บุรีรัมย์,Buri Ram,15.507,102.983
4,950608,ท่าธง,Tha Thong,9506,รามัน,Raman,95,ยะลา,Yala,6.565,101.458
4,421204,โนนป่าซาง,Non Pa Sang,4212,ผาขาว,Pha  Khao,42,เลย,Loei,17.102,102.052
4,350112,เขื่องคำ,Khueang Kham,3501,เมืองยโสธร,Mueang Yasothon,35,ยโสธร,Yasothon,15.740,104.160
4,471105,ท่าก้อน,Tha Kon,4711,อากาศอำนวย,Akat Amnuai,47,สกลนคร,Sakon Nakhon,17.759,103.961
4,312303,อีสานเขต,Isan Khet,3123,เฉลิมพระเกียรติ,Chaloem Phra Kiet,31,บุรีรัมย์,Buri Ram,14.641,102.931
4,341905,ทรายมูล,Sai Mun,3419,พิบูลมังสาหาร,Phibun Mangsahan,34,อุบลราชธานี,Ubon Ratchathani,15.304,105.344
4,440610,หนองจิก,Nong Chik,4406,บรบือ,Borabue,44,มหาสารคาม,Maha Sarakham,16.024,103.170
4,360301,คอนสวรรค์,Khon Sawan,3603,คอนสวรรค์,Khon Sawan,36,ชัยภูมิ,Chaiyaphum,15.930,102.327
4,820105,ตากแดด,Tak Daet,8201,เมืองพังงา,Mueang Phang-nga,82,พังงา,Phang-nga,8.433,98.489
4,440702,สำโรง,Samrong,4407,นาเชือก,Na Chueak,44,มหาสารคาม,Maha Sarakham,15.870,103.007
4,570806,โยนก,Yonok,5708,เชียงแสน,Chiang Saen,57,เชียงราย,Chiang Rai,20.238,100.062
4,411103,ดงเย็น,Dong Yen,4111,บ้านดุง,Ban Dung,41,อุดรธานี,Udon Thani,17.637,103.379
4,450804,อัคคะคำ,Ak Khakham,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.385,103.746
4,570605,โรงช้าง,Rong Chang,5706,ป่าแดด,Pa Daet,57,เชียงราย,Chiang Rai,19.494,99.947
4,310601,ละหานทราย,Lahan Sai,3106,ละหานทราย,Lahan Sai,31,บุรีรัมย์,Buri Ram,14.418,102.854
4,301606,งิ้ว,Ngio,3016,ห้วยแถลง,Huai Thalaeng,30,นครราชสีมา,Nakhon Ratchasima,15.077,102.689
4,361006,บ้านเพชร,Ban Phet,3610,ภูเขียว,Phu Khiao,36,ชัยภูมิ,Chaiyaphum,16.344,102.256
4,450713,วังสามัคคี,Wang Samakkhi,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.267,104.041
4,311803,เมืองยาง,Mueang Yang,3118,ชำนิ,Chamni,31,บุรีรัมย์,Buri Ram,14.794,102.906
4,800710,เขาพระทอง,Khao Phra Thong,8007,ชะอวด,Cha-uat,80,นครศรีธรรมราช,Nakhon Si Thammarat,7.974,99.905
4,440708,หนองเรือ,Nong Ruea,4407,นาเชือก,Na Chueak,44,มหาสารคาม,Maha Sarakham,15.828,103.123
4,430509,เซิม,Some,4305,โพนพิสัย,Phon Phisai,43,หนองคาย,Nong Khai,17.926,103.277
4,311804,ช่อผกา,Cho Phaka,3118,ชำนิ,Chamni,31,บุรีรัมย์,Buri Ram,14.809,102.787
4,410406,เชียงแหว,Chiang Wae,4104,กุมภวาปี,Kumphawapi,41,อุดรธานี,Udon Thani,17.198,103.026
4,400401,หนองเรือ,Nong Ruea,4004,หนองเรือ,Nong Ruea,40,ขอนแก่น,Khon Kaen,16.501,102.464
4,660602,ท้ายน้ำ,Thai Nam,6606,โพทะเล,Pho Thale,66,พิจิตร,Phichit,16.147,100.207
4,312101,บ้านด่าน,Ban Dan,3121,บ้านด่าน,Ban Dan,31,บุรีรัมย์,Buri Ram,15.112,103.162
4,400710,ท่ากระเสริม,Tha Krasoem,4007,น้ำพอง,Nam Phong,40,ขอนแก่น,Khon Kaen,16.613,102.878
4,450708,โพธิ์ศรีสว่าง,Pho Si Sawang,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.242,103.888
4,250302,สำพันตา,Sam Phan Ta,2503,นาดี,Na Di,25,ปราจีนบุรี,Prachin Buri,14.081,101.766
4,440309,เหล่า,Lao,4403,โกสุมพิสัย,Kosum Phisai,44,มหาสารคาม,Maha Sarakham,16.180,103.068
4,450305,โนนสวรรค์,Non Sawan,4503,ปทุมรัตต์,Pathum Rat,45,ร้อยเอ็ด,Roi Et,15.584,103.435
4,340806,โนนสวรรค์,Non Sawan,3408,นาจะหลวย,Na Chaluai,34,อุบลราชธานี,Ubon Ratchathani,14.659,105.141
4,160402,ชัยนารายณ์,Chai Narai,1604,ชัยบาดาล,Chai Badan,16,ลพบุรี,Lop Buri,15.195,101.037
4,650104,วัดพริก,Wat Phrik,6501,เมืองพิษณุโลก,Mueang Phitsanulok,65,พิษณุโลก,Phitsanulok,16.715,100.243
4,431702,โพนทอง,Phon Thong,4317,โพธิ์ตาก,Pho Tak,43,หนองคาย,Nong Khai,17.881,102.454
4,402204,นาแพง,Na Phaeng,4022,โคกโพธิ์ไชย,Khok Pho Chai,40,ขอนแก่น,Khon Kaen,16.078,102.472
4,471220,ธาตุทอง,That Thong,4712,สว่างแดนดิน,Sawang Daen Din,47,สกลนคร,Sakon Nakhon,17.494,103.579
4,501705,บงตัน,Bong Tan,5017,ดอยเต่า,Doi Tao,50,เชียงใหม่,Chiang Mai,18.017,98.661
4,530709,พญาแมน,Phaya Maen,5307,พิชัย,Phichai,53,อุตรดิตถ์,Uttaradit,17.187,100.016
4,550401,นาน้อย,Na Noi,5504,นาน้อย,Na Noi,55,น่าน,Nan,18.313,100.681
4,300903,กำปัง,Kampang,3009,โนนไทย,Non Thai,30,นครราชสีมา,Nakhon Ratchasima,15.118,102.060
4,320119,เมืองที,Mueang Thi,3201,เมืองสุรินทร์,Mueang Surin,32,สุรินทร์,Surin,14.910,103.652
4,331601,บุสูง,Bu Sung,3316,วังหิน,Wang Hin,33,ศรีสะเกษ,Si Sa Ket,14.957,104.209
4,110205,คลองด่าน,,1102,บางบ่อ,Bang Bo,11,สมุทรปราการ,Samut Prakarn,13.511,100.835
4,310310,กันทรารมย์,Kanthararom,3103,กระสัง,Krasang,31,บุรีรัมย์,Buri Ram,14.966,103.340
4,250104,บางเดชะ,Bang Decha,2501,เมืองปราจีนบุรี,Mueang Prachin Buri,25,ปราจีนบุรี,Prachin Buri,13.991,101.330
4,311405,เสาเดียว,Sao Diao,3114,หนองหงส์,Nong Hong,31,บุรีรัมย์,Buri Ram,14.911,102.609
4,311403,ไทยสามัคคี,Thai Samakkhi,3114,หนองหงส์,Nong Hong,31,บุรีรัมย์,Buri Ram,14.885,102.763
4,710103,ปากแพรก,Pak Phraek,7101,เมืองกาญจนบุรี,Mueang Kanchanaburi,71,กาญจนบุรี,Kanchanaburi,14.039,99.551
4,343104,หนองบก,Nong Bok,3431,เหล่าเสือโก้ก,Lao Suea Kok,34,อุบลราชธานี,Ubon Ratchathani,15.423,104.988
4,401604,หว้าทอง,Wa Thong,4016,ภูเวียง,Phu Wiang,40,ขอนแก่น,Khon Kaen,16.761,102.469
4,321103,อู่โลก,U Lok,3211,ลำดวน,Lamduan,32,สุรินทร์,Surin,14.684,103.691
4,461201,หนองกุงศรี,Nong Kung Si,4612,หนองกุงศรี,Nong Kung Si,46,กาฬสินธุ์,Kalasin,16.649,103.274
4,320714,กุดขาคีม,Kut Kha Khim,3207,รัตนบุรี,Rattanaburi,32,สุรินทร์,Surin,15.407,103.846
4,340113,กระโสบ,Krasop,3401,เมืองอุบลราชธานี,Mueang Ubon Ratchathani,34,อุบลราชธานี,Ubon Ratchathani,15.309,104.970
4,471303,วัฒนา,Watthana,4713,ส่องดาว,Song Dao,47,สกลนคร,Sakon Nakhon,17.362,103.540
4,341118,ถ้ำแข้,Tham Khae,3411,ตระการพืชผล,Trakan Phuet Phon,34,อุบลราชธานี,Ubon Ratchathani,15.672,105.134
4,470101,ธาตุเชิงชุม,That Choengchum,4701,เมืองสกลนคร,Mueang Sakon Nakhon,47,สกลนคร,Sakon Nakhon,17.163,104.162
4,380205,วังชมภู,,3802,พรเจริญ,Phon Charoen,38,บึงกาฬ,Bueng Kan,17.983,103.683
4,360118,บุ่งคล้า,Bung Khla,3601,เมืองชัยภูมิ,Mueang Chaiyaphum,36,ชัยภูมิ,Chaiyaphum,15.759,102.056
4,410503,โพธิ์ศรีสำราญ,Pho Si Samran,4105,โนนสะอาด,Non Sa-at,41,อุดรธานี,Udon Thani,16.983,102.839
4,720602,หนองสาหร่าย,Nong Sarai,7206,ดอนเจดีย์,Don Chedi,72,สุพรรณบุรี,Suphan Buri,14.671,100.011
4,710116,วังเย็น,Wang Yen,7101,เมืองกาญจนบุรี,Mueang Kanchanaburi,71,กาญจนบุรี,Kanchanaburi,13.954,99.400
4,302202,สารภี,Saraphi,3022,หนองบุญมาก,Nong Bunmak,30,นครราชสีมา,Nakhon Ratchasima,14.814,102.417
4,160703,ซับจำปา,Sap Champa,1607,ท่าหลวง,Tha Luang,16,ลพบุรี,Lop Buri,15.026,101.228
4,841104,เขาถ่าน,Khao Than,8411,ท่าฉาง,Tha Chang,84,สุราษฎร์ธานี,Surat Thani,9.310,99.188
4,661102,วังงิ้ว,Wang Ngio,6611,ดงเจริญ,Dong Charoen,66,พิจิตร,Phichit,16.000,100.741
4,440809,ราษฎร์เจริญ,Rat Charoen,4408,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai,44,มหาสารคาม,Maha Sarakham,15.456,103.321
4,260108,ดงละคร,Dong Lakhon,2601,เมืองนครนายก,Mueang Nakhon Nayok,26,นครนายก,Nakhon Nayok,14.136,101.167
4,160702,แก่งผักกูด,Kaeng Phak Kut,1607,ท่าหลวง,Tha Luang,16,ลพบุรี,Lop Buri,15.014,101.085
4,801801,ถ้ำพรรณรา,Tham Phannara,8018,ถ้ำพรรณรา,Tham Phannara,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.414,99.373
4,440406,ขามเรียง,Kham Riang,4404,กันทรวิชัย,Kantharawichai,44,มหาสารคาม,Maha Sarakham,16.247,103.236
4,200402,หนองปรือ,Nong Prue,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.920,100.935
4,490301,ดอนตาล,Don Tan,4903,ดอนตาล,Don Tan,49,มุกดาหาร,Mukdahan,16.299,104.905
4,502202,ทุ่งปี้,Thung Pi,5022,แม่วาง,Mae Wang,50,เชียงใหม่,Chiang Mai,18.587,98.741
4,370704,ดงบัง,Dong Bang,3707,ลืออำนาจ,Lue Amnat,37,อำนาจเจริญ,Amnat Charoen,15.716,104.765
4,660405,หนองพยอม,Nong Phayom,6604,ตะพานหิน,Taphan Hin,66,พิจิตร,Phichit,16.235,100.460
4,440908,งัวบา,Ngua Ba,4409,วาปีปทุม,Wapi Pathum,44,มหาสารคาม,Maha Sarakham,15.955,103.347
4,301201,บัวใหญ่,Bua Yai,3012,บัวใหญ่,Bua Yai,30,นครราชสีมา,Nakhon Ratchasima,15.602,102.438
4,440301,หัวขวาง,Hua Khwang,4403,โกสุมพิสัย,Kosum Phisai,44,มหาสารคาม,Maha Sarakham,16.249,103.065
4,760618,ห้วยลึก,Huai Luek,7606,บ้านลาด,Ban Lat,76,เพชรบุรี,Phetchaburi,13.008,99.793
4,711104,หนองไผ่,Nong Phai,7111,ด่านมะขามเตี้ย,Dan Makham Tia,71,กาญจนบุรี,Kanchanaburi,13.808,99.440
4,302206,หนองตะไก้,Nong Takai,3022,หนองบุญมาก,Nong Bunmak,30,นครราชสีมา,Nakhon Ratchasima,14.654,102.397
4,920401,ท่าข้าม,Tha Kham,9204,ปะเหลียน,Palian,92,ตรัง,Trang,7.172,99.690
4,210803,พนานิคม,Phana Nikhom,2108,นิคมพัฒนา,Nikhom Phatthana,21,ระยอง,Rayong,12.902,101.135
4,350701,ฟ้าห่วน,Fa Huan,3507,ค้อวัง,Kho Wang,35,ยโสธร,Yasothon,15.339,104.405
4,901103,คูเต่า,Khu Tao,9011,หาดใหญ่,Hat Yai,90,สงขลา,Songkhla,7.133,100.481
4,301905,บึงอ้อ,Bueng O,3019,ขามทะเลสอ,Kham Thale So,30,นครราชสีมา,Nakhon Ratchasima,15.028,101.932
4,451903,ดูกอึ่ง,Duk Ueng,4519,หนองฮี,Nong Hi,45,ร้อยเอ็ด,Roi Et,15.559,104.016
4,480108,ขามเฒ่า,Kham Thao,4801,เมืองนครพนม,Mueang Nakhon Phanom,48,นครพนม,Nakhon Phanom,17.263,104.764
4,350601,ฟ้าหยาด,Fa Yat,3506,มหาชนะชัย,Maha Chana Chai,35,ยโสธร,Yasothon,15.514,104.256
4,840210,ช้างขวา,Chang Khwa,8402,กาญจนดิษฐ์,Kanchanadit,84,สุราษฎร์ธานี,Surat Thani,9.103,99.442
4,940602,พิเทน,Phithen,9406,ทุ่งยางแดง,Thung Yang Daeng,94,ปัตตานี,Pattani,6.679,101.467
4,710607,เขาน้อย,Khao Noi,7106,ท่าม่วง,Tha Muang,71,กาญจนบุรี,Kanchanaburi,13.919,99.588
4,380307,เหล่าทอง,,3803,โซ่พิสัย,So Phisai,38,บึงกาฬ,Bueng Kan,18.144,103.442
4,330311,บัวน้อย,Bua Noi,3303,กันทรารมย์,Kanthararom,33,ศรีสะเกษ,Si Sa Ket,15.173,104.478
4,300817,โนนเมืองพัฒนา,Non Mueang Phatthana,3008,ด่านขุนทด,Dan Khun Thot,30,นครราชสีมา,Nakhon Ratchasima,15.304,101.897
4,360115,ห้วยบง,Huai Bong,3601,เมืองชัยภูมิ,Mueang Chaiyaphum,36,ชัยภูมิ,Chaiyaphum,15.843,102.167
4,840102,มะขามเตี้ย,Makham Tia,8401,เมืองสุราษฎร์ธานี,Mueang Surat Thani,84,สุราษฎร์ธานี,Surat Thani,9.112,99.347
4,320106,สลักได,Salak Dai,3201,เมืองสุรินทร์,Mueang Surin,32,สุรินทร์,Surin,14.855,103.562
4,901114,น้ำน้อย,Nam Noi,9011,หาดใหญ่,Hat Yai,90,สงขลา,Songkhla,7.108,100.530
4,343002,พะลาน,Phalan,3430,นาตาล,Na Tan,34,อุบลราชธานี,Ubon Ratchathani,15.960,105.332
4,380105,หนองเลิง,,3801,บึงกาฬ,Bueng Kan,38,บึงกาฬ,Bueng Kan,18.328,103.393
4,570511,สันกลาง,San Klang,5705,พาน,Phan,57,เชียงราย,Chiang Rai,19.607,99.684
4,440910,บ้านหวาย,Ban Wai,4409,วาปีปทุม,Wapi Pathum,44,มหาสารคาม,Maha Sarakham,15.812,103.294
4,600703,จันเสน,Chan Sen,6007,ตาคลี,Takhli,60,นครสวรรค์,Nakhon Sawan,15.103,100.439
4,301014,เมืองปราสาท,Mueang Prasat,3010,โนนสูง,Non Sung,30,นครราชสีมา,Nakhon Ratchasima,15.201,102.194
4,301304,วังไม้แดง,Wang Mai Daeng,3013,ประทาย,Prathai,30,นครราชสีมา,Nakhon Ratchasima,15.684,102.632
4,670707,ห้วยโป่ง,Huai Pong,6707,หนองไผ่,Nong Phai,67,เพชรบูรณ์,Phetchabun,16.141,101.034
4,640511,สารจิตร,Sarachit,6405,ศรีสัชนาลัย,Si Satchanalai,64,สุโขทัย,Sukhothai,17.420,99.728
4,921002,บ้าหวี,Ba Wi,9210,หาดสำราญ,Hat Samran,92,ตรัง,Trang,7.283,99.597
4,343004,พังเคน,Phang Khen,3430,นาตาล,Na Tan,34,อุบลราชธานี,Ubon Ratchathani,15.921,105.212
4,301203,ห้วยยาง,Huai Yang,3012,บัวใหญ่,Bua Yai,30,นครราชสีมา,Nakhon Ratchasima,15.626,102.363
4,390109,โนนขมิ้น,Non Khamin,3901,เมืองหนองบัวลำภู,Mueang Nong Bua Lam Phu,39,หนองบัวลำภู,Nong Bua Lam Phu,17.164,102.283
4,550203,หมอเมือง,Mo Mueang,5502,แม่จริม,Mae Charim,55,น่าน,Nan,18.687,100.975
4,820401,ถ้ำ,Tham,8204,ตะกั่วทุ่ง,Takua Thung,82,พังงา,Phang-nga,8.409,98.412
4,300702,พลับพลา,Phlapphla,3007,โชคชัย,Chok Chai,30,นครราชสีมา,Nakhon Ratchasima,14.755,102.129
4,620406,สลกบาตร,Salok Bat,6204,ขาณุวรลักษบุรี,Khanu Woralaksaburi,62,กำแพงเพชร,Kamphaeng Phet,16.000,99.801
4,370603,เค็งใหญ่,Kheng Yai,3706,หัวตะพาน,Hua Taphan,37,อำนาจเจริญ,Amnat Charoen,15.738,104.564
4,800201,พรหมโลก,Phrom Lok,8002,พรหมคีรี,Phrom Khiri,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.500,99.793
4,370112,โนนโพธิ์,Non Pho,3701,เมืองอำนาจเจริญ,Mueang Amnat Charoen,37,อำนาจเจริญ,Amnat Charoen,15.873,104.558
4,401905,คำม่วง,Kham Muang,4019,เขาสวนกวาง,Khao Suan Kwang,40,ขอนแก่น,Khon Kaen,16.819,102.867
4,720802,วังลึก,Wang Luek,7208,สามชุก,Sam Chuk,72,สุพรรณบุรี,Suphan Buri,14.758,100.158
4,460111,ภูปอ,Phu Po,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.590,103.615
4,130404,บึงชำอ้อ,Bueng Cham O,1304,หนองเสือ,Nong Suea,13,ปทุมธานี,Pathum Thani,14.172,100.778
4,210106,แกลง,Klaeng,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.663,101.467
4,331902,หนองหว้า,Nong Wa,3319,เบญจลักษ์,Benchalak,33,ศรีสะเกษ,Si Sa Ket,14.754,104.722
4,461701,ดอนจาน,Don Chan,4617,ดอนจาน,Don Chan,46,กาฬสินธุ์,Kalasin,16.425,103.696
4,720805,บ้านสระ,Ban Sa,7208,สามชุก,Sam Chuk,72,สุพรรณบุรี,Suphan Buri,14.708,100.041
4,600310,ไผ่สิงห์,Phai Sing,6003,ชุมแสง,Chum Saeng,60,นครสวรรค์,Nakhon Sawan,15.829,100.360
4,340401,เขื่องใน,Khueang Nai,3404,เขื่องใน,Khueang Nai,34,อุบลราชธานี,Ubon Ratchathani,15.371,104.556
4,460701,ยางตลาด,Yang Talat,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.393,103.352
4,200201,บ้านบึง,Ban Bueng,2002,บ้านบึง,Ban Bueng,20,ชลบุรี,Chon Buri,13.297,101.107
4,310415,ก้านเหลือง,Kan Lueang,3104,นางรอง,Nang Rong,31,บุรีรัมย์,Buri Ram,14.730,102.711
4,331506,คูบ,Khup,3315,น้ำเกลี้ยง,Nam Kliang,33,ศรีสะเกษ,Si Sa Ket,14.971,104.569
4,440408,ศรีสุข,Si Suk,4404,กันทรวิชัย,Kantharawichai,44,มหาสารคาม,Maha Sarakham,16.348,103.263
4,610210,ตลุกดู่,Taluk Duk,6102,ทัพทัน,Thap Than,61,อุทัยธานี,Uthai Thani,15.452,99.740
4,451008,ขวาว,Khwao,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,15.946,103.990
4,311104,เมืองแก,Mueang Kae,3111,สตึก,Satuek,31,บุรีรัมย์,Buri Ram,15.190,103.308
4,302901,ขุย,Khui,3029,ลำทะเมนชัย,Lamtaman Chai,30,นครราชสีมา,Nakhon Ratchasima,15.353,102.866
4,310418,ทรัพย์พระยา,Sap Phraya,3104,นางรอง,Nang Rong,31,บุรีรัมย์,Buri Ram,14.516,102.662
4,820702,มะรุ่ย,Marui,8207,ทับปุด,Thap Put,82,พังงา,Phang-nga,8.431,98.639
4,270604,คลองน้ำใส,Khlong Nam Sai,2706,อรัญประเทศ,Aranyaprathet,27,สระแก้ว,Sa kaeo,13.590,102.514
4,460107,เชียงเครือ,Chiang Khruea,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.434,103.612
4,660502,บางไผ่,Bang Phai,6605,บางมูลนาก,Bang Mun Nak,66,พิจิตร,Phichit,16.123,100.403
4,640405,ไกรใน,Krai Nai,6404,กงไกรลาศ,Kong Krailat,64,สุโขทัย,Sukhothai,17.022,99.947
