addrcode,SMAPE without ST,SMAPE with ST,% improve SMAPE,RMSE without ST,RMSE with ST,% improvve RMSE,MAE without ST,MAE with ST,% improve MAE
100101,193.259985671519,195.28536214298325,-0.010480061169551967,0.38277078564273176,0.45712538260942087,-0.1942535840133049,0.2552741036653628,0.2931944592639241,-0.14854760061471367
100102,143.57001937242862,149.1613576224273,-0.03894502678511472,0.10765524740931828,0.14360399260369935,-0.3339246907092191,0.10715305981090702,0.11796847986709168,-0.10093430906472134
100103,181.07633726736057,167.98545253918758,0.0722948394347308,0.6023000492392853,0.7456149265692018,-0.23794598308754178,0.4106611192772254,0.5504902063867589,-0.340497506449202
100104,163.35593080597218,158.0782367764128,0.032307942561497875,0.6691298853228025,0.7680725937725337,-0.1478677168962482,0.529051434872012,0.4399554074366849,0.168407118027912
100105,185.7467098566968,185.79510409682658,-0.0002605388820458938,0.6739004981865676,0.6836311181312205,-0.014439253229278597,0.4298021948708583,0.4526908865788974,-0.05325401308133478
100106,196.73105924812546,193.96758353680002,0.01404697215522044,0.3086844664274331,0.636083481070103,-1.0606267896529753,0.19517316165458026,0.4426033142308005,-1.2677468073921199
100107,174.1329064874154,178.7913174558838,-0.026752042807056002,0.21177984252726978,0.4727144561125309,-1.2321031618089995,0.18131119095918172,0.3748590181145213,-1.0674896906882747
100108,195.0407481150117,189.6845271099715,0.027462061424629786,0.4450107834519855,0.5309127941084919,-0.193033548513493,0.2870285607769534,0.3622098817515201,-0.2619297562969326
100109,197.16315848815916,189.88435418735003,0.03691766938926506,0.3890725115499655,0.7888222158989129,-1.027442680945119,0.22056937318106312,0.4998558530165122,-1.2662069797250848
100110,173.31158835477078,158.70881928123754,0.08425731488676455,0.43830406381696674,0.4761223384421907,-0.0862831941275741,0.3190012779839668,0.37791014976013354,-0.18466656982837387
100111,139.65786035906063,134.33759894415462,0.03809496580591749,0.5257444904081524,0.5775683068328956,-0.09857224825030636,0.3981337481493221,0.44187116921954306,-0.10985610055296541
100112,165.314640690885,159.17397179378523,0.037145342187701054,0.5331602108721437,0.5647904247305245,-0.05932590844811939,0.43670668606858043,0.4179477889521126,0.04295536962198453
100201,72.90220266744866,94.24413340399352,-0.2927474061915302,0.2979789911802768,0.40748278776413216,-0.36748831234751617,0.22493759125015908,0.3054798178560641,-0.35806476880216903
100202,132.9339730948542,122.10438404355867,0.08146592476829187,0.5008940011385633,0.2841239613747553,0.4327662924113209,0.33029106012307574,0.1896282677887673,0.42587526372010653
100203,140.24242585825112,134.87975509003232,0.038238576774471095,0.21385842558092263,0.2284158822609309,-0.0680705314296809,0.18211593760096537,0.1674321890502527,0.08062857509421421
100204,115.3996282408476,109.52018184155972,0.05094857313592938,1.3697918803330573,1.3617820958883455,0.0058474462870697205,0.882079251472457,0.8726465049415981,0.010693763077538438
100301,86.89849503044317,99.42834459244251,-0.14418948863970263,0.3977970326007657,0.4059566191712193,-0.020511934232155617,0.2947151890936527,0.3106906973419797,-0.05420659959012294
