addrcode,Week,Year,DF_0,DF_wm1,DF_wm2,DF_wm3,RF_wm1,RF_wm2,RF_wm3,RF_wm4,RF_wm5,RF_wm6,LST_wm1,LST_wm2,LST_wm3,LST_wm4,LST_wm5,LST_wm6,Age < 7,Age 7 - 9,Age 10 - 14,Age 15 - 24,Age 25 - 34,Age 35 - 44,Age 45 - 60,Age > 60,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall
8001,7,2016,4.566045944,5.6964562800000005,7.208316892,6.589419024000001,506.71,1166.6000000000001,2434.28,5391.37,2662.7599999999993,9085.030000000002,499.60392857,490.41375001000006,461.08089284999994,451.9175,457.21500000000003,465.05499999999995,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,8,2015,3.396175602,4.715598562,5.399180544,4.012236898,0.0,3.6499999999999995,778.7499999999999,645.6200000000001,134.49999999999997,1287.0900000000001,490.1853571500001,478.36125,467.92,455.315,440.60642859000006,427.74035715,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,8,2016,3.506739937,4.566045944,5.6964562800000005,7.208316892,175.13000000000002,506.71,1166.6000000000001,2434.28,5391.37,2662.7599999999993,495.42285716,499.60392857,490.41375001000006,461.08089284999994,451.9175,457.21500000000003,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,9,2015,3.3178833609999994,3.396175602,4.715598562,5.399180544,808.69,0.0,3.6499999999999995,778.7499999999999,645.6200000000001,134.49999999999997,505.46053571000004,490.1853571500001,478.36125,467.92,455.315,440.60642859000006,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,9,2016,2.0187347200000003,3.506739937,4.566045944,5.6964562800000005,27.669999999999998,175.13000000000002,506.71,1166.6000000000001,2434.28,5391.37,512.23410715,495.42285716,499.60392857,490.41375001000006,461.08089284999994,451.9175,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,10,2015,3.0328093519999997,3.3178833609999994,3.396175602,4.715598562,0.0,808.69,0.0,3.6499999999999995,778.7499999999999,645.6200000000001,516.7003571600001,505.46053571000004,490.1853571500001,478.36125,467.92,455.315,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,10,2016,5.816483656,2.0187347200000003,3.506739937,4.566045944,525.49,27.669999999999998,175.13000000000002,506.71,1166.6000000000001,2434.28,520.4162499999999,512.23410715,495.42285716,499.60392857,490.41375001000006,461.08089284999994,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,11,2015,2.3716523050000005,3.0328093519999997,3.3178833609999994,3.396175602,0.0,0.0,808.69,0.0,3.6499999999999995,778.7499999999999,526.02910714,516.7003571600001,505.46053571000004,490.1853571500001,478.36125,467.92,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,11,2016,1.3385498180000002,5.816483656,2.0187347200000003,3.506739937,9.379999999999999,525.49,27.669999999999998,175.13000000000002,506.71,1166.6000000000001,518.41,520.4162499999999,512.23410715,495.42285716,499.60392857,490.41375001000006,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,12,2015,3.7693756130000002,2.3716523050000005,3.0328093519999997,3.3178833609999994,0.0,0.0,0.0,808.69,0.0,3.6499999999999995,532.4596428300001,526.02910714,516.7003571600001,505.46053571000004,490.1853571500001,478.36125,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,12,2016,7.730368477000001,1.3385498180000002,5.816483656,2.0187347200000003,137.93,9.379999999999999,525.49,27.669999999999998,175.13000000000002,506.71,522.4074999999999,518.41,520.4162499999999,512.23410715,495.42285716,499.60392857,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,13,2015,0.487780877,3.7693756130000002,2.3716523050000005,3.0328093519999997,0.0,0.0,0.0,0.0,808.69,0.0,539.6887499999999,532.4596428300001,526.02910714,516.7003571600001,505.46053571000004,490.1853571500001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,13,2016,1.534212949,7.730368477000001,1.3385498180000002,5.816483656,262.63000000000005,137.93,9.379999999999999,525.49,27.669999999999998,175.13000000000002,535.8421428600001,522.4074999999999,518.41,520.4162499999999,512.23410715,495.42285716,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,14,2014,1.793045614,0.807739008,1.440855876,2.650699891,0.78,21.87,0.0,0.0,0.0,1583.81,502.51874999999995,499.90750001000004,495.78696429000007,492.80892858999994,483.26553573,443.35678571000005,18408,8091,13815,33585,33854,34405,48838,33756,183.00300000000001,13.510999999999997,632.047,14.986999999999998,23.310000000000006,623.7070000000001,99.084,2.2870000000000004
8001,14,2015,3.6821155450000003,0.487780877,3.7693756130000002,2.3716523050000005,0.0,0.0,0.0,0.0,0.0,808.69,553.9200000000001,539.6887499999999,532.4596428300001,526.02910714,516.7003571600001,505.46053571000004,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,14,2016,0.45789642399999997,1.534212949,7.730368477000001,1.3385498180000002,1430.2000000000003,262.63000000000005,137.93,9.379999999999999,525.49,27.669999999999998,542.39392859,535.8421428600001,522.4074999999999,518.41,520.4162499999999,512.23410715,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,15,2014,0.930695068,1.793045614,0.807739008,1.440855876,37.690000000000005,0.8600000000000001,23.62,0.0,0.0,0.0,537.755,536.8725,534.53035715,529.83892858,526.1935714499999,516.1262500199999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,15,2015,2.603004006,3.6821155450000003,0.487780877,3.7693756130000002,15.079999999999997,0.0,0.0,0.0,0.0,0.0,559.3162500000001,553.9200000000001,539.6887499999999,532.4596428300001,526.02910714,516.7003571600001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,15,2016,0.0,0.45789642399999997,1.534212949,7.730368477000001,2199.2599999999998,1430.2000000000003,262.63000000000005,137.93,9.379999999999999,525.49,539.09214285,542.39392859,535.8421428600001,522.4074999999999,518.41,520.4162499999999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,16,2014,2.1230225529999998,0.930695068,1.793045614,0.807739008,392.78999999999996,37.690000000000005,0.8600000000000001,23.62,0.0,0.0,534.055,537.755,536.8725,534.53035715,529.83892858,526.1935714499999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,16,2015,0.22894821199999998,2.603004006,3.6821155450000003,0.487780877,0.49,15.079999999999997,0.0,0.0,0.0,0.0,543.97499999,559.3162500000001,553.9200000000001,539.6887499999999,532.4596428300001,526.02910714,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,16,2016,0.789643474,0.0,0.45789642399999997,1.534212949,10.16,2199.2599999999998,1430.2000000000003,262.63000000000005,137.93,9.379999999999999,538.4141071299999,539.09214285,542.39392859,535.8421428600001,522.4074999999999,518.41,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,17,2014,3.9740021580000002,2.1230225529999998,0.930695068,1.793045614,900.9599999999999,392.78999999999996,37.690000000000005,0.8600000000000001,23.62,0.0,529.35017857,534.055,537.755,536.8725,534.53035715,529.83892858,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,17,2015,1.078360591,0.22894821199999998,2.603004006,3.6821155450000003,58.96999999999999,0.49,15.079999999999997,0.0,0.0,0.0,528.43875,543.97499999,559.3162500000001,553.9200000000001,539.6887499999999,532.4596428300001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,17,2016,4.206982705,0.789643474,0.0,0.45789642399999997,404.6400000000001,10.16,2199.2599999999998,1430.2000000000003,262.63000000000005,137.93,546.0173214199999,538.4141071299999,539.09214285,542.39392859,535.8421428600001,522.4074999999999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,18,2014,0.22894821199999998,3.9740021580000002,2.1230225529999998,0.930695068,231.32000000000005,900.9599999999999,392.78999999999996,37.690000000000005,0.8600000000000001,23.62,534.4023214100001,529.35017857,534.055,537.755,536.8725,534.53035715,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,18,2015,2.7714822969999995,1.078360591,0.22894821199999998,2.603004006,9.8,58.96999999999999,0.49,15.079999999999997,0.0,0.0,530.7860714300001,528.43875,543.97499999,559.3162500000001,553.9200000000001,539.6887499999999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,18,2016,1.247236396,4.206982705,0.789643474,0.0,133.52,404.6400000000001,10.16,2199.2599999999998,1430.2000000000003,262.63000000000005,543.355,546.0173214199999,538.4141071299999,539.09214285,542.39392859,535.8421428600001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,19,2014,2.8330845570000003,0.22894821199999998,3.9740021580000002,2.1230225529999998,160.57999999999998,231.32000000000005,900.9599999999999,392.78999999999996,37.690000000000005,0.8600000000000001,533.2964285300001,534.4023214100001,529.35017857,534.055,537.755,536.8725,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,19,2015,0.258832665,2.7714822969999995,1.078360591,0.22894821199999998,67.97,9.8,58.96999999999999,0.49,15.079999999999997,0.0,520.78732146,530.7860714300001,528.43875,543.97499999,559.3162500000001,553.9200000000001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,19,2016,0.290073679,1.247236396,4.206982705,0.789643474,287.12,133.52,404.6400000000001,10.16,2199.2599999999998,1430.2000000000003,532.9300000000001,543.355,546.0173214199999,538.4141071299999,539.09214285,542.39392859,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,20,2014,0.0,2.8330845570000003,0.22894821199999998,3.9740021580000002,772.6899999999999,160.57999999999998,231.32000000000005,900.9599999999999,392.78999999999996,37.690000000000005,519.8598213999999,533.2964285300001,534.4023214100001,529.35017857,534.055,537.755,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,20,2015,2.501184722,0.258832665,2.7714822969999995,1.078360591,43.04999999999999,67.97,9.8,58.96999999999999,0.49,15.079999999999997,512.44410714,520.78732146,530.7860714300001,528.43875,543.97499999,559.3162500000001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,20,2016,1.0943958839999999,0.290073679,1.247236396,4.206982705,879.69,287.12,133.52,404.6400000000001,10.16,2199.2599999999998,531.3175,532.9300000000001,543.355,546.0173214199999,538.4141071299999,539.09214285,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,21,2014,1.771848743,0.0,2.8330845570000003,0.22894821199999998,353.20000000000005,772.6899999999999,160.57999999999998,231.32000000000005,900.9599999999999,392.78999999999996,515.6210714100001,519.8598213999999,533.2964285300001,534.4023214100001,529.35017857,534.055,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,21,2015,4.407283616,2.501184722,0.258832665,2.7714822969999995,393.63000000000005,43.04999999999999,67.97,9.8,58.96999999999999,0.49,523.0925000000001,512.44410714,520.78732146,530.7860714300001,528.43875,543.97499999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,21,2016,0.5606952620000001,1.0943958839999999,0.290073679,1.247236396,560.22,879.69,287.12,133.52,404.6400000000001,10.16,540.8417857,531.3175,532.9300000000001,543.355,546.0173214199999,538.4141071299999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,22,2014,0.258832665,1.771848743,0.0,2.8330845570000003,402.86,353.20000000000005,772.6899999999999,160.57999999999998,231.32000000000005,900.9599999999999,512.5087500000001,515.6210714100001,519.8598213999999,533.2964285300001,534.4023214100001,529.35017857,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,22,2015,1.521146698,4.407283616,2.501184722,0.258832665,1330.7899999999997,393.63000000000005,43.04999999999999,67.97,9.8,58.96999999999999,534.1,523.0925000000001,512.44410714,520.78732146,530.7860714300001,528.43875,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,22,2016,1.377880676,0.5606952620000001,1.0943958839999999,0.290073679,412.1,560.22,879.69,287.12,133.52,404.6400000000001,539.1832143,540.8417857,531.3175,532.9300000000001,543.355,546.0173214199999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,23,2014,1.275082745,0.258832665,1.771848743,0.0,367.4800000000001,402.86,353.20000000000005,772.6899999999999,160.57999999999998,231.32000000000005,512.03,512.5087500000001,515.6210714100001,519.8598213999999,533.2964285300001,534.4023214100001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,23,2015,7.969197683999999,1.521146698,4.407283616,2.501184722,718.9200000000001,1330.7899999999997,393.63000000000005,43.04999999999999,67.97,9.8,528.735,534.1,523.0925000000001,512.44410714,520.78732146,530.7860714300001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,23,2016,2.237018827,1.377880676,0.5606952620000001,1.0943958839999999,866.0700000000002,412.1,560.22,879.69,287.12,133.52,518.55571427,539.1832143,540.8417857,531.3175,532.9300000000001,543.355,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,24,2014,2.26098618,1.275082745,0.258832665,1.771848743,128.22,367.4800000000001,402.86,353.20000000000005,772.6899999999999,160.57999999999998,518.92375,512.03,512.5087500000001,515.6210714100001,519.8598213999999,533.2964285300001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,24,2015,2.349494931,7.969197683999999,1.521146698,4.407283616,178.73,718.9200000000001,1330.7899999999997,393.63000000000005,43.04999999999999,67.97,514.42107143,528.735,534.1,523.0925000000001,512.44410714,520.78732146,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,24,2016,1.0153853910000001,2.237018827,1.377880676,0.5606952620000001,340.6599999999999,866.0700000000002,412.1,560.22,879.69,287.12,499.88732144000005,518.55571427,539.1832143,540.8417857,531.3175,532.9300000000001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,25,2014,3.595435334,2.26098618,1.275082745,0.258832665,471.26,128.22,367.4800000000001,402.86,353.20000000000005,772.6899999999999,536.24964285,518.92375,512.03,512.5087500000001,515.6210714100001,519.8598213999999,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,25,2015,1.4817750640000003,2.349494931,7.969197683999999,1.521146698,916.2299999999999,178.73,718.9200000000001,1330.7899999999997,393.63000000000005,43.04999999999999,516.2010714100002,514.42107143,528.735,534.1,523.0925000000001,512.44410714,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,25,2016,0.8507689410000001,1.0153853910000001,2.237018827,1.377880676,796.49,340.6599999999999,866.0700000000002,412.1,560.22,879.69,501.95321429,499.88732144000005,518.55571427,539.1832143,540.8417857,531.3175,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,26,2014,3.344318586,3.595435334,2.26098618,1.275082745,540.0000000000001,471.26,128.22,367.4800000000001,402.86,353.20000000000005,559.3444643,536.24964285,518.92375,512.03,512.5087500000001,515.6210714100001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,26,2015,2.012585873,1.4817750640000003,2.349494931,7.969197683999999,306.36,916.2299999999999,178.73,718.9200000000001,1330.7899999999997,393.63000000000005,529.49535715,516.2010714100002,514.42107143,528.735,534.1,523.0925000000001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,26,2016,0.22894821199999998,0.8507689410000001,1.0153853910000001,2.237018827,301.88000000000005,796.49,340.6599999999999,866.0700000000002,412.1,560.22,500.72125,501.95321429,499.88732144000005,518.55571427,539.1832143,540.8417857,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,27,2014,3.8809558189999995,3.344318586,3.595435334,2.26098618,133.27,540.0000000000001,471.26,128.22,367.4800000000001,402.86,565.5382142699999,559.3444643,536.24964285,518.92375,512.03,512.5087500000001,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,27,2015,2.4680051419999995,2.012585873,1.4817750640000003,2.349494931,353.47999999999996,306.36,916.2299999999999,178.73,718.9200000000001,1330.7899999999997,502.9130357000001,529.49535715,516.2010714100002,514.42107143,528.735,534.1,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,27,2016,3.524990086,0.22894821199999998,0.8507689410000001,1.0153853910000001,799.53,301.88000000000005,796.49,340.6599999999999,866.0700000000002,412.1,486.8400000000001,500.72125,501.95321429,499.88732144000005,518.55571427,539.1832143,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,28,2014,6.45039039,3.8809558189999995,3.344318586,3.595435334,176.43,133.27,540.0000000000001,471.26,128.22,367.4800000000001,539.51017856,565.5382142699999,559.3444643,536.24964285,518.92375,512.03,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,28,2015,4.062365358,2.4680051419999995,2.012585873,1.4817750640000003,764.3699999999999,353.47999999999996,306.36,916.2299999999999,178.73,718.9200000000001,480.05482141000005,502.9130357000001,529.49535715,516.2010714100002,514.42107143,528.735,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
8001,28,2016,4.940156603,3.524990086,0.22894821199999998,0.8507689410000001,237.95,799.53,301.88000000000005,796.49,340.6599999999999,866.0700000000002,480.80375,486.8400000000001,500.72125,501.95321429,499.88732144000005,518.55571427,22194,10025,17169,40738,39564,40158,57796,40340,229.922,17.062,752.26,17.016000000000002,26.227000000000004,788.1760000000002,119.88000000000001,2.9210000000000007
