,addrcode,Week,Year,DF_1,DF_0,DF_wm1,DF_wm2,DF_wm3,DF_wm4,DF_wm5,DF_wm6,DFma_1,DFma_0,DFma_wm1,DFma_wm2,DFma_wm3,DFma_wm4,DFma_wm5,DFma_wm6,RF_wm6,LST_wm4,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall,total,DF_AVG,DF_SD,AVG_1SD,AVG_2SD,OB1,OB2,DF_AVGs,DF_SDs,AVG_1SDs,AVG_2SDs,OB1s,OB2s
0,8101,15,2014,0.11625879199999999,0.348776376,0.58129396,0.23251758399999997,0.9300703370000001,0.11625879199999999,0.0,0.0,0.23251758399999997,0.46503516799999994,0.4069057720000001,0.58129396,0.523164564,0.058129395999999986,0.0,0.0,0.0,4.8659375,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
1,8101,16,2014,1.278846713,0.11625879199999999,0.348776376,0.58129396,0.23251758399999997,0.9300703370000001,0.11625879199999999,0.0,0.697552752,0.23251758399999997,0.46503516799999994,0.4069057720000001,0.58129396,0.523164564,0.058129395999999986,0.0,0.0,4.825201613,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
2,8101,17,2014,0.58129396,1.278846713,0.11625879199999999,0.348776376,0.58129396,0.23251758399999997,0.9300703370000001,0.11625879199999999,0.9300703370000001,0.697552752,0.23251758399999997,0.46503516799999994,0.4069057720000001,0.58129396,0.523164564,0.058129395999999986,0.0,4.647731855,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
3,8101,18,2014,0.58129396,0.58129396,1.278846713,0.11625879199999999,0.348776376,0.58129396,0.23251758399999997,0.9300703370000001,0.58129396,0.9300703370000001,0.697552752,0.23251758399999997,0.46503516799999994,0.4069057720000001,0.58129396,0.523164564,0.00040328900000000003,4.523655914,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
4,8101,19,2014,1.976399465,0.58129396,0.58129396,1.278846713,0.11625879199999999,0.348776376,0.58129396,0.23251758399999997,1.278846713,0.58129396,0.9300703370000001,0.697552752,0.23251758399999997,0.46503516799999994,0.4069057720000001,0.58129396,0.0027078000000000002,4.420255376,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
5,8101,20,2014,1.1625879209999999,1.976399465,0.58129396,0.58129396,1.278846713,0.11625879199999999,0.348776376,0.58129396,1.569493693,1.278846713,0.58129396,0.9300703370000001,0.697552752,0.23251758399999997,0.46503516799999994,0.4069057720000001,0.10748620199999999,4.277116935,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
6,8101,21,2014,2.441434633,1.1625879209999999,1.976399465,0.58129396,0.58129396,1.278846713,0.11625879199999999,0.348776376,1.8020112769999999,1.569493693,1.278846713,0.58129396,0.9300703370000001,0.697552752,0.23251758399999997,0.46503516799999994,0.245583982,4.257513441,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
7,8101,22,2014,1.7438818809999999,2.441434633,1.1625879209999999,1.976399465,0.58129396,0.58129396,1.278846713,0.11625879199999999,2.092658257,1.8020112769999999,1.569493693,1.278846713,0.58129396,0.9300703370000001,0.697552752,0.23251758399999997,0.5574994529999999,4.323071237,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
8,8101,23,2014,2.092658257,1.7438818809999999,2.441434633,1.1625879209999999,1.976399465,0.58129396,0.58129396,1.278846713,1.918270069,2.092658257,1.8020112769999999,1.569493693,1.278846713,0.58129396,0.9300703370000001,0.697552752,0.455179195,4.282956989,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
9,8101,24,2014,2.673952218,2.092658257,1.7438818809999999,2.441434633,1.1625879209999999,1.976399465,0.58129396,0.58129396,2.383305237,1.918270069,2.092658257,1.8020112769999999,1.569493693,1.278846713,0.58129396,0.9300703370000001,0.30321594399999996,4.328195565,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
10,8101,25,2014,2.325175841,2.673952218,2.092658257,1.7438818809999999,2.441434633,1.1625879209999999,1.976399465,0.58129396,2.49956403,2.383305237,1.918270069,2.092658257,1.8020112769999999,1.569493693,1.278846713,0.58129396,0.33106211,4.404331317,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
11,8101,26,2014,1.976399465,2.325175841,2.673952218,2.092658257,1.7438818809999999,2.441434633,1.1625879209999999,1.976399465,2.150787653,2.49956403,2.383305237,1.918270069,2.092658257,1.8020112769999999,1.569493693,1.278846713,1.0765135829999999,4.38469086,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
12,8101,27,2014,2.208917049,1.976399465,2.325175841,2.673952218,2.092658257,1.7438818809999999,2.441434633,1.1625879209999999,2.092658257,2.150787653,2.49956403,2.383305237,1.918270069,2.092658257,1.8020112769999999,1.569493693,0.45500635700000003,4.301895161,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
13,8101,28,2014,1.1625879209999999,2.208917049,1.976399465,2.325175841,2.673952218,2.092658257,1.7438818809999999,2.441434633,1.685752485,2.092658257,2.150787653,2.49956403,2.383305237,1.918270069,2.092658257,1.8020112769999999,0.719295281,4.277745296,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
14,8101,29,2014,1.046329129,1.1625879209999999,2.208917049,1.976399465,2.325175841,2.673952218,2.092658257,1.7438818809999999,1.104458525,1.685752485,2.092658257,2.150787653,2.49956403,2.383305237,1.918270069,2.092658257,0.534780822,4.343874328,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,1
15,8101,30,2014,0.8138115440000001,1.046329129,1.1625879209999999,2.208917049,1.976399465,2.325175841,2.673952218,2.092658257,0.9300703370000001,1.104458525,1.685752485,2.092658257,2.150787653,2.49956403,2.383305237,1.918270069,1.158170065,4.356780914,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
16,8101,31,2014,1.046329129,0.8138115440000001,1.046329129,1.1625879209999999,2.208917049,1.976399465,2.325175841,2.673952218,0.9300703370000001,0.9300703370000001,1.104458525,1.685752485,2.092658257,2.150787653,2.49956403,2.383305237,1.612350639,4.278951613,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
17,8101,32,2014,1.627623089,1.046329129,0.8138115440000001,1.046329129,1.1625879209999999,2.208917049,1.976399465,2.325175841,1.336976109,0.9300703370000001,0.9300703370000001,1.104458525,1.685752485,2.092658257,2.150787653,2.49956403,0.18791361199999998,4.211616263,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
18,8101,33,2014,0.697552752,1.627623089,1.046329129,0.8138115440000001,1.046329129,1.1625879209999999,2.208917049,1.976399465,1.1625879209999999,1.336976109,0.9300703370000001,0.9300703370000001,1.104458525,1.685752485,2.092658257,2.150787653,0.35514424299999997,4.223450941,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
19,8101,34,2014,1.395105505,0.697552752,1.627623089,1.046329129,0.8138115440000001,1.046329129,1.1625879209999999,2.208917049,1.046329129,1.1625879209999999,1.336976109,0.9300703370000001,0.9300703370000001,1.104458525,1.685752485,2.092658257,1.4638825619999998,4.236693548,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
20,8101,35,2014,1.046329129,1.395105505,0.697552752,1.627623089,1.046329129,0.8138115440000001,1.046329129,1.1625879209999999,1.220717317,1.046329129,1.1625879209999999,1.336976109,0.9300703370000001,0.9300703370000001,1.104458525,1.685752485,1.5797802269999999,4.210984543,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
21,8101,36,2014,0.8138115440000001,1.046329129,1.395105505,0.697552752,1.627623089,1.046329129,0.8138115440000001,1.046329129,0.9300703370000001,1.220717317,1.046329129,1.1625879209999999,1.336976109,0.9300703370000001,0.9300703370000001,1.104458525,0.39679826700000004,4.157133737,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
22,8101,37,2014,1.046329129,0.8138115440000001,1.046329129,1.395105505,0.697552752,1.627623089,1.046329129,0.8138115440000001,0.9300703370000001,0.9300703370000001,1.220717317,1.046329129,1.1625879209999999,1.336976109,0.9300703370000001,0.9300703370000001,0.945137291,4.129522849,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
23,8101,38,2014,1.1625879209999999,1.046329129,0.8138115440000001,1.046329129,1.395105505,0.697552752,1.627623089,1.046329129,1.104458525,0.9300703370000001,0.9300703370000001,1.220717317,1.046329129,1.1625879209999999,1.336976109,0.9300703370000001,3.247957628,4.242170699,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
24,8101,39,2014,0.46503516799999994,1.1625879209999999,1.046329129,0.8138115440000001,1.046329129,1.395105505,0.697552752,1.627623089,0.8138115440000001,1.104458525,0.9300703370000001,0.9300703370000001,1.220717317,1.046329129,1.1625879209999999,1.336976109,1.641637124,4.263051075,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
25,8101,40,2014,0.58129396,0.46503516799999994,1.1625879209999999,1.046329129,0.8138115440000001,1.046329129,1.395105505,0.697552752,0.523164564,0.8138115440000001,1.104458525,0.9300703370000001,0.9300703370000001,1.220717317,1.046329129,1.1625879209999999,0.774334669,4.221115591,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
26,8101,41,2014,1.627623089,0.58129396,0.46503516799999994,1.1625879209999999,1.046329129,0.8138115440000001,1.046329129,1.395105505,1.104458525,0.523164564,0.8138115440000001,1.104458525,0.9300703370000001,0.9300703370000001,1.220717317,1.046329129,0.325588898,4.229166667,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
27,8101,42,2014,0.9300703370000001,1.627623089,0.58129396,0.46503516799999994,1.1625879209999999,1.046329129,0.8138115440000001,1.046329129,1.278846713,1.104458525,0.523164564,0.8138115440000001,1.104458525,0.9300703370000001,0.9300703370000001,1.220717317,0.582157713,4.214206989,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,1,1,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
28,8101,43,2014,0.8138115440000001,0.9300703370000001,1.627623089,0.58129396,0.46503516799999994,1.1625879209999999,1.046329129,0.8138115440000001,0.871940941,1.278846713,1.104458525,0.523164564,0.8138115440000001,1.104458525,0.9300703370000001,0.9300703370000001,0.9736556059999999,4.245678763,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,1,0
29,8101,44,2014,0.348776376,0.8138115440000001,0.9300703370000001,1.627623089,0.58129396,0.46503516799999994,1.1625879209999999,1.046329129,0.58129396,0.871940941,1.278846713,1.104458525,0.523164564,0.8138115440000001,1.104458525,0.9300703370000001,2.843727315,4.3644388439999995,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
30,8101,45,2014,0.9300703370000001,0.348776376,0.8138115440000001,0.9300703370000001,1.627623089,0.58129396,0.46503516799999994,1.1625879209999999,0.639423356,0.58129396,0.871940941,1.278846713,1.104458525,0.523164564,0.8138115440000001,1.104458525,2.073252701,4.3859375,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
31,8101,46,2014,0.348776376,0.9300703370000001,0.348776376,0.8138115440000001,0.9300703370000001,1.627623089,0.58129396,0.46503516799999994,0.639423356,0.639423356,0.58129396,0.871940941,1.278846713,1.104458525,0.523164564,0.8138115440000001,0.46756593799999996,4.279301075,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
32,8101,47,2014,0.46503516799999994,0.348776376,0.9300703370000001,0.348776376,0.8138115440000001,0.9300703370000001,1.627623089,0.58129396,0.4069057720000001,0.639423356,0.639423356,0.58129396,0.871940941,1.278846713,1.104458525,0.523164564,0.328968847,4.247641129,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
33,8101,48,2014,0.11625879199999999,0.46503516799999994,0.348776376,0.9300703370000001,0.348776376,0.8138115440000001,0.9300703370000001,1.627623089,0.29064698,0.4069057720000001,0.639423356,0.639423356,0.58129396,0.871940941,1.278846713,1.104458525,1.202954382,4.217862903,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
34,8101,49,2014,0.697552752,0.11625879199999999,0.46503516799999994,0.348776376,0.9300703370000001,0.348776376,0.8138115440000001,0.9300703370000001,0.4069057720000001,0.29064698,0.4069057720000001,0.639423356,0.639423356,0.58129396,0.871940941,1.278846713,0.584154955,4.110336022,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
35,8101,50,2014,0.8138115440000001,0.697552752,0.11625879199999999,0.46503516799999994,0.348776376,0.9300703370000001,0.348776376,0.8138115440000001,0.755682148,0.4069057720000001,0.29064698,0.4069057720000001,0.639423356,0.639423356,0.58129396,0.871940941,0.367569395,4.1072311830000015,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
36,8101,51,2014,0.46503516799999994,0.8138115440000001,0.697552752,0.11625879199999999,0.46503516799999994,0.348776376,0.9300703370000001,0.348776376,0.639423356,0.755682148,0.4069057720000001,0.29064698,0.4069057720000001,0.639423356,0.639423356,0.58129396,0.8161999390000001,4.193672715,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
37,8101,52,2014,0.46503516799999994,0.46503516799999994,0.8138115440000001,0.697552752,0.11625879199999999,0.46503516799999994,0.348776376,0.9300703370000001,0.46503516799999994,0.639423356,0.755682148,0.4069057720000001,0.29064698,0.4069057720000001,0.639423356,0.639423356,0.45623542899999997,4.250278898,0.129,0.023,1.5019999999999998,0.028,0.104,1.118,0.341,0.009000000000000001,3.253,0.39637379249823945,0.5931158841887598,0.9894896766869993,1.5826055608757592,0,0,0.3961047728653169,0.54699068515254,0.943095458017857,1.490086143170397,0,0
