,addrcode,Week,Year,rainfall,predicted,actual
298,8008,25,2017,35.25,0.23788545489021118,0.0
299,8008,26,2017,74.86,0.24605834085477585,0.267658789
300,8008,27,2017,95.75,0.2141885598017344,0.267658789
301,8008,28,2017,263.92,0.22008097864113357,0.178439192
302,8008,29,2017,296.85,0.20293238658215662,0.267658789
303,8008,30,2017,48.38,0.2459563987214719,0.267658789
304,8008,31,2017,387.89,0.29249566312598707,0.089219596
305,8008,32,2017,172.17,0.2735201247791771,0.356878385
306,8008,33,2017,493.85,0.29111961100340744,0.089219596
307,8008,34,2017,373.7,0.31429313320198293,0.178439192
308,8008,35,2017,280.3,0.26032871868020474,0.356878385
309,8008,36,2017,330.42,0.31292972871819524,0.178439192
310,8008,37,2017,286.11,0.27009806919873525,0.178439192
311,8008,38,2017,243.22,0.2539450424975854,0.356878385
312,8008,39,2017,356.95,0.2930430991999423,0.178439192
313,8008,40,2017,420.6,0.2879745091917508,0.267658789
314,8008,41,2017,1432.11,0.2574983660378398,0.267658789
315,8008,42,2017,293.26,0.3168215852936531,0.178439192
316,8008,43,2017,516.87,0.30119658664308513,0.178439192
317,8008,44,2017,1563.62,0.28956492925035116,0.178439192
318,8008,45,2017,729.78,0.3076009926673423,0.356878385
319,8008,46,2017,1246.87,0.28245110197624335,0.0
320,8009,7,2017,0.0,0.18231032767325794,0.313336216
321,8009,8,2017,158.64,0.20032909139504645,0.250668973
322,8009,9,2017,0.0,0.20634371079173439,0.125334486
323,8009,10,2017,81.48,0.21602602666556703,0.313336216
324,8009,11,2017,181.55,0.3148962438164443,0.18800173
325,8009,12,2017,521.32,0.32255892467068625,0.501337946
326,8009,13,2017,525.43,0.2856878000799487,0.376003459
327,8009,14,2017,179.8,0.312193965791557,0.438670702
328,8009,15,2017,174.12,0.30715937146563727,0.18800173
329,8009,16,2017,7.58,0.35387630124895075,0.376003459
330,8009,17,2017,690.79,0.3757167833597285,0.689339675
331,8009,18,2017,664.58,0.37033905320242394,0.689339675
332,8009,19,2017,344.07,0.32920816155332483,0.564005189
333,8009,20,2017,633.29,0.36737805254852934,0.501337946
334,8009,21,2017,742.62,0.45817539384329814,0.564005189
335,8009,22,2017,360.79,0.5185179754009355,0.313336216
336,8009,23,2017,248.55,0.4667005409020664,0.501337946
337,8009,24,2017,123.71,0.4765861141402264,0.626672432
338,8009,25,2017,213.64,0.5102238737869447,0.438670702
339,8009,26,2017,229.32,0.42054114230120354,0.313336216
340,8009,27,2017,201.48,0.4063882831482169,0.376003459
341,8009,28,2017,363.4,0.4824190510695106,0.125334486
342,8009,29,2017,475.55,0.4566057833608674,0.125334486
343,8009,30,2017,105.79,0.4063962941305039,0.250668973
344,8009,31,2017,617.47,0.4113886502211,0.125334486
345,8009,32,2017,485.16,0.3370005425229546,0.125334486
346,8009,33,2017,833.67,0.2714474833787654,0.313336216
347,8009,34,2017,705.3,0.28032941585557747,0.376003459
348,8009,35,2017,194.48,0.2478055720402601,0.125334486
349,8009,36,2017,797.65,0.23622058938007323,0.564005189
350,8009,37,2017,549.29,0.26086651850982745,0.626672432
351,8009,38,2017,382.67,0.3127856012673384,0.376003459
352,8009,39,2017,123.53,0.24118506339981227,0.564005189
353,8009,40,2017,685.07,0.33885805025719146,0.438670702
354,8009,41,2017,1505.42,0.46733326902297573,0.752006918
355,8009,42,2017,648.52,0.3845104937314741,0.438670702
356,8009,43,2017,889.26,0.42870530317727845,0.689339675
357,8009,44,2017,1706.81,0.46415189777596094,0.062667243
358,8009,45,2017,1059.4,0.519502734212095,0.062667243
359,8009,46,2017,1663.76,0.45783958675369246,0.0
360,8010,7,2017,0.0,0.5361859187946789,0.376846548
361,8010,8,2017,35.96,0.4110904229046239,0.0
362,8010,9,2017,0.0,0.5427786854254466,0.0
363,8010,10,2017,29.66,0.4171318489831142,0.0
364,8010,11,2017,40.95,0.3487719592149567,0.376846548
365,8010,12,2017,138.65,0.31160664982728475,0.0
366,8010,13,2017,111.97,0.2481998597856605,0.0
367,8010,14,2017,38.32,0.16354931526528593,0.376846548
368,8010,15,2017,37.57,0.2671665928448395,0.7536930959999999
369,8010,16,2017,2.59,0.2057630283514585,0.376846548
370,8010,17,2017,188.83,0.16692144093573685,0.0
371,8010,18,2017,155.15,0.26954131283174154,1.130539644
372,8010,19,2017,72.6,0.42183948486194867,1.130539644
373,8010,20,2017,149.53,0.38891094084656386,0.0
374,8010,21,2017,180.09,0.2930627384423593,0.376846548
375,8010,22,2017,88.05,0.5519709068363001,0.7536930959999999
376,8010,23,2017,73.01,0.7028610569104274,1.130539644
377,8010,24,2017,30.6,0.42063298380373726,0.376846548
378,8010,25,2017,52.29,0.4089301040138086,0.376846548
379,8010,26,2017,46.33,0.5826608997080926,0.7536930959999999
380,8010,27,2017,51.3,0.6370272307964361,0.0
381,8010,28,2017,92.16,0.5008274705910266,0.376846548
382,8010,29,2017,104.1,0.47130809962623144,0.7536930959999999
383,8010,30,2017,25.86,0.5800290001169703,0.0
384,8010,31,2017,151.13,0.4039521931459889,0.7536930959999999
385,8010,32,2017,152.03,0.32890961241641775,0.7536930959999999
386,8010,33,2017,183.99,0.49311537421979157,1.130539644
387,8010,34,2017,160.14,0.34484809818435325,2.261079289
388,8010,35,2017,49.27,0.40006872522268155,1.130539644
389,8010,36,2017,203.88,0.5675605596952049,0.376846548
390,8010,37,2017,129.65,0.6465462727757021,0.7536930959999999
391,8010,38,2017,121.18,1.0108731516952405,0.7536930959999999
392,8010,39,2017,29.86,1.0135387727496799,1.130539644
393,8010,40,2017,176.72,0.718747481588609,0.7536930959999999
394,8010,41,2017,355.14,0.7545348469169214,0.376846548
395,8010,42,2017,142.36,0.7305550585709031,0.376846548
396,8010,43,2017,192.69,0.681821192250113,0.376846548
397,8010,44,2017,390.97,0.6559251279013888,0.376846548
398,8010,45,2017,226.49,0.5607198257292054,0.376846548
399,8010,46,2017,357.79,0.49395495754808105,0.7536930959999999
400,8011,7,2017,0.0,0.18843887497103967,0.0
401,8011,8,2017,99.58,0.2058725876834241,0.134607619
402,8011,9,2017,0.17,0.1812168416229839,0.134607619
403,8011,10,2017,26.84,0.1102282577141816,0.134607619
404,8011,11,2017,43.37,0.14067247803389635,0.134607619
405,8011,12,2017,251.58,0.17259537336919747,0.0
