,addrcode,Week,Year,predicted,actual,different
121,8004,8,2017,0.2605812388893886,0.531834068,0.2712528291106114
122,8004,9,2017,0.27328973146646457,0.455857773,0.18256804153353545
123,8004,10,2017,0.4102734501895233,0.417869625,0.007596174810476697
124,8004,11,2017,0.5070678207513615,0.265917034,0.24115078675136148
125,8004,12,2017,0.3983429695901199,0.189940739,0.2084022305901199
126,8004,13,2017,0.4324729058381839,0.227928886,0.20454401983818388
127,8004,14,2017,0.20924639957516628,0.34189333,0.13264693042483372
128,8004,15,2017,0.24783518048494296,0.417869625,0.17003444451505706
129,8004,16,2017,0.324917628192596,0.645798511,0.32088088280740396
130,8004,17,2017,0.4345129493114277,0.6837866579999999,0.24927370868857224
131,8004,18,2017,0.3671239975330158,0.6837866579999999,0.31666266046698416
132,8004,19,2017,0.6876013677057549,0.6837866579999999,0.003814709705754926
133,8004,20,2017,0.5964176568624302,0.4558577720000001,0.1405598848624301
134,8004,21,2017,0.6116856771942898,0.4558577720000001,0.15582790519428968
135,8004,22,2017,0.6449381362137123,0.341893329,0.3030448072137123
136,8004,23,2017,0.21211271243660884,0.417869625,0.20575691256339118
137,8004,24,2017,0.4510065379974171,0.4558577720000001,0.004851234002583027
138,8004,25,2017,0.2619219112631603,0.569822216,0.30790030473683977
139,8004,26,2017,0.46281670289605104,0.645798511,0.18298180810394893
140,8004,27,2017,0.3974055710670276,0.531834068,0.13442849693297237
141,8004,28,2017,0.5806924465534016,0.645798511,0.06510606444659839
142,8004,29,2017,0.6040936137971207,0.645798511,0.04170489720287929
143,8004,30,2017,0.4132073509928508,0.683786659,0.27057930800714924
144,8004,31,2017,0.7044299978253171,0.83573925,0.13130925217468292
145,8004,32,2017,0.5559968713161274,0.8357392490000001,0.27974237768387267
146,8004,33,2017,0.6522736500438973,0.911715545,0.2594418949561027
147,8004,34,2017,0.8216428968545719,1.101656283,0.28001338614542814
148,8004,35,2017,0.6919800031420513,1.025679988,0.3336999848579487
149,8004,36,2017,0.8674996558067127,0.873727397,0.006227741193287284
150,8004,37,2017,1.0168879914519116,0.759762954,0.2571250374519115
151,8004,38,2017,0.7535536389288231,0.417869625,0.3356840139288231
152,8004,39,2017,0.612542605721645,0.379881477,0.23266112872164496
153,8004,40,2017,0.6077228437599465,0.4558577720000001,0.15186507175994635
154,8004,41,2017,0.2058618727561756,0.341893329,0.13603145624382443
155,8004,42,2017,0.3886853221294208,0.341893329,0.046791993129420784
156,8004,43,2017,0.4635331320997997,0.341893329,0.12163980309979966
157,8004,44,2017,0.25217737885683017,0.227928886,0.024248492856830173
158,8004,45,2017,0.3835768613454624,0.227928886,0.15564797534546243
159,8004,46,2017,0.31104898335903125,0.227928886,0.08312009735903125
160,8005,7,2017,1.365146274441175,0.945602091,0.41954418344117506
161,8005,8,2017,1.1624152313408178,0.343855306,0.8185599253408178
162,8005,9,2017,0.5060333858665749,0.171927653,0.33410573286657486
163,8005,10,2017,0.9393001447853372,0.25789148,0.6814086647853372
164,8005,11,2017,-0.010925357467241714,0.25789148,0.2688168374672417
165,8005,12,2017,0.303361321562223,0.25789148,0.045469841562223
166,8005,13,2017,0.4338523547586723,0.4298191320000001,0.004033222758672184
167,8005,14,2017,0.3061717997726722,0.601746785,0.2955749852273278
168,8005,15,2017,0.3332242022690101,0.773674438,0.4404502357309899
169,8005,16,2017,0.5798604737457558,1.461385049,0.8815245752542442
170,8005,17,2017,0.6711965005335137,1.461385049,0.7901885484664863
171,8005,18,2017,0.7712245236572548,1.461385049,0.6901605253427452
172,8005,19,2017,1.6639921318229958,1.375421223,0.28857090882299574
173,8005,20,2017,1.0892479221758171,0.687710612,0.40153731017581706
174,8005,21,2017,1.267766187661581,0.5157829589999999,0.751983228661581
175,8005,22,2017,1.15219230460494,0.5157829589999999,0.6364093456049401
176,8005,23,2017,0.18164719151823955,0.601746785,0.42009959348176046
177,8005,24,2017,0.5557754288849159,0.687710611,0.13193518211508404
178,8005,25,2017,0.5606258462604805,0.8596382640000001,0.2990124177395196
179,8005,26,2017,0.6399650971826836,0.945602091,0.30563699381731646
180,8005,27,2017,0.6744337927040382,0.773674438,0.09924064529596177
181,8005,28,2017,0.8744778584179207,0.687710612,0.18676724641792064
182,8005,29,2017,0.8694608311590477,0.601746785,0.2677140461590477
183,8005,30,2017,0.5879086356100365,0.4298191320000001,0.15808950361003637
184,8005,31,2017,0.6509127269920632,0.8596382640000001,0.20872553700793695
185,8005,32,2017,0.5570816497740074,0.8596382640000001,0.30255661422599267
186,8005,33,2017,0.3667224745687767,1.031565917,0.6648434424312233
187,8005,34,2017,1.1192706178364082,0.945602091,0.1736685268364082
188,8005,35,2017,0.6800645093855187,0.5157829589999999,0.16428155038551873
189,8005,36,2017,1.0518225829538628,0.8596382640000001,0.19218431895386268
190,8005,37,2017,0.7434861164030357,0.5157829589999999,0.22770315740303582
191,8005,38,2017,0.2424790959295555,0.4298191320000001,0.1873400360704446
192,8005,39,2017,1.1108545314010905,0.5157829589999999,0.5950715724010905
193,8005,40,2017,0.19303658115237196,0.08596382699999999,0.10707275415237197
194,8005,41,2017,0.4849042545494362,0.171927653,0.3129766015494362
195,8005,42,2017,0.5846416454252525,0.4298191320000001,0.15482251342525244
196,8005,43,2017,-0.1369690645995812,0.5157829589999999,0.6527520235995812
197,8005,44,2017,0.4181251029905601,0.601746785,0.1836216820094399
198,8005,45,2017,0.6074602107939049,0.5157829589999999,0.09167725179390496
199,8005,46,2017,0.4994263600048347,0.343855306,0.15557105400483467
200,8006,7,2017,0.4374092246827408,0.41352584,0.023883384682740816
201,8006,8,2017,0.4475791815158649,0.35445072,0.0931284615158649
202,8006,9,2017,0.4563825156029983,0.35445072,0.10193179560299831
203,8006,10,2017,0.21260612154870467,0.413525839,0.20091971745129533
204,8006,11,2017,0.35510178911059337,0.472600959,0.11749916988940662
205,8006,12,2017,0.3733143869277759,0.354450719,0.018863667927775885
206,8006,13,2017,0.4431280761447473,0.413525839,0.0296022371447473
207,8006,14,2017,0.4489928826180025,0.35445072,0.09454216261800252
208,8006,15,2017,0.2623897257682605,0.23630048,0.026089245768260466
209,8006,16,2017,0.4657068501648231,0.35445072,0.11125613016482311
210,8006,17,2017,0.2963294486936851,0.2953756,0.0009538486936850887
211,8006,18,2017,0.1683658685025497,0.2953756,0.12700973149745032
212,8006,19,2017,0.4478232811626716,0.354450719,0.09337256216267159
213,8006,20,2017,0.2284983273085876,0.35445072,0.1259523926914124
214,8006,21,2017,0.3131700965997501,0.23630048,0.07686961659975008
215,8006,22,2017,0.39754205825298267,0.17722536,0.22031669825298267
216,8006,23,2017,0.2842074378815217,0.2953756,0.01116816211847832
217,8006,24,2017,0.12662397208183246,0.23630048,0.10967650791816755
218,8006,25,2017,0.1775942582127376,0.2953756,0.1177813417872624
219,8006,26,2017,0.36356950061886745,0.2953756,0.06819390061886743
220,8006,27,2017,0.1393983724948688,0.11815024,0.0212481324948688
221,8006,28,2017,0.3201207506892009,0.05907512,0.2610456306892009
222,8006,29,2017,0.2807588416573329,0.11815024,0.16260860165733287
223,8006,30,2017,0.04614013689129787,0.17722536,0.13108522310870213
224,8006,31,2017,0.12435025046139198,0.2953756,0.17102534953860804
225,8006,32,2017,0.21114605920880275,0.2953756,0.08422954079119727
226,8006,33,2017,0.22867946582405999,0.17722536,0.05145410582405999
227,8006,34,2017,0.3346938609567209,0.11815024,0.21654362095672086
228,8006,35,2017,0.2469604748722835,0.11815024,0.1288102348722835
229,8006,36,2017,0.1334615189072414,0.17722536,0.043763841092758604
230,8006,37,2017,0.11747474106519655,0.17722536,0.05975061893480345
231,8006,38,2017,0.15488904225199654,0.17722536,0.02233631774800346
232,8006,39,2017,0.17935153352587654,0.11815024,0.06120129352587654
233,8006,40,2017,0.1342907871541305,0.11815024,0.016140547154130505
234,8006,41,2017,0.18409975501268344,0.11815024,0.06594951501268344
235,8006,42,2017,0.09152462961643176,0.17722536,0.08570073038356824
236,8006,43,2017,0.13696447829275565,0.17722536,0.040260881707244345
237,8006,44,2017,0.14805950852601962,0.17722536,0.029165851473980375
238,8006,45,2017,0.23037091525762515,0.23630048,0.005929564742374854
239,8006,46,2017,0.15340526843934493,0.17722536,0.023820091560655066
240,8007,7,2017,0.18378561990826564,0.115814465,0.06797115490826564
241,8007,8,2017,0.13675615819662051,0.173721698,0.036965539803379494
