addrcode
100101
100102
100103
100104
100105
100106
100107
100108
100109
100110
100111
100112
100201
100202
100203
100204
100206
100301
100302
100303
100304
100305
100306
100307
100308
100401
100402
100403
100404
100405
100502
100508
100601
100608
100701
100702
100703
100704
100801
100802
100803
100804
100805
100905
101001
101002
101101
101102
101103
101104
101105
101106
101203
101204
101301
101302
101303
101401
101501
101502
101503
101504
101505
101506
101507
101601
101602
101701
101702
101704
101801
101802
101803
101804
101901
101902
101903
101904
101905
101907
102004
102005
102006
102007
102009
102105
102107
102201
102202
102206
102207
102208
102209
102210
102302
102303
102401
102402
102501
102502
102503
102504
102601
102701
102704
102705
102801
102802
102803
102901
102902
103001
103002
103003
103004
103005
103101
103102
103103
103201
103202
103203
103301
103302
103303
103401
103501
103502
103503
103504
103602
103604
103605
103701
103702
103703
103704
103801
103802
103901
103902
103903
104001
104002
104003
104004
104101
104102
104201
104202
104203
104301
104302
104401
104501
104502
104503
104504
104601
104602
104603
104604
104605
104701
104801
104802
104901
104902
105001
