addrcode
801304
800603
801904
800905
800909
801701
801903
800611
801204
801101
801302
802003
801215
801206
801207
801217
802001
800305
801105
801212
801003
800302
801208
800911
801107
801213
800912
801218
802301
801301
800906
801216
801001
801303
802304
801203
801104
801214
800407
800112
800304
800106
800405
800115
801801
800303
801106
801103
800122
802202
801210
801002
802004
802201
801102
800301
800101
800119
800416
800113
801202
810602
810601
800807
800204
800501
800120
810301
810603
800201
800205
800403
801209
800116
801803
800410
800406
800505
800504
800121
801802
800203
800404
800202
800806
802101
802103
800803
800503
800502
800801
802104
801403
801408
802102
801404
800802
801407
800811
801405
800813
800804
800409
801604
800704
801605
801602
801704
801702
801902
801703
801603
800910
801905
800701
800908
801503
801501
801502
801406
801409
801402
801610
800710
800702
800705
801609
800708
800707
800711
810304
810405
810803
810403
810302
810305
810303
810404
810106
810801
810115
810406
810805
810701
810702
810703
810117
810704
810402
810401
810806
810116
810118
810804
810807
810204
810203
810201
810111
810506
810508
810509
810501
810202
810502
810505
810504
810105
810407
810103
810206
810808
810507
810503
810205
810604
802303
800904
800607
801611
801608
800606
800913
800601
800903
801305
801306
800902
800605
800612
801906
800613
801606
800706
800907
801601
801201
810102
