,addrcode,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall,total,Age < 7,Age 7 - 9,Age 10 - 14,Age 15 - 24,Age 25 - 34,Age 35 - 44,Age 45 - 60,Age > 60,Total,Age < 7_bin,Age < 7_bowl,Age < 7_bucket,Age < 7_misc_short,Age < 7_jar,Age < 7_pottedplant,Age < 7_tire,Age < 7_misc_tall,Age < 7_total,Age 7 - 9_bin,Age 7 - 9_bowl,Age 7 - 9_bucket,Age 7 - 9_misc_short,Age 7 - 9_jar,Age 7 - 9_pottedplant,Age 7 - 9_tire,Age 7 - 9_misc_tall,Age 7 - 9_total,Age 10 - 14_bin,Age 10 - 14_bowl,Age 10 - 14_bucket,Age 10 - 14_misc_short,Age 10 - 14_jar,Age 10 - 14_pottedplant,Age 10 - 14_tire,Age 10 - 14_misc_tall,Age 10 - 14_total,Age 15 - 24_bin,Age 15 - 24_bowl,Age 15 - 24_bucket,Age 15 - 24_misc_short,Age 15 - 24_jar,Age 15 - 24_pottedplant,Age 15 - 24_tire,Age 15 - 24_misc_tall,Age 15 - 24_total,Age 25 - 34_bin,Age 25 - 34_bowl,Age 25 - 34_bucket,Age 25 - 34_misc_short,Age 25 - 34_jar,Age 25 - 34_pottedplant,Age 25 - 34_tire,Age 25 - 34_misc_tall,Age 25 - 34_total,Age 35 - 44_bin,Age 35 - 44_bowl,Age 35 - 44_bucket,Age 35 - 44_misc_short,Age 35 - 44_jar,Age 35 - 44_pottedplant,Age 35 - 44_tire,Age 35 - 44_misc_tall,Age 35 - 44_total,Age 45 - 60_bin,Age 45 - 60_bowl,Age 45 - 60_bucket,Age 45 - 60_misc_short,Age 45 - 60_jar,Age 45 - 60_pottedplant,Age 45 - 60_tire,Age 45 - 60_misc_tall,Age 45 - 60_total,Age > 60_bin,Age > 60_bowl,Age > 60_bucket,Age > 60_misc_short,Age > 60_jar,Age > 60_pottedplant,Age > 60_tire,Age > 60_misc_tall,Age > 60_total,Total_bin,Total_bowl,Total_bucket,Total_misc_short,Total_jar,Total_pottedplant,Total_tire,Total_misc_tall,Total_total
20,810407,34,3,351,2,8,129,62,0,589,589,271,426,964,1126,1120,1169,619,6284,0.577,0.051,5.959,0.034,0.136,2.19,1.053,0.0,10.0,1.255,0.111,12.952,0.074,0.295,4.76,2.288,0.0,21.734,0.798,0.07,8.239,0.047,0.188,3.028,1.455,0.0,13.826,0.353,0.031,3.641,0.021,0.083,1.338,0.643,0.0,6.11,0.302,0.027,3.117,0.018,0.071,1.146,0.551,0.0,5.231,0.304,0.027,3.134,0.018,0.071,1.152,0.554,0.0,5.259,0.291,0.026,3.003,0.017,0.068,1.104,0.53,0.0,5.038,0.549,0.048,5.67,0.032,0.129,2.084,1.002,0.0,9.515,0.054,0.005,0.559,0.003,0.013,0.205,0.099,0.0,0.937
21,810406,48,3,412,3,17,134,55,2,674,1057,483,758,1643,1857,1656,2088,1075,10617,0.454,0.028,3.898,0.028,0.161,1.268,0.52,0.019,6.377,0.994,0.062,8.53,0.062,0.352,2.774,1.139,0.041,13.954,0.633,0.04,5.435,0.04,0.224,1.768,0.726,0.026,8.892,0.292,0.018,2.508,0.018,0.103,0.816,0.335,0.012,4.102,0.258,0.016,2.219,0.016,0.092,0.722,0.296,0.011,3.63,0.29,0.018,2.488,0.018,0.103,0.809,0.332,0.012,4.07,0.23,0.014,1.973,0.014,0.081,0.642,0.263,0.01,3.228,0.447,0.028,3.833,0.028,0.158,1.247,0.512,0.019,6.27,0.045,0.003,0.388,0.003,0.016,0.126,0.052,0.002,0.635
22,810805,16,1,640,1,3,169,56,0,886,651,284,410,863,1047,1058,1234,888,6435,0.246,0.015,9.831,0.015,0.046,2.596,0.86,0.0,13.61,0.563,0.035,22.535,0.035,0.106,5.951,1.972,0.0,31.197,0.39,0.024,15.61,0.024,0.073,4.122,1.366,0.0,21.61,0.185,0.012,7.416,0.012,0.035,1.958,0.649,0.0,10.267,0.153,0.01,6.113,0.01,0.029,1.614,0.535,0.0,8.462,0.151,0.009,6.049,0.009,0.028,1.597,0.529,0.0,8.374,0.13,0.008,5.186,0.008,0.024,1.37,0.454,0.0,7.18,0.18,0.011,7.207,0.011,0.034,1.903,0.631,0.0,9.977,0.025,0.002,0.995,0.002,0.005,0.263,0.087,0.0,1.377
23,810702,16,1,51,0,8,104,21,1,202,656,312,476,875,1020,1041,1027,654,6061,0.244,0.015,0.777,0.0,0.122,1.585,0.32,0.015,3.079,0.513,0.032,1.635,0.0,0.256,3.333,0.673,0.032,6.474,0.336,0.021,1.071,0.0,0.168,2.185,0.441,0.021,4.244,0.183,0.011,0.583,0.0,0.091,1.189,0.24,0.011,2.309,0.157,0.01,0.5,0.0,0.078,1.02,0.206,0.01,1.98,0.154,0.01,0.49,0.0,0.077,0.999,0.202,0.01,1.94,0.156,0.01,0.497,0.0,0.078,1.013,0.204,0.01,1.967,0.245,0.015,0.78,0.0,0.122,1.59,0.321,0.015,3.089,0.026,0.002,0.084,0.0,0.013,0.172,0.035,0.002,0.333
24,810701,91,2,329,2,15,182,55,1,677,1136,425,641,1273,1626,1462,1809,782,9154,0.801,0.018,2.896,0.018,0.132,1.602,0.484,0.009,5.96,2.141,0.047,7.741,0.047,0.353,4.282,1.294,0.024,15.929,1.42,0.031,5.133,0.031,0.234,2.839,0.858,0.016,10.562,0.715,0.016,2.584,0.016,0.118,1.43,0.432,0.008,5.318,0.56,0.012,2.023,0.012,0.092,1.119,0.338,0.006,4.164,0.622,0.014,2.25,0.014,0.103,1.245,0.376,0.007,4.631,0.503,0.011,1.819,0.011,0.083,1.006,0.304,0.006,3.742,1.164,0.026,4.207,0.026,0.192,2.327,0.703,0.013,8.657,0.099,0.002,0.359,0.002,0.016,0.199,0.06,0.001,0.74
25,810117,13,2,114,5,17,154,33,0,338,1045,459,840,1654,1716,1648,1882,927,10171,0.124,0.019,1.091,0.048,0.163,1.474,0.316,0.0,3.234,0.283,0.044,2.484,0.109,0.37,3.355,0.719,0.0,7.364,0.155,0.024,1.357,0.06,0.202,1.833,0.393,0.0,4.024,0.079,0.012,0.689,0.03,0.103,0.931,0.2,0.0,2.044,0.076,0.012,0.664,0.029,0.099,0.897,0.192,0.0,1.97,0.079,0.012,0.692,0.03,0.103,0.934,0.2,0.0,2.051,0.069,0.011,0.606,0.027,0.09,0.818,0.175,0.0,1.796,0.14,0.022,1.23,0.054,0.183,1.661,0.356,0.0,3.646,0.013,0.002,0.112,0.005,0.017,0.151,0.032,0.0,0.332
26,810703,68,1,268,3,12,124,46,0,522,581,253,335,762,875,802,899,450,4957,1.17,0.017,4.613,0.052,0.207,2.134,0.792,0.0,8.985,2.688,0.04,10.593,0.119,0.474,4.901,1.818,0.0,20.632,2.03,0.03,8.0,0.09,0.358,3.701,1.373,0.0,15.582,0.892,0.013,3.517,0.039,0.157,1.627,0.604,0.0,6.85,0.777,0.011,3.063,0.034,0.137,1.417,0.526,0.0,5.966,0.848,0.012,3.342,0.037,0.15,1.546,0.574,0.0,6.509,0.756,0.011,2.981,0.033,0.133,1.379,0.512,0.0,5.806,1.511,0.022,5.956,0.067,0.267,2.756,1.022,0.0,11.6,0.137,0.002,0.541,0.006,0.024,0.25,0.093,0.0,1.053
27,810801,134,11,825,25,31,443,130,2,1601,1634,699,1118,2105,2094,2320,2897,1515,14382,0.82,0.067,5.049,0.153,0.19,2.711,0.796,0.012,9.798,1.917,0.157,11.803,0.358,0.443,6.338,1.86,0.029,22.904,1.199,0.098,7.379,0.224,0.277,3.962,1.163,0.018,14.32,0.637,0.052,3.919,0.119,0.147,2.105,0.618,0.01,7.606,0.64,0.053,3.94,0.119,0.148,2.116,0.621,0.01,7.646,0.578,0.047,3.556,0.108,0.134,1.909,0.56,0.009,6.901,0.463,0.038,2.848,0.086,0.107,1.529,0.449,0.007,5.526,0.884,0.073,5.446,0.165,0.205,2.924,0.858,0.013,10.568,0.093,0.008,0.574,0.017,0.022,0.308,0.09,0.001,1.113
28,810115,16,1,171,2,10,97,41,1,339,1601,695,1171,2262,2124,2187,2624,1039,13703,0.1,0.006,1.068,0.012,0.062,0.606,0.256,0.006,2.117,0.23,0.014,2.46,0.029,0.144,1.396,0.59,0.014,4.878,0.137,0.009,1.46,0.017,0.085,0.828,0.35,0.009,2.895,0.071,0.004,0.756,0.009,0.044,0.429,0.181,0.004,1.499,0.075,0.005,0.805,0.009,0.047,0.457,0.193,0.005,1.596,0.073,0.005,0.782,0.009,0.046,0.444,0.187,0.005,1.55,0.061,0.004,0.652,0.008,0.038,0.37,0.156,0.004,1.292,0.154,0.01,1.646,0.019,0.096,0.934,0.395,0.01,3.263,0.012,0.001,0.125,0.001,0.007,0.071,0.03,0.001,0.247
29,810116,7,1,81,3,6,100,23,2,223,1758,802,981,1635,2228,2270,2271,877,12822,0.04,0.006,0.461,0.017,0.034,0.569,0.131,0.011,1.268,0.087,0.012,1.01,0.037,0.075,1.247,0.287,0.025,2.781,0.071,0.01,0.826,0.031,0.061,1.019,0.234,0.02,2.273,0.043,0.006,0.495,0.018,0.037,0.612,0.141,0.012,1.364,0.031,0.004,0.364,0.013,0.027,0.449,0.103,0.009,1.001,0.031,0.004,0.357,0.013,0.026,0.441,0.101,0.009,0.982,0.031,0.004,0.357,0.013,0.026,0.44,0.101,0.009,0.982,0.08,0.011,0.924,0.034,0.068,1.14,0.262,0.023,2.543,0.005,0.001,0.063,0.002,0.005,0.078,0.018,0.002,0.174
30,810118,0,1,16,0,2,16,5,0,40,707,307,478,903,965,775,859,485,5479,0.0,0.014,0.226,0.0,0.028,0.226,0.071,0.0,0.566,0.0,0.033,0.521,0.0,0.065,0.521,0.163,0.0,1.303,0.0,0.021,0.335,0.0,0.042,0.335,0.105,0.0,0.837,0.0,0.011,0.177,0.0,0.022,0.177,0.055,0.0,0.443,0.0,0.01,0.166,0.0,0.021,0.166,0.052,0.0,0.415,0.0,0.013,0.206,0.0,0.026,0.206,0.065,0.0,0.516,0.0,0.012,0.186,0.0,0.023,0.186,0.058,0.0,0.466,0.0,0.021,0.33,0.0,0.041,0.33,0.103,0.0,0.825,0.0,0.002,0.029,0.0,0.004,0.029,0.009,0.0,0.073
31,810807,41,3,891,7,5,230,83,0,1260,691,360,563,1059,1191,1223,1697,1026,7810,0.593,0.043,12.894,0.101,0.072,3.329,1.201,0.0,18.234,1.139,0.083,24.75,0.194,0.139,6.389,2.306,0.0,35.0,0.728,0.053,15.826,0.124,0.089,4.085,1.474,0.0,22.38,0.387,0.028,8.414,0.066,0.047,2.172,0.784,0.0,11.898,0.344,0.025,7.481,0.059,0.042,1.931,0.697,0.0,10.579,0.335,0.025,7.285,0.057,0.041,1.881,0.679,0.0,10.303,0.242,0.018,5.25,0.041,0.029,1.355,0.489,0.0,7.425,0.4,0.029,8.684,0.068,0.049,2.242,0.809,0.0,12.281,0.052,0.004,1.141,0.009,0.006,0.294,0.106,0.0,1.613
32,810804,77,8,536,6,16,223,53,0,919,695,296,499,892,975,810,967,630,5764,1.108,0.115,7.712,0.086,0.23,3.209,0.763,0.0,13.223,2.601,0.27,18.108,0.203,0.541,7.534,1.791,0.0,31.047,1.543,0.16,10.741,0.12,0.321,4.469,1.062,0.0,18.417,0.863,0.09,6.009,0.067,0.179,2.5,0.594,0.0,10.303,0.79,0.082,5.497,0.062,0.164,2.287,0.544,0.0,9.426,0.951,0.099,6.617,0.074,0.198,2.753,0.654,0.0,11.346,0.796,0.083,5.543,0.062,0.165,2.306,0.548,0.0,9.504,1.222,0.127,8.508,0.095,0.254,3.54,0.841,0.0,14.587,0.134,0.014,0.93,0.01,0.028,0.387,0.092,0.0,1.594
33,810704,25,9,473,7,32,342,76,2,966,427,184,270,585,685,606,787,337,3881,0.585,0.211,11.077,0.164,0.749,8.009,1.78,0.047,22.623,1.359,0.489,25.707,0.38,1.739,18.587,4.13,0.109,52.5,0.926,0.333,17.519,0.259,1.185,12.667,2.815,0.074,35.778,0.427,0.154,8.085,0.12,0.547,5.846,1.299,0.034,16.513,0.365,0.131,6.905,0.102,0.467,4.993,1.109,0.029,14.102,0.413,0.149,7.805,0.116,0.528,5.644,1.254,0.033,15.941,0.318,0.114,6.01,0.089,0.407,4.346,0.966,0.025,12.274,0.742,0.267,14.036,0.208,0.95,10.148,2.255,0.059,28.665,0.064,0.023,1.219,0.018,0.082,0.881,0.196,0.005,2.489
34,810803,72,4,599,8,20,179,51,1,934,1062,492,761,1419,1554,1401,1637,942,9268,0.678,0.038,5.64,0.075,0.188,1.685,0.48,0.009,8.795,1.463,0.081,12.175,0.163,0.407,3.638,1.037,0.02,18.984,0.946,0.053,7.871,0.105,0.263,2.352,0.67,0.013,12.273,0.507,0.028,4.221,0.056,0.141,1.261,0.359,0.007,6.582,0.463,0.026,3.855,0.051,0.129,1.152,0.328,0.006,6.01,0.514,0.029,4.276,0.057,0.143,1.278,0.364,0.007,6.667,0.44,0.024,3.659,0.049,0.122,1.093,0.312,0.006,5.706,0.764,0.042,6.359,0.085,0.212,1.9,0.541,0.011,9.915,0.078,0.004,0.646,0.009,0.022,0.193,0.055,0.001,1.008
35,810402,6,0,131,3,25,112,49,1,327,750,308,467,995,1144,1098,1178,537,6477,0.08,0.0,1.747,0.04,0.333,1.493,0.653,0.013,4.36,0.195,0.0,4.253,0.097,0.812,3.636,1.591,0.032,10.617,0.128,0.0,2.805,0.064,0.535,2.398,1.049,0.021,7.002,0.06,0.0,1.317,0.03,0.251,1.126,0.492,0.01,3.286,0.052,0.0,1.145,0.026,0.219,0.979,0.428,0.009,2.858,0.055,0.0,1.193,0.027,0.228,1.02,0.446,0.009,2.978,0.051,0.0,1.112,0.025,0.212,0.951,0.416,0.008,2.776,0.112,0.0,2.439,0.056,0.466,2.086,0.912,0.019,6.089,0.009,0.0,0.202,0.005,0.039,0.173,0.076,0.002,0.505
36,810806,9,1,157,4,7,72,10,0,260,631,316,441,885,1024,942,1063,706,6008,0.143,0.016,2.488,0.063,0.111,1.141,0.158,0.0,4.12,0.285,0.032,4.968,0.127,0.222,2.278,0.316,0.0,8.228,0.204,0.023,3.56,0.091,0.159,1.633,0.227,0.0,5.896,0.102,0.011,1.774,0.045,0.079,0.814,0.113,0.0,2.938,0.088,0.01,1.533,0.039,0.068,0.703,0.098,0.0,2.539,0.096,0.011,1.667,0.042,0.074,0.764,0.106,0.0,2.76,0.085,0.009,1.477,0.038,0.066,0.677,0.094,0.0,2.446,0.127,0.014,2.224,0.057,0.099,1.02,0.142,0.0,3.683,0.015,0.002,0.261,0.007,0.012,0.12,0.017,0.0,0.433
37,810401,25,7,758,9,21,259,110,0,1189,1464,737,1061,2097,2020,1796,2368,1199,12742,0.171,0.048,5.178,0.061,0.143,1.769,0.751,0.0,8.122,0.339,0.095,10.285,0.122,0.285,3.514,1.493,0.0,16.133,0.236,0.066,7.144,0.085,0.198,2.441,1.037,0.0,11.206,0.119,0.033,3.615,0.043,0.1,1.235,0.525,0.0,5.67,0.124,0.035,3.752,0.045,0.104,1.282,0.545,0.0,5.886,0.139,0.039,4.22,0.05,0.117,1.442,0.612,0.0,6.62,0.106,0.03,3.201,0.038,0.089,1.094,0.465,0.0,5.021,0.209,0.058,6.322,0.075,0.175,2.16,0.917,0.0,9.917,0.02,0.005,0.595,0.007,0.016,0.203,0.086,0.0,0.933
38,810405,16,4,291,4,24,209,118,1,667,1065,518,790,1476,1607,1490,1764,930,9640,0.15,0.038,2.732,0.038,0.225,1.962,1.108,0.009,6.263,0.309,0.077,5.618,0.077,0.463,4.035,2.278,0.019,12.876,0.203,0.051,3.684,0.051,0.304,2.646,1.494,0.013,8.443,0.108,0.027,1.972,0.027,0.163,1.416,0.799,0.007,4.519,0.1,0.025,1.811,0.025,0.149,1.301,0.734,0.006,4.151,0.107,0.027,1.953,0.027,0.161,1.403,0.792,0.007,4.477,0.091,0.023,1.65,0.023,0.136,1.185,0.669,0.006,3.781,0.172,0.043,3.129,0.043,0.258,2.247,1.269,0.011,7.172,0.017,0.004,0.302,0.004,0.025,0.217,0.122,0.001,0.692
39,810403,91,6,287,6,31,264,96,1,782,2137,1008,1656,3131,3321,3016,3669,1895,19833,0.426,0.028,1.343,0.028,0.145,1.235,0.449,0.005,3.659,0.903,0.06,2.847,0.06,0.308,2.619,0.952,0.01,7.758,0.55,0.036,1.733,0.036,0.187,1.594,0.58,0.006,4.722,0.291,0.019,0.917,0.019,0.099,0.843,0.307,0.003,2.498,0.274,0.018,0.864,0.018,0.093,0.795,0.289,0.003,2.355,0.302,0.02,0.952,0.02,0.103,0.875,0.318,0.003,2.593,0.248,0.016,0.782,0.016,0.084,0.72,0.262,0.003,2.131,0.48,0.032,1.515,0.032,0.164,1.393,0.507,0.005,4.127,0.046,0.003,0.145,0.003,0.016,0.133,0.048,0.001,0.394
40,810304,15,1,426,7,10,98,25,1,583,656,330,515,943,1117,916,1022,592,6091,0.229,0.015,6.494,0.107,0.152,1.494,0.381,0.015,8.887,0.455,0.03,12.909,0.212,0.303,2.97,0.758,0.03,17.667,0.291,0.019,8.272,0.136,0.194,1.903,0.485,0.019,11.32,0.159,0.011,4.517,0.074,0.106,1.039,0.265,0.011,6.182,0.134,0.009,3.814,0.063,0.09,0.877,0.224,0.009,5.219,0.164,0.011,4.651,0.076,0.109,1.07,0.273,0.011,6.365,0.147,0.01,4.168,0.068,0.098,0.959,0.245,0.01,5.705,0.253,0.017,7.196,0.118,0.169,1.655,0.422,0.017,9.848,0.025,0.002,0.699,0.011,0.016,0.161,0.041,0.002,0.957
41,810303,17,1,228,4,8,95,41,1,395,918,427,654,1229,1485,1274,1465,833,8285,0.185,0.011,2.484,0.044,0.087,1.035,0.447,0.011,4.303,0.398,0.023,5.34,0.094,0.187,2.225,0.96,0.023,9.251,0.26,0.015,3.486,0.061,0.122,1.453,0.627,0.015,6.04,0.138,0.008,1.855,0.033,0.065,0.773,0.334,0.008,3.214,0.114,0.007,1.535,0.027,0.054,0.64,0.276,0.007,2.66,0.133,0.008,1.79,0.031,0.063,0.746,0.322,0.008,3.1,0.116,0.007,1.556,0.027,0.055,0.648,0.28,0.007,2.696,0.204,0.012,2.737,0.048,0.096,1.14,0.492,0.012,4.742,0.021,0.001,0.275,0.005,0.01,0.115,0.049,0.001,0.477
42,810404,92,3,643,17,9,268,77,2,1111,1192,541,887,1797,1827,1532,1992,986,10754,0.772,0.025,5.394,0.143,0.076,2.248,0.646,0.017,9.32,1.701,0.055,11.885,0.314,0.166,4.954,1.423,0.037,20.536,1.037,0.034,7.249,0.192,0.101,3.021,0.868,0.023,12.525,0.512,0.017,3.578,0.095,0.05,1.491,0.428,0.011,6.183,0.504,0.016,3.519,0.093,0.049,1.467,0.421,0.011,6.081,0.601,0.02,4.197,0.111,0.059,1.749,0.503,0.013,7.252,0.462,0.015,3.228,0.085,0.045,1.345,0.387,0.01,5.577,0.933,0.03,6.521,0.172,0.091,2.718,0.781,0.02,11.268,0.086,0.003,0.598,0.016,0.008,0.249,0.072,0.002,1.033
43,810305,15,7,251,10,7,172,31,0,493,845,397,521,864,1153,1187,1039,448,6454,0.178,0.083,2.97,0.118,0.083,2.036,0.367,0.0,5.834,0.378,0.176,6.322,0.252,0.176,4.332,0.781,0.0,12.418,0.288,0.134,4.818,0.192,0.134,3.301,0.595,0.0,9.463,0.174,0.081,2.905,0.116,0.081,1.991,0.359,0.0,5.706,0.13,0.061,2.177,0.087,0.061,1.492,0.269,0.0,4.276,0.126,0.059,2.115,0.084,0.059,1.449,0.261,0.0,4.153,0.144,0.067,2.416,0.096,0.067,1.655,0.298,0.0,4.745,0.335,0.156,5.603,0.223,0.156,3.839,0.692,0.0,11.004,0.023,0.011,0.389,0.015,0.011,0.267,0.048,0.0,0.764
44,810603,10,2,347,6,12,151,50,1,579,736,346,582,1120,1157,1215,1573,884,7613,0.136,0.027,4.715,0.082,0.163,2.052,0.679,0.014,7.867,0.289,0.058,10.029,0.173,0.347,4.364,1.445,0.029,16.734,0.172,0.034,5.962,0.103,0.206,2.595,0.859,0.017,9.948,0.089,0.018,3.098,0.054,0.107,1.348,0.446,0.009,5.17,0.086,0.017,2.999,0.052,0.104,1.305,0.432,0.009,5.004,0.082,0.016,2.856,0.049,0.099,1.243,0.412,0.008,4.765,0.064,0.013,2.206,0.038,0.076,0.96,0.318,0.006,3.681,0.113,0.023,3.925,0.068,0.136,1.708,0.566,0.011,6.55,0.013,0.003,0.456,0.008,0.016,0.198,0.066,0.001,0.761
45,810601,102,5,605,8,44,378,73,4,1219,1856,821,1345,2727,3115,3012,3695,1916,18487,0.55,0.027,3.26,0.043,0.237,2.037,0.393,0.022,6.568,1.242,0.061,7.369,0.097,0.536,4.604,0.889,0.049,14.848,0.758,0.037,4.498,0.059,0.327,2.81,0.543,0.03,9.063,0.374,0.018,2.219,0.029,0.161,1.386,0.268,0.015,4.47,0.327,0.016,1.942,0.026,0.141,1.213,0.234,0.013,3.913,0.339,0.017,2.009,0.027,0.146,1.255,0.242,0.013,4.047,0.276,0.014,1.637,0.022,0.119,1.023,0.198,0.011,3.299,0.532,0.026,3.158,0.042,0.23,1.973,0.381,0.021,6.362,0.055,0.003,0.327,0.004,0.024,0.204,0.039,0.002,0.659
46,810602,38,2,270,1,35,139,24,0,509,604,270,391,938,1183,976,1340,738,6440,0.629,0.033,4.47,0.017,0.579,2.301,0.397,0.0,8.427,1.407,0.074,10.0,0.037,1.296,5.148,0.889,0.0,18.852,0.972,0.051,6.905,0.026,0.895,3.555,0.614,0.0,13.018,0.405,0.021,2.878,0.011,0.373,1.482,0.256,0.0,5.426,0.321,0.017,2.282,0.008,0.296,1.175,0.203,0.0,4.303,0.389,0.02,2.766,0.01,0.359,1.424,0.246,0.0,5.215,0.284,0.015,2.015,0.007,0.261,1.037,0.179,0.0,3.799,0.515,0.027,3.659,0.014,0.474,1.883,0.325,0.0,6.897,0.059,0.003,0.419,0.002,0.054,0.216,0.037,0.0,0.79
