,addrcode,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall,total,Age < 7,Age 7 - 9,Age 10 - 14,Age 15 - 24,Age 25 - 34,Age 35 - 44,Age 45 - 60,Age > 60,Total,Age < 7_bin,Age < 7_bowl,Age < 7_bucket,Age < 7_misc_short,Age < 7_jar,Age < 7_pottedplant,Age < 7_tire,Age < 7_misc_tall,Age < 7_total,Age 7 - 9_bin,Age 7 - 9_bowl,Age 7 - 9_bucket,Age 7 - 9_misc_short,Age 7 - 9_jar,Age 7 - 9_pottedplant,Age 7 - 9_tire,Age 7 - 9_misc_tall,Age 7 - 9_total,Age 10 - 14_bin,Age 10 - 14_bowl,Age 10 - 14_bucket,Age 10 - 14_misc_short,Age 10 - 14_jar,Age 10 - 14_pottedplant,Age 10 - 14_tire,Age 10 - 14_misc_tall,Age 10 - 14_total,Age 15 - 24_bin,Age 15 - 24_bowl,Age 15 - 24_bucket,Age 15 - 24_misc_short,Age 15 - 24_jar,Age 15 - 24_pottedplant,Age 15 - 24_tire,Age 15 - 24_misc_tall,Age 15 - 24_total,Age 25 - 34_bin,Age 25 - 34_bowl,Age 25 - 34_bucket,Age 25 - 34_misc_short,Age 25 - 34_jar,Age 25 - 34_pottedplant,Age 25 - 34_tire,Age 25 - 34_misc_tall,Age 25 - 34_total,Age 35 - 44_bin,Age 35 - 44_bowl,Age 35 - 44_bucket,Age 35 - 44_misc_short,Age 35 - 44_jar,Age 35 - 44_pottedplant,Age 35 - 44_tire,Age 35 - 44_misc_tall,Age 35 - 44_total,Age 45 - 60_bin,Age 45 - 60_bowl,Age 45 - 60_bucket,Age 45 - 60_misc_short,Age 45 - 60_jar,Age 45 - 60_pottedplant,Age 45 - 60_tire,Age 45 - 60_misc_tall,Age 45 - 60_total,Age > 60_bin,Age > 60_bowl,Age > 60_bucket,Age > 60_misc_short,Age > 60_jar,Age > 60_pottedplant,Age > 60_tire,Age > 60_misc_tall,Age > 60_total,Total_bin,Total_bowl,Total_bucket,Total_misc_short,Total_jar,Total_pottedplant,Total_tire,Total_misc_tall,Total_total
20,100502,703,86,2273,38,137,3920,380,13,7550,5416,2404,4460,13105,13542,15481,24196,14404,93008,1.298,0.159,4.197,0.07,0.253,7.238,0.702,0.024,13.94,2.924,0.358,9.455,0.158,0.57,16.306,1.581,0.054,31.406,1.576,0.193,5.096,0.085,0.307,8.789,0.852,0.029,16.928,0.536,0.066,1.734,0.029,0.105,2.991,0.29,0.01,5.761,0.519,0.064,1.678,0.028,0.101,2.895,0.281,0.01,5.575,0.454,0.056,1.468,0.025,0.088,2.532,0.245,0.008,4.877,0.291,0.036,0.939,0.016,0.057,1.62,0.157,0.005,3.12,0.488,0.06,1.578,0.026,0.095,2.721,0.264,0.009,5.242,0.076,0.009,0.244,0.004,0.015,0.421,0.041,0.001,0.812
21,100306,97,7,230,3,21,373,35,2,768,1753,833,1278,2689,2316,2985,3933,1606,17393,0.553,0.04,1.312,0.017,0.12,2.128,0.2,0.011,4.381,1.164,0.084,2.761,0.036,0.252,4.478,0.42,0.024,9.22,0.759,0.055,1.8,0.023,0.164,2.919,0.274,0.016,6.009,0.361,0.026,0.855,0.011,0.078,1.387,0.13,0.007,2.856,0.419,0.03,0.993,0.013,0.091,1.611,0.151,0.009,3.316,0.325,0.023,0.771,0.01,0.07,1.25,0.117,0.007,2.573,0.247,0.018,0.585,0.008,0.053,0.948,0.089,0.005,1.953,0.604,0.044,1.432,0.019,0.131,2.323,0.218,0.012,4.782,0.056,0.004,0.132,0.002,0.012,0.214,0.02,0.001,0.442
22,104102,182,18,739,33,60,1196,170,6,2404,1783,817,1467,3493,3807,4769,7001,4658,27795,1.021,0.101,4.145,0.185,0.337,6.708,0.953,0.034,13.483,2.228,0.22,9.045,0.404,0.734,14.639,2.081,0.073,29.425,1.241,0.123,5.037,0.225,0.409,8.153,1.159,0.041,16.387,0.521,0.052,2.116,0.094,0.172,3.424,0.487,0.017,6.882,0.478,0.047,1.941,0.087,0.158,3.142,0.447,0.016,6.315,0.382,0.038,1.55,0.069,0.126,2.508,0.356,0.013,5.041,0.26,0.026,1.056,0.047,0.086,1.708,0.243,0.009,3.434,0.391,0.039,1.587,0.071,0.129,2.568,0.365,0.013,5.161,0.065,0.006,0.266,0.012,0.022,0.43,0.061,0.002,0.865
23,100111,14,7,38,3,1,122,10,0,195,172,107,192,763,611,671,1104,980,4600,0.814,0.407,2.209,0.174,0.058,7.093,0.581,0.0,11.337,1.308,0.654,3.551,0.28,0.093,11.402,0.935,0.0,18.224,0.729,0.365,1.979,0.156,0.052,6.354,0.521,0.0,10.156,0.183,0.092,0.498,0.039,0.013,1.599,0.131,0.0,2.556,0.229,0.115,0.622,0.049,0.016,1.997,0.164,0.0,3.191,0.209,0.104,0.566,0.045,0.015,1.818,0.149,0.0,2.906,0.127,0.063,0.344,0.027,0.009,1.105,0.091,0.0,1.766,0.143,0.071,0.388,0.031,0.01,1.245,0.102,0.0,1.99,0.03,0.015,0.083,0.007,0.002,0.265,0.022,0.0,0.424
24,100107,19,11,51,11,4,215,10,5,326,185,129,381,627,572,681,1194,1116,4885,1.027,0.595,2.757,0.595,0.216,11.622,0.541,0.27,17.622,1.473,0.853,3.953,0.853,0.31,16.667,0.775,0.388,25.271,0.499,0.289,1.339,0.289,0.105,5.643,0.262,0.131,8.556,0.303,0.175,0.813,0.175,0.064,3.429,0.159,0.08,5.199,0.332,0.192,0.892,0.192,0.07,3.759,0.175,0.087,5.699,0.279,0.162,0.749,0.162,0.059,3.157,0.147,0.073,4.787,0.159,0.092,0.427,0.092,0.034,1.801,0.084,0.042,2.73,0.17,0.099,0.457,0.099,0.036,1.927,0.09,0.045,2.921,0.039,0.023,0.104,0.023,0.008,0.44,0.02,0.01,0.667
25,101904,51,9,190,4,15,379,56,1,705,834,409,727,1772,1929,1954,3572,2618,13815,0.612,0.108,2.278,0.048,0.18,4.544,0.671,0.012,8.453,1.247,0.22,4.645,0.098,0.367,9.267,1.369,0.024,17.237,0.702,0.124,2.613,0.055,0.206,5.213,0.77,0.014,9.697,0.288,0.051,1.072,0.023,0.085,2.139,0.316,0.006,3.979,0.264,0.047,0.985,0.021,0.078,1.965,0.29,0.005,3.655,0.261,0.046,0.972,0.02,0.077,1.94,0.287,0.005,3.608,0.143,0.025,0.532,0.011,0.042,1.061,0.157,0.003,1.974,0.195,0.034,0.726,0.015,0.057,1.448,0.214,0.004,2.693,0.037,0.007,0.138,0.003,0.011,0.274,0.041,0.001,0.51
26,101907,24,5,87,0,12,101,34,0,263,788,378,689,1550,1540,1963,2984,1697,11589,0.305,0.063,1.104,0.0,0.152,1.282,0.431,0.0,3.338,0.635,0.132,2.302,0.0,0.317,2.672,0.899,0.0,6.958,0.348,0.073,1.263,0.0,0.174,1.466,0.493,0.0,3.817,0.155,0.032,0.561,0.0,0.077,0.652,0.219,0.0,1.697,0.156,0.032,0.565,0.0,0.078,0.656,0.221,0.0,1.708,0.122,0.025,0.443,0.0,0.061,0.515,0.173,0.0,1.34,0.08,0.017,0.292,0.0,0.04,0.338,0.114,0.0,0.881,0.141,0.029,0.513,0.0,0.071,0.595,0.2,0.0,1.55,0.021,0.004,0.075,0.0,0.01,0.087,0.029,0.0,0.227
27,104603,278,33,2099,40,142,2820,289,6,5707,6930,3073,5073,10920,11773,15289,19628,7062,79748,0.401,0.048,3.029,0.058,0.205,4.069,0.417,0.009,8.235,0.905,0.107,6.83,0.13,0.462,9.177,0.94,0.02,18.571,0.548,0.065,4.138,0.079,0.28,5.559,0.57,0.012,11.25,0.255,0.03,1.922,0.037,0.13,2.582,0.265,0.005,5.226,0.236,0.028,1.783,0.034,0.121,2.395,0.245,0.005,4.848,0.182,0.022,1.373,0.026,0.093,1.844,0.189,0.004,3.733,0.142,0.017,1.069,0.02,0.072,1.437,0.147,0.003,2.908,0.394,0.047,2.972,0.057,0.201,3.993,0.409,0.008,8.081,0.035,0.004,0.263,0.005,0.018,0.354,0.036,0.001,0.716
28,103703,29,25,98,21,5,233,39,0,450,724,368,668,1753,2052,2090,3601,3321,14577,0.401,0.345,1.354,0.29,0.069,3.218,0.539,0.0,6.215,0.788,0.679,2.663,0.571,0.136,6.332,1.06,0.0,12.228,0.434,0.374,1.467,0.314,0.075,3.488,0.584,0.0,6.737,0.165,0.143,0.559,0.12,0.029,1.329,0.222,0.0,2.567,0.141,0.122,0.478,0.102,0.024,1.135,0.19,0.0,2.193,0.139,0.12,0.469,0.1,0.024,1.115,0.187,0.0,2.153,0.081,0.069,0.272,0.058,0.014,0.647,0.108,0.0,1.25,0.087,0.075,0.295,0.063,0.015,0.702,0.117,0.0,1.355,0.02,0.017,0.067,0.014,0.003,0.16,0.027,0.0,0.309
29,100301,167,8,668,9,27,753,186,2,1820,3453,1650,2820,5463,5086,7001,8148,3156,36777,0.484,0.023,1.935,0.026,0.078,2.181,0.539,0.006,5.271,1.012,0.048,4.048,0.055,0.164,4.564,1.127,0.012,11.03,0.592,0.028,2.369,0.032,0.096,2.67,0.66,0.007,6.454,0.306,0.015,1.223,0.016,0.049,1.378,0.34,0.004,3.332,0.328,0.016,1.313,0.018,0.053,1.481,0.366,0.004,3.578,0.239,0.011,0.954,0.013,0.039,1.076,0.266,0.003,2.6,0.205,0.01,0.82,0.011,0.033,0.924,0.228,0.002,2.234,0.529,0.025,2.117,0.029,0.086,2.386,0.589,0.006,5.767,0.045,0.002,0.182,0.002,0.007,0.205,0.051,0.001,0.495
30,100305,195,17,837,11,50,1079,215,2,2406,3064,1529,2678,5216,4548,5990,7713,2647,33385,0.636,0.055,2.732,0.036,0.163,3.522,0.702,0.007,7.852,1.275,0.111,5.474,0.072,0.327,7.057,1.406,0.013,15.736,0.728,0.063,3.125,0.041,0.187,4.029,0.803,0.007,8.984,0.374,0.033,1.605,0.021,0.096,2.069,0.412,0.004,4.613,0.429,0.037,1.84,0.024,0.11,2.372,0.473,0.004,5.29,0.326,0.028,1.397,0.018,0.083,1.801,0.359,0.003,4.017,0.253,0.022,1.085,0.014,0.065,1.399,0.279,0.003,3.119,0.737,0.064,3.162,0.042,0.189,4.076,0.812,0.008,9.09,0.058,0.005,0.251,0.003,0.015,0.323,0.064,0.001,0.721
31,103001,372,58,1083,40,63,2830,326,11,4783,2241,1258,2253,5215,5709,6955,10890,9143,43664,1.66,0.259,4.833,0.178,0.281,12.628,1.455,0.049,21.343,2.957,0.461,8.609,0.318,0.501,22.496,2.591,0.087,38.021,1.651,0.257,4.807,0.178,0.28,12.561,1.447,0.049,21.229,0.713,0.111,2.077,0.077,0.121,5.427,0.625,0.021,9.172,0.652,0.102,1.897,0.07,0.11,4.957,0.571,0.019,8.378,0.535,0.083,1.557,0.058,0.091,4.069,0.469,0.016,6.877,0.342,0.053,0.994,0.037,0.058,2.599,0.299,0.01,4.392,0.407,0.063,1.185,0.044,0.069,3.095,0.357,0.012,5.231,0.085,0.013,0.248,0.009,0.014,0.648,0.075,0.003,1.095
32,103002,87,13,280,15,14,601,68,1,1079,1114,537,967,2582,3164,3432,4752,3309,19857,0.781,0.117,2.513,0.135,0.126,5.395,0.61,0.009,9.686,1.62,0.242,5.214,0.279,0.261,11.192,1.266,0.019,20.093,0.9,0.134,2.896,0.155,0.145,6.215,0.703,0.01,11.158,0.337,0.05,1.084,0.058,0.054,2.328,0.263,0.004,4.179,0.275,0.041,0.885,0.047,0.044,1.899,0.215,0.003,3.41,0.253,0.038,0.816,0.044,0.041,1.751,0.198,0.003,3.144,0.183,0.027,0.589,0.032,0.029,1.265,0.143,0.002,2.271,0.263,0.039,0.846,0.045,0.042,1.816,0.206,0.003,3.261,0.044,0.007,0.141,0.008,0.007,0.303,0.034,0.001,0.543
33,104302,484,34,1684,23,72,2796,303,10,5406,3213,1656,3076,6600,6562,8384,12371,7493,49355,1.506,0.106,5.241,0.072,0.224,8.702,0.943,0.031,16.825,2.923,0.205,10.169,0.139,0.435,16.884,1.83,0.06,32.645,1.573,0.111,5.475,0.075,0.234,9.09,0.985,0.033,17.575,0.733,0.052,2.552,0.035,0.109,4.236,0.459,0.015,8.191,0.738,0.052,2.566,0.035,0.11,4.261,0.462,0.015,8.238,0.577,0.041,2.009,0.027,0.086,3.335,0.361,0.012,6.448,0.391,0.027,1.361,0.019,0.058,2.26,0.245,0.008,4.37,0.646,0.045,2.247,0.031,0.096,3.731,0.404,0.013,7.215,0.098,0.007,0.341,0.005,0.015,0.567,0.061,0.002,1.095
34,101002,161,7,417,7,45,369,194,0,1200,3831,1865,3232,7035,5900,6911,10911,4482,44167,0.42,0.018,1.088,0.018,0.117,0.963,0.506,0.0,3.132,0.863,0.038,2.236,0.038,0.241,1.979,1.04,0.0,6.434,0.498,0.022,1.29,0.022,0.139,1.142,0.6,0.0,3.713,0.229,0.01,0.593,0.01,0.064,0.525,0.276,0.0,1.706,0.273,0.012,0.707,0.012,0.076,0.625,0.329,0.0,2.034,0.233,0.01,0.603,0.01,0.065,0.534,0.281,0.0,1.736,0.148,0.006,0.382,0.006,0.041,0.338,0.178,0.0,1.1,0.359,0.016,0.93,0.016,0.1,0.823,0.433,0.0,2.677,0.036,0.002,0.094,0.002,0.01,0.084,0.044,0.0,0.272
35,103802,270,15,829,9,71,2246,165,4,3609,1692,765,1396,3118,3896,5042,6474,5155,27538,1.596,0.089,4.9,0.053,0.42,13.274,0.975,0.024,21.33,3.529,0.196,10.837,0.118,0.928,29.359,2.157,0.052,47.176,1.934,0.107,5.938,0.064,0.509,16.089,1.182,0.029,25.852,0.866,0.048,2.659,0.029,0.228,7.203,0.529,0.013,11.575,0.693,0.039,2.128,0.023,0.182,5.765,0.424,0.01,9.263,0.536,0.03,1.644,0.018,0.141,4.455,0.327,0.008,7.158,0.417,0.023,1.281,0.014,0.11,3.469,0.255,0.006,5.575,0.524,0.029,1.608,0.017,0.138,4.357,0.32,0.008,7.001,0.098,0.005,0.301,0.003,0.026,0.816,0.06,0.001,1.311
36,102902,261,29,862,16,37,1555,171,4,2935,2152,1022,1975,5076,6332,6945,11214,9364,44080,1.213,0.135,4.006,0.074,0.172,7.226,0.795,0.019,13.638,2.554,0.284,8.434,0.157,0.362,15.215,1.673,0.039,28.718,1.322,0.147,4.365,0.081,0.187,7.873,0.866,0.02,14.861,0.514,0.057,1.698,0.032,0.073,3.063,0.337,0.008,5.782,0.412,0.046,1.361,0.025,0.058,2.456,0.27,0.006,4.635,0.376,0.042,1.241,0.023,0.053,2.239,0.246,0.006,4.226,0.233,0.026,0.769,0.014,0.033,1.387,0.152,0.004,2.617,0.279,0.031,0.921,0.017,0.04,1.661,0.183,0.004,3.134,0.059,0.007,0.196,0.004,0.008,0.353,0.039,0.001,0.666
37,100303,65,3,160,2,19,134,18,0,401,793,382,596,1287,1274,1384,1934,1144,8794,0.82,0.038,2.018,0.025,0.24,1.69,0.227,0.0,5.057,1.702,0.079,4.188,0.052,0.497,3.508,0.471,0.0,10.497,1.091,0.05,2.685,0.034,0.319,2.248,0.302,0.0,6.728,0.505,0.023,1.243,0.016,0.148,1.041,0.14,0.0,3.116,0.51,0.024,1.256,0.016,0.149,1.052,0.141,0.0,3.148,0.47,0.022,1.156,0.014,0.137,0.968,0.13,0.0,2.897,0.336,0.016,0.827,0.01,0.098,0.693,0.093,0.0,2.073,0.568,0.026,1.399,0.017,0.166,1.171,0.157,0.0,3.505,0.074,0.003,0.182,0.002,0.022,0.152,0.02,0.0,0.456
38,103604,428,61,2185,34,187,3792,347,8,7042,5666,2912,4820,11418,11114,13710,20639,10127,80406,0.755,0.108,3.856,0.06,0.33,6.693,0.612,0.014,12.429,1.47,0.209,7.503,0.117,0.642,13.022,1.192,0.027,24.183,0.888,0.127,4.533,0.071,0.388,7.867,0.72,0.017,14.61,0.375,0.053,1.914,0.03,0.164,3.321,0.304,0.007,6.167,0.385,0.055,1.966,0.031,0.168,3.412,0.312,0.007,6.336,0.312,0.044,1.594,0.025,0.136,2.766,0.253,0.006,5.136,0.207,0.03,1.059,0.016,0.091,1.837,0.168,0.004,3.412,0.423,0.06,2.158,0.034,0.185,3.744,0.343,0.008,6.954,0.053,0.008,0.272,0.004,0.023,0.472,0.043,0.001,0.876
39,101601,12,3,19,0,4,150,6,5,199,576,300,576,1711,1671,1704,3096,2811,12445,0.208,0.052,0.33,0.0,0.069,2.604,0.104,0.087,3.455,0.4,0.1,0.633,0.0,0.133,5.0,0.2,0.167,6.633,0.208,0.052,0.33,0.0,0.069,2.604,0.104,0.087,3.455,0.07,0.018,0.111,0.0,0.023,0.877,0.035,0.029,1.163,0.072,0.018,0.114,0.0,0.024,0.898,0.036,0.03,1.191,0.07,0.018,0.112,0.0,0.023,0.88,0.035,0.029,1.168,0.039,0.01,0.061,0.0,0.013,0.484,0.019,0.016,0.643,0.043,0.011,0.068,0.0,0.014,0.534,0.021,0.018,0.708,0.01,0.002,0.015,0.0,0.003,0.121,0.005,0.004,0.16
40,100801,18,12,89,19,2,164,84,4,392,586,334,631,1830,1939,2019,3393,3178,13910,0.307,0.205,1.519,0.324,0.034,2.799,1.433,0.068,6.689,0.539,0.359,2.665,0.569,0.06,4.91,2.515,0.12,11.737,0.285,0.19,1.41,0.301,0.032,2.599,1.331,0.063,6.212,0.098,0.066,0.486,0.104,0.011,0.896,0.459,0.022,2.142,0.093,0.062,0.459,0.098,0.01,0.846,0.433,0.021,2.022,0.089,0.059,0.441,0.094,0.01,0.812,0.416,0.02,1.942,0.053,0.035,0.262,0.056,0.006,0.483,0.248,0.012,1.155,0.057,0.038,0.28,0.06,0.006,0.516,0.264,0.013,1.233,0.013,0.009,0.064,0.014,0.001,0.118,0.06,0.003,0.282
41,102208,41,9,250,3,16,362,32,0,713,761,374,611,1469,1543,1822,2841,1762,11183,0.539,0.118,3.285,0.039,0.21,4.757,0.42,0.0,9.369,1.096,0.241,6.684,0.08,0.428,9.679,0.856,0.0,19.064,0.671,0.147,4.092,0.049,0.262,5.925,0.524,0.0,11.669,0.279,0.061,1.702,0.02,0.109,2.464,0.218,0.0,4.854,0.266,0.058,1.62,0.019,0.104,2.346,0.207,0.0,4.621,0.225,0.049,1.372,0.016,0.088,1.987,0.176,0.0,3.913,0.144,0.032,0.88,0.011,0.056,1.274,0.113,0.0,2.51,0.233,0.051,1.419,0.017,0.091,2.054,0.182,0.0,4.047,0.037,0.008,0.224,0.003,0.014,0.324,0.029,0.0,0.638
42,103902,286,39,563,27,14,1283,140,16,2368,2413,1220,2175,4789,4827,5866,8759,8334,38383,1.185,0.162,2.333,0.112,0.058,5.317,0.58,0.066,9.814,2.344,0.32,4.615,0.221,0.115,10.516,1.148,0.131,19.41,1.315,0.179,2.589,0.124,0.064,5.899,0.644,0.074,10.887,0.597,0.081,1.176,0.056,0.029,2.679,0.292,0.033,4.945,0.593,0.081,1.166,0.056,0.029,2.658,0.29,0.033,4.906,0.488,0.066,0.96,0.046,0.024,2.187,0.239,0.027,4.037,0.327,0.045,0.643,0.031,0.016,1.465,0.16,0.018,2.704,0.343,0.047,0.676,0.032,0.017,1.539,0.168,0.019,2.841,0.075,0.01,0.147,0.007,0.004,0.334,0.036,0.004,0.617
43,101302,25,10,80,8,0,179,22,2,326,290,174,366,966,1167,1259,2165,2315,8702,0.862,0.345,2.759,0.276,0.0,6.172,0.759,0.069,11.241,1.437,0.575,4.598,0.46,0.0,10.287,1.264,0.115,18.736,0.683,0.273,2.186,0.219,0.0,4.891,0.601,0.055,8.907,0.259,0.104,0.828,0.083,0.0,1.853,0.228,0.021,3.375,0.214,0.086,0.686,0.069,0.0,1.534,0.189,0.017,2.793,0.199,0.079,0.635,0.064,0.0,1.422,0.175,0.016,2.589,0.115,0.046,0.37,0.037,0.0,0.827,0.102,0.009,1.506,0.108,0.043,0.346,0.035,0.0,0.773,0.095,0.009,1.408,0.029,0.011,0.092,0.009,0.0,0.206,0.025,0.002,0.375
44,104502,153,17,523,10,21,850,135,6,1715,574,276,596,1598,1662,1939,3146,2567,12358,2.666,0.296,9.111,0.174,0.366,14.808,2.352,0.105,29.878,5.543,0.616,18.949,0.362,0.761,30.797,4.891,0.217,62.138,2.567,0.285,8.775,0.168,0.352,14.262,2.265,0.101,28.775,0.957,0.106,3.273,0.063,0.131,5.319,0.845,0.038,10.732,0.921,0.102,3.147,0.06,0.126,5.114,0.812,0.036,10.319,0.789,0.088,2.697,0.052,0.108,4.384,0.696,0.031,8.845,0.486,0.054,1.662,0.032,0.067,2.702,0.429,0.019,5.451,0.596,0.066,2.037,0.039,0.082,3.311,0.526,0.023,6.681,0.124,0.014,0.423,0.008,0.017,0.688,0.109,0.005,1.388
45,104802,271,13,837,14,61,1302,342,5,2845,3245,1698,2970,7362,7331,8291,14839,9195,54931,0.835,0.04,2.579,0.043,0.188,4.012,1.054,0.015,8.767,1.596,0.077,4.929,0.082,0.359,7.668,2.014,0.029,16.755,0.912,0.044,2.818,0.047,0.205,4.384,1.152,0.017,9.579,0.368,0.018,1.137,0.019,0.083,1.769,0.465,0.007,3.864,0.37,0.018,1.142,0.019,0.083,1.776,0.467,0.007,3.881,0.327,0.016,1.01,0.017,0.074,1.57,0.412,0.006,3.431,0.183,0.009,0.564,0.009,0.041,0.877,0.23,0.003,1.917,0.295,0.014,0.91,0.015,0.066,1.416,0.372,0.005,3.094,0.049,0.002,0.152,0.003,0.011,0.237,0.062,0.001,0.518
46,101104,114,22,1195,18,74,899,211,3,2536,2111,952,1720,3332,3439,4240,5531,2224,23549,0.54,0.104,5.661,0.085,0.351,4.259,1.0,0.014,12.013,1.197,0.231,12.553,0.189,0.777,9.443,2.216,0.032,26.639,0.663,0.128,6.948,0.105,0.43,5.227,1.227,0.017,14.744,0.342,0.066,3.586,0.054,0.222,2.698,0.633,0.009,7.611,0.331,0.064,3.475,0.052,0.215,2.614,0.614,0.009,7.374,0.269,0.052,2.818,0.042,0.175,2.12,0.498,0.007,5.981,0.206,0.04,2.161,0.033,0.134,1.625,0.381,0.005,4.585,0.513,0.099,5.373,0.081,0.333,4.042,0.949,0.013,11.403,0.048,0.009,0.507,0.008,0.031,0.382,0.09,0.001,1.077
47,102601,666,125,1861,71,78,3176,381,20,6378,6599,3430,6445,16290,16606,18542,30287,22450,120649,1.009,0.189,2.82,0.108,0.118,4.813,0.577,0.03,9.665,1.942,0.364,5.426,0.207,0.227,9.259,1.111,0.058,18.595,1.033,0.194,2.888,0.11,0.121,4.928,0.591,0.031,9.896,0.409,0.077,1.142,0.044,0.048,1.95,0.234,0.012,3.915,0.401,0.075,1.121,0.043,0.047,1.913,0.229,0.012,3.841,0.359,0.067,1.004,0.038,0.042,1.713,0.205,0.011,3.44,0.22,0.041,0.614,0.023,0.026,1.049,0.126,0.007,2.106,0.297,0.056,0.829,0.032,0.035,1.415,0.17,0.009,2.841,0.055,0.01,0.154,0.006,0.006,0.263,0.032,0.002,0.529
48,104503,3,0,4,0,0,9,3,0,19,1616,849,1653,3603,3938,4761,7256,4686,28362,0.019,0.0,0.025,0.0,0.0,0.056,0.019,0.0,0.118,0.035,0.0,0.047,0.0,0.0,0.106,0.035,0.0,0.224,0.018,0.0,0.024,0.0,0.0,0.054,0.018,0.0,0.115,0.008,0.0,0.011,0.0,0.0,0.025,0.008,0.0,0.053,0.008,0.0,0.01,0.0,0.0,0.023,0.008,0.0,0.048,0.006,0.0,0.008,0.0,0.0,0.019,0.006,0.0,0.04,0.004,0.0,0.006,0.0,0.0,0.012,0.004,0.0,0.026,0.006,0.0,0.009,0.0,0.0,0.019,0.006,0.0,0.041,0.001,0.0,0.001,0.0,0.0,0.003,0.001,0.0,0.007
49,101602,47,20,253,13,18,648,48,3,1050,2786,1319,2590,7059,7499,8268,13156,10729,53406,0.169,0.072,0.908,0.047,0.065,2.326,0.172,0.011,3.769,0.356,0.152,1.918,0.099,0.136,4.913,0.364,0.023,7.961,0.181,0.077,0.977,0.05,0.069,2.502,0.185,0.012,4.054,0.067,0.028,0.358,0.018,0.025,0.918,0.068,0.004,1.487,0.063,0.027,0.337,0.017,0.024,0.864,0.064,0.004,1.4,0.057,0.024,0.306,0.016,0.022,0.784,0.058,0.004,1.27,0.036,0.015,0.192,0.01,0.014,0.493,0.036,0.002,0.798,0.044,0.019,0.236,0.012,0.017,0.604,0.045,0.003,0.979,0.009,0.004,0.047,0.002,0.003,0.121,0.009,0.001,0.197
50,100307,26,5,81,1,7,69,85,0,274,2364,1228,2113,4469,3682,5430,7626,2917,29829,0.11,0.021,0.343,0.004,0.03,0.292,0.36,0.0,1.159,0.212,0.041,0.66,0.008,0.057,0.562,0.692,0.0,2.231,0.123,0.024,0.383,0.005,0.033,0.327,0.402,0.0,1.297,0.058,0.011,0.181,0.002,0.016,0.154,0.19,0.0,0.613,0.071,0.014,0.22,0.003,0.019,0.187,0.231,0.0,0.744,0.048,0.009,0.149,0.002,0.013,0.127,0.157,0.0,0.505,0.034,0.007,0.106,0.001,0.009,0.09,0.111,0.0,0.359,0.089,0.017,0.278,0.003,0.024,0.237,0.291,0.0,0.939,0.009,0.002,0.027,0.0,0.002,0.023,0.028,0.0,0.092
51,103004,90,12,416,5,13,792,99,2,1429,1513,650,1292,3107,4932,5696,7275,6482,30947,0.595,0.079,2.75,0.033,0.086,5.235,0.654,0.013,9.445,1.385,0.185,6.4,0.077,0.2,12.185,1.523,0.031,21.985,0.697,0.093,3.22,0.039,0.101,6.13,0.766,0.015,11.06,0.29,0.039,1.339,0.016,0.042,2.549,0.319,0.006,4.599,0.182,0.024,0.843,0.01,0.026,1.606,0.201,0.004,2.897,0.158,0.021,0.73,0.009,0.023,1.39,0.174,0.004,2.509,0.124,0.016,0.572,0.007,0.018,1.089,0.136,0.003,1.964,0.139,0.019,0.642,0.008,0.02,1.222,0.153,0.003,2.205,0.029,0.004,0.134,0.002,0.004,0.256,0.032,0.001,0.462
52,101801,6,14,111,2,14,267,28,1,443,610,350,626,1535,1783,1858,3222,2911,12895,0.098,0.23,1.82,0.033,0.23,4.377,0.459,0.016,7.262,0.171,0.4,3.171,0.057,0.4,7.629,0.8,0.029,12.657,0.096,0.224,1.773,0.032,0.224,4.265,0.447,0.016,7.077,0.039,0.091,0.723,0.013,0.091,1.739,0.182,0.007,2.886,0.034,0.079,0.623,0.011,0.079,1.497,0.157,0.006,2.485,0.032,0.075,0.597,0.011,0.075,1.437,0.151,0.005,2.384,0.019,0.043,0.345,0.006,0.043,0.829,0.087,0.003,1.375,0.021,0.048,0.381,0.007,0.048,0.917,0.096,0.003,1.522,0.005,0.011,0.086,0.002,0.011,0.207,0.022,0.001,0.344
53,103201,517,37,1361,29,93,2198,249,8,4492,6875,3220,5462,11364,11519,14527,17583,10370,80920,0.752,0.054,1.98,0.042,0.135,3.197,0.362,0.012,6.534,1.606,0.115,4.227,0.09,0.289,6.826,0.773,0.025,13.95,0.947,0.068,2.492,0.053,0.17,4.024,0.456,0.015,8.224,0.455,0.033,1.198,0.026,0.082,1.934,0.219,0.007,3.953,0.449,0.032,1.182,0.025,0.081,1.908,0.216,0.007,3.9,0.356,0.025,0.937,0.02,0.064,1.513,0.171,0.006,3.092,0.294,0.021,0.774,0.016,0.053,1.25,0.142,0.005,2.555,0.499,0.036,1.312,0.028,0.09,2.12,0.24,0.008,4.332,0.064,0.005,0.168,0.004,0.011,0.272,0.031,0.001,0.555
