,addrcode,DF_0,Total,Age < 7_bin,Age < 7_bowl,Age < 7_bucket,Age < 7_misc_short,Age < 7_jar,Age < 7_pottedplant,Age < 7_tire,Age < 7_misc_tall,Age < 7_total,Age 7 - 9_bin,Age 7 - 9_bowl,Age 7 - 9_bucket,Age 7 - 9_misc_short,Age 7 - 9_jar,Age 7 - 9_pottedplant,Age 7 - 9_tire,Age 7 - 9_misc_tall,Age 7 - 9_total,Age 10 - 14_bin,Age 10 - 14_bowl,Age 10 - 14_bucket,Age 10 - 14_misc_short,Age 10 - 14_jar,Age 10 - 14_pottedplant,Age 10 - 14_tire,Age 10 - 14_misc_tall,Age 10 - 14_total,Age 15 - 24_bin,Age 15 - 24_bowl,Age 15 - 24_bucket,Age 15 - 24_misc_short,Age 15 - 24_jar,Age 15 - 24_pottedplant,Age 15 - 24_tire,Age 15 - 24_misc_tall,Age 15 - 24_total,Age 25 - 34_bin,Age 25 - 34_bowl,Age 25 - 34_bucket,Age 25 - 34_misc_short,Age 25 - 34_jar,Age 25 - 34_pottedplant,Age 25 - 34_tire,Age 25 - 34_misc_tall,Age 25 - 34_total,Age 35 - 44_bin,Age 35 - 44_bowl,Age 35 - 44_bucket,Age 35 - 44_misc_short,Age 35 - 44_jar,Age 35 - 44_pottedplant,Age 35 - 44_tire,Age 35 - 44_misc_tall,Age 35 - 44_total,Age 45 - 60_bin,Age 45 - 60_bowl,Age 45 - 60_bucket,Age 45 - 60_misc_short,Age 45 - 60_jar,Age 45 - 60_pottedplant,Age 45 - 60_tire,Age 45 - 60_misc_tall,Age 45 - 60_total,Age > 60_bin,Age > 60_bowl,Age > 60_bucket,Age > 60_misc_short,Age > 60_jar,Age > 60_pottedplant,Age > 60_tire,Age > 60_misc_tall,Age > 60_total,Total_bin,Total_bowl,Total_bucket,Total_misc_short,Total_jar,Total_pottedplant,Total_tire,Total_misc_tall,Total_total
20,800205,203.0367231638418,5664,0.255,0.085,1.89,0.0,0.042,4.034,0.467,0.021,6.794,0.638,0.213,4.734,0.0,0.106,10.106,1.17,0.053,17.021,0.34299999999999997,0.114,2.543,0.0,0.057,5.428999999999999,0.629,0.028999999999999998,9.142999999999999,0.159,0.053,1.18,0.0,0.027000000000000003,2.52,0.292,0.013000000000000001,4.244,0.138,0.046,1.023,0.0,0.023,2.184,0.253,0.011000000000000001,3.678,0.132,0.044000000000000004,0.976,0.0,0.022000000000000002,2.083,0.24100000000000002,0.011000000000000001,3.509,0.099,0.033,0.737,0.0,0.017,1.574,0.182,0.008,2.6510000000000002,0.132,0.044000000000000004,0.976,0.0,0.022000000000000002,2.083,0.24100000000000002,0.011000000000000001,3.509,0.021,0.006999999999999999,0.157,0.0,0.004,0.335,0.039,0.002,0.565
21,800301,100.7423117709438,7544,0.05,0.0,0.185,0.0,0.0,0.151,0.017,0.0,0.40299999999999997,0.121,0.0,0.444,0.0,0.0,0.363,0.04,0.0,0.968,0.067,0.0,0.247,0.0,0.0,0.20199999999999999,0.022000000000000002,0.0,0.5379999999999999,0.033,0.0,0.11900000000000001,0.0,0.0,0.098,0.011000000000000001,0.0,0.26,0.027000000000000003,0.0,0.1,0.0,0.0,0.08199999999999999,0.009000000000000001,0.0,0.21899999999999997,0.024,0.0,0.08900000000000001,0.0,0.0,0.073,0.008,0.0,0.19399999999999998,0.016,0.0,0.06,0.0,0.0,0.049,0.005,0.0,0.13,0.026000000000000002,0.0,0.096,0.0,0.0,0.078,0.009000000000000001,0.0,0.209,0.004,0.0,0.015,0.0,0.0,0.012,0.001,0.0,0.032
22,800302,104.9424509140149,5908,1.538,0.0,1.9680000000000002,0.0,0.113,1.8330000000000002,0.113,0.0,5.566,3.778,0.0,4.833,0.0,0.278,4.5,0.278,0.0,13.667,2.0,0.0,2.559,0.0,0.147,2.3819999999999997,0.147,0.0,7.235,0.902,0.0,1.1540000000000001,0.0,0.066,1.074,0.066,0.0,3.263,0.8190000000000001,0.0,1.048,0.0,0.06,0.976,0.06,0.0,2.964,0.701,0.0,0.897,0.0,0.052000000000000005,0.835,0.052000000000000005,0.0,2.536,0.47700000000000004,0.0,0.611,0.0,0.035,0.568,0.035,0.0,1.726,0.703,0.0,0.9,0.0,0.052000000000000005,0.838,0.052000000000000005,0.0,2.544,0.115,0.0,0.147,0.0,0.008,0.13699999999999998,0.008,0.0,0.41600000000000004
23,800303,102.74401704047112,7981,1.208,0.02,4.6339999999999995,0.02,0.079,2.475,0.376,0.0,8.812000000000001,2.563,0.042,9.832,0.042,0.168,5.252000000000001,0.7979999999999999,0.0,18.697,1.5019999999999998,0.025,5.763999999999999,0.025,0.099,3.0789999999999997,0.46799999999999997,0.0,10.960999999999999,0.67,0.011000000000000001,2.571,0.011000000000000001,0.044000000000000004,1.374,0.209,0.0,4.89,0.54,0.009000000000000001,2.073,0.009000000000000001,0.035,1.107,0.168,0.0,3.9419999999999997,0.523,0.009000000000000001,2.005,0.009000000000000001,0.034,1.071,0.163,0.0,3.813,0.306,0.005,1.175,0.005,0.02,0.628,0.095,0.0,2.234,0.373,0.006,1.432,0.006,0.024,0.765,0.11599999999999999,0.0,2.7230000000000003,0.076,0.001,0.293,0.001,0.005,0.157,0.024,0.0,0.5579999999999999
24,800304,80.95394376982824,9141,0.433,0.027000000000000003,1.989,0.013999999999999999,0.081,1.597,0.149,0.013999999999999999,4.303,1.006,0.063,4.623,0.031,0.18899999999999997,3.7110000000000003,0.34600000000000003,0.031,10.0,0.608,0.038,2.795,0.019,0.114,2.2430000000000003,0.209,0.019,6.046,0.284,0.018000000000000002,1.3030000000000002,0.009000000000000001,0.053,1.046,0.098,0.009000000000000001,2.819,0.251,0.016,1.153,0.008,0.047,0.925,0.086,0.008,2.494,0.214,0.013000000000000001,0.985,0.006999999999999999,0.04,0.79,0.07400000000000001,0.006999999999999999,2.13,0.14800000000000002,0.009000000000000001,0.6809999999999999,0.005,0.027999999999999997,0.547,0.051,0.005,1.473,0.213,0.013000000000000001,0.978,0.006999999999999999,0.04,0.785,0.073,0.006999999999999999,2.116,0.035,0.002,0.161,0.001,0.006999999999999999,0.129,0.012,0.001,0.348
25,800305,94.32127576818358,10284,0.486,0.024,2.588,0.024,0.19399999999999998,1.6280000000000001,0.474,0.0,5.419,1.087,0.054000000000000006,5.787999999999999,0.054000000000000006,0.435,3.641,1.06,0.0,12.12,0.738,0.037000000000000005,3.93,0.037000000000000005,0.295,2.472,0.72,0.0,8.229,0.302,0.015,1.6059999999999999,0.015,0.121,1.011,0.294,0.0,3.363,0.255,0.013000000000000001,1.358,0.013000000000000001,0.102,0.855,0.249,0.0,2.844,0.253,0.013000000000000001,1.349,0.013000000000000001,0.10099999999999999,0.8490000000000001,0.247,0.0,2.825,0.163,0.008,0.868,0.008,0.065,0.546,0.159,0.0,1.817,0.24600000000000002,0.012,1.3119999999999998,0.012,0.099,0.825,0.24,0.0,2.7460000000000004,0.039,0.002,0.207,0.002,0.016,0.13,0.038,0.0,0.434
26,800401,110.58451816745655,6963,1.026,0.034,2.923,0.034,0.068,2.0340000000000003,0.308,0.0,6.4270000000000005,2.5,0.083,7.125,0.083,0.16699999999999998,4.958,0.75,0.0,15.667,1.5959999999999999,0.053,4.548,0.053,0.106,3.165,0.479,0.0,10.0,0.657,0.022000000000000002,1.8730000000000002,0.022000000000000002,0.044000000000000004,1.3030000000000002,0.19699999999999998,0.0,4.118,0.588,0.02,1.675,0.02,0.039,1.166,0.17600000000000002,0.0,3.6830000000000003,0.552,0.018000000000000002,1.575,0.018000000000000002,0.037000000000000005,1.0959999999999999,0.166,0.0,3.4619999999999997,0.38299999999999995,0.013000000000000001,1.093,0.013000000000000001,0.026000000000000002,0.76,0.115,0.0,2.403,0.51,0.017,1.453,0.017,0.034,1.011,0.153,0.0,3.195,0.086,0.003,0.24600000000000002,0.003,0.006,0.171,0.026000000000000002,0.0,0.54
27,800403,100.08703220191471,11490,0.08199999999999999,0.01,1.345,0.021,0.08199999999999999,1.4269999999999998,0.175,0.0,3.142,0.18600000000000003,0.023,3.0469999999999997,0.047,0.18600000000000003,3.233,0.395,0.0,7.1160000000000005,0.11599999999999999,0.015,1.901,0.028999999999999998,0.11599999999999999,2.017,0.247,0.0,4.441,0.059000000000000004,0.006999999999999999,0.9590000000000001,0.015,0.059000000000000004,1.018,0.124,0.0,2.24,0.045,0.006,0.74,0.011000000000000001,0.045,0.785,0.096,0.0,1.7280000000000002,0.043,0.005,0.71,0.011000000000000001,0.043,0.753,0.092,0.0,1.6580000000000001,0.03,0.004,0.499,0.008,0.03,0.53,0.065,0.0,1.166,0.045,0.006,0.732,0.011000000000000001,0.045,0.777,0.095,0.0,1.71,0.006999999999999999,0.001,0.114,0.002,0.006999999999999999,0.121,0.015,0.0,0.266
28,800404,123.574144486692,7364,0.48200000000000004,0.033,4.037,0.133,0.133,2.425,0.598,0.0,7.841,0.96,0.066,8.046,0.265,0.265,4.834,1.192,0.0,15.629000000000001,0.644,0.044000000000000004,5.4,0.17800000000000002,0.17800000000000002,3.2439999999999998,0.8,0.0,10.489,0.299,0.021,2.503,0.08199999999999999,0.08199999999999999,1.504,0.371,0.0,4.861000000000001,0.295,0.02,2.475,0.081,0.081,1.4869999999999999,0.36700000000000005,0.0,4.8069999999999995,0.245,0.017,2.049,0.067,0.067,1.2309999999999999,0.304,0.0,3.98,0.175,0.012,1.466,0.048,0.048,0.8809999999999999,0.217,0.0,2.847,0.239,0.016,2.003,0.066,0.066,1.204,0.297,0.0,3.891,0.039,0.003,0.33,0.011000000000000001,0.011000000000000001,0.198,0.049,0.0,0.6409999999999999
29,800405,81.70146543898326,7711,1.248,0.034,2.017,0.051,0.171,1.949,0.239,0.0,5.709,2.6260000000000003,0.07200000000000001,4.245,0.10800000000000001,0.36,4.101,0.504,0.0,12.014000000000001,1.626,0.045,2.628,0.067,0.223,2.539,0.312,0.0,7.439,0.782,0.021,1.263,0.032,0.107,1.2209999999999999,0.15,0.0,3.576,0.705,0.019,1.139,0.028999999999999998,0.09699999999999999,1.1,0.135,0.0,3.2239999999999998,0.575,0.016,0.93,0.024,0.079,0.898,0.11,0.0,2.6319999999999997,0.42,0.012,0.679,0.017,0.057999999999999996,0.6559999999999999,0.081,0.0,1.923,0.513,0.013999999999999999,0.8290000000000001,0.021,0.07,0.8009999999999999,0.098,0.0,2.347,0.095,0.003,0.153,0.004,0.013000000000000001,0.14800000000000002,0.018000000000000002,0.0,0.433
30,800406,80.07765105556904,4121,2.431,0.062,3.7230000000000003,0.12300000000000001,0.12300000000000001,2.0,0.615,0.0,9.077,5.374,0.136,8.231,0.272,0.272,4.422,1.361,0.0,20.067999999999998,3.198,0.081,4.899,0.162,0.162,2.6319999999999997,0.81,0.0,11.943,1.5490000000000002,0.039,2.373,0.078,0.078,1.275,0.392,0.0,5.784,1.413,0.036000000000000004,2.165,0.07200000000000001,0.07200000000000001,1.163,0.358,0.0,5.277,1.31,0.033,2.0069999999999997,0.066,0.066,1.078,0.332,0.0,4.8919999999999995,0.821,0.021,1.258,0.042,0.042,0.6759999999999999,0.20800000000000002,0.0,3.0669999999999997,1.0290000000000001,0.026000000000000002,1.5759999999999998,0.052000000000000005,0.052000000000000005,0.846,0.26,0.0,3.841,0.192,0.005,0.294,0.01,0.01,0.158,0.049,0.0,0.716
31,800407,69.4293773052723,4609,0.363,0.027999999999999997,1.341,0.0,0.055999999999999994,0.67,0.307,0.0,2.765,0.7979999999999999,0.061,2.945,0.0,0.12300000000000001,1.472,0.675,0.0,6.074,0.544,0.042,2.008,0.0,0.084,1.004,0.46,0.0,4.1419999999999995,0.247,0.019,0.9109999999999999,0.0,0.038,0.455,0.209,0.0,1.879,0.188,0.013999999999999999,0.693,0.0,0.028999999999999998,0.34600000000000003,0.159,0.0,1.429,0.198,0.015,0.731,0.0,0.03,0.365,0.16699999999999998,0.0,1.507,0.128,0.01,0.47200000000000003,0.0,0.02,0.23600000000000002,0.10800000000000001,0.0,0.9740000000000001,0.136,0.01,0.502,0.0,0.021,0.251,0.115,0.0,1.036,0.027999999999999997,0.002,0.10400000000000001,0.0,0.004,0.052000000000000005,0.024,0.0,0.215
32,800409,104.92207992593735,6481,0.878,0.018000000000000002,4.186,0.11,0.146,2.084,0.512,0.0,7.934,1.905,0.04,9.087,0.23800000000000002,0.317,4.524,1.111,0.0,17.222,1.088,0.023,5.193,0.136,0.18100000000000002,2.585,0.635,0.0,9.841000000000001,0.556,0.012,2.654,0.07,0.09300000000000001,1.321,0.324,0.0,5.029,0.547,0.011000000000000001,2.608,0.068,0.091,1.298,0.319,0.0,4.9430000000000005,0.462,0.01,2.202,0.057999999999999996,0.077,1.0959999999999999,0.26899999999999996,0.0,4.173,0.331,0.006999999999999999,1.581,0.040999999999999995,0.055,0.787,0.193,0.0,2.997,0.474,0.01,2.263,0.059000000000000004,0.079,1.126,0.27699999999999997,0.0,4.289,0.07400000000000001,0.002,0.353,0.009000000000000001,0.012,0.17600000000000002,0.043,0.0,0.67
33,800410,95.08716323296355,6941,0.628,0.037000000000000005,4.14,0.055,0.259,3.198,0.61,0.018000000000000002,8.946,1.2830000000000001,0.075,8.453,0.113,0.528,6.528,1.245,0.038,18.264,0.782,0.046,5.149,0.069,0.322,3.977,0.759,0.023,11.126,0.40299999999999997,0.024,2.654,0.036000000000000004,0.166,2.05,0.391,0.012,5.735,0.35200000000000004,0.021,2.316,0.031,0.145,1.7890000000000001,0.341,0.01,5.005,0.317,0.019,2.086,0.027999999999999997,0.13,1.611,0.307,0.009000000000000001,4.507,0.218,0.013000000000000001,1.435,0.019,0.09,1.1079999999999999,0.21100000000000002,0.006,3.1010000000000004,0.271,0.016,1.786,0.024,0.11199999999999999,1.38,0.263,0.008,3.86,0.049,0.003,0.32299999999999995,0.004,0.02,0.249,0.048,0.001,0.6970000000000001
34,800415,38.99326479971641,2821,3.25,0.0,5.45,0.2,0.3,3.85,0.85,0.0,13.9,7.222,0.0,12.110999999999999,0.444,0.667,8.556000000000001,1.889,0.0,30.889,4.194,0.0,7.032,0.258,0.387,4.968,1.097,0.0,17.935,2.077,0.0,3.4819999999999998,0.128,0.192,2.46,0.5429999999999999,0.0,8.882,1.706,0.0,2.861,0.105,0.157,2.021,0.446,0.0,7.297000000000001,1.4509999999999998,0.0,2.4330000000000003,0.08900000000000001,0.134,1.719,0.379,0.0,6.205,0.9890000000000001,0.0,1.659,0.061,0.091,1.172,0.259,0.0,4.231,1.127,0.0,1.889,0.069,0.10400000000000001,1.334,0.295,0.0,4.8180000000000005,0.23,0.0,0.386,0.013999999999999999,0.021,0.273,0.06,0.0,0.985
35,800416,79.35422082364208,7309,1.7590000000000001,0.036000000000000004,3.824,0.10800000000000001,0.036000000000000004,3.86,0.6459999999999999,0.0,10.269,3.784,0.077,8.224,0.23199999999999998,0.077,8.301,1.39,0.0,22.085,2.222,0.045,4.83,0.136,0.045,4.875,0.816,0.0,12.970999999999998,1.045,0.021,2.271,0.064,0.021,2.292,0.384,0.0,6.098,0.951,0.019,2.068,0.057999999999999996,0.019,2.0869999999999997,0.35,0.0,5.553,0.84,0.017,1.825,0.051,0.017,1.8419999999999999,0.308,0.0,4.901,0.603,0.012,1.311,0.037000000000000005,0.012,1.3230000000000002,0.222,0.0,3.52,0.759,0.015,1.649,0.046,0.015,1.6640000000000001,0.27899999999999997,0.0,4.427,0.134,0.003,0.29100000000000004,0.008,0.003,0.294,0.049,0.0,0.7829999999999999
36,800501,146.57980456026058,5526,0.7659999999999999,0.0,2.3409999999999997,0.044000000000000004,0.0,1.575,0.175,0.0,4.902,1.584,0.0,4.842,0.09,0.0,3.258,0.36200000000000004,0.0,10.136000000000001,1.148,0.0,3.508,0.066,0.0,2.3609999999999998,0.262,0.0,7.343999999999999,0.539,0.0,1.649,0.031,0.0,1.109,0.12300000000000001,0.0,3.451,0.425,0.0,1.2990000000000002,0.024,0.0,0.8740000000000001,0.09699999999999999,0.0,2.718,0.408,0.0,1.249,0.023,0.0,0.84,0.09300000000000001,0.0,2.614,0.265,0.0,0.8109999999999999,0.015,0.0,0.545,0.061,0.0,1.6969999999999998,0.392,0.0,1.198,0.022000000000000002,0.0,0.8059999999999999,0.09,0.0,2.508,0.063,0.0,0.19399999999999998,0.004,0.0,0.13,0.013999999999999999,0.0,0.405
37,800502,147.32630047289925,5498,0.716,0.303,6.556,0.11,0.275,4.408,0.882,0.055,13.306,1.4769999999999999,0.625,13.523,0.22699999999999998,0.568,9.091000000000001,1.818,0.114,27.443,0.769,0.325,7.041,0.11800000000000001,0.29600000000000004,4.734,0.9470000000000001,0.059000000000000004,14.29,0.386,0.163,3.536,0.059000000000000004,0.149,2.377,0.475,0.03,7.1770000000000005,0.374,0.158,3.42,0.057,0.14400000000000002,2.299,0.46,0.028999999999999998,6.94,0.289,0.122,2.642,0.044000000000000004,0.111,1.776,0.355,0.022000000000000002,5.361000000000001,0.20800000000000002,0.08800000000000001,1.902,0.032,0.08,1.2790000000000001,0.256,0.016,3.861,0.23600000000000002,0.1,2.164,0.036000000000000004,0.091,1.455,0.29100000000000004,0.018000000000000002,4.391,0.047,0.02,0.433,0.006999999999999999,0.018000000000000002,0.29100000000000004,0.057999999999999996,0.004,0.879
38,800503,151.86772810777708,8165,0.371,0.0,4.03,0.027999999999999997,0.083,1.2930000000000001,0.426,0.055,6.2860000000000005,0.857,0.0,9.302,0.063,0.19,2.984,0.9840000000000001,0.127,14.508,0.556,0.0,6.029,0.040999999999999995,0.12300000000000001,1.9340000000000002,0.638,0.08199999999999999,9.402999999999999,0.264,0.0,2.87,0.02,0.059000000000000004,0.9209999999999999,0.304,0.039,4.476,0.235,0.0,2.552,0.017,0.052000000000000005,0.8190000000000001,0.27,0.035,3.9810000000000003,0.207,0.0,2.242,0.015,0.046,0.7190000000000001,0.237,0.031,3.497,0.149,0.0,1.619,0.011000000000000001,0.033,0.519,0.171,0.022000000000000002,2.525,0.2,0.0,2.169,0.015,0.044000000000000004,0.696,0.22899999999999998,0.03,3.383,0.033,0.0,0.359,0.002,0.006999999999999999,0.115,0.038,0.005,0.56
39,800504,113.0229419703104,5928,0.495,0.0,4.91,0.045,0.18,3.6710000000000003,0.608,0.023,9.932,0.894,0.0,8.862,0.081,0.325,6.626,1.0979999999999999,0.040999999999999995,17.927,0.6409999999999999,0.0,6.356,0.057999999999999996,0.233,4.752,0.787,0.028999999999999998,12.857000000000001,0.317,0.0,3.137,0.028999999999999998,0.115,2.345,0.38799999999999996,0.013999999999999999,6.345,0.27899999999999997,0.0,2.766,0.025,0.102,2.069,0.34299999999999997,0.013000000000000001,5.596,0.23399999999999999,0.0,2.322,0.021,0.085,1.736,0.28800000000000003,0.011000000000000001,4.696000000000001,0.156,0.0,1.5490000000000002,0.013999999999999999,0.057,1.158,0.192,0.006999999999999999,3.134,0.20600000000000002,0.0,2.045,0.019,0.075,1.5290000000000001,0.253,0.009000000000000001,4.137,0.037000000000000005,0.0,0.368,0.003,0.013000000000000001,0.275,0.046,0.002,0.7440000000000001
40,800505,95.83858764186633,3965,0.214,0.071,2.6069999999999998,0.14300000000000002,0.28600000000000003,3.6430000000000002,0.429,0.0,7.393,0.429,0.14300000000000002,5.2139999999999995,0.28600000000000003,0.5710000000000001,7.2860000000000005,0.857,0.0,14.786,0.29100000000000004,0.09699999999999999,3.5439999999999996,0.19399999999999998,0.38799999999999996,4.9510000000000005,0.583,0.0,10.049,0.13,0.043,1.58,0.087,0.17300000000000001,2.208,0.26,0.0,4.481,0.114,0.038,1.385,0.076,0.152,1.935,0.228,0.0,3.928,0.094,0.031,1.1440000000000001,0.063,0.125,1.599,0.188,0.0,3.245,0.063,0.021,0.763,0.042,0.084,1.0659999999999998,0.125,0.0,2.1630000000000003,0.079,0.026000000000000002,0.9670000000000001,0.053,0.106,1.351,0.159,0.0,2.742,0.015,0.005,0.184,0.01,0.02,0.257,0.03,0.0,0.522
41,800601,85.23508386032444,3637,3.014,0.0,2.557,0.046,0.457,5.205,1.005,0.046,12.329,6.6,0.0,5.6,0.1,1.0,11.4,2.2,0.1,27.0,3.511,0.0,2.9789999999999996,0.053,0.532,6.064,1.17,0.053,14.362,1.46,0.0,1.239,0.022000000000000002,0.221,2.522,0.48700000000000004,0.022000000000000002,5.973,1.435,0.0,1.217,0.022000000000000002,0.217,2.478,0.478,0.022000000000000002,5.87,1.187,0.0,1.0070000000000001,0.018000000000000002,0.18,2.05,0.396,0.018000000000000002,4.856,0.787,0.0,0.667,0.012,0.11900000000000001,1.359,0.262,0.012,3.218,0.802,0.0,0.68,0.012,0.122,1.385,0.267,0.012,3.281,0.18100000000000002,0.0,0.154,0.003,0.027000000000000003,0.313,0.06,0.003,0.742
42,800603,62.47559547051933,2561,0.20800000000000002,0.069,1.319,0.069,0.069,2.292,0.34700000000000003,0.0,4.375,0.405,0.135,2.568,0.135,0.135,4.459,0.6759999999999999,0.0,8.514,0.18600000000000003,0.062,1.18,0.062,0.062,2.05,0.311,0.0,3.9130000000000003,0.09699999999999999,0.032,0.615,0.032,0.032,1.068,0.162,0.0,2.039,0.08199999999999999,0.027000000000000003,0.521,0.027000000000000003,0.027000000000000003,0.904,0.13699999999999998,0.0,1.726,0.069,0.023,0.43700000000000006,0.023,0.023,0.759,0.115,0.0,1.4480000000000002,0.055,0.018000000000000002,0.345,0.018000000000000002,0.018000000000000002,0.6,0.091,0.0,1.145,0.057,0.019,0.363,0.019,0.019,0.631,0.096,0.0,1.205,0.012,0.004,0.07400000000000001,0.004,0.004,0.129,0.02,0.0,0.24600000000000002
43,800604,68.80733944954129,872,0.6559999999999999,0.0,3.443,0.16399999999999998,0.82,6.393,1.8030000000000002,0.0,13.279000000000002,1.6,0.0,8.4,0.4,2.0,15.6,4.4,0.0,32.4,1.143,0.0,6.0,0.28600000000000003,1.429,11.142999999999999,3.1430000000000002,0.0,23.143,0.465,0.0,2.4419999999999997,0.11599999999999999,0.581,4.535,1.2790000000000001,0.0,9.419,0.4,0.0,2.1,0.1,0.5,3.9,1.1,0.0,8.1,0.23800000000000002,0.0,1.25,0.06,0.298,2.3209999999999997,0.655,0.0,4.821000000000001,0.2,0.0,1.05,0.05,0.25,1.95,0.55,0.0,4.05,0.203,0.0,1.0659999999999998,0.051,0.254,1.98,0.5579999999999999,0.0,4.112,0.046,0.0,0.24100000000000002,0.011000000000000001,0.057,0.447,0.126,0.0,0.929
44,800605,58.055152394775035,2756,0.12300000000000001,0.061,1.84,0.061,0.491,3.313,1.35,0.0,7.239,0.24100000000000002,0.12,3.614,0.12,0.9640000000000001,6.506,2.6510000000000002,0.0,14.217,0.153,0.076,2.29,0.076,0.611,4.122,1.679,0.0,9.008,0.057999999999999996,0.028999999999999998,0.867,0.028999999999999998,0.231,1.561,0.636,0.0,3.41,0.051,0.026000000000000002,0.765,0.026000000000000002,0.204,1.3780000000000001,0.561,0.0,3.01,0.042,0.021,0.632,0.021,0.168,1.137,0.46299999999999997,0.0,2.484,0.035,0.018000000000000002,0.53,0.018000000000000002,0.141,0.9540000000000001,0.389,0.0,2.085,0.033,0.017,0.5,0.017,0.133,0.9,0.36700000000000005,0.0,1.9669999999999999,0.006999999999999999,0.004,0.109,0.004,0.028999999999999998,0.196,0.08,0.0,0.428
45,800606,50.48187241854061,4358,0.07200000000000001,0.036000000000000004,1.079,0.0,0.5760000000000001,3.201,0.899,0.0,5.8629999999999995,0.16699999999999998,0.083,2.5,0.0,1.3330000000000002,7.417000000000001,2.083,0.0,13.583,0.099,0.049,1.4780000000000002,0.0,0.7879999999999999,4.3839999999999995,1.232,0.0,8.03,0.037000000000000005,0.018000000000000002,0.5479999999999999,0.0,0.293,1.6269999999999998,0.457,0.0,2.98,0.031,0.016,0.47200000000000003,0.0,0.252,1.399,0.39299999999999996,0.0,2.563,0.027999999999999997,0.013999999999999999,0.423,0.0,0.226,1.255,0.353,0.0,2.299,0.022000000000000002,0.011000000000000001,0.324,0.0,0.17300000000000001,0.96,0.27,0.0,1.758,0.021,0.011000000000000001,0.32,0.0,0.171,0.9490000000000001,0.267,0.0,1.7380000000000002,0.005,0.002,0.069,0.0,0.037000000000000005,0.204,0.057,0.0,0.374
46,800607,83.27706504614,4443,1.188,0.033,1.848,0.0,0.33,1.749,0.693,0.0,5.8420000000000005,2.483,0.069,3.862,0.0,0.69,3.655,1.4480000000000002,0.0,12.207,1.281,0.036000000000000004,1.993,0.0,0.35600000000000004,1.886,0.747,0.0,6.2989999999999995,0.679,0.019,1.057,0.0,0.18899999999999997,1.0,0.396,0.0,3.34,0.5770000000000001,0.016,0.897,0.0,0.16,0.8490000000000001,0.337,0.0,2.8369999999999997,0.501,0.013999999999999999,0.78,0.0,0.139,0.738,0.292,0.0,2.465,0.369,0.01,0.574,0.0,0.102,0.5429999999999999,0.215,0.0,1.814,0.41600000000000004,0.012,0.647,0.0,0.115,0.612,0.242,0.0,2.044,0.081,0.002,0.126,0.0,0.023,0.11900000000000001,0.047,0.0,0.39799999999999996
47,800610,76.58643326039387,2742,0.32299999999999995,0.0,4.065,0.129,1.355,6.0,1.226,0.0,13.097000000000001,0.6409999999999999,0.0,8.077,0.256,2.6919999999999997,11.923,2.436,0.0,26.026,0.325,0.0,4.091,0.13,1.364,6.039,1.234,0.0,13.182,0.139,0.0,1.75,0.055999999999999994,0.583,2.583,0.528,0.0,5.638999999999999,0.13699999999999998,0.0,1.726,0.055,0.575,2.548,0.521,0.0,5.562,0.11,0.0,1.382,0.044000000000000004,0.461,2.039,0.41700000000000004,0.0,4.452,0.087,0.0,1.099,0.035,0.366,1.6230000000000002,0.332,0.0,3.543,0.083,0.0,1.048,0.033,0.349,1.547,0.316,0.0,3.378,0.018000000000000002,0.0,0.23,0.006999999999999999,0.077,0.33899999999999997,0.069,0.0,0.74
48,800611,58.172531214528945,7048,0.546,0.038,3.992,0.075,0.075,0.9229999999999999,0.47100000000000003,0.0,6.121,1.218,0.084,8.908,0.168,0.168,2.059,1.05,0.0,13.655,0.7340000000000001,0.051,5.367000000000001,0.10099999999999999,0.10099999999999999,1.2409999999999999,0.633,0.0,8.228,0.298,0.021,2.177,0.040999999999999995,0.040999999999999995,0.503,0.257,0.0,3.3369999999999997,0.285,0.02,2.08,0.039,0.039,0.48100000000000004,0.245,0.0,3.1889999999999996,0.257,0.018000000000000002,1.876,0.035,0.035,0.434,0.221,0.0,2.8760000000000003,0.19399999999999998,0.013000000000000001,1.4180000000000001,0.027000000000000003,0.027000000000000003,0.32799999999999996,0.16699999999999998,0.0,2.174,0.22899999999999998,0.016,1.675,0.032,0.032,0.387,0.19699999999999998,0.0,2.5669999999999997,0.040999999999999995,0.003,0.301,0.006,0.006,0.07,0.035,0.0,0.461
49,800612,72.69279393173198,6328,0.688,0.062,4.917,0.10400000000000001,0.271,2.458,0.917,0.0,9.417,1.675,0.152,11.98,0.254,0.66,5.99,2.234,0.0,22.944000000000003,0.882,0.08,6.31,0.134,0.348,3.155,1.176,0.0,12.085999999999999,0.385,0.035,2.7510000000000003,0.057999999999999996,0.152,1.375,0.513,0.0,5.268,0.363,0.033,2.593,0.055,0.14300000000000002,1.297,0.484,0.0,4.967,0.312,0.027999999999999997,2.233,0.047,0.12300000000000001,1.1159999999999999,0.41600000000000004,0.0,4.276,0.255,0.023,1.8219999999999998,0.039,0.1,0.9109999999999999,0.34,0.0,3.49,0.285,0.026000000000000002,2.04,0.043,0.11199999999999999,1.02,0.38,0.0,3.907,0.052000000000000005,0.005,0.373,0.008,0.021,0.18600000000000003,0.07,0.0,0.7140000000000001
