,addrcode,land_area,image_area,image/area,Age < 7,Age 7 - 9,Age 10 - 14,Age 15 - 24,Age 25 - 34,Age 35 - 44,Age 45 - 60,Age > 60,Age < 7_s,Age 7 - 9_s,Age 10 - 14_s,Age 15 - 24_s,Age 25 - 34_s,Age 35 - 44_s,Age 45 - 60_s,Age > 60_s
0,8101,7989.019999999999,453.65000000000003,0.06,9852,4281,6721,13049,14353,13991,16200,7568,591.12,256.86,403.26,782.94,861.18,839.46,972.0,454.08
1,8102,7755.6,399.72,0.05,5919,2705,3983,8480,9225,9064,10175,5062,295.95,135.25,199.15,424.0,461.25,453.2,508.75,253.1
2,8103,1839.75,166.34,0.09,2419,1154,1690,3036,3755,3377,3526,1873,217.71,103.86,152.1,273.24,337.95,303.93,317.34,168.57
3,8104,10190.93,635.93,0.06,8254,3866,6045,12103,12902,11708,14228,7241,495.24,231.96,362.7,726.18,774.12,702.48,853.68,434.46
4,8105,5969.54,518.05,0.09,5033,2336,3623,7378,7771,7789,9695,5526,452.97,210.24,326.07,664.02,699.39,701.01,872.55,497.34
5,8106,4832.349999999999,384.75,0.08,3748,1682,2685,5594,6476,6204,7797,4226,299.84,134.56,214.8,447.52,518.08,496.32,623.76,338.08
6,8107,2568.56,177.77,0.07,2800,1174,1722,3495,4206,3911,4522,2223,196.0,82.18,120.54,244.65,294.42,273.77,316.54,155.61
7,8108,4135.14,490.77000000000004,0.12,6111,2770,4340,8301,9062,8994,10918,6566,733.32,332.4,520.8,996.12,1087.44,1079.28,1310.16,787.92
