,addrcode,Bin,Bowl,Bucket,Misc Short,Jar,Pottedplant,Tire,Misc Tall,Total
0,810103,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
1,810105,0.04779200917606576,0.0,0.9080481743452494,0.02389600458803288,0.07168801376409864,0.3823360734085261,0.3823360734085261,0.0,1.8160963486904989
2,810106,0.7865168539325843,0.149812734082397,5.730337078651686,0.0749063670411985,0.7116104868913857,5.168539325842697,2.1722846441947565,0.03745318352059925,14.831460674157304
3,810111,0.6131207847946045,0.05109339873288371,3.4743511138360925,0.10218679746576742,0.20437359493153484,1.583895360719395,1.3795217657878602,0.05109339873288371,7.459636215001022
4,810115,0.16680393240270638,0.010425245775169149,1.7827170275539246,0.020850491550338298,0.1042524577516915,1.0112488401914075,0.4274350767819351,0.010425245775169149,3.5341583177823415
5,810116,0.028733509018217047,0.004104787002602435,0.33248774721079727,0.012314361007807306,0.024628722015614612,0.4104787002602435,0.094410101059856,0.00820957400520487,0.9153675015803431
6,810117,0.1420159713346224,0.021848610974557293,1.2453708255497657,0.05462152743639323,0.18571319328373698,1.6823430450409116,0.3605020810801953,0.0,3.6924152547001823
7,810118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,810201,0.6591869131218555,0.0,2.502219711033982,0.06726397072671994,0.17488632388947187,1.1569402964995832,0.4035838243603197,0.01345279414534399,4.977533833777276
9,810202,1.6005487595747112,0.0326642603994839,9.243985693053943,0.1306570415979356,0.7512779891881297,4.948635450521811,1.306570415979356,0.0,18.01433961031537
10,810203,0.8641175199827176,0.0,4.572621876575214,0.09001224166486642,0.5760783466551451,4.680636566573054,1.080146899978397,0.018002448332973285,11.881615899762368
11,810204,0.4460800713728114,0.01858666964053381,4.6652540797739865,0.05576000892160143,0.2602133749674733,3.066800490688079,1.263893535556299,0.0,9.776588230920783
12,810205,1.171958235670147,0.035513885929398394,9.340151999431779,0.07102777185879679,0.7457916045173664,3.9775552240926206,0.9943888060231552,0.0,16.33638752752326
13,810206,1.1933174224343674,0.0,3.3242413910671664,0.04261847937265598,0.8523695874531196,4.091374019774975,1.0654619843163995,0.0,10.569382884418683
14,810303,0.22798900288339033,0.01341111781667002,3.0577348622007645,0.05364447126668008,0.10728894253336016,1.274056192583652,0.5498558304834709,0.01341111781667002,5.297391537584658
15,810304,0.3518071158852639,0.023453807725684263,9.991322091141495,0.16417665407978982,0.23453807725684261,2.2984731571170576,0.5863451931421065,0.023453807725684263,13.673569904073924
16,810305,0.1549426712116517,0.07230657989877079,2.5927073649416386,0.10329511414110114,0.07230657989877079,1.7766759632269395,0.3202148538374135,0.0,5.092449127156286
17,810401,0.17836503474550874,0.04994220972874245,5.4080278534838255,0.06421141250838315,0.14982662918622736,1.8478617599634708,0.7848061528802385,0.0,8.483041052496397
18,810402,0.18527095877721167,0.0,4.045082599969121,0.09263547938860583,0.771962328238382,3.458391230507951,1.5130461633472285,0.030878493129535275,10.097267253358035
19,810403,0.6554732012302728,0.04321801326793007,2.0672616346493218,0.04321801326793007,0.22329306855097203,1.901592583788923,0.6914882122868811,0.007203002211321678,5.632747729253552
20,810404,1.7109912590663938,0.055793193230425885,11.958341082387948,0.3161614283057467,0.16737957969127765,4.984191928584712,1.4320252929142643,0.037195462153617256,20.662079226334384
21,810405,0.20746887966804978,0.051867219917012444,3.7733402489626555,0.051867219917012444,0.3112033195020747,2.7100622406639,1.5300829875518671,0.012966804979253111,8.648858921161825
22,810406,0.9042102288782141,0.05651313930488838,7.7611377978713385,0.05651313930488838,0.32024112272770083,2.5242535556183476,1.0360742205896203,0.03767542620325892,12.696618630498257
23,810407,0.9017610863568853,0.0795671546785487,9.309357097390198,0.053044769785699136,0.21217907914279655,3.4213876511775942,1.644387863356673,0.0,15.621684701888395
24,810501,1.5415216310293387,0.05967180507210343,5.718547986076579,0.09945300845350571,0.32819492789656884,4.365987071108901,1.0740924912978618,0.019890601690701143,13.20735952262556
25,810503,0.5885273941110477,0.01839148106597024,5.646184687252864,0.18391481065970242,0.16552332959373217,1.9127140308609052,0.6988762805068692,0.01839148106597024,9.23252349511706
26,810504,1.365531119735518,0.053902544200086236,7.0792008049446595,0.07187005893344832,0.46715538306741405,3.413827799338795,1.8865890470030184,0.01796751473336208,14.356044271956302
27,810505,3.3033963043253847,0.15484670176525242,18.891297615360795,0.2580778362754207,1.3420047486321875,7.6391039537524525,1.806544853927945,0.051615567255084135,33.44688758129452
28,810506,1.3039309683604985,0.009587727708533078,3.5186960690316393,0.11505273250239693,0.3451581975071908,2.2627037392138063,0.987535953978907,0.019175455417066157,8.561840843720038
29,810507,1.6742005692281936,0.04185501423070484,5.294659300184162,0.06278252134605726,0.3348401138456387,3.0554160388414533,1.1510128913443831,0.0,11.614766449020593
30,810508,2.048131080389145,0.042669397508107186,9.131251066734938,0.08533879501621437,0.7680491551459294,6.101723843659328,1.5360983102918588,0.0,19.713261648745522
31,810509,0.27483433596970713,0.03053714844107857,3.4048920511802603,0.015268574220539285,0.15268574220539285,1.2978288087458392,0.9313830274528964,0.0,6.1074296882157135
32,810601,0.788198656971308,0.038637189067220974,4.675099877133738,0.06181950250755356,0.3400072637915446,2.9209714934819058,0.5641029603814263,0.03090975125377678,9.419746694588474
33,810602,0.8429458740017745,0.04436557231588287,5.9893522626441875,0.022182786157941434,0.7763975155279502,3.0834072759538595,0.5323868677905944,0.0,11.29103815439219
