,addrcode,actual,predicted
0,800101,1.0510610339444444,0.871922995230883
1,800102,0.6309053887222221,0.6122565237364683
2,800103,0.9656418404444447,0.8181944318831216
3,800106,0.3184220890000001,0.36757684511066846
4,800107,0.6158738691111112,0.628603300192678
5,800108,0.7680783867222224,0.7052117144426999
6,800112,0.18888540161111111,0.2778619048095486
7,800113,0.3165796029444444,0.3204198539614017
8,800114,0.757974983,0.8337199926060155
9,800115,0.28043604722222226,0.351286772104265
10,800116,0.6595633029444444,0.5640455055925415
11,800118,0.6325217716111111,0.49794076823933864
12,800119,0.23391263983333335,0.26522931016288553
13,800120,0.39480212966666656,0.41104186266216547
14,800121,0.5663856489444444,0.599794423506363
15,800122,0.4218406505000001,0.6156010682452987
16,800201,0.38694626627777773,0.5560059980672937
17,800202,0.4261714783333334,0.3312936438483371
18,800203,1.2951131066666668,1.4728860863616764
19,800204,0.3071456246666668,0.6074277323854402
20,800205,0.6922194533333333,0.628248121920655
21,800301,0.43744531955555555,0.5722117081831058
22,800302,0.18880392711111113,0.5386486764349308
23,800303,0.34835437416666665,0.47108217023458887
24,800304,1.001104003222222,0.6279953123373758
25,800305,0.2832815333888889,0.46530556266578127
26,800401,1.282798025166667,1.559862379975157
27,800403,0.28947749322222216,0.35698695280013365
28,800404,0.3579610538888888,0.4673915460546949
29,800405,0.2841353050555555,0.47904658236119985
30,800406,0.26415184561111116,0.4387981040564778
31,800407,0.30303588299999995,0.32268227249462034
32,800409,0.0,0.368076003189418
33,800410,0.7387706855555555,0.6383316306378601
34,800415,0.037225647,0.06684741145180713
35,800416,0.5211590579444446,0.5616438024234944
36,800501,0.49417857633333345,0.5846672215572418
37,800502,0.10028078622222221,0.8447437824006678
38,800503,0.6106497313333333,0.7325445071106069
39,800504,0.47096944338888885,0.7261256794719129
40,800505,0.6632040432777777,0.4430233974994107
41,800601,0.2456579951111111,0.36089770263317145
42,800603,0.4273504273888889,0.23408959509063815
43,800604,0.6277463904444445,0.9053032932259756
44,800605,0.10038951133333335,0.28103330802734505
45,800606,0.09398625638888888,0.14109192953838473
46,800607,0.0,0.23974847593912804
47,800610,0.3996802558333333,0.3845062224547562
48,800611,0.07876868777777778,0.22254835301931358
49,800612,0.174182648,0.3048829281089492
50,800613,0.07336003644444444,0.3352404413666997
51,800701,0.11411877473684211,0.17118269919572845
52,800702,0.30178657647368423,0.15696097869860628
53,800703,0.3444041146842105,0.21486485706028233
54,800704,0.12389731384210523,0.22593726866335911
55,800705,0.20431513568421056,0.11498061541382558
56,800706,0.3727549854210526,0.1715222930955073
57,800707,0.0,0.3192131632096511
58,800708,0.3725849798947369,0.2885640995048777
59,800709,0.10774855800000001,0.3482175978984623
60,800710,0.27439181857894746,0.21914083144975596
61,800711,0.13645664410526315,0.19446065350569405
62,800801,0.13599891199999997,0.14682770313307117
63,800802,0.12125694947368423,0.09665695102957521
64,800803,0.34545231231578954,0.38284208071729137
65,800804,0.30522275557894735,0.2331835955320319
66,800806,0.22435099747368423,0.21845348622257976
67,800807,0.2869953671052632,0.18840736357428914
68,800809,0.37311483715789484,0.4684767949008652
69,800810,0.10405610715789473,0.5089734977866311
70,800811,0.061078773263157894,0.3571799334505239
71,800813,0.3042835209473685,0.22992723961967895
72,800901,0.4313277515789474,0.48339065682195287
73,800902,0.2773002051578947,0.2863460492022286
74,800903,0.2987714517368421,0.31839260921742624
75,800904,0.26941586736842105,0.21908970378763873
76,800905,0.10879912968421053,0.16054152124641807
77,800906,0.4270743802105264,0.29239158438983526
78,800907,0.1577874687368421,0.32868089520409344
79,800908,0.425861090263158,0.2755830388359481
80,800909,0.3783178475789474,0.43059522945009054
81,800910,0.31753592126315794,0.08963342469975398
82,800911,0.18264408463157894,0.33368668482345865
83,800912,0.5844242585263159,0.6995450635738321
84,800913,0.26062609852631574,0.27279855027283356
85,801001,0.5428555588421053,0.6439792998247417
86,801002,1.1155785388421051,0.6876420428198914
87,801003,0.4062788550526315,0.5386198866729517
88,801101,0.10596251052631578,0.17572179601220209
89,801102,0.0,-0.014238399463098923
90,801103,0.0,0.09428456053871084
91,801104,0.19392623052631577,0.13807647619777996
92,801105,0.29479973278947363,0.2837360632990014
93,801106,0.057678442736842105,0.055930757297941704
94,801107,0.19892876857894737,0.287361896077536
95,801202,0.028969385157894736,0.11618188800930475
96,801203,0.23175508126315789,0.2764322264775965
97,801204,0.0,0.08851994908226613
98,801205,0.23770215473684211,0.23036494090601223
99,801206,0.0,0.2725556140867457
100,801207,0.06905218968421054,0.1869959860441919
101,801208,0.09047890484210526,0.451636629191247
102,801209,2.6318059409473684,1.5075463887332454
103,801210,0.1680310239473684,0.11725637384242499
104,801211,0.2444556123157895,0.3312578341480773
105,801212,0.1407691625789474,0.12427309552634896
106,801213,0.011517765,0.11939889525262078
107,801214,0.28794412499999994,0.481600687276793
108,801215,0.12561092215789474,0.14395688269475815
109,801216,0.472302481631579,0.5529706973175068
110,801217,0.06507209757894737,0.08075726729055058
111,801218,0.10613345221052631,0.234271347958418
112,801301,0.09960556210526313,0.2063139271413245
113,801303,0.16652551631578946,0.3814933873042962
114,801304,0.22678135973684205,0.23235759487094698
115,801305,0.08217905989473684,0.3088020938967995
116,801306,0.07989265284210527,0.1041939154383571
117,801401,0.06795555705263158,0.32995732034428976
118,801402,0.1114723092631579,0.301016099405202
119,801403,0.021268721789473685,0.3850391341288665
120,801404,0.08507488715789474,0.17656943675986275
121,801405,0.13777900252631578,0.2443062820134068
122,801406,0.22077004557894742,0.3104467695593628
123,801407,0.0,0.1776398636175147
124,801408,0.1400690817368421,0.2931339465004317
125,801409,0.0,0.2977693267864795
126,801501,0.5345245595789474,0.5423130112408593
127,801502,0.5553209079473684,0.31581257143091457
128,801601,0.2185360303684211,0.33807852409399325
129,801602,0.2654075395263158,0.2766759849749965
130,801603,0.7301417859473684,0.38517808178360996
131,801604,1.7680533620526315,1.082645059024354
132,801605,0.10006003605263158,0.2744530691114371
133,801606,0.29183021305263157,0.05337347652993926
134,801607,0.0,0.03716323553202259
135,801608,0.3097016244736842,0.24506029758721984
136,801609,0.10551639726315791,0.1195599774833616
137,801610,0.23999808,0.016927664094432287
138,801611,0.03795816089473684,0.30495725703085563
139,801701,0.17624368726315787,0.5614715543275499
140,801702,0.04693767321052631,0.15219698899296755
141,801703,0.058466539578947374,0.16247976758345223
142,801704,0.13750902399999998,0.5559138168213864
143,801801,0.13438421789473684,0.05449374505638013
144,801802,0.0,0.007713777907225497
145,801803,0.0,0.11702051577087498
146,801901,0.0,0.17533928592879286
147,801902,0.38856831999999997,0.17174813754296087
148,801903,0.15895976736842105,0.16590131694070334
149,801904,0.29610646884210523,0.24945067651253106
150,801905,0.036825901894736834,0.19981490180169867
151,801906,0.09354396947368421,0.49922966195872825
152,802001,0.9272763847894737,0.775965402049515
153,802002,0.6694082722631577,0.7217846866633166
154,802003,1.2786592565263157,0.9269930068046519
155,802004,0.6977778494736843,0.7055635722021161
156,802101,0.476787507368421,0.45106858943994266
157,802102,0.13280071373684207,0.371840533082599
158,802103,0.3146985188421053,0.5168867423032015
159,802104,0.37579343652631564,0.5222196762887855
160,802201,0.2222746823684211,0.31467841950212566
161,802202,0.4111306779473685,0.3209398459304222
162,802203,0.09483587399999999,0.46298101990164203
163,802301,0.2180221197894737,0.2694627505477662
164,802302,0.12850345663157894,0.3772620017532061
165,802303,0.1571900615263158,0.2259585350061799
166,802304,0.1365556419473684,0.24933280563904392
