Week,Year,addrcode,rainfall
24,2017,801403,19.87
24,2017,801404,18.64
24,2017,800802,16.77
24,2017,801409,27.75
24,2017,801401,27.75
24,2017,801304,20.36
24,2017,800603,5.64
24,2017,800909,9.53
24,2017,801903,12.46
24,2017,802003,7.78
24,2017,801215,3.8
24,2017,801206,5.7
24,2017,801207,4.58
24,2017,801217,3.8
24,2017,802001,7.78
24,2017,801003,9.59
24,2017,801208,4
24,2017,801213,4.58
24,2017,802301,7.26
24,2017,801301,20.36
24,2017,800906,9.34
24,2017,801216,3.8
24,2017,801001,8.57
24,2017,801303,9.5
24,2017,801203,4.58
24,2017,801104,13.68
24,2017,801211,4.58
24,2017,800102,10.4
24,2017,801214,4
24,2017,800103,10.4
24,2017,800401,9.32
24,2017,800304,11.09
24,2017,800108,10.4
24,2017,800405,19.24
24,2017,800115,10.4
24,2017,800303,11.1
24,2017,801103,13.14
24,2017,800114,7.78
24,2017,802002,7.78
24,2017,800122,5.28
24,2017,801210,4
24,2017,801002,12.44
24,2017,801102,12.28
24,2017,800101,10.4
24,2017,800119,5.28
24,2017,800416,9.32
24,2017,800113,7.78
24,2017,801202,4
24,2017,810602,23.84
24,2017,800807,17.82
24,2017,800204,18.14
24,2017,800501,18.65
24,2017,800415,21.52
24,2017,800810,17.82
24,2017,800201,17.82
24,2017,800403,11.69
24,2017,801209,5.8
24,2017,800116,11.1
24,2017,801803,16.22
24,2017,800107,8.29
24,2017,800121,11.86
24,2017,801802,19.24
24,2017,800203,17.82
24,2017,800404,13.25
24,2017,800806,19.2
24,2017,802103,18.8
24,2017,800502,26.41
24,2017,800811,19.2
24,2017,800813,18.58
24,2017,800809,18.8
24,2017,800709,18.49
24,2017,801901,16.08
24,2017,801604,7.68
24,2017,800703,12
24,2017,801605,7.08
24,2017,801602,6.6
24,2017,801704,9.25
24,2017,801902,16.08
24,2017,800701,8.37
24,2017,801610,7.08
24,2017,800710,15.22
24,2017,800702,8.37
24,2017,800707,9.17
24,2017,810304,15.63
24,2017,810106,9.34
24,2017,810801,10.1
24,2017,810805,11.72
24,2017,810701,14.63
24,2017,810806,12.21
24,2017,810116,9.45
24,2017,810804,10.1
24,2017,810203,13.57
24,2017,810508,10.58
24,2017,810509,12.18
24,2017,810507,18.22
24,2017,810604,16.24
24,2017,800610,4.49
24,2017,800904,8.52
24,2017,800901,8.52
24,2017,800607,5.64
24,2017,800604,5.64
24,2017,801611,4.49
24,2017,800913,9.23
24,2017,800601,5.64
24,2017,801306,12.46
24,2017,800902,8.52
24,2017,800605,5.64
24,2017,800612,6.71
24,2017,801607,4.49
24,2017,801906,18.49
24,2017,800613,9.38
24,2017,801606,5.96
24,2017,800907,9.39
24,2017,801601,5.96
50,2015,801904,48.79
50,2015,800905,56.98
50,2015,801701,27.75
50,2015,800611,81.05
50,2015,801204,142.16
50,2015,801101,19
50,2015,800305,44.95
50,2015,801105,44.79
50,2015,801212,79.23
50,2015,800302,43.92
50,2015,801205,69.29
50,2015,800911,43.52
50,2015,801107,23.39
50,2015,802302,139.54
50,2015,800912,70.99
50,2015,801218,54.73
50,2015,802304,103.67
50,2015,800407,51.23
50,2015,802203,117.92
50,2015,800118,68.15
50,2015,800112,53.26
50,2015,800106,85.04
50,2015,801801,53.59
50,2015,801106,24.13
50,2015,802202,50.99
50,2015,802004,52.71
50,2015,802201,51.25
50,2015,800301,52.05
50,2015,810601,15.18
50,2015,800120,83.61
50,2015,810603,16.69
50,2015,800205,61.93
50,2015,800410,102.82
50,2015,800406,41.34
50,2015,800505,168.37
50,2015,800504,103.16
50,2015,800202,60.35
50,2015,802101,61.34
50,2015,800803,76.97
50,2015,800503,81.66
50,2015,800801,79.3
50,2015,802104,65.94
50,2015,801408,152.1
50,2015,802102,68.05
50,2015,801407,59.77
50,2015,801405,64.06
50,2015,800804,67.44
50,2015,800409,45.59
50,2015,800704,139.26
50,2015,801702,27.28
50,2015,801703,54.6
50,2015,801603,76.63
50,2015,800910,39.96
50,2015,801905,50.77
50,2015,800908,64.26
50,2015,801501,113.9
50,2015,801502,109.91
50,2015,801406,99.77
50,2015,801402,122.5
50,2015,800705,29.68
50,2015,801609,60.54
50,2015,800708,32.76
50,2015,800711,74.44
50,2015,810405,15.78
50,2015,810803,26
50,2015,810403,19.76
50,2015,810305,16.07
50,2015,810303,24.52
50,2015,810404,17.62
50,2015,810115,7.45
50,2015,810406,17.52
50,2015,810702,18.38
50,2015,810703,15.59
50,2015,810117,8.29
50,2015,810704,17.58
50,2015,810402,22.65
50,2015,810401,20.27
50,2015,810118,21.82
50,2015,810807,57.9
50,2015,810204,21.92
50,2015,810201,26.48
50,2015,810111,9.61
50,2015,810506,15.35
50,2015,810501,16.34
50,2015,810202,20.54
50,2015,810505,10.65
50,2015,810504,11.95
50,2015,810105,8.66
50,2015,810407,24.69
50,2015,810103,13.78
50,2015,810206,18.83
50,2015,810808,40.42
50,2015,810503,18.85
50,2015,810205,16.11
50,2015,802303,86.74
50,2015,801608,63.83
50,2015,800606,76.69
50,2015,800903,54.87
50,2015,801305,48.46
50,2015,800706,47.86
11,2018,801904,0
11,2018,800905,0
11,2018,801701,0
11,2018,800611,0
11,2018,801204,0
11,2018,801101,0
11,2018,800305,0
11,2018,801105,0.82
11,2018,801212,0
11,2018,800302,0
11,2018,801205,0
11,2018,800911,0
11,2018,801107,0.39
11,2018,802302,0
11,2018,800912,0
11,2018,801218,0
11,2018,802304,0
11,2018,800407,0
11,2018,802203,0
11,2018,800118,0
11,2018,800112,0
11,2018,800106,0
11,2018,801801,0
11,2018,801106,0
11,2018,802202,0
11,2018,802004,0
11,2018,802201,0
11,2018,800301,0
11,2018,810601,8.93
11,2018,800120,0
11,2018,810603,11.96
11,2018,800205,0
11,2018,800410,0
11,2018,800406,0
11,2018,800505,0
11,2018,800504,0
11,2018,800202,0
11,2018,802101,0
11,2018,800803,0
11,2018,800503,0
11,2018,800801,0
11,2018,802104,0
11,2018,801408,0
11,2018,802102,0
11,2018,801407,0
11,2018,801405,0
11,2018,800804,0
11,2018,800409,0
11,2018,800704,0
11,2018,801702,0
11,2018,801703,0
11,2018,801603,0
11,2018,800910,0
11,2018,801905,0
11,2018,800908,0
11,2018,801501,0
11,2018,801502,0
11,2018,801406,0
11,2018,801402,0
11,2018,800705,0
11,2018,801609,0
11,2018,800708,0
11,2018,800711,0
11,2018,810405,0
11,2018,810803,0.02
11,2018,810403,0.02
11,2018,810305,0
11,2018,810303,0.04
11,2018,810404,0
11,2018,810115,1.67
11,2018,810406,0
11,2018,810702,0
11,2018,810703,0
11,2018,810117,2.6
11,2018,810704,0
11,2018,810402,0
11,2018,810401,0
11,2018,810118,0.12
11,2018,810807,0.02
11,2018,810204,0.5
11,2018,810201,1.05
11,2018,810111,0.9
11,2018,810506,6.27
11,2018,810501,3.32
11,2018,810202,8.67
11,2018,810505,5.88
11,2018,810504,1.15
11,2018,810105,1.52
11,2018,810407,0
11,2018,810103,0.35
11,2018,810206,0
11,2018,810808,0
11,2018,810503,4.71
11,2018,810205,0.84
11,2018,802303,0
11,2018,801608,0
11,2018,800606,0
11,2018,800903,0
11,2018,801305,0
11,2018,800706,0
47,2014,801403,63.77
47,2014,801404,65.4
47,2014,800802,61.93
47,2014,801409,52.81
47,2014,801401,52.81
47,2014,801304,53.83
47,2014,800603,72.08
47,2014,800909,42.33
47,2014,801903,62.03
47,2014,802003,78.74
47,2014,801215,73.1
47,2014,801206,66.52
47,2014,801207,74.35
47,2014,801217,73.1
47,2014,802001,78.74
47,2014,801003,42.13
47,2014,801208,63.64
47,2014,801213,74.35
47,2014,802301,63.01
47,2014,801301,53.83
47,2014,800906,53.05
47,2014,801216,73.1
47,2014,801001,50.66
47,2014,801303,71.99
47,2014,801203,74.35
47,2014,801104,28.43
47,2014,801211,74.35
47,2014,800102,94.44
47,2014,801214,63.64
47,2014,800103,94.44
47,2014,800401,45.06
47,2014,800304,62.99
47,2014,800108,94.44
47,2014,800405,37.18
47,2014,800115,94.44
47,2014,800303,73
47,2014,801103,54.44
47,2014,800114,78.74
47,2014,802002,78.74
47,2014,800122,71.09
47,2014,801210,63.64
47,2014,801002,33.95
47,2014,801102,34.6
47,2014,800101,94.44
47,2014,800119,71.09
47,2014,800416,45.06
47,2014,800113,78.74
47,2014,801202,63.64
47,2014,810602,44.62
47,2014,800807,69.75
47,2014,800204,62.66
47,2014,800501,51.86
47,2014,800415,44.39
47,2014,800810,69.75
47,2014,800201,69.75
47,2014,800403,55.52
47,2014,801209,75.48
47,2014,800116,73
47,2014,801803,33.08
47,2014,800107,87.58
47,2014,800121,81.01
47,2014,801802,37.18
47,2014,800203,69.75
47,2014,800404,44.61
47,2014,800806,63.12
47,2014,802103,65.85
47,2014,800502,47.98
47,2014,800811,63.12
47,2014,800813,73.78
47,2014,800809,65.85
47,2014,800709,46.24
47,2014,801901,53.29
47,2014,801604,56.14
47,2014,800703,47.6
47,2014,801605,56.67
47,2014,801602,54.32
47,2014,801704,27.35
47,2014,801902,53.29
47,2014,800701,53.19
47,2014,801610,56.67
47,2014,800710,37.29
47,2014,800702,53.19
47,2014,800707,49.87
47,2014,810304,21.54
47,2014,810106,45.72
47,2014,810801,44.93
47,2014,810805,24.65
47,2014,810701,28.91
47,2014,810806,54.16
47,2014,810116,28.68
47,2014,810804,44.93
47,2014,810203,32.81
47,2014,810508,32.39
47,2014,810509,33.13
47,2014,810507,34.19
47,2014,810604,40.69
47,2014,800610,70.96
47,2014,800904,50.47
47,2014,800901,50.47
47,2014,800607,72.08
47,2014,800604,72.08
47,2014,801611,70.96
47,2014,800913,42.47
47,2014,800601,72.08
47,2014,801306,62.03
47,2014,800902,50.47
47,2014,800605,72.08
47,2014,800612,66.23
47,2014,801607,70.96
47,2014,801906,46.24
47,2014,800613,64.51
47,2014,801606,72.16
47,2014,800907,36.26
47,2014,801601,72.16
33,2016,801904,40.81
33,2016,800905,57.27
33,2016,801701,51.4
33,2016,800611,42.08
33,2016,801204,35.01
33,2016,801101,48.5
33,2016,800305,36.52
33,2016,801105,49.5
33,2016,801212,39.32
33,2016,800302,48.99
33,2016,801205,35.96
33,2016,800911,45.65
33,2016,801107,49.35
33,2016,802302,37.47
33,2016,800912,57.12
33,2016,801218,30.46
33,2016,802304,44.44
33,2016,800407,40.75
33,2016,802203,42.97
33,2016,800118,33.8
33,2016,800112,36.05
33,2016,800106,45.48
33,2016,801801,40.58
33,2016,801106,47.72
33,2016,802202,45.27
33,2016,802004,41.19
33,2016,802201,62.9
33,2016,800301,40.93
33,2016,810601,58.11
33,2016,800120,38.14
33,2016,810603,71.8
33,2016,800205,31.42
33,2016,800410,43.71
33,2016,800406,40.7
33,2016,800505,50.9
33,2016,800504,51.32
33,2016,800202,48.07
33,2016,802101,28.85
33,2016,800803,27.07
33,2016,800503,37.12
33,2016,800801,62.62
33,2016,802104,24.82
33,2016,801408,23.8
33,2016,802102,34.73
33,2016,801407,24.66
33,2016,801405,20.65
33,2016,800804,25
33,2016,800409,39.48
33,2016,800704,35.1
33,2016,801702,56.96
33,2016,801703,51.34
33,2016,801603,33.74
33,2016,800910,45.13
33,2016,801905,32.99
33,2016,800908,48
33,2016,801501,15.96
33,2016,801502,18.24
33,2016,801406,26.05
33,2016,801402,19.08
33,2016,800705,43.03
33,2016,801609,47.71
33,2016,800708,49.41
33,2016,800711,50.32
33,2016,810405,62.81
33,2016,810803,86.57
33,2016,810403,63.69
33,2016,810305,88.15
33,2016,810303,63.78
33,2016,810404,66.99
33,2016,810115,68.65
33,2016,810406,74.16
33,2016,810702,50.42
33,2016,810703,51.19
33,2016,810117,67.53
33,2016,810704,56.39
33,2016,810402,74.81
33,2016,810401,57.32
33,2016,810118,70.99
33,2016,810807,76.23
33,2016,810204,49.24
33,2016,810201,57.88
33,2016,810111,68.19
33,2016,810506,67.38
33,2016,810501,66.82
33,2016,810202,59.51
33,2016,810505,71.98
33,2016,810504,71.48
33,2016,810105,65.64
33,2016,810407,62.03
33,2016,810103,65.53
33,2016,810206,49.32
33,2016,810808,57.67
33,2016,810503,58.18
33,2016,810205,80.44
33,2016,802303,37.44
33,2016,801608,36.36
33,2016,800606,32.52
33,2016,800903,41.55
33,2016,801305,39.64
33,2016,800706,36.67
29,2014,801403,36.36
29,2014,801404,34.86
29,2014,800802,32.76
29,2014,801409,38.75
29,2014,801401,38.75
29,2014,801304,44.73
29,2014,800603,28.94
29,2014,800909,61.93
29,2014,801903,39.66
29,2014,802003,39.74
29,2014,801215,26.13
29,2014,801206,29.52
29,2014,801207,29.09
29,2014,801217,26.13
29,2014,802001,39.74
29,2014,801003,56.5
29,2014,801208,26.06
29,2014,801213,29.09
29,2014,802301,34.04
29,2014,801301,44.73
29,2014,800906,44.62
29,2014,801216,26.13
29,2014,801001,46.29
29,2014,801303,38.76
29,2014,801203,29.09
29,2014,801104,81.79
29,2014,801211,29.09
29,2014,800102,35.48
29,2014,801214,26.06
29,2014,800103,35.48
29,2014,800401,53.26
29,2014,800304,44.34
29,2014,800108,35.48
29,2014,800405,75.5
29,2014,800115,35.48
29,2014,800303,41.3
29,2014,801103,71.73
29,2014,800114,39.74
29,2014,802002,39.74
29,2014,800122,32.96
29,2014,801210,26.06
29,2014,801002,72.79
29,2014,801102,80.42
29,2014,800101,35.48
29,2014,800119,32.96
29,2014,800416,53.26
29,2014,800113,39.74
29,2014,801202,26.06
29,2014,810602,122.27
29,2014,800807,36.45
29,2014,800204,36.41
29,2014,800501,40.98
29,2014,800415,53.79
29,2014,800810,36.45
29,2014,800201,36.45
29,2014,800403,45.09
29,2014,801209,23.71
29,2014,800116,41.3
29,2014,801803,79.51
29,2014,800107,28.62
29,2014,800121,24.39
29,2014,801802,75.5
29,2014,800203,36.45
29,2014,800404,54.85
29,2014,800806,34.46
29,2014,802103,33.72
29,2014,800502,47.45
29,2014,800811,34.46
29,2014,800813,30.63
29,2014,800809,33.72
29,2014,800709,57.81
29,2014,801901,51.46
29,2014,801604,41.55
29,2014,800703,72.03
29,2014,801605,40.73
29,2014,801602,38.61
29,2014,801704,99.25
29,2014,801902,51.46
29,2014,800701,57.91
29,2014,801610,40.73
29,2014,800710,85.56
29,2014,800702,57.91
29,2014,800707,57.55
29,2014,810304,110.18
29,2014,810106,106.4
29,2014,810801,99.8
29,2014,810805,95.5
29,2014,810701,90.26
29,2014,810806,100.31
29,2014,810116,101.3
29,2014,810804,99.8
29,2014,810203,81.9
29,2014,810508,104.53
29,2014,810509,105.47
29,2014,810507,111
29,2014,810604,110.44
29,2014,800610,26.79
29,2014,800904,47.5
29,2014,800901,47.5
29,2014,800607,28.94
29,2014,800604,28.94
29,2014,801611,26.79
29,2014,800913,56.39
29,2014,800601,28.94
29,2014,801306,39.66
29,2014,800902,47.5
29,2014,800605,28.94
29,2014,800612,31.65
29,2014,801607,26.79
29,2014,801906,57.81
29,2014,800613,38.95
29,2014,801606,30.88
29,2014,800907,71.54
29,2014,801601,30.88
12,2016,801403,2.83
12,2016,801404,1.62
12,2016,800802,0.54
12,2016,801409,6.38
12,2016,801401,6.38
12,2016,801304,11.8
12,2016,800603,9.59
12,2016,800909,25.19
12,2016,801903,12.21
12,2016,802003,9.97
12,2016,801215,3.92
12,2016,801206,29.07
12,2016,801207,5.56
12,2016,801217,3.92
12,2016,802001,9.97
12,2016,801003,26.24
12,2016,801208,7.11
12,2016,801213,5.56
12,2016,802301,37.42
12,2016,801301,11.8
12,2016,800906,17.44
12,2016,801216,3.92
12,2016,801001,20.98
12,2016,801303,15.88
12,2016,801203,5.56
12,2016,801104,16.2
12,2016,801211,5.56
12,2016,800102,7.86
12,2016,801214,7.11
12,2016,800103,7.86
12,2016,800401,34.39
12,2016,800304,19.54
12,2016,800108,7.86
12,2016,800405,29.43
12,2016,800115,7.86
12,2016,800303,16.27
12,2016,801103,23.1
12,2016,800114,9.97
12,2016,802002,9.97
12,2016,800122,22.55
12,2016,801210,7.11
12,2016,801002,21.56
12,2016,801102,23.42
12,2016,800101,7.86
12,2016,800119,22.55
12,2016,800416,34.39
12,2016,800113,9.97
12,2016,801202,7.11
12,2016,810602,43.35
12,2016,800807,16.43
12,2016,800204,15.72
12,2016,800501,23.08
12,2016,800415,29.35
12,2016,800810,16.43
12,2016,800201,16.43
12,2016,800403,21.69
12,2016,801209,20.31
12,2016,800116,16.27
12,2016,801803,27.11
12,2016,800107,42.79
12,2016,800121,26.84
12,2016,801802,29.43
12,2016,800203,16.43
12,2016,800404,25.13
12,2016,800806,4.41
12,2016,802103,3.74
12,2016,800502,25.24
12,2016,800811,4.41
12,2016,800813,2.93
12,2016,800809,3.74
12,2016,800709,10.84
12,2016,801901,15.78
12,2016,801604,33.95
12,2016,800703,46.07
12,2016,801605,3.87
12,2016,801602,14.41
12,2016,801704,33.57
12,2016,801902,15.78
12,2016,800701,21.44
12,2016,801610,3.87
12,2016,800710,20.68
12,2016,800702,21.44
12,2016,800707,25.33
12,2016,810304,28.17
12,2016,810106,26.96
12,2016,810801,25.87
12,2016,810805,28.64
12,2016,810701,19.64
12,2016,810806,23.25
12,2016,810116,26.38
12,2016,810804,25.87
12,2016,810203,17.96
12,2016,810508,26.28
12,2016,810509,30.71
12,2016,810507,37.25
12,2016,810604,30.43
12,2016,800610,21.38
12,2016,800904,19.49
12,2016,800901,19.49
12,2016,800607,9.59
12,2016,800604,9.59
12,2016,801611,21.38
12,2016,800913,28.49
12,2016,800601,9.59
12,2016,801306,12.21
12,2016,800902,19.49
12,2016,800605,9.59
12,2016,800612,10.59
12,2016,801607,21.38
12,2016,801906,10.84
12,2016,800613,37.93
12,2016,801606,3.82
12,2016,800907,28.1
12,2016,801601,3.82
25,2016,801904,23.49
25,2016,800905,24.35
25,2016,801701,38.84
25,2016,800611,21.93
25,2016,801204,19.92
25,2016,801101,36.48
25,2016,800305,20.36
25,2016,801105,32.82
25,2016,801212,17.61
25,2016,800302,21.3
25,2016,801205,16.7
25,2016,800911,22.37
25,2016,801107,36.76
25,2016,802302,21.71
25,2016,800912,26.59
25,2016,801218,18.33
25,2016,802304,21.5
25,2016,800407,43.37
25,2016,802203,21.11
25,2016,800118,18.67
25,2016,800112,19.29
25,2016,800106,17.73
25,2016,801801,38.97
25,2016,801106,40.27
25,2016,802202,24.93
25,2016,802004,20.78
25,2016,802201,23.09
25,2016,800301,20.3
25,2016,810601,74.45
25,2016,800120,17.31
25,2016,810603,72.39
25,2016,800205,18.74
25,2016,800410,25.31
25,2016,800406,32.75
25,2016,800505,22.33
25,2016,800504,18.32
25,2016,800202,18.66
25,2016,802101,18.4
25,2016,800803,17.83
25,2016,800503,21.58
25,2016,800801,18.06
25,2016,802104,18.34
25,2016,801408,23.38
25,2016,802102,21.33
25,2016,801407,20.31
25,2016,801405,21.34
25,2016,800804,17.91
25,2016,800409,33.28
25,2016,800704,24.45
25,2016,801702,47.84
25,2016,801703,30.48
25,2016,801603,20.87
25,2016,800910,32.63
25,2016,801905,27.97
25,2016,800908,27.95
25,2016,801501,25.18
25,2016,801502,25.13
25,2016,801406,25.89
25,2016,801402,24.17
25,2016,800705,37.14
25,2016,801609,26.85
25,2016,800708,32.7
25,2016,800711,28.51
25,2016,810405,65.8
25,2016,810803,61.42
25,2016,810403,65.85
25,2016,810305,73.45
25,2016,810303,65.35
25,2016,810404,66.85
25,2016,810115,61.43
25,2016,810406,44.43
25,2016,810702,37.95
25,2016,810703,38.63
25,2016,810117,64.13
25,2016,810704,46.66
25,2016,810402,58.87
25,2016,810401,55.31
25,2016,810118,64.61
25,2016,810807,59.4
25,2016,810204,40.57
25,2016,810201,45.28
25,2016,810111,58.5
25,2016,810506,65.32
25,2016,810501,64.69
25,2016,810202,46.65
25,2016,810505,56.97
25,2016,810504,59.94
25,2016,810105,59.89
25,2016,810407,43.28
25,2016,810103,54.89
25,2016,810206,38.39
25,2016,810808,47.07
25,2016,810503,70.96
25,2016,810205,56.5
25,2016,802303,21.29
25,2016,801608,18.35
25,2016,800606,18.31
25,2016,800903,23.86
25,2016,801305,21.4
25,2016,800706,25.67
51,2014,801403,26.47
51,2014,801404,20.45
51,2014,800802,25.04
51,2014,801409,15.56
51,2014,801401,15.56
51,2014,801304,26.32
51,2014,800603,67.62
51,2014,800909,31.92
51,2014,801903,25.29
51,2014,802003,23.53
51,2014,801215,39.34
51,2014,801206,43.81
51,2014,801207,49.11
51,2014,801217,39.34
51,2014,802001,23.53
51,2014,801003,29.6
51,2014,801208,52.11
51,2014,801213,49.11
51,2014,802301,44.99
51,2014,801301,26.32
51,2014,800906,33.62
51,2014,801216,39.34
51,2014,801001,39.03
51,2014,801303,19.85
51,2014,801203,49.11
51,2014,801104,14.63
51,2014,801211,49.11
51,2014,800102,29.12
51,2014,801214,52.11
51,2014,800103,29.12
51,2014,800401,31.1
51,2014,800304,34.07
51,2014,800108,29.12
51,2014,800405,22.52
51,2014,800115,29.12
51,2014,800303,31.22
51,2014,801103,24.46
51,2014,800114,23.53
51,2014,802002,23.53
51,2014,800122,32.83
51,2014,801210,52.11
51,2014,801002,17.95
51,2014,801102,17.23
51,2014,800101,29.12
51,2014,800119,32.83
51,2014,800416,31.1
51,2014,800113,23.53
51,2014,801202,52.11
51,2014,810602,12.4
51,2014,800807,28.63
51,2014,800204,29.13
51,2014,800501,32.44
51,2014,800415,63.83
51,2014,800810,28.63
51,2014,800201,28.63
51,2014,800403,34.81
51,2014,801209,24.61
51,2014,800116,31.22
51,2014,801803,16.45
51,2014,800107,34.89
51,2014,800121,33.68
51,2014,801802,22.52
51,2014,800203,28.63
51,2014,800404,30.04
51,2014,800806,21.12
51,2014,802103,25.45
51,2014,800502,35.22
51,2014,800811,21.12
51,2014,800813,22.66
51,2014,800809,25.45
51,2014,800709,40.01
51,2014,801901,29.07
51,2014,801604,22.01
51,2014,800703,23.62
51,2014,801605,20.73
51,2014,801602,19.14
51,2014,801704,15.75
51,2014,801902,29.07
51,2014,800701,24.07
51,2014,801610,20.73
51,2014,800710,18.75
51,2014,800702,24.07
51,2014,800707,25.1
51,2014,810304,12.4
51,2014,810106,17.03
51,2014,810801,26.05
51,2014,810805,13.36
51,2014,810701,17.34
51,2014,810806,27.11
51,2014,810116,13.11
51,2014,810804,26.05
51,2014,810203,14.26
51,2014,810508,29.01
51,2014,810509,20.26
51,2014,810507,14.47
51,2014,810604,17.23
51,2014,800610,39.54
51,2014,800904,37.57
51,2014,800901,37.57
51,2014,800607,67.62
51,2014,800604,67.62
51,2014,801611,39.54
51,2014,800913,45.54
51,2014,800601,67.62
51,2014,801306,25.29
51,2014,800902,37.57
51,2014,800605,67.62
51,2014,800612,49.18
51,2014,801607,39.54
51,2014,801906,40.01
51,2014,800613,98.09
51,2014,801606,42.46
51,2014,800907,25.48
51,2014,801601,42.46
28,2015,801904,66.22
28,2015,800905,96.87
28,2015,801701,111.41
28,2015,800611,75.25
28,2015,801204,49.56
28,2015,801101,208.57
28,2015,800305,80.55
28,2015,801105,142.99
28,2015,801212,74.9
28,2015,800302,122.41
28,2015,801205,50.35
28,2015,800911,83.36
28,2015,801107,121.89
28,2015,802302,56.96
28,2015,800912,101.23
28,2015,801218,78.93
28,2015,802304,57.9
28,2015,800407,171.59
28,2015,802203,144.25
28,2015,800118,63.19
28,2015,800112,114.5
28,2015,800106,41.47
28,2015,801801,206.7
28,2015,801106,166.13
28,2015,802202,105.15
28,2015,802004,64.08
28,2015,802201,112.16
28,2015,800301,149.44
28,2015,810601,154.96
28,2015,800120,45.14
28,2015,810603,138.08
28,2015,800205,93
28,2015,800410,116.27
28,2015,800406,156.9
28,2015,800505,115.54
28,2015,800504,98.88
28,2015,800202,142.14
28,2015,802101,164.33
28,2015,800803,96.49
28,2015,800503,120.85
28,2015,800801,42.9
28,2015,802104,164.46
28,2015,801408,120.54
28,2015,802102,101.98
28,2015,801407,117.54
28,2015,801405,102.83
28,2015,800804,91.65
28,2015,800409,148.12
28,2015,800704,48.63
28,2015,801702,84.39
28,2015,801703,90.59
28,2015,801603,56.58
28,2015,800910,60.56
28,2015,801905,60.18
28,2015,800908,86.29
28,2015,801501,51.12
28,2015,801502,66.06
28,2015,801406,110.62
28,2015,801402,181.23
28,2015,800705,39.33
28,2015,801609,30.55
28,2015,800708,40.05
28,2015,800711,36.06
28,2015,810405,68.92
28,2015,810803,78.7
28,2015,810403,65.92
28,2015,810305,72.65
28,2015,810303,70.97
28,2015,810404,61.64
28,2015,810115,125.07
28,2015,810406,134.83
28,2015,810702,142.18
28,2015,810703,153.54
28,2015,810117,115.81
28,2015,810704,115.55
28,2015,810402,64.86
28,2015,810401,77.83
28,2015,810118,140.84
28,2015,810807,165.41
28,2015,810204,148.09
28,2015,810201,152.38
28,2015,810111,119.62
28,2015,810506,121.99
28,2015,810501,104.89
28,2015,810202,139.46
28,2015,810505,113.99
28,2015,810504,119.95
28,2015,810105,120.23
28,2015,810407,150.28
28,2015,810103,136.04
28,2015,810206,151.04
28,2015,810808,151.75
28,2015,810503,130.17
28,2015,810205,135.75
28,2015,802303,63.59
28,2015,801608,68.16
28,2015,800606,74.45
28,2015,800903,109.59
28,2015,801305,59.09
28,2015,800706,42.17
46,2015,801904,62.03
46,2015,800905,54.55
46,2015,801701,41.58
46,2015,800611,88.01
46,2015,801204,89.04
46,2015,801101,39.68
46,2015,800305,68.68
46,2015,801105,47.19
46,2015,801212,65.58
46,2015,800302,63.09
46,2015,801205,83.87
46,2015,800911,57.77
46,2015,801107,39.69
46,2015,802302,82.69
46,2015,800912,49.85
46,2015,801218,75.3
46,2015,802304,73.96
46,2015,800407,48.68
46,2015,802203,60.74
46,2015,800118,67.83
46,2015,800112,71.42
46,2015,800106,86.24
46,2015,801801,39.49
46,2015,801106,33.32
46,2015,802202,53.66
46,2015,802004,77.07
46,2015,802201,61.45
46,2015,800301,64.67
46,2015,810601,36.99
46,2015,800120,78.61
46,2015,810603,32.24
46,2015,800205,102.59
46,2015,800410,52.33
46,2015,800406,44.92
46,2015,800505,71.98
46,2015,800504,72.38
46,2015,800202,68.84
46,2015,802101,46.45
46,2015,800803,55.53
46,2015,800503,66.25
46,2015,800801,63.46
46,2015,802104,68.18
46,2015,801408,44.46
46,2015,802102,54.05
46,2015,801407,56.56
46,2015,801405,47.78
46,2015,800804,56.08
46,2015,800409,54.75
46,2015,800704,81.84
46,2015,801702,45.5
46,2015,801703,63.72
46,2015,801603,76.49
46,2015,800910,47.28
46,2015,801905,58.4
46,2015,800908,53.93
46,2015,801501,20.17
46,2015,801502,23.82
46,2015,801406,39.51
46,2015,801402,39.85
46,2015,800705,40.34
46,2015,801609,60.29
46,2015,800708,47.63
46,2015,800711,57.36
46,2015,810405,21.6
46,2015,810803,37.91
46,2015,810403,23.82
46,2015,810305,23.31
46,2015,810303,23.25
46,2015,810404,23.2
46,2015,810115,34.93
46,2015,810406,33.47
46,2015,810702,36.85
46,2015,810703,40.2
46,2015,810117,38.02
46,2015,810704,36.28
46,2015,810402,33.65
46,2015,810401,26.39
46,2015,810118,37.26
46,2015,810807,36.27
46,2015,810204,36.29
46,2015,810201,41.12
46,2015,810111,36.48
46,2015,810506,35.88
46,2015,810501,37.73
46,2015,810202,33.72
46,2015,810505,41.59
46,2015,810504,36.82
46,2015,810105,40.91
46,2015,810407,39.39
46,2015,810103,39.1
46,2015,810206,36.25
46,2015,810808,57.56
46,2015,810503,37.17
46,2015,810205,38.98
46,2015,802303,82.7
46,2015,801608,74.92
46,2015,800606,82.57
46,2015,800903,59.83
46,2015,801305,69.89
46,2015,800706,62.8
3,2015,801904,8.58
3,2015,800905,14.41
3,2015,801701,9.27
3,2015,800611,7.93
3,2015,801204,10.88
3,2015,801101,11.07
3,2015,800305,6.36
3,2015,801105,8.57
3,2015,801212,6.85
3,2015,800302,6.4
