,Week,Year,addrcode,temperature
0,1,2014,810103,27.4475
1,1,2014,810105,27.65142857142857
2,1,2014,810106,27.107499999999995
3,1,2014,810111,27.55821428571429
4,1,2014,810115,27.096785714285716
5,1,2014,810116,27.18392857142857
6,1,2014,810117,27.063214285714288
7,1,2014,810118,27.0075
8,1,2014,810201,27.919642857142858
9,1,2014,810202,27.750357142857148
10,1,2014,810203,27.291428571428572
11,1,2014,810204,26.732142857142854
12,1,2014,810205,27.067499999999995
13,1,2014,810206,27.2575
14,1,2014,810303,26.0675
15,1,2014,810304,25.5275
16,1,2014,810305,25.61857142857143
17,1,2014,810401,26.461785714285718
18,1,2014,810402,26.71821428571429
19,1,2014,810403,26.9075
20,1,2014,810404,26.607857142857146
21,1,2014,810405,25.411785714285717
22,1,2014,810406,26.678214285714287
23,1,2014,810407,26.629642857142862
24,1,2014,810501,27.64428571428572
25,1,2014,810503,27.0
26,1,2014,810504,27.23071428571429
27,1,2014,810505,25.545714285714286
28,1,2014,810506,27.193214285714287
29,1,2014,810507,26.5775
30,1,2014,810508,27.42178571428572
31,1,2014,810509,28.00714285714286
32,1,2014,810601,26.78142857142857
33,1,2014,810602,26.865
34,1,2014,810603,26.405357142857145
35,1,2014,810604,27.0125
36,1,2014,810701,26.40642857142857
37,1,2014,810702,27.7375
38,1,2014,810703,27.545714285714286
39,1,2014,810704,26.827500000000004
40,1,2014,810801,27.205357142857146
41,1,2014,810803,25.53964285714286
42,1,2014,810804,27.41357142857143
43,1,2014,810805,27.09607142857143
44,1,2014,810806,25.195
45,1,2014,810807,26.7175
46,1,2014,810808,27.000357142857148
423,10,2014,810103,33.473214285714285
424,10,2014,810105,32.25857142857143
425,10,2014,810106,31.67107142857143
426,10,2014,810111,32.42142857142857
427,10,2014,810115,32.06357142857142
428,10,2014,810116,32.011428571428574
429,10,2014,810117,32.102500000000006
430,10,2014,810118,32.74392857142857
431,10,2014,810201,33.58678571428572
432,10,2014,810202,32.355714285714285
433,10,2014,810203,32.30714285714286
434,10,2014,810204,32.07678571428571
435,10,2014,810205,32.75142857142857
436,10,2014,810206,32.121071428571426
437,10,2014,810303,31.896428571428572
438,10,2014,810304,32.536071428571425
439,10,2014,810305,31.001785714285717
440,10,2014,810401,32.93678571428571
441,10,2014,810402,31.707142857142852
442,10,2014,810403,32.495
443,10,2014,810404,31.2875
444,10,2014,810405,32.90142857142857
445,10,2014,810406,32.4975
446,10,2014,810407,32.35642857142857
447,10,2014,810501,33.51571428571429
448,10,2014,810503,34.23464285714286
449,10,2014,810504,32.59178571428571
450,10,2014,810505,30.751785714285717
451,10,2014,810506,33.18571428571428
452,10,2014,810507,33.37285714285714
453,10,2014,810508,33.43571428571428
454,10,2014,810509,33.04035714285715
455,10,2014,810601,32.54357142857143
456,10,2014,810602,33.42392857142857
457,10,2014,810603,33.28214285714286
458,10,2014,810604,33.6075
459,10,2014,810701,31.829642857142854
460,10,2014,810702,32.24714285714286
461,10,2014,810703,31.89464285714286
462,10,2014,810704,31.688214285714285
463,10,2014,810801,33.92892857142857
464,10,2014,810803,31.791785714285716
465,10,2014,810804,33.012142857142855
466,10,2014,810805,32.88321428571429
467,10,2014,810806,31.82892857142857
468,10,2014,810807,32.75678571428571
469,10,2014,810808,32.96321428571429
470,11,2014,810103,33.581964285714285
471,11,2014,810105,31.833571428571428
472,11,2014,810106,31.50125
473,11,2014,810111,32.55607142857143
474,11,2014,810115,32.10642857142857
475,11,2014,810116,32.035892857142855
476,11,2014,810117,32.232321428571424
477,11,2014,810118,32.742321428571444
478,11,2014,810201,33.81321428571428
479,11,2014,810202,32.64357142857143
480,11,2014,810203,32.441607142857144
481,11,2014,810204,32.23125
482,11,2014,810205,32.96732142857143
483,11,2014,810206,32.38482142857143
484,11,2014,810303,31.502857142857145
485,11,2014,810304,32.11821428571428
486,11,2014,810305,30.72696428571428
487,11,2014,810401,32.83553571428571
488,11,2014,810402,31.672142857142855
489,11,2014,810403,32.38178571428572
490,11,2014,810404,31.009821428571428
491,11,2014,810405,32.823928571428574
492,11,2014,810406,32.59142857142857
493,11,2014,810407,32.43196428571428
494,11,2014,810501,33.191785714285714
495,11,2014,810503,34.11857142857143
496,11,2014,810504,32.518392857142864
497,11,2014,810505,30.403035714285718
498,11,2014,810506,33.22785714285714
499,11,2014,810507,33.159285714285716
500,11,2014,810508,33.48517857142857
501,11,2014,810509,33.04160714285714
502,11,2014,810601,32.27464285714286
503,11,2014,810602,33.21982142857143
504,11,2014,810603,33.169107142857136
505,11,2014,810604,33.30696428571429
506,11,2014,810701,31.855357142857148
507,11,2014,810702,32.54482142857143
508,11,2014,810703,32.130714285714284
509,11,2014,810704,31.49535714285714
510,11,2014,810801,34.28678571428571
511,11,2014,810803,31.79375
512,11,2014,810804,33.33089285714286
513,11,2014,810805,33.1725
514,11,2014,810806,31.97357142857143
515,11,2014,810807,32.97535714285714
516,11,2014,810808,33.10946428571429
517,12,2014,810103,33.128214285714286
518,12,2014,810105,30.93285714285714
519,12,2014,810106,30.94875
520,12,2014,810111,32.39910714285714
521,12,2014,810115,31.749642857142852
522,12,2014,810116,31.829285714285717
523,12,2014,810117,32.02017857142857
524,12,2014,810118,33.416964285714286
525,12,2014,810201,33.35000000000001
526,12,2014,810202,33.11607142857143
527,12,2014,810203,33.104464285714286
528,12,2014,810204,32.565535714285716
529,12,2014,810205,32.742678571428556
530,12,2014,810206,32.68196428571429
531,12,2014,810303,30.6925
532,12,2014,810304,31.010357142857146
533,12,2014,810305,30.2225
534,12,2014,810401,32.56875
535,12,2014,810402,31.4575
536,12,2014,810403,32.36821428571428
537,12,2014,810404,31.49
538,12,2014,810405,32.143392857142864
539,12,2014,810406,32.449285714285715
540,12,2014,810407,32.52178571428571
541,12,2014,810501,32.43839285714285
542,12,2014,810503,32.84178571428572
543,12,2014,810504,32.184107142857144
544,12,2014,810505,29.95875
545,12,2014,810506,32.475535714285705
546,12,2014,810507,32.176071428571426
547,12,2014,810508,32.863035714285715
548,12,2014,810509,32.56267857142857
549,12,2014,810601,31.54267857142857
550,12,2014,810602,32.39928571428572
551,12,2014,810603,32.12875
552,12,2014,810604,32.347321428571426
553,12,2014,810701,32.27660714285714
554,12,2014,810702,33.61910714285714
555,12,2014,810703,32.75
556,12,2014,810704,31.34607142857143
557,12,2014,810801,34.911071428571425
558,12,2014,810803,32.043035714285715
559,12,2014,810804,33.51482142857143
560,12,2014,810805,33.23767857142857
561,12,2014,810806,31.68267857142857
562,12,2014,810807,32.980892857142855
563,12,2014,810808,32.830714285714286
564,13,2014,810103,31.886249999999997
565,13,2014,810105,29.827500000000004
566,13,2014,810106,29.995
567,13,2014,810111,31.29125
568,13,2014,810115,30.110000000000007
